年月,銀行,銀行類別,項目,數值
9611,總計,全體總和,發行金融卡,144607788
9611,總計,全體總和,流通金融卡,74329747
9611,總計,全體總和,ATM裝設數,25151
9611,總計,全體總和,交易次數,63211180
9611,總計,全體總和,交易金額,781829000000
9611,小計,本國銀行,發行金融卡,104249536
9611,小計,本國銀行,流通金融卡,58322667
9611,小計,本國銀行,ATM裝設數,20342
9611,小計,本國銀行,交易次數,49486296
9611,小計,本國銀行,交易金額,644378000000
9611,中央信託局,本國銀行,發行金融卡,0
9611,中央信託局,本國銀行,流通金融卡,0
9611,中央信託局,本國銀行,ATM裝設數,0
9611,中央信託局,本國銀行,交易次數,0
9611,中央信託局,本國銀行,交易金額,0
9611,臺灣銀行,本國銀行,發行金融卡,4486634
9611,臺灣銀行,本國銀行,流通金融卡,2458791
9611,臺灣銀行,本國銀行,ATM裝設數,677
9611,臺灣銀行,本國銀行,交易次數,2080147
9611,臺灣銀行,本國銀行,交易金額,34849000000
9611,臺灣土地銀行,本國銀行,發行金融卡,4739845
9611,臺灣土地銀行,本國銀行,流通金融卡,1472413
9611,臺灣土地銀行,本國銀行,ATM裝設數,737
9611,臺灣土地銀行,本國銀行,交易次數,1974394
9611,臺灣土地銀行,本國銀行,交易金額,30434000000
9611,合作金庫商業銀行,本國銀行,發行金融卡,7829608
9611,合作金庫商業銀行,本國銀行,流通金融卡,4485926
9611,合作金庫商業銀行,本國銀行,ATM裝設數,1118
9611,合作金庫商業銀行,本國銀行,交易次數,3014588
9611,合作金庫商業銀行,本國銀行,交易金額,47306000000
9611,第一商業銀行,本國銀行,發行金融卡,7278430
9611,第一商業銀行,本國銀行,流通金融卡,3619192
9611,第一商業銀行,本國銀行,ATM裝設數,807
9611,第一商業銀行,本國銀行,交易次數,2219342
9611,第一商業銀行,本國銀行,交易金額,23679000000
9611,華南商業銀行,本國銀行,發行金融卡,8229508
9611,華南商業銀行,本國銀行,流通金融卡,4230089
9611,華南商業銀行,本國銀行,ATM裝設數,809
9611,華南商業銀行,本國銀行,交易次數,1947467
9611,華南商業銀行,本國銀行,交易金額,21622000000
9611,彰化商業銀行,本國銀行,發行金融卡,7359369
9611,彰化商業銀行,本國銀行,流通金融卡,4161390
9611,彰化商業銀行,本國銀行,ATM裝設數,609
9611,彰化商業銀行,本國銀行,交易次數,2392768
9611,彰化商業銀行,本國銀行,交易金額,42685000000
9611,華僑商業銀行,本國銀行,發行金融卡,1301880
9611,華僑商業銀行,本國銀行,流通金融卡,744137
9611,華僑商業銀行,本國銀行,ATM裝設數,125
9611,華僑商業銀行,本國銀行,交易次數,406896
9611,華僑商業銀行,本國銀行,交易金額,4429000000
9611,上海商業儲蓄銀行,本國銀行,發行金融卡,1860433
9611,上海商業儲蓄銀行,本國銀行,流通金融卡,1443405
9611,上海商業儲蓄銀行,本國銀行,ATM裝設數,284
9611,上海商業儲蓄銀行,本國銀行,交易次數,755690
