年月,銀行,銀行類別,項目,數值,英文欄位
9504,總計,全體總和,發行金融卡,133644191,Issue_Card_Cnt
9504,總計,全體總和,流通金融卡,72911703,F_Card_Cnt
9504,總計,全體總和,ATM裝設數,24496,ATM_Cnt
9504,總計,全體總和,交易次數,55706867,Txn_Cnt
9504,總計,全體總和,交易金額,668711000000,Txn_Bal
9504,小計,本國銀行,發行金融卡,96399801,Issue_Card_Cnt
9504,小計,本國銀行,流通金融卡,57093136,F_Card_Cnt
9504,小計,本國銀行,ATM裝設數,19640,ATM_Cnt
9504,小計,本國銀行,交易次數,43557243,Txn_Cnt
9504,小計,本國銀行,交易金額,547586000000,Txn_Bal
9504,中央信託局,本國銀行,發行金融卡,265509,Issue_Card_Cnt
9504,中央信託局,本國銀行,流通金融卡,201004,F_Card_Cnt
9504,中央信託局,本國銀行,ATM裝設數,49,ATM_Cnt
9504,中央信託局,本國銀行,交易次數,85559,Txn_Cnt
9504,中央信託局,本國銀行,交易金額,1632000000,Txn_Bal
9504,中國農民銀行,本國銀行,發行金融卡,1679560,Issue_Card_Cnt
9504,中國農民銀行,本國銀行,流通金融卡,968217,F_Card_Cnt
9504,中國農民銀行,本國銀行,ATM裝設數,275,ATM_Cnt
9504,中國農民銀行,本國銀行,交易次數,491019,Txn_Cnt
9504,中國農民銀行,本國銀行,交易金額,4140000000,Txn_Bal
9504,交通銀行,本國銀行,發行金融卡,520677,Issue_Card_Cnt
9504,交通銀行,本國銀行,流通金融卡,286427,F_Card_Cnt
9504,交通銀行,本國銀行,ATM裝設數,119,ATM_Cnt
9504,交通銀行,本國銀行,交易次數,275847,Txn_Cnt
9504,交通銀行,本國銀行,交易金額,2402000000,Txn_Bal
9504,臺灣銀行,本國銀行,發行金融卡,3967946,Issue_Card_Cnt
9504,臺灣銀行,本國銀行,流通金融卡,2103020,F_Card_Cnt
9504,臺灣銀行,本國銀行,ATM裝設數,626,ATM_Cnt
9504,臺灣銀行,本國銀行,交易次數,1527788,Txn_Cnt
9504,臺灣銀行,本國銀行,交易金額,24649000000,Txn_Bal
9504,臺灣土地銀行,本國銀行,發行金融卡,4355383,Issue_Card_Cnt
9504,臺灣土地銀行,本國銀行,流通金融卡,1599166,F_Card_Cnt
9504,臺灣土地銀行,本國銀行,ATM裝設數,672,ATM_Cnt
9504,臺灣土地銀行,本國銀行,交易次數,1756892,Txn_Cnt
9504,臺灣土地銀行,本國銀行,交易金額,26933000000,Txn_Bal
9504,合作金庫銀行,本國銀行,發行金融卡,5687372,Issue_Card_Cnt
9504,合作金庫銀行,本國銀行,流通金融卡,3271490,F_Card_Cnt
9504,合作金庫銀行,本國銀行,ATM裝設數,755,ATM_Cnt
9504,合作金庫銀行,本國銀行,交易次數,1745580,Txn_Cnt
9504,合作金庫銀行,本國銀行,交易金額,29512000000,Txn_Bal
9504,第一商業銀行,本國銀行,發行金融卡,6784660,Issue_Card_Cnt
9504,第一商業銀行,本國銀行,流通金融卡,3556134,F_Card_Cnt
9504,第一商業銀行,本國銀行,ATM裝設數,843,ATM_Cnt
9504,第一商業銀行,本國銀行,交易次數,2243737,Txn_Cnt
9504,第一商業銀行,本國銀行,交易金額,21165000000,Txn_Bal
9504,華南商業銀行,本國銀行,發行金融卡,7606882,Issue_Card_Cnt
9504,華南商業銀行,本國銀行,流通金融卡,3924400,F_Card_Cnt
9504,華南商業銀行,本國銀行,ATM裝設數,926,ATM_Cnt
9504,華南商業銀行,本國銀行,交易次數,2046393,Txn_Cnt
9504,華南商業銀行,本國銀行,交易金額,21722000000,Txn_Bal
9504,彰化商業銀行,本國銀行,發行金融卡,6930374,Issue_Card_Cnt
9504,彰化商業銀行,本國銀行,流通金融卡,4370881,F_Card_Cnt
9504,彰化商業銀行,本國銀行,ATM裝設數,568,ATM_Cnt
9504,彰化商業銀行,本國銀行,交易次數,2095058,Txn_Cnt
9504,彰化商業銀行,本國銀行,交易金額,34194000000,Txn_Bal
