年月,銀行,銀行類別,項目,數值,英文欄位
9612,總計,全體總和,發行金融卡,145177524,Issue_Card_Cnt
9612,總計,全體總和,流通金融卡,74252214,F_Card_Cnt
9612,總計,全體總和,ATM裝設數,25121,ATM_Cnt
9612,總計,全體總和,交易次數,66008666,Txn_Cnt
9612,總計,全體總和,交易金額,814645000000,Txn_Bal
9612,小計,本國銀行,發行金融卡,104675195,Issue_Card_Cnt
9612,小計,本國銀行,流通金融卡,58431400,F_Card_Cnt
9612,小計,本國銀行,ATM裝設數,20316,ATM_Cnt
9612,小計,本國銀行,交易次數,51367169,Txn_Cnt
9612,小計,本國銀行,交易金額,674219000000,Txn_Bal
9612,中央信託局,本國銀行,發行金融卡,0,Issue_Card_Cnt
9612,中央信託局,本國銀行,流通金融卡,0,F_Card_Cnt
9612,中央信託局,本國銀行,ATM裝設數,0,ATM_Cnt
9612,中央信託局,本國銀行,交易次數,0,Txn_Cnt
9612,中央信託局,本國銀行,交易金額,0,Txn_Bal
9612,臺灣銀行,本國銀行,發行金融卡,4512896,Issue_Card_Cnt
9612,臺灣銀行,本國銀行,流通金融卡,2474446,F_Card_Cnt
9612,臺灣銀行,本國銀行,ATM裝設數,677,ATM_Cnt
9612,臺灣銀行,本國銀行,交易次數,2175955,Txn_Cnt
9612,臺灣銀行,本國銀行,交易金額,35053000000,Txn_Bal
9612,臺灣土地銀行,本國銀行,發行金融卡,4755880,Issue_Card_Cnt
9612,臺灣土地銀行,本國銀行,流通金融卡,1485024,F_Card_Cnt
9612,臺灣土地銀行,本國銀行,ATM裝設數,738,ATM_Cnt
9612,臺灣土地銀行,本國銀行,交易次數,2055922,Txn_Cnt
9612,臺灣土地銀行,本國銀行,交易金額,30851000000,Txn_Bal
9612,合作金庫商業銀行,本國銀行,發行金融卡,7846996,Issue_Card_Cnt
9612,合作金庫商業銀行,本國銀行,流通金融卡,4498913,F_Card_Cnt
9612,合作金庫商業銀行,本國銀行,ATM裝設數,1122,ATM_Cnt
9612,合作金庫商業銀行,本國銀行,交易次數,3119390,Txn_Cnt
9612,合作金庫商業銀行,本國銀行,交易金額,47271000000,Txn_Bal
9612,第一商業銀行,本國銀行,發行金融卡,7298410,Issue_Card_Cnt
9612,第一商業銀行,本國銀行,流通金融卡,3621496,F_Card_Cnt
9612,第一商業銀行,本國銀行,ATM裝設數,805,ATM_Cnt
9612,第一商業銀行,本國銀行,交易次數,2288776,Txn_Cnt
9612,第一商業銀行,本國銀行,交易金額,23849000000,Txn_Bal
9612,華南商業銀行,本國銀行,發行金融卡,8255481,Issue_Card_Cnt
9612,華南商業銀行,本國銀行,流通金融卡,4244985,F_Card_Cnt
9612,華南商業銀行,本國銀行,ATM裝設數,782,ATM_Cnt
9612,華南商業銀行,本國銀行,交易次數,2022685,Txn_Cnt
9612,華南商業銀行,本國銀行,交易金額,21863000000,Txn_Bal
9612,彰化商業銀行,本國銀行,發行金融卡,7378095,Issue_Card_Cnt
9612,彰化商業銀行,本國銀行,流通金融卡,4169726,F_Card_Cnt
9612,彰化商業銀行,本國銀行,ATM裝設數,610,ATM_Cnt
9612,彰化商業銀行,本國銀行,交易次數,2475386,Txn_Cnt
9612,彰化商業銀行,本國銀行,交易金額,42060000000,Txn_Bal
9612,花旗,本國銀行,發行金融卡,1303600,Issue_Card_Cnt
9612,花旗,本國銀行,流通金融卡,743512,F_Card_Cnt
9612,花旗,本國銀行,ATM裝設數,125,ATM_Cnt
9612,花旗,本國銀行,交易次數,414293,Txn_Cnt
9612,花旗,本國銀行,交易金額,4567000000,Txn_Bal
9612,上海商業儲蓄銀行,本國銀行,發行金融卡,1865507,Issue_Card_Cnt
9612,上海商業儲蓄銀行,本國銀行,流通金融卡,1446624,F_Card_Cnt
9612,上海商業儲蓄銀行,本國銀行,ATM裝設數,284,ATM_Cnt
9612,上海商業儲蓄銀行,本國銀行,交易次數,779391,Txn_Cnt
9612,上海商業儲蓄銀行,本國銀行,交易金額,13428000000,Txn_Bal
9612,台北富邦銀行,本國銀行,發行金融卡,4090571,Issue_Card_Cnt
9612,台北富邦銀行,本國銀行,流通金融卡,2933524,F_Card_Cnt
9612,台北富邦銀行,本國銀行,ATM裝設數,1275,ATM_Cnt
9612,台北富邦銀行,本國銀行,交易次數,2684939,Txn_Cnt
9612,台北富邦銀行,本國銀行,交易金額,31896000000,Txn_Bal
9612,國泰世華商業銀行,本國銀行,發行金融卡,4758595,Issue_Card_Cnt
9612,國泰世華商業銀行,本國銀行,流通金融卡,4337031,F_Card_Cnt
9612,國泰世華商業銀行,本國銀行,ATM裝設數,1633,ATM_Cnt
9612,國泰世華商業銀行,本國銀行,交易次數,3177958,Txn_Cnt
9612,國泰世華商業銀行,本國銀行,交易金額,34319000000,Txn_Bal
9612,高雄銀行,本國銀行,發行金融卡,726629,Issue_Card_Cnt
9612,高雄銀行,本國銀行,流通金融卡,493404,F_Card_Cnt
9612,高雄銀行,本國銀行,ATM裝設數,109,ATM_Cnt
9612,高雄銀行,本國銀行,交易次數,254555,Txn_Cnt
9612,高雄銀行,本國銀行,交易金額,2635000000,Txn_Bal
9612,兆豐國際商業銀行,本國銀行,發行金融卡,3253900,Issue_Card_Cnt
9612,兆豐國際商業銀行,本國銀行,流通金融卡,1815307,F_Card_Cnt
9612,兆豐國際商業銀行,本國銀行,ATM裝設數,489,ATM_Cnt
9612,兆豐國際商業銀行,本國銀行,交易次數,1960407,Txn_Cnt
9612,兆豐國際商業銀行,本國銀行,交易金額,88380000000,Txn_Bal
9612,稻江商業銀行,本國銀行,發行金融卡,39297,Issue_Card_Cnt
9612,稻江商業銀行,本國銀行,流通金融卡,30599,F_Card_Cnt
9612,稻江商業銀行,本國銀行,ATM裝設數,40,ATM_Cnt
9612,稻江商業銀行,本國銀行,交易次數,37438,Txn_Cnt
9612,稻江商業銀行,本國銀行,交易金額,719000000,Txn_Bal
9612,華泰商業銀行,本國銀行,發行金融卡,304148,Issue_Card_Cnt
9612,華泰商業銀行,本國銀行,流通金融卡,135357,F_Card_Cnt
9612,華泰商業銀行,本國銀行,ATM裝設數,97,ATM_Cnt
9612,華泰商業銀行,本國銀行,交易次數,148988,Txn_Cnt
9612,華泰商業銀行,本國銀行,交易金額,6521000000,Txn_Bal
9612,臺灣新光商業銀行,本國銀行,發行金融卡,2091624,Issue_Card_Cnt
9612,臺灣新光商業銀行,本國銀行,流通金融卡,1729846,F_Card_Cnt
9612,臺灣新光商業銀行,本國銀行,ATM裝設數,607,ATM_Cnt
9612,臺灣新光商業銀行,本國銀行,交易次數,1339160,Txn_Cnt
9612,臺灣新光商業銀行,本國銀行,交易金額,19667000000,Txn_Bal
9612,陽信商業銀行,本國銀行,發行金融卡,585811,Issue_Card_Cnt
9612,陽信商業銀行,本國銀行,流通金融卡,450910,F_Card_Cnt
9612,陽信商業銀行,本國銀行,ATM裝設數,164,ATM_Cnt
9612,陽信商業銀行,本國銀行,交易次數,209354,Txn_Cnt
9612,陽信商業銀行,本國銀行,交易金額,2518000000,Txn_Bal
9612,板信商業銀行,本國銀行,發行金融卡,607658,Issue_Card_Cnt
9612,板信商業銀行,本國銀行,流通金融卡,397020,F_Card_Cnt
9612,板信商業銀行,本國銀行,ATM裝設數,130,ATM_Cnt
9612,板信商業銀行,本國銀行,交易次數,154878,Txn_Cnt
9612,板信商業銀行,本國銀行,交易金額,3073000000,Txn_Bal
9612,三信商業銀行,本國銀行,發行金融卡,248418,Issue_Card_Cnt
9612,三信商業銀行,本國銀行,流通金融卡,153138,F_Card_Cnt
9612,三信商業銀行,本國銀行,ATM裝設數,73,ATM_Cnt
9612,三信商業銀行,本國銀行,交易次數,113755,Txn_Cnt
9612,三信商業銀行,本國銀行,交易金額,1279000000,Txn_Bal
9612,聯邦商業銀行,本國銀行,發行金融卡,2133798,Issue_Card_Cnt
9612,聯邦商業銀行,本國銀行,流通金融卡,688812,F_Card_Cnt
9612,聯邦商業銀行,本國銀行,ATM裝設數,244,ATM_Cnt
9612,聯邦商業銀行,本國銀行,交易次數,895695,Txn_Cnt
9612,聯邦商業銀行,本國銀行,交易金額,24595000000,Txn_Bal
9612,中華商業銀行,本國銀行,發行金融卡,1663316,Issue_Card_Cnt
9612,中華商業銀行,本國銀行,流通金融卡,614628,F_Card_Cnt
9612,中華商業銀行,本國銀行,ATM裝設數,88,ATM_Cnt
9612,中華商業銀行,本國銀行,交易次數,163693,Txn_Cnt
9612,中華商業銀行,本國銀行,交易金額,2129000000,Txn_Bal
9612,遠東國際商業銀行,本國銀行,發行金融卡,979039,Issue_Card_Cnt
9612,遠東國際商業銀行,本國銀行,流通金融卡,382066,F_Card_Cnt
9612,遠東國際商業銀行,本國銀行,ATM裝設數,132,ATM_Cnt
9612,遠東國際商業銀行,本國銀行,交易次數,384647,Txn_Cnt
9612,遠東國際商業銀行,本國銀行,交易金額,3769000000,Txn_Bal
9612,元大商業銀行,本國銀行,發行金融卡,1102336,Issue_Card_Cnt
9612,元大商業銀行,本國銀行,流通金融卡,698159,F_Card_Cnt
9612,元大商業銀行,本國銀行,ATM裝設數,303,ATM_Cnt
9612,元大商業銀行,本國銀行,交易次數,288512,Txn_Cnt
9612,元大商業銀行,本國銀行,交易金額,3839000000,Txn_Bal
9612,永豐商業銀行,本國銀行,發行金融卡,3366232,Issue_Card_Cnt
9612,永豐商業銀行,本國銀行,流通金融卡,1606384,F_Card_Cnt
9612,永豐商業銀行,本國銀行,ATM裝設數,453,ATM_Cnt
9612,永豐商業銀行,本國銀行,交易次數,880269,Txn_Cnt
9612,永豐商業銀行,本國銀行,交易金額,7783000000,Txn_Bal
9612,玉山商業銀行,本國銀行,發行金融卡,2324331,Issue_Card_Cnt
9612,玉山商業銀行,本國銀行,流通金融卡,1762548,F_Card_Cnt
9612,玉山商業銀行,本國銀行,ATM裝設數,420,ATM_Cnt
9612,玉山商業銀行,本國銀行,交易次數,1608295,Txn_Cnt
9612,玉山商業銀行,本國銀行,交易金額,22516000000,Txn_Bal
9612,萬泰商業銀行,本國銀行,發行金融卡,3619685,Issue_Card_Cnt
9612,萬泰商業銀行,本國銀行,流通金融卡,1887757,F_Card_Cnt
9612,萬泰商業銀行,本國銀行,ATM裝設數,376,ATM_Cnt
9612,萬泰商業銀行,本國銀行,交易次數,416310,Txn_Cnt
9612,萬泰商業銀行,本國銀行,交易金額,4729000000,Txn_Bal
9612,寶華商業銀行,本國銀行,發行金融卡,973284,Issue_Card_Cnt
9612,寶華商業銀行,本國銀行,流通金融卡,598497,F_Card_Cnt
9612,寶華商業銀行,本國銀行,ATM裝設數,76,ATM_Cnt
9612,寶華商業銀行,本國銀行,交易次數,136586,Txn_Cnt
9612,寶華商業銀行,本國銀行,交易金額,1596000000,Txn_Bal
9612,台新國際商業銀行,本國銀行,發行金融卡,6328260,Issue_Card_Cnt
9612,台新國際商業銀行,本國銀行,流通金融卡,3571711,F_Card_Cnt
9612,台新國際商業銀行,本國銀行,ATM裝設數,2626,ATM_Cnt
9612,台新國際商業銀行,本國銀行,交易次數,8791521,Txn_Cnt
