年月,銀行,銀行類別,項目,數值,英文欄位
10110,總計,全體總和,發行金融卡,187098545,Issue_Card_Cnt
10110,總計,全體總和,流通金融卡,80689308,F_Card_Cnt
10110,總計,全體總和,ATM裝設數,26266,ATM_Cnt
10110,總計,全體總和,交易次數,60996006,Txn_Cnt
10110,總計,全體總和,交易金額,727148000000,Txn_Bal
10110,小計,本國銀行,發行金融卡,138723259,Issue_Card_Cnt
10110,小計,本國銀行,流通金融卡,63998535,F_Card_Cnt
10110,小計,本國銀行,ATM裝設數,21331,ATM_Cnt
10110,小計,本國銀行,交易次數,45195345,Txn_Cnt
10110,小計,本國銀行,交易金額,588199000000,Txn_Bal
10110,臺灣銀行,本國銀行,發行金融卡,6371968,Issue_Card_Cnt
10110,臺灣銀行,本國銀行,流通金融卡,3828500,F_Card_Cnt
10110,臺灣銀行,本國銀行,ATM裝設數,699,ATM_Cnt
10110,臺灣銀行,本國銀行,交易次數,2019418,Txn_Cnt
10110,臺灣銀行,本國銀行,交易金額,23017000000,Txn_Bal
10110,臺灣土地銀行,本國銀行,發行金融卡,5967181,Issue_Card_Cnt
10110,臺灣土地銀行,本國銀行,流通金融卡,2086218,F_Card_Cnt
10110,臺灣土地銀行,本國銀行,ATM裝設數,799,ATM_Cnt
10110,臺灣土地銀行,本國銀行,交易次數,1912772,Txn_Cnt
10110,臺灣土地銀行,本國銀行,交易金額,22197000000,Txn_Bal
10110,合作金庫商業銀行,本國銀行,發行金融卡,7255771,Issue_Card_Cnt
10110,合作金庫商業銀行,本國銀行,流通金融卡,5124126,F_Card_Cnt
10110,合作金庫商業銀行,本國銀行,ATM裝設數,1223,ATM_Cnt
10110,合作金庫商業銀行,本國銀行,交易次數,3740442,Txn_Cnt
10110,合作金庫商業銀行,本國銀行,交易金額,57601000000,Txn_Bal
10110,第一商業銀行,本國銀行,發行金融卡,8573118,Issue_Card_Cnt
10110,第一商業銀行,本國銀行,流通金融卡,4611352,F_Card_Cnt
10110,第一商業銀行,本國銀行,ATM裝設數,827,ATM_Cnt
10110,第一商業銀行,本國銀行,交易次數,2885957,Txn_Cnt
10110,第一商業銀行,本國銀行,交易金額,31046000000,Txn_Bal
10110,華南商業銀行,本國銀行,發行金融卡,10332448,Issue_Card_Cnt
10110,華南商業銀行,本國銀行,流通金融卡,5819758,F_Card_Cnt
10110,華南商業銀行,本國銀行,ATM裝設數,741,ATM_Cnt
10110,華南商業銀行,本國銀行,交易次數,2845197,Txn_Cnt
10110,華南商業銀行,本國銀行,交易金額,29985000000,Txn_Bal
10110,彰化商業銀行,本國銀行,發行金融卡,8312558,Issue_Card_Cnt
10110,彰化商業銀行,本國銀行,流通金融卡,4685514,F_Card_Cnt
10110,彰化商業銀行,本國銀行,ATM裝設數,674,ATM_Cnt
10110,彰化商業銀行,本國銀行,交易次數,2717544,Txn_Cnt
10110,彰化商業銀行,本國銀行,交易金額,45207000000,Txn_Bal
10110,上海商業儲蓄銀行,本國銀行,發行金融卡,2299872,Issue_Card_Cnt
10110,上海商業儲蓄銀行,本國銀行,流通金融卡,1190762,F_Card_Cnt
10110,上海商業儲蓄銀行,本國銀行,ATM裝設數,265,ATM_Cnt
10110,上海商業儲蓄銀行,本國銀行,交易次數,648999,Txn_Cnt
10110,上海商業儲蓄銀行,本國銀行,交易金額,6823000000,Txn_Bal
10110,台北富邦銀行,本國銀行,發行金融卡,5240321,Issue_Card_Cnt
10110,台北富邦銀行,本國銀行,流通金融卡,3557617,F_Card_Cnt
10110,台北富邦銀行,本國銀行,ATM裝設數,670,ATM_Cnt
10110,台北富邦銀行,本國銀行,交易次數,2539225,Txn_Cnt
10110,台北富邦銀行,本國銀行,交易金額,28194000000,Txn_Bal
