年月,銀行,銀行類別,項目,數值,英文欄位
10108,總計,全體總和,發行金融卡,163826963,Issue_Card_Cnt
10108,總計,全體總和,流通金融卡,80034447,F_Card_Cnt
10108,總計,全體總和,ATM裝設數,26140,ATM_Cnt
10108,總計,全體總和,交易次數,58033101,Txn_Cnt
10108,總計,全體總和,交易金額,713012000000,Txn_Bal
10108,小計,本國銀行,發行金融卡,115770643,Issue_Card_Cnt
10108,小計,本國銀行,流通金融卡,63473669,F_Card_Cnt
10108,小計,本國銀行,ATM裝設數,21218,ATM_Cnt
10108,小計,本國銀行,交易次數,43782755,Txn_Cnt
10108,小計,本國銀行,交易金額,577156000000,Txn_Bal
10108,臺灣銀行,本國銀行,發行金融卡,6311037,Issue_Card_Cnt
10108,臺灣銀行,本國銀行,流通金融卡,3786431,F_Card_Cnt
10108,臺灣銀行,本國銀行,ATM裝設數,699,ATM_Cnt
10108,臺灣銀行,本國銀行,交易次數,1896482,Txn_Cnt
10108,臺灣銀行,本國銀行,交易金額,22366000000,Txn_Bal
10108,臺灣土地銀行,本國銀行,發行金融卡,5938909,Issue_Card_Cnt
10108,臺灣土地銀行,本國銀行,流通金融卡,2066620,F_Card_Cnt
10108,臺灣土地銀行,本國銀行,ATM裝設數,801,ATM_Cnt
10108,臺灣土地銀行,本國銀行,交易次數,1812233,Txn_Cnt
10108,臺灣土地銀行,本國銀行,交易金額,21829000000,Txn_Bal
10108,合作金庫商業銀行,本國銀行,發行金融卡,7223105,Issue_Card_Cnt
10108,合作金庫商業銀行,本國銀行,流通金融卡,5091316,F_Card_Cnt
10108,合作金庫商業銀行,本國銀行,ATM裝設數,1228,ATM_Cnt
10108,合作金庫商業銀行,本國銀行,交易次數,3719800,Txn_Cnt
10108,合作金庫商業銀行,本國銀行,交易金額,57000000000,Txn_Bal
10108,第一商業銀行,本國銀行,發行金融卡,8528776,Issue_Card_Cnt
10108,第一商業銀行,本國銀行,流通金融卡,4570199,F_Card_Cnt
10108,第一商業銀行,本國銀行,ATM裝設數,829,ATM_Cnt
10108,第一商業銀行,本國銀行,交易次數,2852781,Txn_Cnt
10108,第一商業銀行,本國銀行,交易金額,31360000000,Txn_Bal
10108,華南商業銀行,本國銀行,發行金融卡,10249695,Issue_Card_Cnt
10108,華南商業銀行,本國銀行,流通金融卡,5751758,F_Card_Cnt
10108,華南商業銀行,本國銀行,ATM裝設數,745,ATM_Cnt
10108,華南商業銀行,本國銀行,交易次數,2796932,Txn_Cnt
10108,華南商業銀行,本國銀行,交易金額,29862000000,Txn_Bal
10108,彰化商業銀行,本國銀行,發行金融卡,8279499,Issue_Card_Cnt
10108,彰化商業銀行,本國銀行,流通金融卡,4664547,F_Card_Cnt
10108,彰化商業銀行,本國銀行,ATM裝設數,674,ATM_Cnt
10108,彰化商業銀行,本國銀行,交易次數,2557887,Txn_Cnt
10108,彰化商業銀行,本國銀行,交易金額,43052000000,Txn_Bal
10108,上海商業儲蓄銀行,本國銀行,發行金融卡,2286975,Issue_Card_Cnt
10108,上海商業儲蓄銀行,本國銀行,流通金融卡,1183578,F_Card_Cnt
10108,上海商業儲蓄銀行,本國銀行,ATM裝設數,268,ATM_Cnt
10108,上海商業儲蓄銀行,本國銀行,交易次數,653676,Txn_Cnt
10108,上海商業儲蓄銀行,本國銀行,交易金額,6979000000,Txn_Bal
10108,台北富邦銀行,本國銀行,發行金融卡,5197522,Issue_Card_Cnt
10108,台北富邦銀行,本國銀行,流通金融卡,3538190,F_Card_Cnt
10108,台北富邦銀行,本國銀行,ATM裝設數,676,ATM_Cnt
10108,台北富邦銀行,本國銀行,交易次數,2533670,Txn_Cnt
10108,台北富邦銀行,本國銀行,交易金額,28315000000,Txn_Bal
10108,國泰世華商業銀行,本國銀行,發行金融卡,6679381,Issue_Card_Cnt
10108,國泰世華商業銀行,本國銀行,流通金融卡,5367347,F_Card_Cnt
10108,國泰世華商業銀行,本國銀行,ATM裝設數,1854,ATM_Cnt
10108,國泰世華商業銀行,本國銀行,交易次數,3273300,Txn_Cnt
10108,國泰世華商業銀行,本國銀行,交易金額,39800000000,Txn_Bal
10108,高雄銀行,本國銀行,發行金融卡,842283,Issue_Card_Cnt
10108,高雄銀行,本國銀行,流通金融卡,575409,F_Card_Cnt
10108,高雄銀行,本國銀行,ATM裝設數,111,ATM_Cnt
10108,高雄銀行,本國銀行,交易次數,293527,Txn_Cnt
10108,高雄銀行,本國銀行,交易金額,3320000000,Txn_Bal
10108,兆豐國際商業銀行,本國銀行,發行金融卡,4103254,Issue_Card_Cnt
10108,兆豐國際商業銀行,本國銀行,流通金融卡,2216393,F_Card_Cnt
10108,兆豐國際商業銀行,本國銀行,ATM裝設數,522,ATM_Cnt
10108,兆豐國際商業銀行,本國銀行,交易次數,2298580,Txn_Cnt
10108,兆豐國際商業銀行,本國銀行,交易金額,37162000000,Txn_Bal
10108,花旗,本國銀行,發行金融卡,1055102,Issue_Card_Cnt
10108,花旗,本國銀行,流通金融卡,682534,F_Card_Cnt
10108,花旗,本國銀行,ATM裝設數,125,ATM_Cnt
10108,花旗,本國銀行,交易次數,428837,Txn_Cnt
10108,花旗,本國銀行,交易金額,7149000000,Txn_Bal
10108,匯豐,本國銀行,發行金融卡,1457613,Issue_Card_Cnt
10108,匯豐,本國銀行,流通金融卡,389465,F_Card_Cnt
10108,匯豐,本國銀行,ATM裝設數,65,ATM_Cnt
10108,匯豐,本國銀行,交易次數,420923,Txn_Cnt
10108,匯豐,本國銀行,交易金額,10065000000,Txn_Bal
10108,大台北商業銀行,本國銀行,發行金融卡,72701,Issue_Card_Cnt
10108,大台北商業銀行,本國銀行,流通金融卡,50826,F_Card_Cnt
10108,大台北商業銀行,本國銀行,ATM裝設數,88,ATM_Cnt
10108,大台北商業銀行,本國銀行,交易次數,39758,Txn_Cnt
10108,大台北商業銀行,本國銀行,交易金額,551000000,Txn_Bal
10108,華泰商業銀行,本國銀行,發行金融卡,238057,Issue_Card_Cnt
10108,華泰商業銀行,本國銀行,流通金融卡,198168,F_Card_Cnt
10108,華泰商業銀行,本國銀行,ATM裝設數,90,ATM_Cnt
10108,華泰商業銀行,本國銀行,交易次數,105259,Txn_Cnt
10108,華泰商業銀行,本國銀行,交易金額,1023000000,Txn_Bal
10108,臺灣新光商業銀行,本國銀行,發行金融卡,2698101,Issue_Card_Cnt
10108,臺灣新光商業銀行,本國銀行,流通金融卡,1727205,F_Card_Cnt
10108,臺灣新光商業銀行,本國銀行,ATM裝設數,642,ATM_Cnt
10108,臺灣新光商業銀行,本國銀行,交易次數,1648096,Txn_Cnt
10108,臺灣新光商業銀行,本國銀行,交易金額,25645000000,Txn_Bal
10108,陽信商業銀行,本國銀行,發行金融卡,713904,Issue_Card_Cnt
10108,陽信商業銀行,本國銀行,流通金融卡,520462,F_Card_Cnt
10108,陽信商業銀行,本國銀行,ATM裝設數,157,ATM_Cnt
10108,陽信商業銀行,本國銀行,交易次數,167655,Txn_Cnt
10108,陽信商業銀行,本國銀行,交易金額,2139000000,Txn_Bal
10108,板信商業銀行,本國銀行,發行金融卡,704570,Issue_Card_Cnt
10108,板信商業銀行,本國銀行,流通金融卡,452309,F_Card_Cnt
10108,板信商業銀行,本國銀行,ATM裝設數,118,ATM_Cnt
10108,板信商業銀行,本國銀行,交易次數,181637,Txn_Cnt
10108,板信商業銀行,本國銀行,交易金額,2273000000,Txn_Bal
10108,三信商業銀行,本國銀行,發行金融卡,163131,Issue_Card_Cnt
10108,三信商業銀行,本國銀行,流通金融卡,158105,F_Card_Cnt
10108,三信商業銀行,本國銀行,ATM裝設數,63,ATM_Cnt
10108,三信商業銀行,本國銀行,交易次數,106608,Txn_Cnt
10108,三信商業銀行,本國銀行,交易金額,1306000000,Txn_Bal
10108,聯邦商業銀行,本國銀行,發行金融卡,2456396,Issue_Card_Cnt
10108,聯邦商業銀行,本國銀行,流通金融卡,953823,F_Card_Cnt
10108,聯邦商業銀行,本國銀行,ATM裝設數,694,ATM_Cnt
10108,聯邦商業銀行,本國銀行,交易次數,533215,Txn_Cnt
10108,聯邦商業銀行,本國銀行,交易金額,5862000000,Txn_Bal
10108,遠東國際商業銀行,本國銀行,發行金融卡,1215980,Issue_Card_Cnt
10108,遠東國際商業銀行,本國銀行,流通金融卡,456371,F_Card_Cnt
10108,遠東國際商業銀行,本國銀行,ATM裝設數,160,ATM_Cnt
10108,遠東國際商業銀行,本國銀行,交易次數,384181,Txn_Cnt
10108,遠東國際商業銀行,本國銀行,交易金額,3880000000,Txn_Bal
10108,元大商業銀行,本國銀行,發行金融卡,1002395,Issue_Card_Cnt
10108,元大商業銀行,本國銀行,流通金融卡,904176,F_Card_Cnt
10108,元大商業銀行,本國銀行,ATM裝設數,352,ATM_Cnt
10108,元大商業銀行,本國銀行,交易次數,549326,Txn_Cnt
10108,元大商業銀行,本國銀行,交易金額,6774000000,Txn_Bal
10108,永豐商業銀行,本國銀行,發行金融卡,4011621,Issue_Card_Cnt
10108,永豐商業銀行,本國銀行,流通金融卡,1912899,F_Card_Cnt
10108,永豐商業銀行,本國銀行,ATM裝設數,768,ATM_Cnt
10108,永豐商業銀行,本國銀行,交易次數,1614925,Txn_Cnt
10108,永豐商業銀行,本國銀行,交易金額,30751000000,Txn_Bal
10108,玉山商業銀行,本國銀行,發行金融卡,3519890,Issue_Card_Cnt
10108,玉山商業銀行,本國銀行,流通金融卡,2665422,F_Card_Cnt
10108,玉山商業銀行,本國銀行,ATM裝設數,495,ATM_Cnt
10108,玉山商業銀行,本國銀行,交易次數,2549929,Txn_Cnt
10108,玉山商業銀行,本國銀行,交易金額,35828000000,Txn_Bal
10108,萬泰商業銀行,本國銀行,發行金融卡,3896152,Issue_Card_Cnt
10108,萬泰商業銀行,本國銀行,流通金融卡,1358681,F_Card_Cnt
10108,萬泰商業銀行,本國銀行,ATM裝設數,156,ATM_Cnt
10108,萬泰商業銀行,本國銀行,交易次數,292669,Txn_Cnt
10108,萬泰商業銀行,本國銀行,交易金額,4815000000,Txn_Bal
