年月,銀行,銀行類別,項目,數值,英文欄位
9501,總計,全體總和,發行金融卡,130856932,Issue_Card_Cnt
9501,總計,全體總和,流通金融卡,72472615,F_Card_Cnt
9501,總計,全體總和,ATM裝設數,24254,ATM_Cnt
9501,總計,全體總和,交易次數,65076728,Txn_Cnt
9501,總計,全體總和,交易金額,850529000000,Txn_Bal
9501,小計,本國銀行,發行金融卡,94287581,Issue_Card_Cnt
9501,小計,本國銀行,流通金融卡,56820966,F_Card_Cnt
9501,小計,本國銀行,ATM裝設數,19448,ATM_Cnt
9501,小計,本國銀行,交易次數,50923895,Txn_Cnt
9501,小計,本國銀行,交易金額,688244000000,Txn_Bal
9501,中央信託局,本國銀行,發行金融卡,261134,Issue_Card_Cnt
9501,中央信託局,本國銀行,流通金融卡,199341,F_Card_Cnt
9501,中央信託局,本國銀行,ATM裝設數,51,ATM_Cnt
9501,中央信託局,本國銀行,交易次數,116653,Txn_Cnt
9501,中央信託局,本國銀行,交易金額,1299000000,Txn_Bal
9501,中國農民銀行,本國銀行,發行金融卡,1662440,Issue_Card_Cnt
9501,中國農民銀行,本國銀行,流通金融卡,975922,F_Card_Cnt
9501,中國農民銀行,本國銀行,ATM裝設數,275,ATM_Cnt
9501,中國農民銀行,本國銀行,交易次數,795246,Txn_Cnt
9501,中國農民銀行,本國銀行,交易金額,8581000000,Txn_Bal
9501,交通銀行,本國銀行,發行金融卡,512720,Issue_Card_Cnt
9501,交通銀行,本國銀行,流通金融卡,284901,F_Card_Cnt
9501,交通銀行,本國銀行,ATM裝設數,118,ATM_Cnt
9501,交通銀行,本國銀行,交易次數,379855,Txn_Cnt
9501,交通銀行,本國銀行,交易金額,4023000000,Txn_Bal
9501,臺灣銀行,本國銀行,發行金融卡,3890748,Issue_Card_Cnt
9501,臺灣銀行,本國銀行,流通金融卡,2075621,F_Card_Cnt
9501,臺灣銀行,本國銀行,ATM裝設數,624,ATM_Cnt
9501,臺灣銀行,本國銀行,交易次數,2153087,Txn_Cnt
9501,臺灣銀行,本國銀行,交易金額,36304000000,Txn_Bal
9501,臺灣土地銀行,本國銀行,發行金融卡,4295229,Issue_Card_Cnt
9501,臺灣土地銀行,本國銀行,流通金融卡,1556698,F_Card_Cnt
9501,臺灣土地銀行,本國銀行,ATM裝設數,654,ATM_Cnt
9501,臺灣土地銀行,本國銀行,交易次數,2183582,Txn_Cnt
9501,臺灣土地銀行,本國銀行,交易金額,37956000000,Txn_Bal
9501,合作金庫銀行,本國銀行,發行金融卡,5255133,Issue_Card_Cnt
9501,合作金庫銀行,本國銀行,流通金融卡,2898125,F_Card_Cnt
9501,合作金庫銀行,本國銀行,ATM裝設數,752,ATM_Cnt
9501,合作金庫銀行,本國銀行,交易次數,2109105,Txn_Cnt
9501,合作金庫銀行,本國銀行,交易金額,19435000000,Txn_Bal
9501,第一商業銀行,本國銀行,發行金融卡,6661553,Issue_Card_Cnt
9501,第一商業銀行,本國銀行,流通金融卡,3558744,F_Card_Cnt
9501,第一商業銀行,本國銀行,ATM裝設數,800,ATM_Cnt
9501,第一商業銀行,本國銀行,交易次數,2775692,Txn_Cnt
9501,第一商業銀行,本國銀行,交易金額,28662000000,Txn_Bal
9501,華南商業銀行,本國銀行,發行金融卡,7495985,Issue_Card_Cnt
9501,華南商業銀行,本國銀行,流通金融卡,3880071,F_Card_Cnt
9501,華南商業銀行,本國銀行,ATM裝設數,917,ATM_Cnt
9501,華南商業銀行,本國銀行,交易次數,2458476,Txn_Cnt
9501,華南商業銀行,本國銀行,交易金額,29018000000,Txn_Bal
9501,彰化商業銀行,本國銀行,發行金融卡,6852279,Issue_Card_Cnt
9501,彰化商業銀行,本國銀行,流通金融卡,4423189,F_Card_Cnt
9501,彰化商業銀行,本國銀行,ATM裝設數,548,ATM_Cnt
9501,彰化商業銀行,本國銀行,交易次數,2476969,Txn_Cnt
9501,彰化商業銀行,本國銀行,交易金額,43411000000,Txn_Bal
9501,華僑商業銀行,本國銀行,發行金融卡,1240753,Issue_Card_Cnt
9501,華僑商業銀行,本國銀行,流通金融卡,741455,F_Card_Cnt
9501,華僑商業銀行,本國銀行,ATM裝設數,121,ATM_Cnt
9501,華僑商業銀行,本國銀行,交易次數,526878,Txn_Cnt
9501,華僑商業銀行,本國銀行,交易金額,6751000000,Txn_Bal
9501,上海商業儲蓄銀行,本國銀行,發行金融卡,1688517,Issue_Card_Cnt
9501,上海商業儲蓄銀行,本國銀行,流通金融卡,1320844,F_Card_Cnt
9501,上海商業儲蓄銀行,本國銀行,ATM裝設數,287,ATM_Cnt
9501,上海商業儲蓄銀行,本國銀行,交易次數,848585,Txn_Cnt
9501,上海商業儲蓄銀行,本國銀行,交易金額,15250000000,Txn_Bal
9501,台北富邦銀行,本國銀行,發行金融卡,4047423,Issue_Card_Cnt
9501,台北富邦銀行,本國銀行,流通金融卡,3205561,F_Card_Cnt
9501,台北富邦銀行,本國銀行,ATM裝設數,982,ATM_Cnt
9501,台北富邦銀行,本國銀行,交易次數,2495601,Txn_Cnt
9501,台北富邦銀行,本國銀行,交易金額,47497000000,Txn_Bal
9501,國泰世華商業銀行,本國銀行,發行金融卡,3975502,Issue_Card_Cnt
9501,國泰世華商業銀行,本國銀行,流通金融卡,3759574,F_Card_Cnt
9501,國泰世華商業銀行,本國銀行,ATM裝設數,1615,ATM_Cnt
9501,國泰世華商業銀行,本國銀行,交易次數,3233027,Txn_Cnt
9501,國泰世華商業銀行,本國銀行,交易金額,37863000000,Txn_Bal
9501,高雄銀行,本國銀行,發行金融卡,658409,Issue_Card_Cnt
9501,高雄銀行,本國銀行,流通金融卡,446942,F_Card_Cnt
9501,高雄銀行,本國銀行,ATM裝設數,107,ATM_Cnt
9501,高雄銀行,本國銀行,交易次數,298428,Txn_Cnt
9501,高雄銀行,本國銀行,交易金額,3781000000,Txn_Bal
9501,中國國際商業銀行,本國銀行,發行金融卡,2736622,Issue_Card_Cnt
9501,中國國際商業銀行,本國銀行,流通金融卡,1513909,F_Card_Cnt
9501,中國國際商業銀行,本國銀行,ATM裝設數,367,ATM_Cnt
9501,中國國際商業銀行,本國銀行,交易次數,1556599,Txn_Cnt
9501,中國國際商業銀行,本國銀行,交易金額,46449000000,Txn_Bal
9501,華泰商業銀行,本國銀行,發行金融卡,341372,Issue_Card_Cnt
9501,華泰商業銀行,本國銀行,流通金融卡,213745,F_Card_Cnt
9501,華泰商業銀行,本國銀行,ATM裝設數,85,ATM_Cnt
9501,華泰商業銀行,本國銀行,交易次數,159982,Txn_Cnt
9501,華泰商業銀行,本國銀行,交易金額,7630000000,Txn_Bal
9501,臺灣新光商業銀行,本國銀行,發行金融卡,1708590,Issue_Card_Cnt
9501,臺灣新光商業銀行,本國銀行,流通金融卡,1430573,F_Card_Cnt
9501,臺灣新光商業銀行,本國銀行,ATM裝設數,619,ATM_Cnt
9501,臺灣新光商業銀行,本國銀行,交易次數,1267807,Txn_Cnt
9501,臺灣新光商業銀行,本國銀行,交易金額,18206000000,Txn_Bal
9501,陽信商業銀行,本國銀行,發行金融卡,438030,Issue_Card_Cnt
9501,陽信商業銀行,本國銀行,流通金融卡,358134,F_Card_Cnt
9501,陽信商業銀行,本國銀行,ATM裝設數,118,ATM_Cnt
9501,陽信商業銀行,本國銀行,交易次數,196090,Txn_Cnt
9501,陽信商業銀行,本國銀行,交易金額,2701000000,Txn_Bal
9501,板信商業銀行,本國銀行,發行金融卡,538723,Issue_Card_Cnt
9501,板信商業銀行,本國銀行,流通金融卡,358085,F_Card_Cnt
9501,板信商業銀行,本國銀行,ATM裝設數,94,ATM_Cnt
9501,板信商業銀行,本國銀行,交易次數,189314,Txn_Cnt
9501,板信商業銀行,本國銀行,交易金額,2436000000,Txn_Bal
9501,三信商業銀行,本國銀行,發行金融卡,225849,Issue_Card_Cnt
9501,三信商業銀行,本國銀行,流通金融卡,208341,F_Card_Cnt
