年月,銀行,銀行類別,項目,數值
9609,總計,全體總和,發行金融卡,143126004
9609,總計,全體總和,流通金融卡,73670746
9609,總計,全體總和,ATM裝設數,25290
9609,總計,全體總和,交易次數,60486521
9609,總計,全體總和,交易金額,735550000000
9609,小計,本國銀行,發行金融卡,103121568
9609,小計,本國銀行,流通金融卡,57785973
9609,小計,本國銀行,ATM裝設數,20486
9609,小計,本國銀行,交易次數,47653980
9609,小計,本國銀行,交易金額,603163000000
9609,中央信託局,本國銀行,發行金融卡,0
9609,中央信託局,本國銀行,流通金融卡,0
9609,中央信託局,本國銀行,ATM裝設數,0
9609,中央信託局,本國銀行,交易次數,0
9609,中央信託局,本國銀行,交易金額,0
9609,臺灣銀行,本國銀行,發行金融卡,4424809
9609,臺灣銀行,本國銀行,流通金融卡,2419649
9609,臺灣銀行,本國銀行,ATM裝設數,687
9609,臺灣銀行,本國銀行,交易次數,1963828
9609,臺灣銀行,本國銀行,交易金額,32418000000
9609,臺灣土地銀行,本國銀行,發行金融卡,4704489
9609,臺灣土地銀行,本國銀行,流通金融卡,1446645
9609,臺灣土地銀行,本國銀行,ATM裝設數,736
9609,臺灣土地銀行,本國銀行,交易次數,1889487
9609,臺灣土地銀行,本國銀行,交易金額,28670000000
9609,合作金庫商業銀行,本國銀行,發行金融卡,7784764
9609,合作金庫商業銀行,本國銀行,流通金融卡,4447375
9609,合作金庫商業銀行,本國銀行,ATM裝設數,1111
9609,合作金庫商業銀行,本國銀行,交易次數,2880633
9609,合作金庫商業銀行,本國銀行,交易金額,44801000000
9609,第一商業銀行,本國銀行,發行金融卡,7228414
9609,第一商業銀行,本國銀行,流通金融卡,3595193
9609,第一商業銀行,本國銀行,ATM裝設數,811
9609,第一商業銀行,本國銀行,交易次數,2017551
9609,第一商業銀行,本國銀行,交易金額,23032000000
9609,華南商業銀行,本國銀行,發行金融卡,8159460
9609,華南商業銀行,本國銀行,流通金融卡,4192299
9609,華南商業銀行,本國銀行,ATM裝設數,821
9609,華南商業銀行,本國銀行,交易次數,1900962
9609,華南商業銀行,本國銀行,交易金額,21314000000
9609,彰化商業銀行,本國銀行,發行金融卡,7317753
9609,彰化商業銀行,本國銀行,流通金融卡,4140306
9609,彰化商業銀行,本國銀行,ATM裝設數,611
9609,彰化商業銀行,本國銀行,交易次數,2271133
9609,彰化商業銀行,本國銀行,交易金額,39469000000
9609,華僑商業銀行,本國銀行,發行金融卡,1297864
9609,華僑商業銀行,本國銀行,流通金融卡,744282
9609,華僑商業銀行,本國銀行,ATM裝設數,125
9609,華僑商業銀行,本國銀行,交易次數,404114
9609,華僑商業銀行,本國銀行,交易金額,4374000000
9609,上海商業儲蓄銀行,本國銀行,發行金融卡,1847362
9609,上海商業儲蓄銀行,本國銀行,流通金融卡,1434263
9609,上海商業儲蓄銀行,本國銀行,ATM裝設數,292
9609,上海商業儲蓄銀行,本國銀行,交易次數,725824
9609,上海商業儲蓄銀行,本國銀行,交易金額,12657000000
9609,台北富邦銀行,本國銀行,發行金融卡,4020503
9609,台北富邦銀行,本國銀行,流通金融卡,2895031
9609,台北富邦銀行,本國銀行,ATM裝設數,1257
9609,台北富邦銀行,本國銀行,交易次數,2461899
9609,台北富邦銀行,本國銀行,交易金額,29695000000
9609,國泰世華商業銀行,本國銀行,發行金融卡,4675548
9609,國泰世華商業銀行,本國銀行,流通金融卡,4268765
9609,國泰世華商業銀行,本國銀行,ATM裝設數,1747
9609,國泰世華商業銀行,本國銀行,交易次數,3307208
9609,國泰世華商業銀行,本國銀行,交易金額,35527000000
9609,高雄銀行,本國銀行,發行金融卡,719260
9609,高雄銀行,本國銀行,流通金融卡,487469
9609,高雄銀行,本國銀行,ATM裝設數,108
9609,高雄銀行,本國銀行,交易次數,238812
9609,高雄銀行,本國銀行,交易金額,2573000000
9609,兆豐國際商業銀行,本國銀行,發行金融卡,3200112
9609,兆豐國際商業銀行,本國銀行,流通金融卡,1784956
9609,兆豐國際商業銀行,本國銀行,ATM裝設數,486
9609,兆豐國際商業銀行,本國銀行,交易次數,1710233
9609,兆豐國際商業銀行,本國銀行,交易金額,47974000000
9609,稻江商業銀行,本國銀行,發行金融卡,37599
9609,稻江商業銀行,本國銀行,流通金融卡,29480
9609,稻江商業銀行,本國銀行,ATM裝設數,40
