年月,銀行,銀行類別,項目,數值
10012,總計,全體總和,發行金融卡,161233860
10012,總計,全體總和,流通金融卡,79101222
10012,總計,全體總和,ATM裝設數,25660
10012,總計,全體總和,交易次數,56773562
10012,總計,全體總和,交易金額,683216000000
10012,小計,本國銀行,發行金融卡,113397701
10012,小計,本國銀行,流通金融卡,62746487
10012,小計,本國銀行,ATM裝設數,20685
10012,小計,本國銀行,交易次數,42128418
10012,小計,本國銀行,交易金額,552545000000
10012,臺灣銀行,本國銀行,發行金融卡,6058864
10012,臺灣銀行,本國銀行,流通金融卡,3611928
10012,臺灣銀行,本國銀行,ATM裝設數,698
10012,臺灣銀行,本國銀行,交易次數,1852311
10012,臺灣銀行,本國銀行,交易金額,21118000000
10012,臺灣土地銀行,本國銀行,發行金融卡,5783526
10012,臺灣土地銀行,本國銀行,流通金融卡,2045597
10012,臺灣土地銀行,本國銀行,ATM裝設數,796
10012,臺灣土地銀行,本國銀行,交易次數,1787904
10012,臺灣土地銀行,本國銀行,交易金額,20970000000
10012,合作金庫商業銀行,本國銀行,發行金融卡,7091911
10012,合作金庫商業銀行,本國銀行,流通金融卡,4963845
10012,合作金庫商業銀行,本國銀行,ATM裝設數,1225
10012,合作金庫商業銀行,本國銀行,交易次數,3551358
10012,合作金庫商業銀行,本國銀行,交易金額,54704000000
10012,第一商業銀行,本國銀行,發行金融卡,8337867
10012,第一商業銀行,本國銀行,流通金融卡,4392184
10012,第一商業銀行,本國銀行,ATM裝設數,826
10012,第一商業銀行,本國銀行,交易次數,2838773
10012,第一商業銀行,本國銀行,交易金額,30319000000
10012,華南商業銀行,本國銀行,發行金融卡,9931261
10012,華南商業銀行,本國銀行,流通金融卡,5497987
10012,華南商業銀行,本國銀行,ATM裝設數,787
10012,華南商業銀行,本國銀行,交易次數,2847746
10012,華南商業銀行,本國銀行,交易金額,29644000000
10012,彰化商業銀行,本國銀行,發行金融卡,8155097
10012,彰化商業銀行,本國銀行,流通金融卡,4587176
10012,彰化商業銀行,本國銀行,ATM裝設數,661
10012,彰化商業銀行,本國銀行,交易次數,2513763
10012,彰化商業銀行,本國銀行,交易金額,42498000000
10012,上海商業儲蓄銀行,本國銀行,發行金融卡,2235191
10012,上海商業儲蓄銀行,本國銀行,流通金融卡,1154298
10012,上海商業儲蓄銀行,本國銀行,ATM裝設數,279
10012,上海商業儲蓄銀行,本國銀行,交易次數,642599
10012,上海商業儲蓄銀行,本國銀行,交易金額,7021000000
10012,台北富邦銀行,本國銀行,發行金融卡,5000740
10012,台北富邦銀行,本國銀行,流通金融卡,3445889
10012,台北富邦銀行,本國銀行,ATM裝設數,981
10012,台北富邦銀行,本國銀行,交易次數,2526924
10012,台北富邦銀行,本國銀行,交易金額,27190000000
10012,國泰世華商業銀行,本國銀行,發行金融卡,6457703
10012,國泰世華商業銀行,本國銀行,流通金融卡,5291502
10012,國泰世華商業銀行,本國銀行,ATM裝設數,1847
10012,國泰世華商業銀行,本國銀行,交易次數,3152017
10012,國泰世華商業銀行,本國銀行,交易金額,38506000000
10012,高雄銀行,本國銀行,發行金融卡,827955
10012,高雄銀行,本國銀行,流通金融卡,565310
10012,高雄銀行,本國銀行,ATM裝設數,112
10012,高雄銀行,本國銀行,交易次數,290436
10012,高雄銀行,本國銀行,交易金額,3232000000
10012,兆豐國際商業銀行,本國銀行,發行金融卡,3995662
10012,兆豐國際商業銀行,本國銀行,流通金融卡,2151941
10012,兆豐國際商業銀行,本國銀行,ATM裝設數,517
10012,兆豐國際商業銀行,本國銀行,交易次數,2180571
10012,兆豐國際商業銀行,本國銀行,交易金額,34081000000
10012,花旗,本國銀行,發行金融卡,1005870
10012,花旗,本國銀行,流通金融卡,655962
10012,花旗,本國銀行,ATM裝設數,120
10012,花旗,本國銀行,交易次數,421313
10012,花旗,本國銀行,交易金額,6948000000
10012,匯豐,本國銀行,發行金融卡,1432546
10012,匯豐,本國銀行,流通金融卡,389202
10012,匯豐,本國銀行,ATM裝設數,65
10012,匯豐,本國銀行,交易次數,438070
10012,匯豐,本國銀行,交易金額,10736000000
10012,大台北商業銀行,本國銀行,發行金融卡,67913
10012,大台北商業銀行,本國銀行,流通金融卡,47619
10012,大台北商業銀行,本國銀行,ATM裝設數,87
10012,大台北商業銀行,本國銀行,交易次數,39329
10012,大台北商業銀行,本國銀行,交易金額,578000000
10012,華泰商業銀行,本國銀行,發行金融卡,212411
10012,華泰商業銀行,本國銀行,流通金融卡,174191
10012,華泰商業銀行,本國銀行,ATM裝設數,90
10012,華泰商業銀行,本國銀行,交易次數,101373
10012,華泰商業銀行,本國銀行,交易金額,959000000
10012,臺灣新光商業銀行,本國銀行,發行金融卡,2612937
10012,臺灣新光商業銀行,本國銀行,流通金融卡,1651153
10012,臺灣新光商業銀行,本國銀行,ATM裝設數,645
10012,臺灣新光商業銀行,本國銀行,交易次數,1580204
10012,臺灣新光商業銀行,本國銀行,交易金額,23698000000
10012,陽信商業銀行,本國銀行,發行金融卡,698740
10012,陽信商業銀行,本國銀行,流通金融卡,523327
10012,陽信商業銀行,本國銀行,ATM裝設數,159
10012,陽信商業銀行,本國銀行,交易次數,172436
10012,陽信商業銀行,本國銀行,交易金額,2102000000
10012,板信商業銀行,本國銀行,發行金融卡,692885
10012,板信商業銀行,本國銀行,流通金融卡,445553
10012,板信商業銀行,本國銀行,ATM裝設數,126
10012,板信商業銀行,本國銀行,交易次數,177734
10012,板信商業銀行,本國銀行,交易金額,2183000000
10012,三信商業銀行,本國銀行,發行金融卡,154498
10012,三信商業銀行,本國銀行,流通金融卡,149814
10012,三信商業銀行,本國銀行,ATM裝設數,63
10012,三信商業銀行,本國銀行,交易次數,105801
10012,三信商業銀行,本國銀行,交易金額,1254000000
10012,聯邦商業銀行,本國銀行,發行金融卡,2406563
10012,聯邦商業銀行,本國銀行,流通金融卡,910720
10012,聯邦商業銀行,本國銀行,ATM裝設數,350
10012,聯邦商業銀行,本國銀行,交易次數,511192
10012,聯邦商業銀行,本國銀行,交易金額,5549000000
10012,遠東國際商業銀行,本國銀行,發行金融卡,1179982
10012,遠東國際商業銀行,本國銀行,流通金融卡,449725
10012,遠東國際商業銀行,本國銀行,ATM裝設數,156
10012,遠東國際商業銀行,本國銀行,交易次數,369768
10012,遠東國際商業銀行,本國銀行,交易金額,3699000000
10012,元大商業銀行,本國銀行,發行金融卡,922890
10012,元大商業銀行,本國銀行,流通金融卡,834015
10012,元大商業銀行,本國銀行,ATM裝設數,354
10012,元大商業銀行,本國銀行,交易次數,531627
10012,元大商業銀行,本國銀行,交易金額,6392000000
10012,永豐商業銀行,本國銀行,發行金融卡,3912505
10012,永豐商業銀行,本國銀行,流通金融卡,1869070
10012,永豐商業銀行,本國銀行,ATM裝設數,417
10012,永豐商業銀行,本國銀行,交易次數,1385400
10012,永豐商業銀行,本國銀行,交易金額,31731000000
10012,玉山商業銀行,本國銀行,發行金融卡,3343573
10012,玉山商業銀行,本國銀行,流通金融卡,2533663
