etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
2013-11-26,N004      ,2008-12-01,新竹市第一信用合作社,3031,8394000000,4,6000000,0,0,0,0,99,20000000
2013-11-26,N014      ,2008-12-01,新竹市第三信用合作社,2276,4946000000,313,268000000,0,0,0,0,725,94000000
2013-11-26,321       ,2008-12-01,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,098       ,2008-12-01,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,020       ,2008-12-01,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,815       ,2008-12-01,日盛國際商業銀行,26606,55411000000,7286,17365000000,16840,3564000000,0,0,49975,6411000000
2013-11-26,118       ,2008-12-01,板信商業銀行,21081,39847000000,193,298000000,24,5000000,0,0,25553,3941000000
2013-11-26,127       ,2008-12-01,桃園信用合作社,1404,2711000000,567,1020000000,0,0,0,0,510,220000000
2013-11-26,079       ,2008-12-01,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,099       ,2008-12-01,比利時商比利時聯合銀行,10,31000000,0,0,0,0,0,0,0,0
2013-11-26,807       ,2008-12-01,永豐商業銀行,115688,295717000000,21430,38958000000,9829,4079000000,0,0,41116,10931000000
2013-11-26,082       ,2008-12-01,法商法國巴黎銀行,23,98000000,0,0,0,0,0,0,8,3000000
2013-11-26,N012      ,2008-12-01,法國東方匯理銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,037       ,2008-12-01,法國興業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,023       ,2008-12-01,泰國盤谷銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,052       ,2008-12-01,渣打國際商業銀行,63232,121673000000,13546,24300000000,0,0,0,0,173090,32318000000
2013-11-26,222       ,2008-12-01,澎湖縣第一信用合作社,142,412000000,9,26000000,0,0,0,0,239,104000000
2013-11-26,N011      ,2008-12-01,澎湖縣第二信用合作社,522,1092000000,71,76000000,0,0,0,0,653,276000000
2013-11-26,N006      ,2008-12-01,澳商澳洲紐西蘭銀行,1,2000000,0,0,0,0,0,0,0,0
2013-11-26,808       ,2008-12-01,玉山商業銀行,46384,149830000000,47061,94449000000,0,0,1,0,51565,12713000000
2013-11-26,N021      ,2008-12-01,瑞士商瑞士信貸銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,092       ,2008-12-01,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N020      ,2008-12-01,稻江商業銀行,2753,7236000000,184,214000000,0,0,0,0,896,644000000
2013-11-26,007       ,2008-12-01,第一商業銀行,80184,243471000000,35495,69641000000,1188,140000000,9402,2072000000,16992,6081000000
2013-11-26,0         ,2008-12-01,總計,2099272,4864559000000,497452,839312000000,250954,64936000000,347144,97898000000,5698146,714047000000
2013-11-26,097       ,2008-12-01,美商富國銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,076       ,2008-12-01,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,028       ,2008-12-01,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,022       ,2008-12-01,美商美國銀行,1,7000000,0,0,0,0,10,1000000,0,0
2013-11-26,095       ,2008-12-01,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,030       ,2008-12-01,美商道富銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,803       ,2008-12-01,聯邦商業銀行,38052,66603000000,20693,40568000000,27727,7199000000,32,10000000,40189,3691000000
2013-11-26,050       ,2008-12-01,臺灣中小企業銀行,79869,162342000000,4661,12192000000,0,0,12328,5139000000,24513,47514000000
2013-11-26,005       ,2008-12-01,臺灣土地銀行,282393,536381000000,53996,64688000000,181,72000000,124828,38292000000,28937,2867000000
2013-11-26,048       ,2008-12-01,臺灣工業銀行,2,3000000,0,0,0,0,0,0,0,0
2013-11-26,103       ,2008-12-01,臺灣新光商業銀行,19831,60923000000,707,1098000000,13708,3825000000,0,0,75095,25261000000
2013-11-26,004       ,2008-12-01,臺灣銀行,131953,315432000000,29576,41704000000,0,0,38682,12144000000,3339662,178218000000
2013-11-26,021       ,2008-12-01,花旗,15050,29741000000,1566,2461000000,0,0,9,0,766,120000000
2013-11-26,215       ,2008-12-01,花蓮第一信用合作社,3151,6313000000,3080,1726000000,0,0,104,21000000,1309,304000000
2013-11-26,216       ,2008-12-01,花蓮第二信用合作社,9530,16696000000,2600,4285000000,0,0,1730,620000000,0,0
2013-11-26,139       ,2008-12-01,苗栗縣竹南信用合作社,1527,2996000000,560,689000000,0,0,0,0,356,170000000
2013-11-26,N013      ,2008-12-01,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,083       ,2008-12-01,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,093       ,2008-12-01,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
2013-11-26,008       ,2008-12-01,華南商業銀行,84273,258410000000,30095,24323000000,12154,3480000000,5830,1990000000,91932,10178000000
2013-11-26,102       ,2008-12-01,華泰商業銀行,3201,8890000000,3626,12841000000,0,0,0,0,2467,618000000
2013-11-26,025       ,2008-12-01,菲律賓首都銀行,0,0,0,0,0,0,0,0,29,124000000
2013-11-26,809       ,2008-12-01,萬泰商業銀行,3503,5004000000,1754,2091000000,12242,2482000000,0,0,304177,37335000000
2013-11-26,805       ,2008-12-01,遠東國際商業銀行,43612,86844000000,12049,19198000000,16542,4299000000,19821,5282000000,108881,8980000000
2013-11-26,224       ,2008-12-01,金門縣信用合作社,128,259000000,188,362000000,0,0,0,0,111,59000000
2013-11-26,108       ,2008-12-01,陽信商業銀行,23590,48613000000,2759,4177000000,36,43000000,0,0,30342,5361000000
2013-11-26,325       ,2008-12-01,香港上海匯豐銀行,24663,64579000000,1236,1447000000,1849,185000000,0,0,92004,16967000000
2013-11-26,N019      ,2008-12-01,香港東亞銀行,0,0,0,0,0,0,0,0,144,20000000
2013-11-26,N005      ,2008-12-01,高雄第三信用合作社,4661,9157000000,4381,8608000000,0,0,779,269000000,1540,432000000
2013-11-26,N001      ,2008-12-01,高雄第二信用合作社,1708,2818000000,391,272000000,0,0,1751,542000000,10645,2066000000
2013-11-26,016       ,2008-12-01,高雄銀行,22225,33940000000,4798,8306000000,0,0,0,0,55319,8014000000
2013-11-26,147       ,2009-01-01,三信商業銀行,5649,16174000000,975,1474000000,26980,9642000000,0,0,26924,10707000000
2013-11-26,011       ,2009-01-01,上海商業儲蓄銀行,39318,88281000000,8616,7576000000,118,27000000,0,0,4809,1239000000
2013-11-26,822       ,2009-01-01,中國信託商業銀行,143682,278190000000,16107,21535000000,16836,2770000000,0,0,299226,66103000000
2013-11-26,015       ,2009-01-01,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,040       ,2009-01-01,中華開發工業銀行,1,1000000,0,0,0,0,0,0,63,35000000
2013-11-26,054       ,2009-01-01,京城商業銀行,11058,23835000000,5599,7574000000,0,0,7,0,10385,15042000000
2013-11-26,806       ,2009-01-01,元大商業銀行,31288,64579000000,9609,15728000000,14996,2790000000,814,200000000,28885,8625000000
2013-11-26,017       ,2009-01-01,兆豐國際商業銀行,55635,179937000000,11766,23587000000,0,0,6572,2803000000,6584,27157000000
2013-11-26,090       ,2009-01-01,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,053       ,2009-01-01,台中商業銀行,24015,39914000000,721,317000000,7,19000000,0,0,20349,3980000000
2013-11-26,146       ,2009-01-01,台中市第二信用合作社,10634,17744000000,103,80000000,10,0,0,0,694,198000000
2013-11-26,012       ,2009-01-01,台北富邦銀行,124025,254758000000,1873,1732000000,4853,1002000000,289,122000000,192979,29742000000
2013-11-26,106       ,2009-01-01,台北市第九信用合作社,324,792000000,0,0,0,0,0,0,207,70000000
2013-11-26,104       ,2009-01-01,台北市第五信用合作社,902,2288000000,1,0,0,0,0,0,495,50000000
2013-11-26,N008      ,2009-01-01,台北縣淡水信用合作社,1077,1741000000,420,495000000,0,0,0,0,154,88000000
2013-11-26,N000      ,2009-01-01,台北縣淡水第一信用合作社,10176,18890000000,109,69000000,0,0,1044,243000000,111,21000000
2013-11-26,188       ,2009-01-01,台南第三信用合作社,1950,3162000000,69,51000000,0,0,0,0,5049,69000000
2013-11-26,812       ,2009-01-01,台新國際商業銀行,84385,204873000000,4612,6473000000,45658,14953000000,0,0,202282,60900000000
2013-11-26,006       ,2009-01-01,合作金庫商業銀行,181261,440129000000,68268,127914000000,0,0,119097,26357000000,38295,18339000000
2013-11-26,N016      ,2009-01-01,嘉義巿第四信用合作社,69,231000000,2,2000000,0,0,0,0,0,0
2013-11-26,178       ,2009-01-01,嘉義市第三信用合作社,843,1443000000,1449,2773000000,0,0,0,0,611,251000000
2013-11-26,013       ,2009-01-01,國泰世華商業銀行,83988,249862000000,8289,12474000000,1686,147000000,0,0,34796,4599000000
2013-11-26,114       ,2009-01-01,基隆市第一信用合作社,4966,7016000000,705,397000000,0,0,0,0,4960,3744000000
2013-11-26,115       ,2009-01-01,基隆市第二信用合作社,1490,3840000000,212,278000000,19,8000000,0,0,1460,271000000
2013-11-26,101       ,2009-01-01,大台北商業銀行,2753,7252000000,189,222000000,0,0,0,0,897,652000000
2013-11-26,814       ,2009-01-01,大眾商業銀行,25679,64134000000,298,581000000,0,0,0,0,115313,9146000000
2013-11-26,816       ,2009-01-01,安泰商業銀行,18096,46921000000,7032,16822000000,19061,2754000000,70,22000000,22511,6320000000
2013-11-26,N017      ,2009-01-01,宜蘭信用合社,688,1265000000,238,276000000,0,0,0,0,538,106000000
2013-11-26,009       ,2009-01-01,彰化商業銀行,63201,144718000000,43440,91025000000,0,0,2009,732000000,12377,5900000000
2013-11-26,158       ,2009-01-01,彰化第一信用合作社,681,1091000000,145,151000000,0,0,0,0,2,5000000
2013-11-26,161       ,2009-01-01,彰化第五信用合作社,497,807000000,48,71000000,0,0,0,0,9,4000000
2013-11-26,162       ,2009-01-01,彰化第六信用合作社,3369,5714000000,107,134000000,0,0,0,0,1208,150000000
2013-11-26,163       ,2009-01-01,彰化第十信用合作社,714,1029000000,0,0,0,0,0,0,0,0
2013-11-26,165       ,2009-01-01,彰化縣鹿港信用合作社,1173,1772000000,505,625000000,0,0,9,29000000,712,251000000
2013-11-26,072       ,2009-01-01,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,087       ,2009-01-01,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,085       ,2009-01-01,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,078       ,2009-01-01,新加坡商星展銀行,10908,13117000000,8454,9033000000,1376,150000000,3,1000000,28044,2462000000
2013-11-26,029       ,2009-01-01,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N004      ,2009-01-01,新竹市第一信用合作社,2997,8238000000,4,6000000,0,0,0,0,96,19000000
2013-11-26,N014      ,2009-01-01,新竹市第三信用合作社,2270,4898000000,312,265000000,0,0,0,0,702,88000000
2013-11-26,321       ,2009-01-01,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,098       ,2009-01-01,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,020       ,2009-01-01,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,815       ,2009-01-01,日盛國際商業銀行,26483,54830000000,7237,17133000000,16043,3409000000,0,0,48842,6217000000
2013-11-26,118       ,2009-01-01,板信商業銀行,20978,39365000000,189,292000000,24,5000000,0,0,25502,3875000000
2013-11-26,127       ,2009-01-01,桃園信用合作社,1389,2666000000,554,992000000,0,0,0,0,506,215000000
2013-11-26,079       ,2009-01-01,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,099       ,2009-01-01,比利時商比利時聯合銀行,10,30000000,0,0,0,0,0,0,0,0
2013-11-26,807       ,2009-01-01,永豐商業銀行,114407,293663000000,21435,38996000000,9652,4081000000,0,0,40545,10628000000
2013-11-26,082       ,2009-01-01,法商法國巴黎銀行,23,97000000,0,0,0,0,0,0,7,3000000
2013-11-26,N012      ,2009-01-01,法國東方匯理銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,037       ,2009-01-01,法國興業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,023       ,2009-01-01,泰國盤谷銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,052       ,2009-01-01,渣打國際商業銀行,63706,122746000000,13477,24038000000,0,0,0,0,172420,32199000000
2013-11-26,222       ,2009-01-01,澎湖縣第一信用合作社,146,421000000,9,26000000,0,0,0,0,236,101000000
2013-11-26,N011      ,2009-01-01,澎湖縣第二信用合作社,524,1099000000,74,80000000,0,0,0,0,637,267000000
2013-11-26,N006      ,2009-01-01,澳商澳洲紐西蘭銀行,1,2000000,0,0,0,0,0,0,0,0
2013-11-26,808       ,2009-01-01,玉山商業銀行,46385,149174000000,46645,93159000000,0,0,1,0,50601,12414000000
2013-11-26,N021      ,2009-01-01,瑞士商瑞士信貸銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,092       ,2009-01-01,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,007       ,2009-01-01,第一商業銀行,80097,243234000000,35450,69394000000,1119,128000000,8881,1969000000,16219,5294000000
2013-11-26,0         ,2009-01-01,總計,2121972,4865725000000,503583,845467000000,247301,64227000000,343144,96447000000,5684368,708174000000
2013-11-26,097       ,2009-01-01,美商富國銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,076       ,2009-01-01,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,028       ,2009-01-01,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,022       ,2009-01-01,美商美國銀行,1,7000000,0,0,0,0,9,1000000,0,0
2013-11-26,095       ,2009-01-01,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,030       ,2009-01-01,美商道富銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,803       ,2009-01-01,聯邦商業銀行,37817,65688000000,20606,40225000000,27209,7115000000,32,9000000,38495,3465000000
2013-11-26,050       ,2009-01-01,臺灣中小企業銀行,79740,161861000000,4601,12168000000,0,0,13204,5874000000,23894,46608000000
2013-11-26,005       ,2009-01-01,臺灣土地銀行,282585,535880000000,53896,64551000000,176,68000000,123526,37555000000,28339,2787000000
2013-11-26,048       ,2009-01-01,臺灣工業銀行,2,3000000,0,0,0,0,0,0,0,0
2013-11-26,103       ,2009-01-01,臺灣新光商業銀行,19868,60835000000,709,1095000000,13464,3805000000,0,0,74347,25035000000
2013-11-26,004       ,2009-01-01,臺灣銀行,132926,317889000000,29552,41678000000,0,0,38141,11816000000,3324323,178121000000
2013-11-26,021       ,2009-01-01,花旗,14925,29284000000,1547,2407000000,0,0,9,0,802,110000000
2013-11-26,215       ,2009-01-01,花蓮第一信用合作社,3132,6243000000,1187,1695000000,0,0,102,20000000,1280,293000000
2013-11-26,216       ,2009-01-01,花蓮第二信用合作社,9575,16758000000,2570,4222000000,0,0,1704,609000000,0,0
2013-11-26,139       ,2009-01-01,苗栗縣竹南信用合作社,1524,2998000000,556,685000000,0,0,0,0,351,164000000
2013-11-26,N013      ,2009-01-01,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,083       ,2009-01-01,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,093       ,2009-01-01,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
2013-11-26,008       ,2009-01-01,華南商業銀行,84393,258594000000,30094,24322000000,11831,3338000000,5705,1947000000,89710,9661000000
2013-11-26,102       ,2009-01-01,華泰商業銀行,3185,8810000000,3624,12761000000,0,0,0,0,2443,606000000
2013-11-26,025       ,2009-01-01,菲律賓首都銀行,0,0,0,0,0,0,0,0,29,124000000
2013-11-26,809       ,2009-01-01,萬泰商業銀行,3475,4967000000,1737,2067000000,11775,2353000000,0,0,296786,36225000000
2013-11-26,805       ,2009-01-01,遠東國際商業銀行,43540,86081000000,11975,18949000000,16900,4406000000,19405,5106000000,109393,8796000000
2013-11-26,224       ,2009-01-01,金門縣信用合作社,126,254000000,192,365000000,0,0,0,0,115,59000000
2013-11-26,108       ,2009-01-01,陽信商業銀行,23479,48228000000,2741,4147000000,36,43000000,0,0,29812,5224000000
2013-11-26,325       ,2009-01-01,香港上海匯豐銀行,24369,63377000000,1216,1421000000,1733,174000000,0,0,88471,16153000000
2013-11-26,N019      ,2009-01-01,香港東亞銀行,0,0,0,0,0,0,0,0,131,18000000
2013-11-26,N005      ,2009-01-01,高雄第三信用合作社,4642,9177000000,4364,8626000000,0,0,767,260000000,1504,417000000
2013-11-26,N001      ,2009-01-01,高雄第二信用合作社,1710,2804000000,387,272000000,0,0,1622,523000000,10589,2043000000
2013-11-26,016       ,2009-01-01,高雄銀行,22131,33730000000,4788,8253000000,0,0,0,0,56671,7882000000
2013-11-26,147       ,2009-02-01,三信商業銀行,5607,15977000000,962,1446000000,27127,9548000000,0,0,26724,10515000000
2013-11-26,011       ,2009-02-01,上海商業儲蓄銀行,39286,87934000000,8637,7601000000,118,26000000,0,0,4739,1206000000
2013-11-26,822       ,2009-02-01,中國信託商業銀行,143317,276462000000,16112,21579000000,16927,2755000000,0,0,295219,64874000000
2013-11-26,015       ,2009-02-01,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,040       ,2009-02-01,中華開發工業銀行,1,1000000,0,0,0,0,0,0,60,33000000
2013-11-26,054       ,2009-02-01,京城商業銀行,10959,23517000000,5542,7455000000,0,0,3,0,10180,14710000000
2013-11-26,806       ,2009-02-01,元大商業銀行,31200,64657000000,9480,15432000000,14041,2560000000,798,193000000,28148,8248000000
2013-11-26,017       ,2009-02-01,兆豐國際商業銀行,55564,179299000000,11555,23158000000,0,0,6425,2632000000,6465,26600000000
2013-11-26,090       ,2009-02-01,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,053       ,2009-02-01,台中商業銀行,23808,39372000000,712,308000000,7,18000000,0,0,19636,3795000000
2013-11-26,146       ,2009-02-01,台中市第二信用合作社,10619,17613000000,105,83000000,10,0,0,0,674,191000000
2013-11-26,012       ,2009-02-01,台北富邦銀行,124298,256022000000,1841,1698000000,4611,916000000,278,112000000,191208,29276000000
2013-11-26,106       ,2009-02-01,台北市第九信用合作社,327,796000000,0,0,0,0,0,0,206,69000000
2013-11-26,104       ,2009-02-01,台北市第五信用合作社,886,2263000000,1,0,0,0,0,0,466,45000000
2013-11-26,N008      ,2009-02-01,台北縣淡水信用合作社,1080,1739000000,414,495000000,0,0,0,0,153,85000000
2013-11-26,N000      ,2009-02-01,台北縣淡水第一信用合作社,10093,18627000000,108,68000000,0,0,1021,234000000,111,21000000
2013-11-26,188       ,2009-02-01,台南第三信用合作社,1939,3123000000,65,50000000,0,0,0,0,5056,64000000
2013-11-26,812       ,2009-02-01,台新國際商業銀行,84055,202663000000,4575,6368000000,44864,14536000000,0,0,198451,60300000000
2013-11-26,006       ,2009-02-01,合作金庫商業銀行,181286,438441000000,68150,127850000000,0,0,116243,25252000000,37561,18080000000
2013-11-26,N016      ,2009-02-01,嘉義巿第四信用合作社,68,230000000,2,2000000,0,0,0,0,0,0
2013-11-26,178       ,2009-02-01,嘉義市第三信用合作社,831,1418000000,1454,2774000000,0,0,0,0,603,247000000
2013-11-26,013       ,2009-02-01,國泰世華商業銀行,69632,246975000000,7644,12340000000,1516,127000000,0,0,33781,4345000000
2013-11-26,114       ,2009-02-01,基隆市第一信用合作社,4971,7008000000,694,385000000,0,0,0,0,4867,3727000000
2013-11-26,115       ,2009-02-01,基隆市第二信用合作社,1492,3832000000,204,267000000,19,7000000,0,0,1667,288000000
2013-11-26,101       ,2009-02-01,大台北商業銀行,2737,7295000000,191,230000000,0,0,0,0,886,655000000
2013-11-26,814       ,2009-02-01,大眾商業銀行,25607,63782000000,304,582000000,0,0,0,0,113036,9087000000
2013-11-26,816       ,2009-02-01,安泰商業銀行,17993,46902000000,7006,16820000000,17560,2506000000,63,19000000,22741,6250000000
2013-11-26,N017      ,2009-02-01,宜蘭信用合社,691,1270000000,234,272000000,0,0,0,0,539,94000000
2013-11-26,009       ,2009-02-01,彰化商業銀行,63215,144511000000,43529,91213000000,0,0,2010,722000000,12117,5848000000
2013-11-26,158       ,2009-02-01,彰化第一信用合作社,674,1077000000,139,148000000,0,0,0,0,5,6000000
2013-11-26,161       ,2009-02-01,彰化第五信用合作社,492,792000000,45,68000000,0,0,0,0,9,4000000
2013-11-26,162       ,2009-02-01,彰化第六信用合作社,3317,5718000000,106,132000000,0,0,0,0,1172,145000000
2013-11-26,163       ,2009-02-01,彰化第十信用合作社,707,1032000000,0,0,0,0,0,0,0,0
2013-11-26,165       ,2009-02-01,彰化縣鹿港信用合作社,1182,1779000000,494,621000000,0,0,9,29000000,692,237000000
2013-11-26,072       ,2009-02-01,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,087       ,2009-02-01,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,085       ,2009-02-01,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,078       ,2009-02-01,新加坡商星展銀行,10769,12884000000,8287,8815000000,1215,128000000,3,1000000,27617,2392000000
2013-11-26,029       ,2009-02-01,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N004      ,2009-02-01,新竹市第一信用合作社,2974,8150000000,4,6000000,0,0,0,0,94,18000000
2013-11-26,N014      ,2009-02-01,新竹市第三信用合作社,2277,4870000000,314,264000000,0,0,0,0,670,80000000
2013-11-26,321       ,2009-02-01,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,098       ,2009-02-01,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,020       ,2009-02-01,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,815       ,2009-02-01,日盛國際商業銀行,26323,54097000000,7161,16856000000,15042,3127000000,0,0,47662,5970000000
2013-11-26,118       ,2009-02-01,板信商業銀行,20805,38877000000,183,286000000,23,4000000,0,0,25196,3749000000
2013-11-26,127       ,2009-02-01,桃園信用合作社,1382,2624000000,539,947000000,0,0,0,0,501,209000000
2013-11-26,079       ,2009-02-01,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,099       ,2009-02-01,比利時商比利時聯合銀行,11,34000000,0,0,0,0,0,0,0,0
2013-11-26,807       ,2009-02-01,永豐商業銀行,94104,277933000000,20178,38203000000,9413,3961000000,0,0,48550,14907000000
2013-11-26,082       ,2009-02-01,法商法國巴黎銀行,23,97000000,0,0,0,0,0,0,7,3000000
2013-11-26,N012      ,2009-02-01,法國東方匯理銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,037       ,2009-02-01,法國興業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,023       ,2009-02-01,泰國盤谷銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,052       ,2009-02-01,渣打國際商業銀行,64286,123933000000,13381,23625000000,0,0,0,0,171107,31914000000
2013-11-26,222       ,2009-02-01,澎湖縣第一信用合作社,149,441000000,9,26000000,0,0,0,0,233,99000000
2013-11-26,N011      ,2009-02-01,澎湖縣第二信用合作社,520,1094000000,75,82000000,0,0,0,0,622,255000000
2013-11-26,N006      ,2009-02-01,澳商澳洲紐西蘭銀行,1,2000000,0,0,0,0,0,0,0,0
2013-11-26,808       ,2009-02-01,玉山商業銀行,46654,150451000000,46301,91742000000,0,0,1,0,49696,12372000000
2013-11-26,N021      ,2009-02-01,瑞士商瑞士信貸銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,092       ,2009-02-01,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,007       ,2009-02-01,第一商業銀行,79896,241867000000,35397,69238000000,1027,113000000,8424,1860000000,15735,4958000000
2013-11-26,0         ,2009-02-01,總計,2085835,4833967000000,499465,838971000000,240350,61877000000,338571,94446000000,5632250,702552000000
2013-11-26,097       ,2009-02-01,美商富國銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,076       ,2009-02-01,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,028       ,2009-02-01,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,022       ,2009-02-01,美商美國銀行,1,7000000,0,0,0,0,9,1000000,0,0
2013-11-26,095       ,2009-02-01,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,030       ,2009-02-01,美商道富銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,803       ,2009-02-01,聯邦商業銀行,37508,64783000000,20460,39681000000,26572,6862000000,28,9000000,36875,3389000000
2013-11-26,050       ,2009-02-01,臺灣中小企業銀行,79436,160968000000,4569,12213000000,0,0,15001,7061000000,23378,46047000000
2013-11-26,005       ,2009-02-01,臺灣土地銀行,282406,535130000000,53659,64167000000,162,57000000,121929,36472000000,27725,2697000000
2013-11-26,048       ,2009-02-01,臺灣工業銀行,2,3000000,0,0,0,0,0,0,0,0
2013-11-26,103       ,2009-02-01,臺灣新光商業銀行,19939,60771000000,707,1087000000,13072,3685000000,0,0,73332,24526000000
2013-11-26,004       ,2009-02-01,臺灣銀行,133592,318863000000,29449,41333000000,0,0,37668,11443000000,3298055,177101000000
2013-11-26,021       ,2009-02-01,花旗,14795,28747000000,1515,2359000000,0,0,9,0,828,106000000
2013-11-26,215       ,2009-02-01,花蓮第一信用合作社,3107,6172000000,1175,1661000000,0,0,99,19000000,1245,273000000
2013-11-26,216       ,2009-02-01,花蓮第二信用合作社,9647,16917000000,2513,4133000000,0,0,1671,590000000,0,0
2013-11-26,139       ,2009-02-01,苗栗縣竹南信用合作社,1529,3001000000,551,678000000,0,0,0,0,352,161000000
2013-11-26,N013      ,2009-02-01,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,083       ,2009-02-01,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,093       ,2009-02-01,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
2013-11-26,008       ,2009-02-01,華南商業銀行,84203,257717000000,30090,24320000000,11415,3130000000,5632,1906000000,87503,9355000000
2013-11-26,102       ,2009-02-01,華泰商業銀行,3163,8728000000,3602,12564000000,0,0,0,0,2396,581000000
2013-11-26,025       ,2009-02-01,菲律賓首都銀行,0,0,0,0,0,0,0,0,29,124000000
2013-11-26,809       ,2009-02-01,萬泰商業銀行,3429,4868000000,1702,2012000000,11219,2184000000,0,0,290698,35353000000
2013-11-26,805       ,2009-02-01,遠東國際商業銀行,43415,85206000000,11909,18727000000,17273,4458000000,18965,4894000000,108085,8611000000
2013-11-26,224       ,2009-02-01,金門縣信用合作社,128,257000000,190,313000000,0,0,0,0,116,60000000
2013-11-26,108       ,2009-02-01,陽信商業銀行,23423,47875000000,2733,4119000000,37,43000000,0,0,29112,5044000000
2013-11-26,325       ,2009-02-01,香港上海匯豐銀行,24084,62521000000,1190,1391000000,1616,159000000,0,0,84314,15466000000
2013-11-26,N019      ,2009-02-01,香港東亞銀行,0,0,0,0,0,0,0,0,119,16000000
2013-11-26,N005      ,2009-02-01,高雄第三信用合作社,4597,9115000000,4321,8568000000,0,0,759,254000000,1474,400000000
2013-11-26,N001      ,2009-02-01,高雄第二信用合作社,1711,2786000000,379,264000000,0,0,1414,500000000,10435,1980000000
