etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
2013-11-26,216       ,2007-09-01,花蓮第二信用合作社,8550,14993000000,3156,5422000000,0,0,1933,777000000,42,3000000
2013-11-26,139       ,2007-09-01,苗栗縣竹南信用合作社,2237,4008000000,738,550000000,0,0,0,0,270,144000000
2013-11-26,N013      ,2007-09-01,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,083       ,2007-09-01,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,093       ,2007-09-01,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
2013-11-26,008       ,2007-09-01,華南商業銀行,83199,246630000000,30118,24334000000,13627,4866000000,7058,2510000000,196843,14288000000
2013-11-26,102       ,2007-09-01,華泰商業銀行,3934,15034000000,3488,12853000000,0,0,0,0,3555,1112000000
2013-11-26,025       ,2007-09-01,菲律賓首都銀行,0,0,0,0,0,0,0,0,45,4000000
2013-11-26,809       ,2007-09-01,萬泰商業銀行,3840,5693000000,1846,2260000000,15543,4343000000,0,0,374380,47971000000
2013-11-26,805       ,2007-09-01,遠東國際商業銀行,47375,93934000000,11985,20855000000,14861,2958000000,18368,5627000000,115988,11475000000
2013-11-26,224       ,2007-09-01,金門縣信用合作社,99,157000000,139,340000000,0,0,0,0,81,43000000
2013-11-26,108       ,2007-09-01,陽信商業銀行,25735,55647000000,3166,5192000000,13,8000000,0,0,34359,6479000000
2013-11-26,325       ,2007-09-01,香港上海匯豐銀行,18684,62585000000,13,1000000,0,0,0,0,33264,13401000000
2013-11-26,N019      ,2007-09-01,香港東亞銀行,0,0,0,0,0,0,0,0,311,76000000
2013-11-26,N005      ,2007-09-01,高雄第三信用合作社,5696,8561000000,5355,8047000000,0,0,2140,663000000,864,367000000
2013-11-26,N001      ,2007-09-01,高雄第二信用合作社,2493,4313000000,498,301000000,0,0,2011,803000000,12149,2449000000
2013-11-26,016       ,2007-09-01,高雄銀行,23407,36731000000,4895,8403000000,0,0,0,0,46675,7172000000
2013-11-26,147       ,2007-10-01,三信商業銀行,6208,18948000000,1064,1796000000,19748,7199000000,0,0,26767,11959000000
2013-11-26,011       ,2007-10-01,上海商業儲蓄銀行,35005,89996000000,6636,6183000000,102,28000000,0,0,4696,1304000000
2013-11-26,822       ,2007-10-01,中國信託商業銀行,158011,272496000000,15543,19032000000,20450,4002000000,0,0,433440,72705000000
2013-11-26,015       ,2007-10-01,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,040       ,2007-10-01,中華開發工業銀行,4,7000000,0,0,0,0,0,0,75,48000000
2013-11-26,054       ,2007-10-01,京城商業銀行,12153,27733000000,6471,9715000000,0,0,31,6000000,13806,15940000000
2013-11-26,806       ,2007-10-01,元大商業銀行,32279,61407000000,11529,20526000000,27487,7082000000,994,344000000,41138,15111000000
2013-11-26,017       ,2007-10-01,兆豐國際商業銀行,59265,176138000000,14126,28913000000,0,0,6810,3138000000,9436,23371000000
2013-11-26,090       ,2007-10-01,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,146       ,2007-10-01,台中市第二信用合作社,10652,17969000000,108,89000000,10,0,0,0,903,313000000
2013-11-26,012       ,2007-10-01,台北富邦銀行,120117,222793000000,2468,2807000000,7868,2522000000,236,94000000,197214,31881000000
2013-11-26,106       ,2007-10-01,台北市第九信用合作社,744,1662000000,0,0,0,0,0,0,296,82000000
2013-11-26,104       ,2007-10-01,台北市第五信用合作社,1077,2867000000,1,0,0,0,0,0,931,141000000
2013-11-26,N008      ,2007-10-01,台北縣淡水信用合作社,1402,2766000000,486,694000000,0,0,0,0,106,79000000
2013-11-26,N000      ,2007-10-01,台北縣淡水第一信用合作社,10968,21029000000,141,148000000,4,1000000,738,216000000,806,168000000
2013-11-26,188       ,2007-10-01,台南第三信用合作社,2070,3409000000,99,62000000,0,0,0,0,5151,90000000
2013-11-26,812       ,2007-10-01,台新國際商業銀行,165275,201180000000,8606,8470000000,54557,18037000000,0,0,309108,60680000000
2013-11-26,006       ,2007-10-01,合作金庫商業銀行,200775,439293000000,75213,114147000000,25,1000000,137641,36593000000,42009,19798000000
2013-11-26,N016      ,2007-10-01,嘉義巿第四信用合作社,82,275000000,3,3000000,0,0,0,0,0,0
2013-11-26,178       ,2007-10-01,嘉義市第三信用合作社,1173,2036000000,938,1910000000,0,0,0,0,670,298000000
2013-11-26,013       ,2007-10-01,國泰世華商業銀行,104330,232173000000,9570,14054000000,10344,728000000,0,0,71019,9673000000
2013-11-26,114       ,2007-10-01,基隆市第一信用合作社,5074,7282000000,927,599000000,0,0,0,0,4796,2943000000
2013-11-26,115       ,2007-10-01,基隆市第二信用合作社,1490,3927000000,258,364000000,49,18000000,0,0,1483,336000000
2013-11-26,814       ,2007-10-01,大眾商業銀行,24182,58993000000,133,121000000,0,0,0,0,157017,10847000000
2013-11-26,816       ,2007-10-01,安泰商業銀行,18712,46781000000,7862,17529000000,25453,5395000000,49,5000000,30531,10594000000
2013-11-26,N017      ,2007-10-01,宜蘭信用合社,701,1191000000,274,345000000,0,0,0,0,478,49000000
2013-11-26,-01       ,2007-10-01,寶華商業銀行,13348,17490000000,10761,12311000000,5459,867000000,3,1000000,51032,4279000000
2013-11-26,009       ,2007-10-01,彰化商業銀行,63352,134336000000,41771,83670000000,0,0,1787,647000000,15408,7770000000
2013-11-26,158       ,2007-10-01,彰化第一信用合作社,818,1491000000,181,203000000,0,0,0,0,4,0
2013-11-26,161       ,2007-10-01,彰化第五信用合作社,547,979000000,55,87000000,0,0,0,0,12,5000000
2013-11-26,162       ,2007-10-01,彰化第六信用合作社,3113,5126000000,204,208000000,0,0,0,0,2153,232000000
2013-11-26,163       ,2007-10-01,彰化第十信用合作社,654,896000000,0,0,0,0,0,0,1,0
2013-11-26,165       ,2007-10-01,彰化縣鹿港信用合作社,1097,1613000000,618,811000000,0,0,1,2000000,755,208000000
2013-11-26,072       ,2007-10-01,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,087       ,2007-10-01,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,085       ,2007-10-01,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,078       ,2007-10-01,新加坡商星展銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,029       ,2007-10-01,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N004      ,2007-10-01,新竹市第一信用合作社,3032,7784000000,4,4000000,0,0,0,0,151,54000000
2013-11-26,N014      ,2007-10-01,新竹市第三信用合作社,2448,5435000000,322,287000000,0,0,0,0,1132,235000000
2013-11-26,321       ,2007-10-01,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,098       ,2007-10-01,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,020       ,2007-10-01,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,815       ,2007-10-01,日盛國際商業銀行,31414,55868000000,9124,20545000000,37073,11518000000,0,0,76340,11137000000
2013-11-26,118       ,2007-10-01,板信商業銀行,21864,39402000000,244,368000000,77,12000000,0,0,50675,6419000000
2013-11-26,127       ,2007-10-01,桃園信用合作社,1647,3487000000,759,1572000000,0,0,0,0,512,271000000
2013-11-26,079       ,2007-10-01,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,099       ,2007-10-01,比利時商比利時聯合銀行,10,31000000,0,0,0,0,0,0,0,0
2013-11-26,807       ,2007-10-01,永豐商業銀行,124987,299174000000,16732,27760000000,14855,6266000000,0,0,51013,15355000000
2013-11-26,082       ,2007-10-01,法商法國巴黎銀行,23,98000000,0,0,0,0,0,0,13,2000000
2013-11-26,N012      ,2007-10-01,法國東方匯理銀行,9,26000000,0,0,0,0,0,0,0,0
2013-11-26,037       ,2007-10-01,法國興業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,023       ,2007-10-01,泰國盤谷銀行,2,1000000,0,0,0,0,0,0,0,0
2013-11-26,052       ,2007-10-01,渣打國際商業銀行,52457,99391000000,14151,26841000000,0,0,2,0,202233,44665000000
2013-11-26,222       ,2007-10-01,澎湖縣第一信用合作社,149,466000000,15,32000000,0,0,0,0,208,101000000
2013-11-26,N011      ,2007-10-01,澎湖縣第二信用合作社,501,824000000,86,90000000,7,4000000,0,0,874,364000000
2013-11-26,N006      ,2007-10-01,澳商澳洲紐西蘭銀行,1,3000000,0,0,0,0,0,0,0,0
2013-11-26,808       ,2007-10-01,玉山商業銀行,44984,150294000000,51123,112424000000,0,0,4,0,77794,20556000000
2013-11-26,092       ,2007-10-01,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N020      ,2007-10-01,稻江商業銀行,3552,9903000000,252,356000000,0,0,0,0,1008,423000000
2013-11-26,007       ,2007-10-01,第一商業銀行,79098,228189000000,34269,64365000000,2731,469000000,14117,3577000000,20453,6374000000
2013-11-26,0         ,2007-10-01,總計,2267503,4713064000000,530335,867616000000,340044,94410000000,386916,127757000000,6208265,783692000000
2013-11-26,097       ,2007-10-01,美商富國銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,076       ,2007-10-01,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N010      ,2007-10-01,美商美國紐約銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,022       ,2007-10-01,美商美國銀行,1,8000000,0,0,0,0,15,2000000,0,0
2013-11-26,095       ,2007-10-01,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,030       ,2007-10-01,美商道富銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,024       ,2007-10-01,美國運通銀行,0,0,1,1000000,0,0,0,0,21235,2701000000
2013-11-26,803       ,2007-10-01,聯邦商業銀行,39297,71626000000,20918,44292000000,36382,9708000000,74,26000000,289754,5709000000
2013-11-26,N015      ,2007-10-01,臺中商業銀行,27157,48805000000,805,404000000,13,40000000,0,0,30114,6733000000
2013-11-26,050       ,2007-10-01,臺灣中小企業銀行,79790,144769000000,6179,15852000000,0,0,13984,6487000000,21884,38570000000
2013-11-26,005       ,2007-10-01,臺灣土地銀行,284812,502580000000,55175,64000000000,316,180000000,132219,48502000000,36673,3976000000
2013-11-26,048       ,2007-10-01,臺灣工業銀行,2,3000000,0,0,0,0,0,0,0,0
2013-11-26,103       ,2007-10-01,臺灣新光商業銀行,17988,55413000000,605,846000000,19732,5136000000,0,0,99450,27523000000
2013-11-26,004       ,2007-10-01,臺灣銀行,121947,272231000000,30570,44538000000,0,0,42833,16721000000,2778733,152188000000
2013-11-26,215       ,2007-10-01,花蓮第一信用合作社,3104,5925000000,1517,2364000000,0,0,120,36000000,1709,465000000
2013-11-26,216       ,2007-10-01,花蓮第二信用合作社,8617,15179000000,3116,5354000000,0,0,1916,766000000,43,4000000
2013-11-26,139       ,2007-10-01,苗栗縣竹南信用合作社,2226,4019000000,748,566000000,0,0,0,0,282,149000000
2013-11-26,N013      ,2007-10-01,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,083       ,2007-10-01,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,093       ,2007-10-01,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
2013-11-26,008       ,2007-10-01,華南商業銀行,83097,246698000000,30115,24331000000,13875,4883000000,6960,2408000000,194819,14079000000
2013-11-26,102       ,2007-10-01,華泰商業銀行,3903,14872000000,3520,12675000000,0,0,0,0,3445,1062000000
2013-11-26,025       ,2007-10-01,菲律賓首都銀行,0,0,0,0,0,0,0,0,42,5000000
2013-11-26,809       ,2007-10-01,萬泰商業銀行,3799,5581000000,1829,2231000000,15658,4348000000,0,0,367591,47023000000
2013-11-26,805       ,2007-10-01,遠東國際商業銀行,41543,87379000000,11911,20624000000,14645,2902000000,18525,5625000000,114375,11152000000
2013-11-26,224       ,2007-10-01,金門縣信用合作社,102,166000000,141,341000000,0,0,0,0,83,43000000
2013-11-26,108       ,2007-10-01,陽信商業銀行,25245,54407000000,3103,5095000000,15,10000000,0,0,34694,6399000000
2013-11-26,325       ,2007-10-01,香港上海匯豐銀行,18479,61735000000,12,1000000,0,0,0,0,32613,13175000000
2013-11-26,N019      ,2007-10-01,香港東亞銀行,0,0,0,0,0,0,0,0,299,70000000
2013-11-26,N005      ,2007-10-01,高雄第三信用合作社,5719,8596000000,5316,8080000000,0,0,858,357000000,2116,652000000
2013-11-26,N001      ,2007-10-01,高雄第二信用合作社,2489,4306000000,488,295000000,0,0,1981,777000000,11936,2390000000
2013-11-26,016       ,2007-10-01,高雄銀行,23292,36361000000,4924,8448000000,0,0,0,0,46421,7136000000
2013-11-26,147       ,2007-11-01,三信商業銀行,6191,18816000000,1059,1779000000,20373,7412000000,0,0,26915,11950000000
2013-11-26,011       ,2007-11-01,上海商業儲蓄銀行,35818,90916000000,6742,6363000000,103,27000000,0,0,4720,1304000000
2013-11-26,822       ,2007-11-01,中國信託商業銀行,157434,273529000000,15573,19302000000,19200,3704000000,0,0,426276,72006000000
2013-11-26,015       ,2007-11-01,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,040       ,2007-11-01,中華開發工業銀行,4,7000000,0,0,0,0,0,0,79,51000000
2013-11-26,054       ,2007-11-01,京城商業銀行,12057,27414000000,6408,9555000000,0,0,29,5000000,13502,16267000000
2013-11-26,806       ,2007-11-01,元大商業銀行,32292,61837000000,11441,20296000000,26691,6749000000,984,331000000,40210,14604000000
2013-11-26,017       ,2007-11-01,兆豐國際商業銀行,59182,177592000000,14026,28770000000,0,0,7101,3395000000,9278,24512000000
2013-11-26,090       ,2007-11-01,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,146       ,2007-11-01,台中市第二信用合作社,10677,17996000000,105,85000000,10,0,0,0,892,305000000
2013-11-26,012       ,2007-11-01,台北富邦銀行,118008,224717000000,2423,2747000000,7739,2407000000,243,97000000,202662,31728000000
2013-11-26,106       ,2007-11-01,台北市第九信用合作社,747,1677000000,0,0,0,0,0,0,290,81000000
2013-11-26,104       ,2007-11-01,台北市第五信用合作社,1063,2865000000,1,0,0,0,0,0,899,133000000
2013-11-26,N008      ,2007-11-01,台北縣淡水信用合作社,1416,2757000000,487,654000000,0,0,0,0,103,80000000
2013-11-26,N000      ,2007-11-01,台北縣淡水第一信用合作社,11055,21446000000,141,159000000,3,1000000,732,210000000,793,164000000
2013-11-26,188       ,2007-11-01,台南第三信用合作社,2057,3367000000,97,61000000,0,0,0,0,5138,87000000
2013-11-26,812       ,2007-11-01,台新國際商業銀行,166364,203392000000,8617,8338000000,53775,17691000000,0,0,247395,60646000000
2013-11-26,006       ,2007-11-01,合作金庫商業銀行,200104,436337000000,75406,114697000000,2,1000000,137304,35921000000,41975,19728000000
2013-11-26,N016      ,2007-11-01,嘉義巿第四信用合作社,79,269000000,3,3000000,0,0,0,0,0,0
2013-11-26,178       ,2007-11-01,嘉義市第三信用合作社,1161,2011000000,978,1985000000,0,0,0,0,667,295000000
2013-11-26,013       ,2007-11-01,國泰世華商業銀行,104026,233807000000,9459,13835000000,9440,662000000,0,0,68451,9213000000
2013-11-26,114       ,2007-11-01,基隆市第一信用合作社,5066,7277000000,910,587000000,0,0,0,0,4772,2989000000
2013-11-26,115       ,2007-11-01,基隆市第二信用合作社,1481,3914000000,256,358000000,51,20000000,0,0,1444,324000000
2013-11-26,814       ,2007-11-01,大眾商業銀行,24300,59318000000,142,129000000,0,0,0,0,153521,10694000000
2013-11-26,816       ,2007-11-01,安泰商業銀行,18304,44920000000,7720,17096000000,25823,5264000000,42,4000000,29577,10086000000
2013-11-26,N017      ,2007-11-01,宜蘭信用合社,694,1173000000,271,341000000,0,0,0,0,476,48000000
2013-11-26,-01       ,2007-11-01,寶華商業銀行,13181,17152000000,10607,12022000000,5078,787000000,3,1000000,49977,4123000000
2013-11-26,009       ,2007-11-01,彰化商業銀行,63162,134573000000,41915,84233000000,0,0,1803,650000000,15397,7809000000
2013-11-26,158       ,2007-11-01,彰化第一信用合作社,819,1479000000,185,204000000,0,0,0,0,4,0
2013-11-26,161       ,2007-11-01,彰化第五信用合作社,539,962000000,55,87000000,0,0,0,0,11,5000000
2013-11-26,162       ,2007-11-01,彰化第六信用合作社,3188,5183000000,192,198000000,0,0,0,0,2067,225000000
2013-11-26,163       ,2007-11-01,彰化第十信用合作社,670,942000000,0,0,0,0,0,0,0,0
2013-11-26,165       ,2007-11-01,彰化縣鹿港信用合作社,1099,1611000000,615,815000000,0,0,1,2000000,754,213000000
2013-11-26,072       ,2007-11-01,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,087       ,2007-11-01,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,085       ,2007-11-01,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,078       ,2007-11-01,新加坡商星展銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,029       ,2007-11-01,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N004      ,2007-11-01,新竹市第一信用合作社,3052,8015000000,4,4000000,0,0,0,0,145,51000000
2013-11-26,N014      ,2007-11-01,新竹市第三信用合作社,2414,5339000000,320,275000000,0,0,0,0,1096,222000000
2013-11-26,321       ,2007-11-01,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,098       ,2007-11-01,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,020       ,2007-11-01,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,815       ,2007-11-01,日盛國際商業銀行,31298,55607000000,9047,20277000000,35469,10995000000,0,0,74229,10719000000
2013-11-26,118       ,2007-11-01,板信商業銀行,21581,38841000000,238,356000000,73,11000000,0,0,47778,6217000000
2013-11-26,127       ,2007-11-01,桃園信用合作社,1629,3472000000,745,1546000000,0,0,0,0,515,269000000
2013-11-26,079       ,2007-11-01,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,099       ,2007-11-01,比利時商比利時聯合銀行,10,31000000,0,0,0,0,0,0,0,0
2013-11-26,807       ,2007-11-01,永豐商業銀行,124756,300878000000,17314,29219000000,14379,6033000000,0,0,49795,14944000000
2013-11-26,082       ,2007-11-01,法商法國巴黎銀行,23,97000000,0,0,0,0,0,0,14,3000000
2013-11-26,N012      ,2007-11-01,法國東方匯理銀行,9,26000000,0,0,0,0,0,0,0,0
2013-11-26,037       ,2007-11-01,法國興業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,023       ,2007-11-01,泰國盤谷銀行,2,1000000,0,0,0,0,0,0,0,0
2013-11-26,052       ,2007-11-01,渣打國際商業銀行,52804,100103000000,14321,27099000000,0,0,2,0,203652,45046000000
2013-11-26,222       ,2007-11-01,澎湖縣第一信用合作社,151,467000000,15,32000000,0,0,0,0,209,98000000
2013-11-26,N011      ,2007-11-01,澎湖縣第二信用合作社,495,813000000,79,84000000,7,4000000,0,0,868,366000000
2013-11-26,N006      ,2007-11-01,澳商澳洲紐西蘭銀行,1,3000000,0,0,0,0,0,0,0,0
2013-11-26,808       ,2007-11-01,玉山商業銀行,45273,150904000000,51266,112137000000,0,0,4,0,74741,22249000000
2013-11-26,092       ,2007-11-01,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N020      ,2007-11-01,稻江商業銀行,3305,8576000000,262,375000000,0,0,0,0,1058,511000000
2013-11-26,007       ,2007-11-01,第一商業銀行,78386,229420000000,34726,66188000000,2600,438000000,13669,3442000000,21427,6394000000
2013-11-26,0         ,2007-11-01,總計,2264354,4733480000000,531503,870841000000,333408,92032000000,386585,126098000000,6246124,787267000000
2013-11-26,097       ,2007-11-01,美商富國銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,076       ,2007-11-01,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,N010      ,2007-11-01,美商美國紐約銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,022       ,2007-11-01,美商美國銀行,1,8000000,0,0,0,0,16,3000000,0,0
2013-11-26,095       ,2007-11-01,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,030       ,2007-11-01,美商道富銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,024       ,2007-11-01,美國運通銀行,0,0,1,1000000,0,0,0,0,20601,2572000000
2013-11-26,803       ,2007-11-01,聯邦商業銀行,39280,71528000000,20979,44227000000,35689,9511000000,69,25000000,287439,5536000000
2013-11-26,N015      ,2007-11-01,臺中商業銀行,27042,48254000000,827,406000000,13,39000000,0,0,34668,7568000000
2013-11-26,050       ,2007-11-01,臺灣中小企業銀行,80071,146665000000,6297,16224000000,0,0,13823,6347000000,21822,39490000000
2013-11-26,005       ,2007-11-01,臺灣土地銀行,285242,511273000000,55203,64403000000,310,171000000,131916,47771000000,35881,3873000000
2013-11-26,048       ,2007-11-01,臺灣工業銀行,2,3000000,0,0,0,0,0,0,0,0
2013-11-26,103       ,2007-11-01,臺灣新光商業銀行,18185,56323000000,621,885000000,19319,5067000000,0,0,97758,27401000000
2013-11-26,004       ,2007-11-01,臺灣銀行,123192,277930000000,30519,44444000000,0,0,42509,16349000000,2914732,157961000000
2013-11-26,215       ,2007-11-01,花蓮第一信用合作社,3015,5869000000,1604,2321000000,0,0,121,36000000,1675,449000000
2013-11-26,216       ,2007-11-01,花蓮第二信用合作社,8751,15393000000,3073,5239000000,0,0,1902,757000000,42,4000000
2013-11-26,139       ,2007-11-01,苗栗縣竹南信用合作社,2165,4007000000,758,574000000,0,0,0,0,291,154000000
2013-11-26,N013      ,2007-11-01,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,083       ,2007-11-01,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,093       ,2007-11-01,荷蘭商安智銀行,0,0,0,0,0,0,0,0,1,0
2013-11-26,008       ,2007-11-01,華南商業銀行,83203,246970000000,30113,24329000000,14078,4893000000,6887,2377000000,192298,13812000000
2013-11-26,102       ,2007-11-01,華泰商業銀行,3900,14958000000,3545,12732000000,0,0,0,0,3361,1021000000
2013-11-26,025       ,2007-11-01,菲律賓首都銀行,0,0,0,0,0,0,0,0,38,5000000
2013-11-26,809       ,2007-11-01,萬泰商業銀行,3776,5520000000,1803,2184000000,15785,4338000000,0,0,361925,46210000000
2013-11-26,805       ,2007-11-01,遠東國際商業銀行,40773,86453000000,11918,20446000000,14637,2899000000,18646,5613000000,112312,10765000000
2013-11-26,224       ,2007-11-01,金門縣信用合作社,106,173000000,147,362000000,0,0,0,0,81,44000000
2013-11-26,108       ,2007-11-01,陽信商業銀行,24806,53071000000,3060,5045000000,17,14000000,0,0,34755,6284000000
2013-11-26,325       ,2007-11-01,香港上海匯豐銀行,18311,60944000000,12,0,0,0,0,0,32025,12965000000
2013-11-26,N019      ,2007-11-01,香港東亞銀行,0,0,0,0,0,0,0,0,291,66000000
2013-11-26,N005      ,2007-11-01,高雄第三信用合作社,5683,8748000000,5296,8223000000,0,0,2081,638000000,851,348000000
2013-11-26,N001      ,2007-11-01,高雄第二信用合作社,2494,4312000000,477,290000000,0,0,1974,763000000,11483,2322000000
2013-11-26,016       ,2007-11-01,高雄銀行,23189,36103000000,4956,8498000000,0,0,0,0,46398,7127000000
2013-11-26,147       ,2007-12-01,三信商業銀行,6154,18657000000,1045,1767000000,21068,7700000000,0,0,27003,11920000000
2013-11-26,011       ,2007-12-01,上海商業儲蓄銀行,40442,90687000000,6655,6196000000,103,27000000,0,0,4655,1259000000
2013-11-26,822       ,2007-12-01,中國信託商業銀行,156783,275540000000,15616,19537000000,18021,3415000000,0,0,420465,71355000000
2013-11-26,015       ,2007-12-01,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,040       ,2007-12-01,中華開發工業銀行,4,7000000,0,0,0,0,0,0,78,50000000
2013-11-26,054       ,2007-12-01,京城商業銀行,11963,27109000000,6335,9391000000,0,0,29,4000000,13227,16508000000
2013-11-26,806       ,2007-12-01,元大商業銀行,32224,62093000000,11300,19946000000,25765,6370000000,967,318000000,39346,14092000000
2013-11-26,017       ,2007-12-01,兆豐國際商業銀行,59328,179659000000,13913,28511000000,0,0,7339,3574000000,9234,23755000000
2013-11-26,090       ,2007-12-01,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,146       ,2007-12-01,台中市第二信用合作社,10666,18024000000,106,85000000,10,0,0,0,861,293000000
2013-11-26,012       ,2007-12-01,台北富邦銀行,120315,226874000000,2376,2677000000,7563,2291000000,240,95000000,208477,32565000000
2013-11-26,106       ,2007-12-01,台北市第九信用合作社,751,1718000000,0,0,0,0,0,0,288,81000000
2013-11-26,104       ,2007-12-01,台北市第五信用合作社,1060,2842000000,1,0,0,0,0,0,879,126000000
2013-11-26,N008      ,2007-12-01,台北縣淡水信用合作社,1400,2728000000,476,641000000,0,0,0,0,109,88000000
2013-11-26,N000      ,2007-12-01,台北縣淡水第一信用合作社,11006,21246000000,143,158000000,3,1000000,727,205000000,776,160000000
2013-11-26,188       ,2007-12-01,台南第三信用合作社,2038,3330000000,97,60000000,0,0,0,0,5129,83000000
2013-11-26,812       ,2007-12-01,台新國際商業銀行,167473,205655000000,8631,8200000000,53243,17567000000,0,0,242886,60866000000
2013-11-26,006       ,2007-12-01,合作金庫商業銀行,199769,438602000000,75837,115868000000,2,0,137294,35259000000,42002,19781000000
2013-11-26,N016      ,2007-12-01,嘉義巿第四信用合作社,81,274000000,3,3000000,0,0,0,0,0,0
2013-11-26,178       ,2007-12-01,嘉義市第三信用合作社,1131,1976000000,1035,2096000000,0,0,0,0,662,291000000
2013-11-26,013       ,2007-12-01,國泰世華商業銀行,104988,236563000000,9650,14273000000,8617,600000000,0,0,65372,8723000000
2013-11-26,114       ,2007-12-01,基隆市第一信用合作社,5057,7237000000,891,576000000,0,0,0,0,4751,3091000000
2013-11-26,115       ,2007-12-01,基隆市第二信用合作社,1490,3938000000,256,370000000,44,18000000,0,0,1434,320000000
2013-11-26,814       ,2007-12-01,大眾商業銀行,24439,59815000000,152,161000000,0,0,0,0,149889,10632000000
2013-11-26,816       ,2007-12-01,安泰商業銀行,17949,43546000000,7533,16709000000,26104,5146000000,42,4000000,28800,9669000000
2013-11-26,N017      ,2007-12-01,宜蘭信用合社,695,1167000000,268,337000000,1,2000000,0,0,478,48000000
2013-11-26,-01       ,2007-12-01,寶華商業銀行,13012,16848000000,10441,11833000000,4709,714000000,3,1000000,48968,3974000000
2013-11-26,009       ,2007-12-01,彰化商業銀行,63336,136528000000,42166,85542000000,0,0,1810,655000000,15132,7711000000
2013-11-26,158       ,2007-12-01,彰化第一信用合作社,804,1435000000,185,201000000,0,0,0,0,4,0
2013-11-26,161       ,2007-12-01,彰化第五信用合作社,535,945000000,54,84000000,0,0,0,0,11,5000000
2013-11-26,162       ,2007-12-01,彰化第六信用合作社,3224,5222000000,185,194000000,0,0,0,0,2002,219000000
2013-11-26,163       ,2007-12-01,彰化第十信用合作社,664,942000000,0,0,0,0,0,0,0,0
2013-11-26,165       ,2007-12-01,彰化縣鹿港信用合作社,1096,1611000000,605,794000000,0,0,3,8000000,761,222000000
2013-11-26,072       ,2007-12-01,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,087       ,2007-12-01,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
2013-11-26,085       ,2007-12-01,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
