etl_dt,bank_code,data_dt,bank_nm,cc_f_card_cnt,cc_open_card_cnt,cc_issue_card_cnt,cc_stop_card_cnt,cyc_bal,cc_txn_bal,cc_ln_bal,cc_payment_rate,cc_baddebit_rate,cc_baddebit_bal,cyc_income,txn_fee,cc_ln_fee,auth_store_cnt
2013-11-26 22:33:12.195271,806       ,2008-02-01 00:00:00,元大商業銀行,330516,158037,2690,2454,1756000000.0,847000000.0,6000000.0,2.16,393.61,50000000.0,21000000.0,13000000.0,1000000.0,0
2013-11-26 22:33:12.260623,808       ,2008-02-01 00:00:00,玉山商業銀行,2330722,1390263,12765,6825,18818000000.0,5235000000.0,253000000.0,1.96,100.17,122000000.0,164000000.0,75000000.0,2000000.0,1673
2013-11-26 22:33:12.187994,809       ,2008-02-01 00:00:00,萬泰商業銀行,696075,282075,2411,12614,3028000000.0,838000000.0,17000000.0,2.31,200.94,67000000.0,44000000.0,13000000.0,0.0,0
2013-11-26 22:33:12.183576,812       ,2008-02-01 00:00:00,台新國際商業銀行,2980453,1780295,50188,54328,8760000000.0,5938000000.0,157000000.0,2.84,146.83,100000000.0,86000000.0,116000000.0,5000000.0,12125
2013-11-26 22:33:12.225268,814       ,2008-02-01 00:00:00,大眾商業銀行,445249,194365,4549,4323,2930000000.0,789000000.0,7000000.0,0.0,38744.91,51000000.0,35000000.0,13000000.0,0.0,80
2013-11-26 22:33:12.201642,815       ,2008-02-01 00:00:00,日盛國際商業銀行,480548,198656,573,3273,2356000000.0,956000000.0,9000000.0,2.39,102.53,35000000.0,37000000.0,12000000.0,1000000.0,0
2013-11-26 22:33:12.267467,816       ,2008-02-01 00:00:00,安泰商業銀行,286156,87475,301,1631,2414000000.0,508000000.0,2000000.0,2.07,280.13,0.0,19000000.0,7000000.0,0.0,0
2013-11-26 22:33:12.205996,822       ,2008-02-01 00:00:00,中國信託商業銀行,5573248,3865225,41363,70039,31191000000.0,21429000000.0,1734000000.0,1.39,189.35,398000000.0,385000000.0,309000000.0,73000000.0,67674
2013-11-26 22:33:12.22952,N009      ,2008-02-01 00:00:00,合作金庫銀行,512066,177470,1158,6023,1428000000.0,1114000000.0,23000000.0,1.67,141.22,19000000.0,20000000.0,14000000.0,1000000.0,11862
2013-11-26 22:33:12.1773,N015      ,2008-02-01 00:00:00,臺中商業銀行,122681,27071,397,1826,220000000.0,163000000.0,0.0,1.08,174.91,5000000.0,4000000.0,3000000.0,0.0,0
2013-11-26 22:33:12.234004,N030      ,2008-02-01 00:00:00,小計,35987961,19854447,243841,371651,279947000000,109102000000,5155000000.0,7.77,1725.93,3560000000.0,3168000000.0,1384000000.0,152000000.0,0
2013-11-26 22:33:12.173104,N032      ,2008-02-01 00:00:00,財團法人聯合信用卡處理中心,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68517
2013-11-26 22:33:12.199523,N033      ,2008-02-01 00:00:00,友邦國際信用卡,243444,160999,6620,1984,7943000000.0,2283000000.0,6000000.0,2.18,446.81,138000000.0,71000000.0,17000000.0,0.0,0
2013-11-26 22:33:12.256143,N034      ,2008-02-01 00:00:00,台灣永旺信用卡,91947,40637,1206,949,179000000.0,93000000.0,4000000.0,0.67,188.91,1000000.0,5000000.0,2000000.0,0.0,0
2013-11-26 22:33:12.214515,N035      ,2008-02-01 00:00:00,永豐信用卡,1562649,864262,9503,12415,9274000000.0,6002000000.0,346000000.0,2.29,126.46,145000000.0,133000000.0,47000000.0,25000000.0,0
2013-11-26 22:33:12.236336,N036      ,2008-02-01 00:00:00,亞洲信託投資公司,4094,2107,4,59,28000000.0,12000000.0,1000000.0,2.33,370.66,0.0,1000000.0,0.0,0.0,0
2013-11-26 22:33:12.245606,N037      ,2008-02-01 00:00:00,台灣大來國際信用卡,50920,23905,32,444,163000000.0,206000000.0,13000000.0,1.75,479.3,2000000.0,2000000.0,1000000.0,0.0,13280
2013-11-26 22:33:12.247836,N038      ,2008-02-01 00:00:00,台灣美國運通國際,138050,86049,666,1491,1481000000.0,1970000000.0,1000000.0,0.28,5244.11,32000000.0,11000000.0,37000000.0,0.0,64555
2013-11-26 22:33:12.251879,N039      ,2008-02-01 00:00:00,香港商台灣環匯亞太信用卡,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8999
2013-11-26 22:33:12.283246,0         ,2008-03-01 00:00:00,總計,35947458,19866094,372870,391091,272512000000,106360000000,7546000000.0,1.94,340.54,3305000000.0,3168000000.0,1382000000.0,159000000.0,0
2013-11-26 22:33:12.347757,004       ,2008-03-01 00:00:00,臺灣銀行,267878,123688,485,2076,499000000.0,687000000.0,2000000.0,0.75,221.48,5000000.0,5000000.0,12000000.0,0.0,551
2013-11-26 22:33:12.336249,005       ,2008-03-01 00:00:00,臺灣土地銀行,206142,65631,225,924,582000000.0,334000000.0,3000000.0,2.57,88.5,9000000.0,5000000.0,5000000.0,0.0,2631
2013-11-26 22:33:12.298036,007       ,2008-03-01 00:00:00,第一商業銀行,489850,225207,3802,5642,1846000000.0,1614000000.0,19000000.0,0.17,699.36,30000000.0,22000000.0,16000000.0,1000000.0,179
2013-11-26 22:33:12.320531,008       ,2008-03-01 00:00:00,華南商業銀行,535209,204644,1273,3464,1219000000.0,810000000.0,0.0,2.66,100.12,28000000.0,23000000.0,15000000.0,0.0,3837
2013-11-26 22:33:12.302624,009       ,2008-03-01 00:00:00,彰化商業銀行,112739,58158,394,694,241000000.0,439000000.0,2000000.0,0.69,234.98,3000000.0,3000000.0,4000000.0,0.0,227
2013-11-26 22:33:12.382712,-01       ,2008-03-01 00:00:00,寶華商業銀行,16548,6417,0,235,64000000.0,38000000.0,1000000.0,13.33,112.52,0.0,2000000.0,0.0,0.0,0
2013-11-26 22:33:12.306851,011       ,2008-03-01 00:00:00,上海商業儲蓄銀行,488072,201784,2714,2382,1440000000.0,1020000000.0,38000000.0,1.52,278.77,14000000.0,21000000.0,17000000.0,3000000.0,0
2013-11-26 22:33:12.292067,012       ,2008-03-01 00:00:00,台北富邦銀行,2393287,1562986,21322,38038,16717000000.0,8060000000.0,233000000.0,0.89,842.27,227000000.0,230000000.0,93000000.0,14000000.0,338
2013-11-26 22:33:12.380055,013       ,2008-03-01 00:00:00,國泰世華商業銀行,3459436,2069004,42331,36673,20131000000.0,12375000000.0,224000000.0,2.36,857.83,307000000.0,229000000.0,138000000.0,7000000.0,1976
2013-11-26 22:33:12.374797,016       ,2008-03-01 00:00:00,高雄銀行,6942,3496,18,68,16000000.0,88000000.0,0.0,1.59,150.55,0.0,0.0,0.0,0.0,1047
2013-11-26 22:33:12.358179,017       ,2008-03-01 00:00:00,兆豐國際商業銀行,632472,320198,3394,8538,3007000000.0,1866000000.0,26000000.0,2.02,296.8,52000000.0,40000000.0,25000000.0,2000000.0,297
2013-11-26 22:33:12.287149,050       ,2008-03-01 00:00:00,臺灣中小企業銀行,362318,111434,1087,1342,1460000000.0,690000000.0,13000000.0,1.99,130.75,20000000.0,18000000.0,11000000.0,0.0,0
2013-11-26 22:33:12.369888,052       ,2008-03-01 00:00:00,渣打國際商業銀行,488938,275030,719,6352,10584000000.0,1508000000.0,26000000.0,1.23,107.92,202000000.0,91000000.0,16000000.0,2000000.0,0
2013-11-26 22:33:12.314176,054       ,2008-03-01 00:00:00,京城商業銀行,53670,29982,73,776,123000000.0,90000000.0,0.0,0.76,591.89,3000000.0,1000000.0,1000000.0,0.0,0
2013-11-26 22:33:12.324692,102       ,2008-03-01 00:00:00,華泰商業銀行,11591,8254,106,41,42000000.0,64000000.0,1000000.0,0.44,1242.49,1000000.0,1000000.0,1000000.0,0.0,0
2013-11-26 22:33:12.333934,103       ,2008-03-01 00:00:00,臺灣新光商業銀行,1067478,433038,6227,13032,5673000000.0,3412000000.0,30000000.0,1.2,401.16,118000000.0,75000000.0,39000000.0,1000000.0,376
2013-11-26 22:33:12.296386,108       ,2008-03-01 00:00:00,陽信商業銀行,126318,60155,478,831,1125000000.0,124000000.0,3000000.0,2.93,356.46,30000000.0,13000000.0,2000000.0,0.0,0
2013-11-26 22:33:12.353841,147       ,2008-03-01 00:00:00,三信商業銀行,39378,29866,712,507,170000000.0,112000000.0,0.0,2.56,175.24,7000000.0,2000000.0,1000000.0,0.0,0
2013-11-26 22:33:12.338482,325       ,2008-03-01 00:00:00,香港上海匯豐銀行,1119918,550908,2256,8056,14688000000.0,2383000000.0,143000000.0,4.61,421.12,164000000.0,144000000.0,33000000.0,2000000.0,0
2013-11-26 22:33:12.365463,803       ,2008-03-01 00:00:00,聯邦商業銀行,2849135,1213509,15937,16622,14390000000.0,4783000000.0,374000000.0,2.91,162.96,296000000.0,183000000.0,28000000.0,1000000.0,4826
2013-11-26 22:33:12.331539,805       ,2008-03-01 00:00:00,遠東國際商業銀行,949759,571111,9807,5733,10702000000.0,2390000000.0,21000000.0,2.28,100.91,171000000.0,96000000.0,30000000.0,1000000.0,0
2013-11-26 22:33:12.312119,806       ,2008-03-01 00:00:00,元大商業銀行,329781,160412,2413,3148,1707000000.0,835000000.0,8000000.0,1.76,433.2,62000000.0,19000000.0,14000000.0,1000000.0,0
2013-11-26 22:33:12.377298,808       ,2008-03-01 00:00:00,玉山商業銀行,2357178,1404795,36194,9738,19037000000.0,4938000000.0,610000000.0,2.03,100.06,123000000.0,229000000.0,73000000.0,3000000.0,1652
2013-11-26 22:33:12.304691,809       ,2008-03-01 00:00:00,萬泰商業銀行,685757,277370,3108,12888,2944000000.0,794000000.0,30000000.0,2.41,199.35,51000000.0,39000000.0,13000000.0,0.0,0
2013-11-26 22:33:12.300458,812       ,2008-03-01 00:00:00,台新國際商業銀行,2983118,1802658,57636,54971,8529000000.0,5433000000.0,219000000.0,2.35,179.54,190000000.0,86000000.0,112000000.0,6000000.0,12408
2013-11-26 22:33:12.340453,814       ,2008-03-01 00:00:00,大眾商業銀行,445858,194467,6144,5753,2799000000.0,775000000.0,11000000.0,0.0,38715.0,48000000.0,30000000.0,13000000.0,0.0,80
2013-11-26 22:33:12.318302,815       ,2008-03-01 00:00:00,日盛國際商業銀行,478062,195045,1088,3574,2294000000.0,783000000.0,12000000.0,2.45,104.12,36000000.0,33000000.0,11000000.0,0.0,0
2013-11-26 22:33:12.384759,816       ,2008-03-01 00:00:00,安泰商業銀行,284322,85823,478,1569,2369000000.0,476000000.0,3000000.0,3.82,169.98,0.0,18000000.0,7000000.0,0.0,0
2013-11-26 22:33:12.322493,822       ,2008-03-01 00:00:00,中國信託商業銀行,5577571,3849623,77127,74278,30568000000.0,20521000000.0,2412000000.0,1.46,189.18,348000000.0,408000000.0,300000000.0,79000000.0,68558
2013-11-26 22:33:12.345682,N009      ,2008-03-01 00:00:00,合作金庫銀行,508615,174626,1472,6147,1383000000.0,1167000000.0,32000000.0,1.73,141.95,17000000.0,18000000.0,13000000.0,1000000.0,12153
2013-11-26 22:33:12.294323,N015      ,2008-03-01 00:00:00,臺中商業銀行,121106,26951,790,2365,216000000.0,159000000.0,0.0,1.06,206.49,5000000.0,4000000.0,3000000.0,0.0,0
2013-11-26 22:33:12.349715,N030      ,2008-03-01 00:00:00,小計,35947458,19866094,372870,391091,272512000000,106360000000,7547000000.0,7.66,1627.64,3305000000.0,3169000000.0,1382000000.0,159000000.0,0
2013-11-26 22:33:12.28978,N032      ,2008-03-01 00:00:00,財團法人聯合信用卡處理中心,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68754
2013-11-26 22:33:12.316162,N033      ,2008-03-01 00:00:00,友邦國際信用卡,250072,164575,9509,2483,7769000000.0,2453000000.0,8000000.0,2.07,481.75,137000000.0,72000000.0,19000000.0,0.0,0
2013-11-26 22:33:12.372141,N034      ,2008-03-01 00:00:00,台灣永旺信用卡,92614,40080,1749,1102,178000000.0,88000000.0,4000000.0,0.67,185.17,1000000.0,5000000.0,2000000.0,1000000.0,0
2013-11-26 22:33:12.329272,N035      ,2008-03-01 00:00:00,永豐信用卡,1560358,859846,11923,14214,9070000000.0,5664000000.0,511000000.0,2.23,131.72,125000000.0,122000000.0,56000000.0,24000000.0,0
2013-11-26 22:33:12.351769,N036      ,2008-03-01 00:00:00,亞洲信託投資公司,4041,2041,5,58,28000000.0,12000000.0,1000000.0,1.78,420.15,1000000.0,1000000.0,0.0,0.0,0
2013-11-26 22:33:12.360613,N037      ,2008-03-01 00:00:00,台灣大來國際信用卡,50559,23533,64,474,143000000.0,202000000.0,21000000.0,1.94,462.09,1000000.0,2000000.0,1000000.0,1000000.0,13096
2013-11-26 22:33:12.362776,N038      ,2008-03-01 00:00:00,台灣美國運通國際,137475,85199,1070,1378,1466000000.0,2014000000.0,2000000.0,0.3,5016.28,38000000.0,11000000.0,44000000.0,0.0,64595
2013-11-26 22:33:12.36755,N039      ,2008-03-01 00:00:00,香港商台灣環匯亞太信用卡,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8952
2013-11-26 22:33:12.400552,0         ,2008-04-01 00:00:00,總計,35723201,19800457,334217,534148,270229000000,112181000000,7438000000.0,1.83,363.95,3886000000.0,3112000000.0,1560000000.0,197000000.0,0
2013-11-26 22:33:12.464632,004       ,2008-04-01 00:00:00,臺灣銀行,267053,123255,441,1819,489000000.0,738000000.0,3000000.0,0.56,252.52,5000000.0,5000000.0,12000000.0,0.0,550
2013-11-26 22:33:12.454177,005       ,2008-04-01 00:00:00,臺灣土地銀行,205523,64977,175,956,568000000.0,399000000.0,3000000.0,1.71,130.91,17000000.0,5000000.0,5000000.0,0.0,2638
2013-11-26 22:33:12.415644,007       ,2008-04-01 00:00:00,第一商業銀行,495779,225311,15587,5048,1825000000.0,1769000000.0,15000000.0,0.12,456.1,24000000.0,25000000.0,21000000.0,1000000.0,169
2013-11-26 22:33:12.43792,008       ,2008-04-01 00:00:00,華南商業銀行,527771,204191,1326,2544,1173000000.0,898000000.0,0.0,2.49,100.14,25000000.0,20000000.0,14000000.0,0.0,3934
2013-11-26 22:33:12.420066,009       ,2008-04-01 00:00:00,彰化商業銀行,109568,57517,401,719,228000000.0,480000000.0,2000000.0,0.6,253.47,4000000.0,3000000.0,5000000.0,0.0,227
2013-11-26 22:33:12.498396,-01       ,2008-04-01 00:00:00,寶華商業銀行,16223,6269,0,325,62000000.0,41000000.0,0.0,14.44,109.7,0.0,1000000.0,0.0,0.0,0
2013-11-26 22:33:12.424628,011       ,2008-04-01 00:00:00,上海商業儲蓄銀行,489450,200708,3701,2123,1382000000.0,1147000000.0,42000000.0,1.35,276.62,15000000.0,21000000.0,20000000.0,5000000.0,0
2013-11-26 22:33:12.409332,012       ,2008-04-01 00:00:00,台北富邦銀行,2362418,1539147,15905,46774,16547000000.0,8031000000.0,212000000.0,0.94,784.92,224000000.0,215000000.0,110000000.0,14000000.0,343
2013-11-26 22:33:12.496393,013       ,2008-04-01 00:00:00,國泰世華商業銀行,3447891,2080573,36934,48479,19984000000.0,12482000000.0,202000000.0,1.94,975.67,298000000.0,237000000.0,160000000.0,6000000.0,2048
2013-11-26 22:33:12.492142,016       ,2008-04-01 00:00:00,高雄銀行,6946,3519,61,58,14000000.0,111000000.0,0.0,1.44,132.3,0.0,0.0,0.0,0.0,1045
2013-11-26 22:33:12.476303,017       ,2008-04-01 00:00:00,兆豐國際商業銀行,629982,320014,3062,5552,2923000000.0,1989000000.0,66000000.0,1.99,287.34,52000000.0,41000000.0,30000000.0,2000000.0,282
2013-11-26 22:33:12.404785,050       ,2008-04-01 00:00:00,臺灣中小企業銀行,362341,111491,1331,1308,1427000000.0,740000000.0,14000000.0,1.92,132.16,20000000.0,19000000.0,12000000.0,1000000.0,32
2013-11-26 22:33:12.486669,052       ,2008-04-01 00:00:00,渣打國際商業銀行,465775,267810,698,5897,10232000000.0,1630000000.0,28000000.0,1.33,107.62,183000000.0,77000000.0,18000000.0,2000000.0,0
2013-11-26 22:33:12.431675,054       ,2008-04-01 00:00:00,京城商業銀行,53113,29639,73,630,117000000.0,96000000.0,0.0,0.55,722.41,3000000.0,1000000.0,1000000.0,0.0,0
2013-11-26 22:33:12.442373,102       ,2008-04-01 00:00:00,華泰商業銀行,11621,8187,111,81,42000000.0,66000000.0,0.0,0.94,445.48,0.0,0.0,1000000.0,0.0,0
2013-11-26 22:33:12.45205,103       ,2008-04-01 00:00:00,臺灣新光商業銀行,1058207,429357,6550,12007,5543000000.0,3278000000.0,54000000.0,1.25,391.72,100000000.0,77000000.0,44000000.0,2000000.0,465
2013-11-26 22:33:12.413552,108       ,2008-04-01 00:00:00,陽信商業銀行,125941,59091,545,474,1099000000.0,126000000.0,3000000.0,2.92,351.12,23000000.0,11000000.0,3000000.0,0.0,0
2013-11-26 22:33:12.471707,147       ,2008-04-01 00:00:00,三信商業銀行,39626,29583,914,638,163000000.0,107000000.0,0.0,2.18,189.93,7000000.0,2000000.0,0.0,0.0,0
2013-11-26 22:33:12.456366,325       ,2008-04-01 00:00:00,香港上海匯豐銀行,1100140,537788,2779,23546,14172000000.0,2949000000.0,140000000.0,2.39,1157.56,722000000.0,210000000.0,39000000.0,4000000.0,0
2013-11-26 22:33:12.482558,803       ,2008-04-01 00:00:00,聯邦商業銀行,2849827,1207249,16849,16157,13787000000.0,4837000000.0,323000000.0,2.91,107.38,500000000.0,173000000.0,37000000.0,1000000.0,4832
2013-11-26 22:33:12.449988,805       ,2008-04-01 00:00:00,遠東國際商業銀行,952086,570843,7223,4959,10223000000.0,2099000000.0,35000000.0,2.27,100.8,152000000.0,101000000.0,33000000.0,1000000.0,0
2013-11-26 22:33:12.429687,806       ,2008-04-01 00:00:00,元大商業銀行,327154,161851,1818,4445,1616000000.0,986000000.0,8000000.0,1.62,292.18,47000000.0,20000000.0,18000000.0,1000000.0,0
2013-11-26 22:33:12.494201,808       ,2008-04-01 00:00:00,玉山商業銀行,2376298,1423428,29472,10352,19436000000.0,5490000000.0,727000000.0,1.94,100.21,121000000.0,208000000.0,89000000.0,3000000.0,1657
2013-11-26 22:33:12.422441,809       ,2008-04-01 00:00:00,萬泰商業銀行,680225,274050,4615,14953,2859000000.0,973000000.0,34000000.0,2.75,182.14,38000000.0,41000000.0,16000000.0,1000000.0,0
2013-11-26 22:33:12.417795,812       ,2008-04-01 00:00:00,台新國際商業銀行,2999293,1810466,59269,43094,8288000000.0,5591000000.0,246000000.0,2.62,190.69,45000000.0,83000000.0,137000000.0,6000000.0,12563
2013-11-26 22:33:12.45857,814       ,2008-04-01 00:00:00,大眾商業銀行,443030,194187,2925,6206,2730000000.0,867000000.0,11000000.0,0.0,41849.99,48000000.0,32000000.0,15000000.0,0.0,79
2013-11-26 22:33:12.436218,815       ,2008-04-01 00:00:00,日盛國際商業銀行,476187,190623,1446,3321,2264000000.0,897000000.0,10000000.0,2.74,102.55,31000000.0,35000000.0,13000000.0,0.0,0
2013-11-26 22:33:12.500846,816       ,2008-04-01 00:00:00,安泰商業銀行,282203,85154,418,1637,2323000000.0,489000000.0,2000000.0,4.82,115.78,0.0,17000000.0,9000000.0,0.0,0
2013-11-26 22:33:12.440038,822       ,2008-04-01 00:00:00,中國信託商業銀行,5447877,3845973,43984,171730,28725000000.0,22302000000.0,2001000000.0,1.46,188.97,328000000.0,360000000.0,327000000.0,103000000.0,68270
2013-11-26 22:33:12.462654,N009      ,2008-04-01 00:00:00,合作金庫銀行,504049,173048,1688,7559,1347000000.0,1335000000.0,31000000.0,1.72,140.94,19000000.0,17000000.0,14000000.0,1000000.0,12440
2013-11-26 22:33:12.411498,N015      ,2008-04-01 00:00:00,臺中商業銀行,119873,27292,802,2035,213000000.0,175000000.0,0.0,1.82,154.02,0.0,4000000.0,3000000.0,0.0,0
2013-11-26 22:33:12.466916,N030      ,2008-04-01 00:00:00,小計,35723201,19800457,334217,534148,269270000000,112180000000,7438000000.0,7.26,1684.99,3887000000.0,3113000000.0,1560000000.0,196000000.0,0
2013-11-26 22:33:12.407264,N032      ,2008-04-01 00:00:00,財團法人聯合信用卡處理中心,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69036
2013-11-26 22:33:12.434019,N033      ,2008-04-01 00:00:00,友邦國際信用卡,256539,171796,9005,2070,7641000000.0,2622000000.0,9000000.0,1.96,504.17,121000000.0,69000000.0,20000000.0,0.0,0
2013-11-26 22:33:12.489909,N034      ,2008-04-01 00:00:00,台灣永旺信用卡,93468,39828,1596,780,177000000.0,97000000.0,4000000.0,0.65,184.17,1000000.0,5000000.0,2000000.0,0.0,0
2013-11-26 22:33:12.447912,N035      ,2008-04-01 00:00:00,永豐信用卡,1557030,857128,10259,13587,8925000000.0,5918000000.0,461000000.0,2.06,141.47,133000000.0,131000000.0,61000000.0,26000000.0,0
2013-11-26 22:33:12.469803,N036      ,2008-04-01 00:00:00,亞洲信託投資公司,3916,2012,3,128,27000000.0,13000000.0,1000000.0,1.86,323.61,0.0,0.0,0.0,0.0,0
2013-11-26 22:33:12.478399,N037      ,2008-04-01 00:00:00,台灣大來國際信用卡,50098,23124,48,552,163000000.0,184000000.0,9000000.0,1.7,560.25,2000000.0,2000000.0,1000000.0,0.0,12616
2013-11-26 22:33:12.480497,N038      ,2008-04-01 00:00:00,台灣美國運通國際,136986,84375,1009,1353,1382000000.0,2207000000.0,2000000.0,0.31,4574.36,31000000.0,10000000.0,44000000.0,0.0,64495
2013-11-26 22:33:12.484596,N039      ,2008-04-01 00:00:00,香港商台灣環匯亞太信用卡,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9008
2013-11-26 22:33:12.516857,0         ,2008-05-01 00:00:00,總計,35576191,19766963,295835,486558,268621000000,113625000000,8343000000.0,1.81,379.59,3397000000.0,3106000000.0,1565000000.0,195000000.0,0
2013-11-26 22:33:12.58184,004       ,2008-05-01 00:00:00,臺灣銀行,266040,122784,507,1978,486000000.0,780000000.0,3000000.0,0.42,291.66,4000000.0,5000000.0,12000000.0,0.0,557
2013-11-26 22:33:12.571259,005       ,2008-05-01 00:00:00,臺灣土地銀行,204829,64511,218,990,562000000.0,404000000.0,3000000.0,1.58,130.96,10000000.0,5000000.0,5000000.0,0.0,2621
2013-11-26 22:33:12.534202,007       ,2008-05-01 00:00:00,第一商業銀行,506199,227618,19738,4949,1833000000.0,1801000000.0,17000000.0,0.24,286.97,22000000.0,23000000.0,26000000.0,1000000.0,165
2013-11-26 22:33:12.556009,008       ,2008-05-01 00:00:00,華南商業銀行,519091,203935,1804,3542,1131000000.0,905000000.0,0.0,2.48,100.13,16000000.0,20000000.0,14000000.0,0.0,3856
2013-11-26 22:33:12.53874,009       ,2008-05-01 00:00:00,彰化商業銀行,106514,59367,340,537,236000000.0,496000000.0,2000000.0,0.68,309.7,3000000.0,3000000.0,5000000.0,0.0,228
2013-11-26 22:33:12.590076,-01       ,2008-05-01 00:00:00,美商花旗銀行,1713690,1333243,39870,25673,51638000000.0,11418000000.0,3190000000.0,1.16,488.02,263000000.0,556000000.0,147000000.0,9000000.0,11641
2013-11-26 22:33:12.542861,011       ,2008-05-01 00:00:00,上海商業儲蓄銀行,490116,199580,3281,2019,1367000000.0,1149000000.0,42000000.0,1.33,277.97,13000000.0,21000000.0,20000000.0,4000000.0,0
2013-11-26 22:33:12.527632,012       ,2008-05-01 00:00:00,台北富邦銀行,2330324,1513590,12598,44692,16301000000.0,8184000000.0,239000000.0,0.9,798.49,235000000.0,221000000.0,101000000.0,14000000.0,344
2013-11-26 22:33:12.612298,013       ,2008-05-01 00:00:00,國泰世華商業銀行,3428185,2067563,30608,50314,19766000000.0,13143000000.0,210000000.0,2.01,926.21,201000000.0,233000000.0,167000000.0,7000000.0,2112
2013-11-26 22:33:12.60767,016       ,2008-05-01 00:00:00,高雄銀行,6920,3490,26,53,13000000.0,112000000.0,0.0,1.55,119.05,0.0,0.0,0.0,0.0,1041
2013-11-26 22:33:12.592259,017       ,2008-05-01 00:00:00,兆豐國際商業銀行,628116,319972,3605,5471,2845000000.0,1988000000.0,87000000.0,2.01,276.84,59000000.0,40000000.0,32000000.0,1000000.0,283
2013-11-26 22:33:12.523038,050       ,2008-05-01 00:00:00,臺灣中小企業銀行,362220,109809,1088,1209,1407000000.0,756000000.0,15000000.0,1.99,134.17,20000000.0,17000000.0,12000000.0,1000000.0,32
2013-11-26 22:33:12.602669,052       ,2008-05-01 00:00:00,渣打國際商業銀行,458894,270459,514,8158,9891000000.0,1663000000.0,28000000.0,1.33,107.95,195000000.0,81000000.0,18000000.0,2000000.0,0
2013-11-26 22:33:12.549508,054       ,2008-05-01 00:00:00,京城商業銀行,52635,29243,73,551,113000000.0,100000000.0,0.0,0.53,761.76,3000000.0,1000000.0,1000000.0,0.0,0
2013-11-26 22:33:12.52018,078       ,2008-05-01 00:00:00,新加坡商星展銀行,16104,6134,0,119,59000000.0,40000000.0,0.0,12.03,100.2,5000000.0,1000000.0,0.0,0.0,0
2013-11-26 22:33:12.560567,102       ,2008-05-01 00:00:00,華泰商業銀行,11718,8078,153,54,40000000.0,71000000.0,0.0,1.13,326.78,0.0,0.0,1000000.0,0.0,0
2013-11-26 22:33:12.569146,103       ,2008-05-01 00:00:00,臺灣新光商業銀行,1045587,424287,5329,9457,5430000000.0,2718000000.0,82000000.0,2.23,291.59,0.0,74000000.0,42000000.0,2000000.0,550
2013-11-26 22:33:12.531819,108       ,2008-05-01 00:00:00,陽信商業銀行,125579,58230,610,561,1065000000.0,144000000.0,4000000.0,2.87,353.52,24000000.0,10000000.0,3000000.0,0.0,0
2013-11-26 22:33:12.588255,147       ,2008-05-01 00:00:00,三信商業銀行,40208,28094,1057,457,156000000.0,112000000.0,1000000.0,1.47,234.17,6000000.0,2000000.0,1000000.0,0.0,0
2013-11-26 22:33:12.573489,325       ,2008-05-01 00:00:00,香港上海匯豐銀行,1078810,526572,3155,25444,13900000000.0,2938000000.0,137000000.0,2.06,1379.06,269000000.0,191000000.0,41000000.0,4000000.0,0
2013-11-26 22:33:12.598533,803       ,2008-05-01 00:00:00,聯邦商業銀行,2851289,1201015,16251,14789,13230000000.0,5234000000.0,306000000.0,2.93,245.04,458000000.0,166000000.0,39000000.0,1000000.0,4786
2013-11-26 22:33:12.566935,805       ,2008-05-01 00:00:00,遠東國際商業銀行,953251,568451,6480,5370,9905000000.0,2168000000.0,43000000.0,2.21,100.88,142000000.0,101000000.0,30000000.0,1000000.0,0
2013-11-26 22:33:12.547293,806       ,2008-05-01 00:00:00,元大商業銀行,367885,165991,1173,7713,1580000000.0,896000000.0,7000000.0,1.51,268.69,45000000.0,18000000.0,15000000.0,1000000.0,0
2013-11-26 22:33:12.610092,808       ,2008-05-01 00:00:00,玉山商業銀行,2393566,1438674,27647,10379,19957000000.0,5730000000.0,925000000.0,1.89,100.06,123000000.0,182000000.0,86000000.0,3000000.0,1694
2013-11-26 22:33:12.540651,809       ,2008-05-01 00:00:00,萬泰商業銀行,671672,273982,5430,12753,2785000000.0,1070000000.0,31000000.0,2.59,184.49,55000000.0,39000000.0,16000000.0,1000000.0,0
2013-11-26 22:33:12.536544,812       ,2008-05-01 00:00:00,台新國際商業銀行,2930143,1774508,30467,99617,8053000000.0,5275000000.0,269000000.0,2.61,176.94,105000000.0,79000000.0,129000000.0,7000000.0,12927
2013-11-26 22:33:12.575717,814       ,2008-05-01 00:00:00,大眾商業銀行,439068,193100,2612,6999,2641000000.0,884000000.0,12000000.0,0.0,37539.25,49000000.0,30000000.0,15000000.0,0.0,81
2013-11-26 22:33:12.553518,815       ,2008-05-01 00:00:00,日盛國際商業銀行,474778,188333,1676,3085,2220000000.0,976000000.0,12000000.0,2.79,102.82,34000000.0,33000000.0,13000000.0,0.0,0
