etl_dt,bank_code,data_dt,bank_nm,cc_f_card_cnt,cc_open_card_cnt,cc_issue_card_cnt,cc_stop_card_cnt,cyc_bal,cc_txn_bal,cc_ln_bal,cc_payment_rate,cc_baddebit_rate,cc_baddebit_bal,cyc_income,txn_fee,cc_ln_fee,auth_store_cnt
2013-11-26 22:33:11.172031,523       ,2006-11-01 00:00:00,"",38643967,20538000,419544,826076,358612000000,112155000000,5644000000.0,96.74,19.33,16511319998.0,7335000000.0,3823000000.0,1311000000.0,159
2013-11-26 22:33:11.169519,618       ,2006-11-01 00:00:00,六,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-11-26 22:33:11.164036,N030      ,2006-11-01 00:00:00,小計,38643967,20538000,419544,826076,358615000000,112154000000,5645000000.0,8.82,0.54,2300550000.0,7336000000.0,3822000000.0,1313000000.0,160
2013-11-26 22:33:11.166999,N031      ,2006-11-01 00:00:00,總,38643967,20538000,419544,826076,358615000000,112154000000,5644000000.0,2.3,0.21,304750000.0,7336000000.0,3822000000.0,1313000000.0,160
2013-11-26 22:33:11.196868,523       ,2006-12-01 00:00:00,"",38323706,20406353,394951,679850,350430000000,120098000000,5863000000.0,88.37,15.95,17044960000.0,6835000000.0,3824000000.0,1338000000.0,153
2013-11-26 22:33:11.194875,618       ,2006-12-01 00:00:00,六,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-11-26 22:33:11.190461,N030      ,2006-12-01 00:00:00,小計,38323706,20406353,394951,679850,350430000000,120101000000,5865000000.0,8.88,0.36,2252600000.0,6837000000.0,3824000000.0,1337000000.0,155
2013-11-26 22:33:11.193057,N031      ,2006-12-01 00:00:00,總,38323706,20406353,394951,679850,350430000000,120102000000,5865000000.0,2.27,0.19,355620000.0,6837000000.0,3823000000.0,1338000000.0,156
2013-11-26 22:33:11.221529,523       ,2007-01-01 00:00:00,"",37967285,20399743,396120,742368,339790000000,124346000000,6431000000.0,92.17,15.29,17297010000.0,6693000000.0,3713000000.0,1523000000.0,164
2013-11-26 22:33:11.219646,618       ,2007-01-01 00:00:00,六,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-11-26 22:33:11.214786,N030      ,2007-01-01 00:00:00,小計,37967285,20399743,396120,742368,339789000000,124345000000,6431000000.0,9.34,0.77,2168010000.0,6693000000.0,3715000000.0,1524000000.0,164
2013-11-26 22:33:11.217777,N031      ,2007-01-01 00:00:00,總,37967285,20399743,396120,742368,339790000000,124345000000,6430000000.0,2.27,0.14,360670000.0,6692000000.0,3715000000.0,1524000000.0,165
2013-11-26 22:33:11.245768,523       ,2007-02-01 00:00:00,"",37675082,20185867,175901,446593,336002000000,103489000000,4030000000.0,101.21,17.89,17175289999.0,5269000000.0,3543000000.0,1167000000.0,116
2013-11-26 22:33:11.24402,618       ,2007-02-01 00:00:00,六,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-11-26 22:33:11.238907,N030      ,2007-02-01 00:00:00,小計,37675082,20185867,175901,446593,336005000000,103490000000,4028000000.0,10.17,0.78,2059800000.0,5271000000.0,3542000000.0,1166000000.0,118
2013-11-26 22:33:11.241614,N031      ,2007-02-01 00:00:00,總,37675082,20185867,175901,446593,336004000000,103491000000,4027000000.0,2.36,0.16,339420000.0,5271000000.0,3542000000.0,1166000000.0,118
