etl_dt,bank_code,data_dt,bank_nm,my_tot,fy_tot,my_country,fy_country,my_os,fy_os
2014-05-22,017       ,2010-03-01,兆豐國際商業銀行,262372000000,269584000000,131965000000,102618000000,130407000000,166966000000
2014-05-22,021       ,2010-03-01,花旗,228011000000,124701000000,162545000000,68066000000.0,65466000000.0,56635000000.0
2014-05-22,040       ,2010-03-01,中華開發工業銀行,2137000000.0,9586000000.0,916000000.0,668000000.0,1221000000.0,8918000000.0
2014-05-22,048       ,2010-03-01,臺灣工業銀行,1937000000.0,6848000000.0,786000000.0,4361000000.0,1151000000.0,2487000000.0
2014-05-22,050       ,2010-03-01,臺灣中小企業銀行,50676000000.0,43122000000.0,35783000000.0,29436000000.0,14893000000.0,13686000000.0
2014-05-22,052       ,2010-03-01,渣打國際商業銀行,68409000000.0,25750000000.0,57087000000.0,20148000000.0,11322000000.0,5602000000.0
2014-05-22,053       ,2010-03-01,台中商業銀行,5948000000.0,6755000000.0,4771000000.0,5271000000.0,1177000000.0,1484000000.0
2014-05-22,054       ,2010-03-01,京城商業銀行,1150000000.0,5734000000.0,1030000000.0,4704000000.0,120000000.0,1030000000.0
2014-05-22,101       ,2010-03-01,大台北商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,102       ,2010-03-01,華泰商業銀行,1043000000.0,1035000000.0,1002000000.0,1000000000.0,41000000.0,35000000.0
2014-05-22,103       ,2010-03-01,臺灣新光商業銀行,7742000000.0,15714000000.0,6398000000.0,13326000000.0,1344000000.0,2388000000.0
2014-05-22,108       ,2010-03-01,陽信商業銀行,2921000000.0,3220000000.0,2383000000.0,3075000000.0,538000000.0,145000000.0
2014-05-22,118       ,2010-03-01,板信商業銀行,2282000000.0,3718000000.0,1983000000.0,3257000000.0,299000000.0,461000000.0
2014-05-22,147       ,2010-03-01,三信商業銀行,385000000.0,614000000.0,347000000.0,607000000.0,38000000.0,7000000.0
2014-05-22,803       ,2010-03-01,聯邦商業銀行,6912000000.0,18001000000.0,5428000000.0,13490000000.0,1484000000.0,4511000000.0
2014-05-22,805       ,2010-03-01,遠東國際商業銀行,10481000000.0,34091000000.0,6823000000.0,11333000000.0,3658000000.0,22758000000.0
2014-05-22,806       ,2010-03-01,元大商業銀行,12041000000.0,13279000000.0,9889000000.0,8938000000.0,2152000000.0,4341000000.0
2014-05-22,807       ,2010-03-01,永豐商業銀行,77714000000.0,67514000000.0,34584000000.0,27914000000.0,43130000000.0,39600000000.0
2014-05-22,808       ,2010-03-01,玉山商業銀行,48877000000.0,49903000000.0,31826000000.0,32186000000.0,17051000000.0,17717000000.0
2014-05-22,809       ,2010-03-01,萬泰商業銀行,2610000000.0,1377000000.0,2496000000.0,1364000000.0,114000000.0,13000000.0
2014-05-22,812       ,2010-03-01,台新國際商業銀行,61126000000.0,65261000000.0,45298000000.0,43891000000.0,15828000000.0,21370000000.0
2014-05-22,814       ,2010-03-01,大眾商業銀行,22364000000.0,22173000000.0,15461000000.0,12669000000.0,6903000000.0,9504000000.0
2014-05-22,815       ,2010-03-01,日盛國際商業銀行,6631000000.0,4331000000.0,5495000000.0,4007000000.0,1136000000.0,324000000.0
2014-05-22,816       ,2010-03-01,安泰商業銀行,5653000000.0,18783000000.0,4974000000.0,15375000000.0,679000000.0,3408000000.0
2014-05-22,822       ,2010-03-01,中國信託商業銀行,147834000000,115074000000,78370000000.0,37689000000.0,69464000000.0,77385000000.0
2014-05-22,N028      ,2010-03-01,外國銀行在台分行,169892000000,152241000000,104916000000,73686000000.0,64976000000.0,78555000000.0
2014-05-22,0         ,2010-04-01,總計,1908139000000,2001865000000,1253097000000,1181610000000,655042000000,820255000000
2014-05-22,004       ,2010-04-01,臺灣銀行,83880000000.0,268707000000,69107000000.0,217257000000,14773000000.0,51450000000.0
2014-05-22,005       ,2010-04-01,臺灣土地銀行,21462000000.0,44166000000.0,18432000000.0,31113000000.0,3030000000.0,13053000000.0
2014-05-22,006       ,2010-04-01,合作金庫商業銀行,67749000000.0,86163000000.0,55266000000.0,62494000000.0,12483000000.0,23669000000.0
2014-05-22,007       ,2010-04-01,第一商業銀行,123860000000,126783000000,80478000000.0,75876000000.0,43382000000.0,50907000000.0
2014-05-22,008       ,2010-04-01,華南商業銀行,120629000000,108072000000,81902000000.0,69028000000.0,38727000000.0,39044000000.0
2014-05-22,009       ,2010-04-01,彰化商業銀行,78209000000.0,86388000000.0,53346000000.0,54050000000.0,24863000000.0,32338000000.0
2014-05-22,-01       ,2010-04-01,慶豐商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2010-04-01,上海商業儲蓄銀行,74253000000.0,65117000000.0,29916000000.0,25879000000.0,44337000000.0,39238000000.0
2014-05-22,012       ,2010-04-01,台北富邦銀行,76493000000.0,70400000000.0,63366000000.0,56384000000.0,13127000000.0,14016000000.0
2014-05-22,013       ,2010-04-01,國泰世華商業銀行,58876000000.0,77243000000.0,47768000000.0,46009000000.0,11108000000.0,31234000000.0
2014-05-22,015       ,2010-04-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2010-04-01,高雄銀行,3167000000.0,6090000000.0,2720000000.0,3262000000.0,447000000.0,2828000000.0
2014-05-22,017       ,2010-04-01,兆豐國際商業銀行,260185000000,253032000000,129097000000,97856000000.0,131088000000,155176000000
2014-05-22,021       ,2010-04-01,花旗,221995000000,128359000000,153924000000,74377000000.0,68071000000.0,53982000000.0
2014-05-22,040       ,2010-04-01,中華開發工業銀行,2595000000.0,9139000000.0,1399000000.0,968000000.0,1196000000.0,8171000000.0
2014-05-22,048       ,2010-04-01,臺灣工業銀行,1348000000.0,7782000000.0,1008000000.0,4592000000.0,340000000.0,3190000000.0
2014-05-22,050       ,2010-04-01,臺灣中小企業銀行,50351000000.0,42823000000.0,36285000000.0,29162000000.0,14066000000.0,13661000000.0
2014-05-22,052       ,2010-04-01,渣打國際商業銀行,74023000000.0,23458000000.0,63149000000.0,18192000000.0,10874000000.0,5266000000.0
2014-05-22,053       ,2010-04-01,台中商業銀行,6149000000.0,6603000000.0,4778000000.0,5169000000.0,1371000000.0,1434000000.0
2014-05-22,054       ,2010-04-01,京城商業銀行,1208000000.0,5817000000.0,1092000000.0,4781000000.0,116000000.0,1036000000.0
2014-05-22,101       ,2010-04-01,大台北商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,102       ,2010-04-01,華泰商業銀行,1045000000.0,1027000000.0,1010000000.0,948000000.0,35000000.0,79000000.0
2014-05-22,103       ,2010-04-01,臺灣新光商業銀行,7873000000.0,15497000000.0,6438000000.0,13070000000.0,1435000000.0,2427000000.0
2014-05-22,108       ,2010-04-01,陽信商業銀行,2865000000.0,3071000000.0,2369000000.0,2971000000.0,496000000.0,100000000.0
2014-05-22,118       ,2010-04-01,板信商業銀行,2232000000.0,3895000000.0,1846000000.0,3456000000.0,386000000.0,439000000.0
2014-05-22,147       ,2010-04-01,三信商業銀行,355000000.0,645000000.0,326000000.0,638000000.0,29000000.0,7000000.0
2014-05-22,803       ,2010-04-01,聯邦商業銀行,7302000000.0,18158000000.0,5755000000.0,13659000000.0,1547000000.0,4499000000.0
2014-05-22,805       ,2010-04-01,遠東國際商業銀行,8365000000.0,32995000000.0,6796000000.0,11542000000.0,1569000000.0,21453000000.0
2014-05-22,806       ,2010-04-01,元大商業銀行,13266000000.0,13813000000.0,11281000000.0,9642000000.0,1985000000.0,4171000000.0
2014-05-22,807       ,2010-04-01,永豐商業銀行,78197000000.0,67075000000.0,36536000000.0,26024000000.0,41661000000.0,41051000000.0
2014-05-22,808       ,2010-04-01,玉山商業銀行,47029000000.0,47723000000.0,29608000000.0,30538000000.0,17421000000.0,17185000000.0
2014-05-22,809       ,2010-04-01,萬泰商業銀行,2564000000.0,1405000000.0,2459000000.0,1393000000.0,105000000.0,12000000.0
2014-05-22,812       ,2010-04-01,台新國際商業銀行,62514000000.0,61840000000.0,46170000000.0,40553000000.0,16344000000.0,21287000000.0
2014-05-22,814       ,2010-04-01,大眾商業銀行,24154000000.0,20036000000.0,16725000000.0,11759000000.0,7429000000.0,8277000000.0
2014-05-22,815       ,2010-04-01,日盛國際商業銀行,6322000000.0,4199000000.0,5383000000.0,3748000000.0,939000000.0,451000000.0
2014-05-22,816       ,2010-04-01,安泰商業銀行,5347000000.0,17192000000.0,4735000000.0,13814000000.0,612000000.0,3378000000.0
2014-05-22,822       ,2010-04-01,中國信託商業銀行,144245000000,116633000000,77719000000.0,36749000000.0,66526000000.0,79884000000.0
2014-05-22,N028      ,2010-04-01,外國銀行在台分行,168033000000,160520000000,104908000000,84657000000.0,63125000000.0,75863000000.0
2014-05-22,0         ,2010-05-01,總計,1817517000000,2080646000000,1161028000000,1241843000000,656489000000,838803000000
2014-05-22,004       ,2010-05-01,臺灣銀行,81943000000.0,268328000000,68287000000.0,214997000000,13656000000.0,53331000000.0
2014-05-22,005       ,2010-05-01,臺灣土地銀行,23872000000.0,44478000000.0,20638000000.0,28869000000.0,3234000000.0,15609000000.0
2014-05-22,006       ,2010-05-01,合作金庫商業銀行,59008000000.0,94748000000.0,47324000000.0,71385000000.0,11684000000.0,23363000000.0
2014-05-22,007       ,2010-05-01,第一商業銀行,116324000000,132819000000,72814000000.0,82083000000.0,43510000000.0,50736000000.0
2014-05-22,008       ,2010-05-01,華南商業銀行,117094000000,108942000000,78162000000.0,70112000000.0,38932000000.0,38830000000.0
2014-05-22,009       ,2010-05-01,彰化商業銀行,73431000000.0,93334000000.0,48563000000.0,60294000000.0,24868000000.0,33040000000.0
2014-05-22,-01       ,2010-05-01,慶豐商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2010-05-01,上海商業儲蓄銀行,71309000000.0,68611000000.0,26569000000.0,28847000000.0,44740000000.0,39764000000.0
2014-05-22,012       ,2010-05-01,台北富邦銀行,74726000000.0,101462000000,60434000000.0,81727000000.0,14292000000.0,19735000000.0
2014-05-22,013       ,2010-05-01,國泰世華商業銀行,56111000000.0,76550000000.0,44924000000.0,46966000000.0,11187000000.0,29584000000.0
2014-05-22,015       ,2010-05-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2010-05-01,高雄銀行,3087000000.0,5733000000.0,2685000000.0,3261000000.0,402000000.0,2472000000.0
2014-05-22,017       ,2010-05-01,兆豐國際商業銀行,248653000000,259150000000,120465000000,100820000000,128188000000,158330000000
2014-05-22,021       ,2010-05-01,花旗,196833000000,122378000000,130298000000,74229000000.0,66535000000.0,48149000000.0
2014-05-22,040       ,2010-05-01,中華開發工業銀行,1862000000.0,12205000000.0,657000000.0,4323000000.0,1205000000.0,7882000000.0
2014-05-22,048       ,2010-05-01,臺灣工業銀行,1938000000.0,8645000000.0,1347000000.0,3798000000.0,591000000.0,4847000000.0
2014-05-22,050       ,2010-05-01,臺灣中小企業銀行,46167000000.0,44958000000.0,31950000000.0,31330000000.0,14217000000.0,13628000000.0
2014-05-22,052       ,2010-05-01,渣打國際商業銀行,72347000000.0,21120000000.0,62319000000.0,15690000000.0,10028000000.0,5430000000.0
2014-05-22,053       ,2010-05-01,台中商業銀行,5750000000.0,6662000000.0,4442000000.0,5266000000.0,1308000000.0,1396000000.0
2014-05-22,054       ,2010-05-01,京城商業銀行,1250000000.0,5624000000.0,1097000000.0,4602000000.0,153000000.0,1022000000.0
2014-05-22,101       ,2010-05-01,大台北商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,102       ,2010-05-01,華泰商業銀行,1014000000.0,1176000000.0,966000000.0,1044000000.0,48000000.0,132000000.0
2014-05-22,103       ,2010-05-01,臺灣新光商業銀行,7465000000.0,15971000000.0,5973000000.0,13272000000.0,1492000000.0,2699000000.0
2014-05-22,108       ,2010-05-01,陽信商業銀行,2779000000.0,3164000000.0,2263000000.0,3041000000.0,516000000.0,123000000.0
2014-05-22,118       ,2010-05-01,板信商業銀行,2490000000.0,3943000000.0,2086000000.0,3468000000.0,404000000.0,475000000.0
2014-05-22,147       ,2010-05-01,三信商業銀行,349000000.0,624000000.0,319000000.0,617000000.0,30000000.0,7000000.0
2014-05-22,325       ,2010-05-01,匯豐,58529000000.0,39599000000.0,35391000000.0,17769000000.0,23138000000.0,21830000000.0
2014-05-22,803       ,2010-05-01,聯邦商業銀行,6902000000.0,17943000000.0,5298000000.0,13452000000.0,1604000000.0,4491000000.0
2014-05-22,805       ,2010-05-01,遠東國際商業銀行,8373000000.0,29280000000.0,6423000000.0,9460000000.0,1950000000.0,19820000000.0
2014-05-22,806       ,2010-05-01,元大商業銀行,13728000000.0,14985000000.0,9896000000.0,10697000000.0,3832000000.0,4288000000.0
2014-05-22,807       ,2010-05-01,永豐商業銀行,76692000000.0,70520000000.0,34194000000.0,29480000000.0,42498000000.0,41040000000.0
2014-05-22,808       ,2010-05-01,玉山商業銀行,42718000000.0,49678000000.0,26300000000.0,32208000000.0,16418000000.0,17470000000.0
2014-05-22,809       ,2010-05-01,萬泰商業銀行,2600000000.0,1419000000.0,2502000000.0,1407000000.0,98000000.0,12000000.0
2014-05-22,812       ,2010-05-01,台新國際商業銀行,63513000000.0,68435000000.0,42529000000.0,48361000000.0,20984000000.0,20074000000.0
2014-05-22,814       ,2010-05-01,大眾商業銀行,21733000000.0,22128000000.0,13872000000.0,13395000000.0,7861000000.0,8733000000.0
2014-05-22,815       ,2010-05-01,日盛國際商業銀行,6431000000.0,4292000000.0,5317000000.0,3733000000.0,1114000000.0,559000000.0
2014-05-22,816       ,2010-05-01,安泰商業銀行,8444000000.0,15927000000.0,6963000000.0,12002000000.0,1481000000.0,3925000000.0
2014-05-22,822       ,2010-05-01,中國信託商業銀行,133238000000,125855000000,68201000000.0,39395000000.0,65037000000.0,86460000000.0
2014-05-22,N043      ,2010-05-01,外國銀行在臺分行,108813000000,119960000000,69558000000.0,60444000000.0,39255000000.0,59516000000.0
2014-05-22,0         ,2010-06-01,總計,1822666000000,2094682000000,1169661000000,1239109000000,653005000000,855573000000
2014-05-22,004       ,2010-06-01,臺灣銀行,75639000000.0,246646000000,60595000000.0,198956000000,15044000000.0,47690000000.0
2014-05-22,005       ,2010-06-01,臺灣土地銀行,21128000000.0,42684000000.0,18146000000.0,28281000000.0,2982000000.0,14403000000.0
2014-05-22,006       ,2010-06-01,合作金庫商業銀行,59318000000.0,86222000000.0,47581000000.0,66399000000.0,11737000000.0,19823000000.0
2014-05-22,007       ,2010-06-01,第一商業銀行,117836000000,134249000000,73907000000.0,76944000000.0,43929000000.0,57305000000.0
2014-05-22,008       ,2010-06-01,華南商業銀行,118347000000,112651000000,79102000000.0,67727000000.0,39245000000.0,44924000000.0
2014-05-22,009       ,2010-06-01,彰化商業銀行,76731000000.0,94382000000.0,51455000000.0,53590000000.0,25276000000.0,40792000000.0
2014-05-22,-01       ,2010-06-01,慶豐商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2010-06-01,上海商業儲蓄銀行,71713000000.0,74961000000.0,27461000000.0,29290000000.0,44252000000.0,45671000000.0
2014-05-22,012       ,2010-06-01,台北富邦銀行,75446000000.0,83168000000.0,60841000000.0,67373000000.0,14605000000.0,15795000000.0
2014-05-22,013       ,2010-06-01,國泰世華商業銀行,53808000000.0,98582000000.0,42863000000.0,71917000000.0,10945000000.0,26665000000.0
2014-05-22,015       ,2010-06-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2010-06-01,高雄銀行,3113000000.0,5427000000.0,2706000000.0,3266000000.0,407000000.0,2161000000.0
2014-05-22,017       ,2010-06-01,兆豐國際商業銀行,253154000000,264271000000,123593000000,104178000000,129561000000,160093000000
2014-05-22,021       ,2010-06-01,花旗,187844000000,149307000000,128523000000,97732000000.0,59321000000.0,51575000000.0
2014-05-22,040       ,2010-06-01,中華開發工業銀行,2420000000.0,8614000000.0,1075000000.0,1278000000.0,1345000000.0,7336000000.0
2014-05-22,048       ,2010-06-01,臺灣工業銀行,1960000000.0,12024000000.0,1569000000.0,5327000000.0,391000000.0,6697000000.0
2014-05-22,050       ,2010-06-01,臺灣中小企業銀行,47855000000.0,43099000000.0,33284000000.0,29491000000.0,14571000000.0,13608000000.0
2014-05-22,052       ,2010-06-01,渣打國際商業銀行,71752000000.0,24530000000.0,60751000000.0,17770000000.0,11001000000.0,6760000000.0
2014-05-22,053       ,2010-06-01,台中商業銀行,5574000000.0,6835000000.0,4461000000.0,5361000000.0,1113000000.0,1474000000.0
2014-05-22,054       ,2010-06-01,京城商業銀行,1413000000.0,5049000000.0,1297000000.0,4152000000.0,116000000.0,897000000.0
2014-05-22,101       ,2010-06-01,大台北商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,102       ,2010-06-01,華泰商業銀行,1108000000.0,1016000000.0,1063000000.0,932000000.0,45000000.0,84000000.0
2014-05-22,103       ,2010-06-01,臺灣新光商業銀行,8370000000.0,15564000000.0,6598000000.0,13084000000.0,1772000000.0,2480000000.0
2014-05-22,108       ,2010-06-01,陽信商業銀行,2650000000.0,3213000000.0,2180000000.0,3095000000.0,470000000.0,118000000.0
2014-05-22,118       ,2010-06-01,板信商業銀行,2318000000.0,3970000000.0,1983000000.0,3408000000.0,335000000.0,562000000.0
2014-05-22,147       ,2010-06-01,三信商業銀行,321000000.0,598000000.0,295000000.0,591000000.0,26000000.0,7000000.0
2014-05-22,325       ,2010-06-01,匯豐,57530000000.0,39080000000.0,34680000000.0,18453000000.0,22850000000.0,20627000000.0
2014-05-22,803       ,2010-06-01,聯邦商業銀行,6835000000.0,17746000000.0,5295000000.0,13246000000.0,1540000000.0,4500000000.0
2014-05-22,805       ,2010-06-01,遠東國際商業銀行,8809000000.0,32360000000.0,6673000000.0,11182000000.0,2136000000.0,21178000000.0
2014-05-22,806       ,2010-06-01,元大商業銀行,11748000000.0,17534000000.0,9490000000.0,13802000000.0,2258000000.0,3732000000.0
2014-05-22,807       ,2010-06-01,永豐商業銀行,73191000000.0,69302000000.0,31759000000.0,29375000000.0,41432000000.0,39927000000.0
2014-05-22,808       ,2010-06-01,玉山商業銀行,42703000000.0,52729000000.0,26685000000.0,32846000000.0,16018000000.0,19883000000.0
2014-05-22,809       ,2010-06-01,萬泰商業銀行,2808000000.0,1375000000.0,2691000000.0,1363000000.0,117000000.0,12000000.0
2014-05-22,812       ,2010-06-01,台新國際商業銀行,62101000000.0,60890000000.0,45230000000.0,39090000000.0,16871000000.0,21800000000.0
2014-05-22,814       ,2010-06-01,大眾商業銀行,21024000000.0,28655000000.0,13223000000.0,19681000000.0,7801000000.0,8974000000.0
2014-05-22,815       ,2010-06-01,日盛國際商業銀行,6186000000.0,4277000000.0,5296000000.0,3825000000.0,890000000.0,452000000.0
2014-05-22,816       ,2010-06-01,安泰商業銀行,6711000000.0,16622000000.0,6183000000.0,12796000000.0,528000000.0,3826000000.0
2014-05-22,822       ,2010-06-01,中國信託商業銀行,143105000000,126100000000,70261000000.0,40047000000.0,72844000000.0,86053000000.0
2014-05-22,N043      ,2010-06-01,外國銀行在臺分行,120096000000,110947000000,80866000000.0,53263000000.0,39230000000.0,57684000000.0
2014-05-22,0         ,2010-07-01,總計,1893348000000,2040672000000,1221670000000,1181655000000,671678000000,859017000000
2014-05-22,004       ,2010-07-01,臺灣銀行,82081000000.0,249373000000,65569000000.0,202968000000,16512000000.0,46405000000.0
2014-05-22,005       ,2010-07-01,臺灣土地銀行,21304000000.0,43527000000.0,18470000000.0,28410000000.0,2834000000.0,15117000000.0
2014-05-22,006       ,2010-07-01,合作金庫商業銀行,62671000000.0,92448000000.0,50188000000.0,73130000000.0,12483000000.0,19318000000.0
2014-05-22,007       ,2010-07-01,第一商業銀行,120611000000,144105000000,76079000000.0,85518000000.0,44532000000.0,58587000000.0
2014-05-22,008       ,2010-07-01,華南商業銀行,123462000000,111218000000,82261000000.0,66587000000.0,41201000000.0,44631000000.0
2014-05-22,009       ,2010-07-01,彰化商業銀行,78134000000.0,96840000000.0,51964000000.0,54201000000.0,26170000000.0,42639000000.0
2014-05-22,-01       ,2010-07-01,慶豐商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2010-07-01,上海商業儲蓄銀行,74065000000.0,69169000000.0,28180000000.0,28052000000.0,45885000000.0,41117000000.0
2014-05-22,012       ,2010-07-01,台北富邦銀行,75511000000.0,74899000000.0,61560000000.0,60597000000.0,13951000000.0,14302000000.0
2014-05-22,013       ,2010-07-01,國泰世華商業銀行,56416000000.0,84367000000.0,44056000000.0,57795000000.0,12360000000.0,26572000000.0
2014-05-22,015       ,2010-07-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2010-07-01,高雄銀行,2885000000.0,4904000000.0,2458000000.0,3036000000.0,427000000.0,1868000000.0
2014-05-22,017       ,2010-07-01,兆豐國際商業銀行,256911000000,262089000000,123435000000,97007000000.0,133476000000,165082000000
2014-05-22,021       ,2010-07-01,花旗,213583000000,94129000000.0,152475000000,51716000000.0,61108000000.0,42413000000.0
2014-05-22,040       ,2010-07-01,中華開發工業銀行,2388000000.0,10026000000.0,1043000000.0,1869000000.0,1345000000.0,8157000000.0
2014-05-22,048       ,2010-07-01,臺灣工業銀行,2045000000.0,13095000000.0,1564000000.0,7255000000.0,481000000.0,5840000000.0
2014-05-22,050       ,2010-07-01,臺灣中小企業銀行,51005000000.0,42015000000.0,35752000000.0,28689000000.0,15253000000.0,13326000000.0
2014-05-22,052       ,2010-07-01,渣打國際商業銀行,77508000000.0,23310000000.0,66038000000.0,17223000000.0,11470000000.0,6087000000.0
2014-05-22,053       ,2010-07-01,台中商業銀行,6134000000.0,6155000000.0,4947000000.0,4676000000.0,1187000000.0,1479000000.0
2014-05-22,054       ,2010-07-01,京城商業銀行,1334000000.0,5615000000.0,1196000000.0,4623000000.0,138000000.0,992000000.0
2014-05-22,101       ,2010-07-01,大台北商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,102       ,2010-07-01,華泰商業銀行,1238000000.0,1035000000.0,1113000000.0,900000000.0,125000000.0,135000000.0
2014-05-22,103       ,2010-07-01,臺灣新光商業銀行,9790000000.0,15851000000.0,7812000000.0,12978000000.0,1978000000.0,2873000000.0
2014-05-22,108       ,2010-07-01,陽信商業銀行,2700000000.0,3220000000.0,2176000000.0,3105000000.0,524000000.0,115000000.0
2014-05-22,118       ,2010-07-01,板信商業銀行,2677000000.0,3843000000.0,2319000000.0,3287000000.0,358000000.0,556000000.0
2014-05-22,147       ,2010-07-01,三信商業銀行,341000000.0,584000000.0,327000000.0,577000000.0,14000000.0,7000000.0
2014-05-22,325       ,2010-07-01,匯豐,61822000000.0,44297000000.0,34935000000.0,18436000000.0,26887000000.0,25861000000.0
2014-05-22,803       ,2010-07-01,聯邦商業銀行,6896000000.0,17516000000.0,5522000000.0,12962000000.0,1374000000.0,4554000000.0
2014-05-22,805       ,2010-07-01,遠東國際商業銀行,8085000000.0,34313000000.0,6225000000.0,12065000000.0,1860000000.0,22248000000.0
2014-05-22,806       ,2010-07-01,元大商業銀行,12292000000.0,14660000000.0,10038000000.0,10350000000.0,2254000000.0,4310000000.0
2014-05-22,807       ,2010-07-01,永豐商業銀行,73423000000.0,68350000000.0,32310000000.0,28574000000.0,41113000000.0,39776000000.0
2014-05-22,808       ,2010-07-01,玉山商業銀行,45900000000.0,55195000000.0,28164000000.0,35104000000.0,17736000000.0,20091000000.0
2014-05-22,809       ,2010-07-01,萬泰商業銀行,2734000000.0,1350000000.0,2602000000.0,1337000000.0,132000000.0,13000000.0
2014-05-22,812       ,2010-07-01,台新國際商業銀行,65162000000.0,63314000000.0,47967000000.0,40233000000.0,17195000000.0,23081000000.0
2014-05-22,814       ,2010-07-01,大眾商業銀行,28478000000.0,22358000000.0,19771000000.0,13382000000.0,8707000000.0,8976000000.0
2014-05-22,815       ,2010-07-01,日盛國際商業銀行,5912000000.0,5182000000.0,5120000000.0,4114000000.0,792000000.0,1068000000.0
2014-05-22,816       ,2010-07-01,安泰商業銀行,6293000000.0,16886000000.0,5692000000.0,13497000000.0,601000000.0,3389000000.0
2014-05-22,822       ,2010-07-01,中國信託商業銀行,144145000000,126688000000,74038000000.0,38800000000.0,70107000000.0,87888000000.0
2014-05-22,N043      ,2010-07-01,外國銀行在臺分行,107412000000,118747000000,68305000000.0,58604000000.0,39107000000.0,60143000000.0
2014-05-22,0         ,2010-08-01,總計,1946123000000,2013580000000,1244976000000,1143054000000,701147000000,870526000000
2014-05-22,004       ,2010-08-01,臺灣銀行,81213000000.0,254464000000,65991000000.0,206338000000,15222000000.0,48126000000.0
2014-05-22,005       ,2010-08-01,臺灣土地銀行,21767000000.0,45206000000.0,18790000000.0,27415000000.0,2977000000.0,17791000000.0
2014-05-22,006       ,2010-08-01,合作金庫商業銀行,63288000000.0,92405000000.0,50777000000.0,70930000000.0,12511000000.0,21475000000.0
2014-05-22,007       ,2010-08-01,第一商業銀行,123519000000,135858000000,77767000000.0,77995000000.0,45752000000.0,57863000000.0
2014-05-22,008       ,2010-08-01,華南商業銀行,122303000000,112555000000,82150000000.0,68531000000.0,40153000000.0,44024000000.0
2014-05-22,009       ,2010-08-01,彰化商業銀行,79431000000.0,96005000000.0,51742000000.0,52752000000.0,27689000000.0,43253000000.0
2014-05-22,-01       ,2010-08-01,慶豐商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2010-08-01,上海商業儲蓄銀行,77805000000.0,68667000000.0,30115000000.0,27382000000.0,47690000000.0,41285000000.0
2014-05-22,012       ,2010-08-01,台北富邦銀行,78828000000.0,74880000000.0,65136000000.0,59563000000.0,13692000000.0,15317000000.0
2014-05-22,013       ,2010-08-01,國泰世華商業銀行,60184000000.0,67885000000.0,46204000000.0,38895000000.0,13980000000.0,28990000000.0
2014-05-22,015       ,2010-08-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2010-08-01,高雄銀行,2798000000.0,5124000000.0,2407000000.0,3104000000.0,391000000.0,2020000000.0
2014-05-22,017       ,2010-08-01,兆豐國際商業銀行,270011000000,264204000000,125960000000,94040000000.0,144051000000,170164000000
2014-05-22,021       ,2010-08-01,花旗,218457000000,103604000000,156182000000,57640000000.0,62275000000.0,45964000000.0
2014-05-22,040       ,2010-08-01,中華開發工業銀行,3884000000.0,11728000000.0,2429000000.0,2504000000.0,1455000000.0,9224000000.0
2014-05-22,048       ,2010-08-01,臺灣工業銀行,1144000000.0,10763000000.0,851000000.0,5678000000.0,293000000.0,5085000000.0
2014-05-22,050       ,2010-08-01,臺灣中小企業銀行,50580000000.0,42058000000.0,35539000000.0,27930000000.0,15041000000.0,14128000000.0
2014-05-22,052       ,2010-08-01,渣打國際商業銀行,65127000000.0,22902000000.0,50536000000.0,16996000000.0,14591000000.0,5906000000.0
2014-05-22,053       ,2010-08-01,台中商業銀行,6245000000.0,6887000000.0,4970000000.0,5406000000.0,1275000000.0,1481000000.0
2014-05-22,054       ,2010-08-01,京城商業銀行,1195000000.0,6072000000.0,1014000000.0,5000000000.0,181000000.0,1072000000.0
2014-05-22,101       ,2010-08-01,大台北商業銀行,33000000.0,1000000.0,33000000.0,1000000.0,0.0,0.0
2014-05-22,102       ,2010-08-01,華泰商業銀行,1084000000.0,1009000000.0,1006000000.0,874000000.0,78000000.0,135000000.0
2014-05-22,103       ,2010-08-01,臺灣新光商業銀行,10776000000.0,15940000000.0,8479000000.0,12972000000.0,2297000000.0,2968000000.0
2014-05-22,108       ,2010-08-01,陽信商業銀行,2652000000.0,3265000000.0,2207000000.0,3005000000.0,445000000.0,260000000.0
