etl_dt,bank_code,data_dt,bank_nm,my_tot,fy_tot,my_country,fy_country,my_os,fy_os
2014-05-22,805       ,2007-03-01,遠東國際商業銀行,6007000000.0,34264000000.0,4616000000.0,16389000000.0,1391000000.0,17875000000.0
2014-05-22,807       ,2007-03-01,永豐商業銀行,53581000000.0,87827000000.0,27731000000.0,41264000000.0,25850000000.0,46563000000.0
2014-05-22,808       ,2007-03-01,玉山商業銀行,15155000000.0,47963000000.0,8821000000.0,30898000000.0,6334000000.0,17065000000.0
2014-05-22,809       ,2007-03-01,萬泰商業銀行,1969000000.0,3303000000.0,1381000000.0,2835000000.0,588000000.0,468000000.0
2014-05-22,812       ,2007-03-01,台新國際商業銀行,28865000000.0,100550000000,19954000000.0,62510000000.0,8911000000.0,38040000000.0
2014-05-22,814       ,2007-03-01,大眾商業銀行,11385000000.0,21875000000.0,8498000000.0,15792000000.0,2887000000.0,6083000000.0
2014-05-22,815       ,2007-03-01,日盛國際商業銀行,3964000000.0,6406000000.0,3213000000.0,5307000000.0,751000000.0,1099000000.0
2014-05-22,816       ,2007-03-01,安泰商業銀行,2939000000.0,8965000000.0,2519000000.0,8110000000.0,420000000.0,855000000.0
2014-05-22,822       ,2007-03-01,中國信託商業銀行,75951000000.0,147002000000,39416000000.0,72306000000.0,36535000000.0,74696000000.0
2014-05-22,N015      ,2007-03-01,臺中商業銀行,1871000000.0,3737000000.0,1325000000.0,3167000000.0,546000000.0,570000000.0
2014-05-22,N028      ,2007-03-01,外國銀行在台分行,207001000000,296364000000,138911000000,157497000000,68090000000.0,138867000000
2014-05-22,0         ,2007-04-01,總計,983976000000,2101368000000,615096000000,1318292000000,368880000000,783076000000
2014-05-22,004       ,2007-04-01,臺灣銀行,30118000000.0,142328000000,21252000000.0,124752000000,8866000000.0,17576000000.0
2014-05-22,005       ,2007-04-01,臺灣土地銀行,10322000000.0,43160000000.0,8829000000.0,28518000000.0,1493000000.0,14642000000.0
2014-05-22,006       ,2007-04-01,合作金庫商業銀行,26616000000.0,93530000000.0,21723000000.0,80144000000.0,4893000000.0,13386000000.0
2014-05-22,007       ,2007-04-01,第一商業銀行,55913000000.0,121752000000,38507000000.0,92873000000.0,17406000000.0,28879000000.0
2014-05-22,008       ,2007-04-01,華南商業銀行,67258000000.0,138974000000,44537000000.0,96713000000.0,22721000000.0,42261000000.0
2014-05-22,009       ,2007-04-01,彰化商業銀行,46696000000.0,80035000000.0,28731000000.0,54224000000.0,17965000000.0,25811000000.0
2014-05-22,-01       ,2007-04-01,臺東區中小企業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2007-04-01,上海商業儲蓄銀行,45153000000.0,76915000000.0,16732000000.0,31903000000.0,28421000000.0,45012000000.0
2014-05-22,012       ,2007-04-01,台北富邦銀行,27988000000.0,76148000000.0,24402000000.0,66352000000.0,3586000000.0,9796000000.0
2014-05-22,013       ,2007-04-01,國泰世華商業銀行,20163000000.0,62159000000.0,13916000000.0,41949000000.0,6247000000.0,20210000000.0
2014-05-22,015       ,2007-04-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2007-04-01,高雄銀行,2058000000.0,3895000000.0,1861000000.0,3489000000.0,197000000.0,406000000.0
2014-05-22,017       ,2007-04-01,兆豐國際商業銀行,135357000000,304090000000,63447000000.0,142596000000,71910000000.0,161494000000
2014-05-22,040       ,2007-04-01,中華開發工業銀行,1500000000.0,9747000000.0,965000000.0,172000000.0,535000000.0,9575000000.0
2014-05-22,048       ,2007-04-01,臺灣工業銀行,726000000.0,12226000000.0,668000000.0,7625000000.0,58000000.0,4601000000.0
2014-05-22,050       ,2007-04-01,臺灣中小企業銀行,27619000000.0,45914000000.0,18354000000.0,30991000000.0,9265000000.0,14923000000.0
2014-05-22,052       ,2007-04-01,新竹國際商業銀行,7178000000.0,11451000000.0,6418000000.0,10406000000.0,760000000.0,1045000000.0
2014-05-22,054       ,2007-04-01,京城商業銀行,807000000.0,2634000000.0,699000000.0,2335000000.0,108000000.0,299000000.0
2014-05-22,102       ,2007-04-01,華泰商業銀行,341000000.0,841000000.0,327000000.0,826000000.0,14000000.0,15000000.0
2014-05-22,103       ,2007-04-01,臺灣新光商業銀行,2398000000.0,10194000000.0,2051000000.0,9394000000.0,347000000.0,800000000.0
2014-05-22,108       ,2007-04-01,陽信商業銀行,1204000000.0,4437000000.0,1087000000.0,4091000000.0,117000000.0,346000000.0
2014-05-22,118       ,2007-04-01,板信商業銀行,1175000000.0,3494000000.0,879000000.0,2531000000.0,296000000.0,963000000.0
2014-05-22,147       ,2007-04-01,三信商業銀行,107000000.0,773000000.0,89000000.0,757000000.0,18000000.0,16000000.0
2014-05-22,151       ,2007-04-01,第七商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,381       ,2007-04-01,交通銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,803       ,2007-04-01,聯邦商業銀行,3881000000.0,17607000000.0,2802000000.0,10568000000.0,1079000000.0,7039000000.0
2014-05-22,805       ,2007-04-01,遠東國際商業銀行,6945000000.0,36775000000.0,5813000000.0,16188000000.0,1132000000.0,20587000000.0
2014-05-22,807       ,2007-04-01,永豐商業銀行,54815000000.0,96819000000.0,27645000000.0,47107000000.0,27170000000.0,49712000000.0
2014-05-22,808       ,2007-04-01,玉山商業銀行,17492000000.0,48778000000.0,10787000000.0,31874000000.0,6705000000.0,16904000000.0
2014-05-22,809       ,2007-04-01,萬泰商業銀行,2123000000.0,3242000000.0,1497000000.0,2805000000.0,626000000.0,437000000.0
2014-05-22,812       ,2007-04-01,台新國際商業銀行,29351000000.0,95021000000.0,19445000000.0,57985000000.0,9906000000.0,37036000000.0
2014-05-22,814       ,2007-04-01,大眾商業銀行,10149000000.0,21694000000.0,6979000000.0,15694000000.0,3170000000.0,6000000000.0
2014-05-22,815       ,2007-04-01,日盛國際商業銀行,5115000000.0,6664000000.0,4359000000.0,5761000000.0,756000000.0,903000000.0
2014-05-22,816       ,2007-04-01,安泰商業銀行,3175000000.0,8467000000.0,2766000000.0,7682000000.0,409000000.0,785000000.0
2014-05-22,822       ,2007-04-01,中國信託商業銀行,80865000000.0,147555000000,42834000000.0,74634000000.0,38031000000.0,72921000000.0
2014-05-22,N015      ,2007-04-01,臺中商業銀行,1987000000.0,4018000000.0,1434000000.0,3395000000.0,553000000.0,623000000.0
2014-05-22,N028      ,2007-04-01,外國銀行在台分行,223661000000,301485000000,152523000000,165530000000,71138000000.0,135955000000
2014-05-22,0         ,2007-05-01,總計,1026514000000,2189822000000,663816000000,1391226000000,362698000000,798596000000
2014-05-22,004       ,2007-05-01,臺灣銀行,30853000000.0,147211000000,22882000000.0,129396000000,7971000000.0,17815000000.0
2014-05-22,005       ,2007-05-01,臺灣土地銀行,10401000000.0,46439000000.0,9232000000.0,32868000000.0,1169000000.0,13571000000.0
2014-05-22,006       ,2007-05-01,合作金庫商業銀行,27258000000.0,95973000000.0,22323000000.0,83263000000.0,4935000000.0,12710000000.0
2014-05-22,007       ,2007-05-01,第一商業銀行,55089000000.0,128354000000,38808000000.0,98793000000.0,16281000000.0,29561000000.0
2014-05-22,008       ,2007-05-01,華南商業銀行,69071000000.0,144931000000,46966000000.0,102036000000,22105000000.0,42895000000.0
2014-05-22,009       ,2007-05-01,彰化商業銀行,49457000000.0,83386000000.0,30960000000.0,55834000000.0,18497000000.0,27552000000.0
2014-05-22,-01       ,2007-05-01,華僑商業銀行,21081000000.0,28811000000.0,11927000000.0,14036000000.0,9154000000.0,14775000000.0
2014-05-22,011       ,2007-05-01,上海商業儲蓄銀行,47746000000.0,84104000000.0,18462000000.0,39047000000.0,29284000000.0,45057000000.0
2014-05-22,012       ,2007-05-01,台北富邦銀行,27147000000.0,80342000000.0,23537000000.0,69833000000.0,3610000000.0,10509000000.0
2014-05-22,013       ,2007-05-01,國泰世華商業銀行,20686000000.0,64302000000.0,14632000000.0,43851000000.0,6054000000.0,20451000000.0
2014-05-22,015       ,2007-05-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2007-05-01,高雄銀行,2337000000.0,4081000000.0,2166000000.0,3484000000.0,171000000.0,597000000.0
2014-05-22,017       ,2007-05-01,兆豐國際商業銀行,142342000000,326768000000,71423000000.0,159316000000,70919000000.0,167452000000
2014-05-22,040       ,2007-05-01,中華開發工業銀行,1177000000.0,10864000000.0,603000000.0,972000000.0,574000000.0,9892000000.0
2014-05-22,048       ,2007-05-01,臺灣工業銀行,496000000.0,10805000000.0,432000000.0,5519000000.0,64000000.0,5286000000.0
2014-05-22,050       ,2007-05-01,臺灣中小企業銀行,28249000000.0,47157000000.0,19748000000.0,31306000000.0,8501000000.0,15851000000.0
2014-05-22,052       ,2007-05-01,新竹國際商業銀行,11212000000.0,10716000000.0,10475000000.0,9842000000.0,737000000.0,874000000.0
2014-05-22,054       ,2007-05-01,京城商業銀行,1145000000.0,2670000000.0,1017000000.0,2365000000.0,128000000.0,305000000.0
2014-05-22,102       ,2007-05-01,華泰商業銀行,333000000.0,870000000.0,323000000.0,861000000.0,10000000.0,9000000.0
2014-05-22,103       ,2007-05-01,臺灣新光商業銀行,2282000000.0,11053000000.0,2032000000.0,9128000000.0,250000000.0,1925000000.0
2014-05-22,108       ,2007-05-01,陽信商業銀行,1262000000.0,4998000000.0,1113000000.0,4411000000.0,149000000.0,587000000.0
2014-05-22,118       ,2007-05-01,板信商業銀行,1212000000.0,4002000000.0,933000000.0,2863000000.0,279000000.0,1139000000.0
2014-05-22,147       ,2007-05-01,三信商業銀行,122000000.0,796000000.0,109000000.0,765000000.0,13000000.0,31000000.0
2014-05-22,151       ,2007-05-01,第七商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,381       ,2007-05-01,交通銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,803       ,2007-05-01,聯邦商業銀行,4456000000.0,18252000000.0,3211000000.0,11269000000.0,1245000000.0,6983000000.0
2014-05-22,805       ,2007-05-01,遠東國際商業銀行,6776000000.0,35919000000.0,5514000000.0,15619000000.0,1262000000.0,20300000000.0
2014-05-22,807       ,2007-05-01,永豐商業銀行,59972000000.0,98602000000.0,31529000000.0,51274000000.0,28443000000.0,47328000000.0
2014-05-22,808       ,2007-05-01,玉山商業銀行,17056000000.0,52636000000.0,10648000000.0,36171000000.0,6408000000.0,16465000000.0
2014-05-22,809       ,2007-05-01,萬泰商業銀行,2130000000.0,2912000000.0,1514000000.0,2522000000.0,616000000.0,390000000.0
2014-05-22,812       ,2007-05-01,台新國際商業銀行,29717000000.0,96072000000.0,20481000000.0,58850000000.0,9236000000.0,37222000000.0
2014-05-22,814       ,2007-05-01,大眾商業銀行,10059000000.0,18875000000.0,7195000000.0,13316000000.0,2864000000.0,5559000000.0
2014-05-22,815       ,2007-05-01,日盛國際商業銀行,4738000000.0,7154000000.0,3987000000.0,5858000000.0,751000000.0,1296000000.0
2014-05-22,816       ,2007-05-01,安泰商業銀行,3034000000.0,8358000000.0,2602000000.0,7425000000.0,432000000.0,933000000.0
2014-05-22,822       ,2007-05-01,中國信託商業銀行,84335000000.0,143884000000,44983000000.0,70003000000.0,39352000000.0,73881000000.0
2014-05-22,N015      ,2007-05-01,臺中商業銀行,2127000000.0,4097000000.0,1506000000.0,3395000000.0,621000000.0,702000000.0
2014-05-22,N028      ,2007-05-01,外國銀行在台分行,239011000000,323865000000,171806000000,182534000000,67205000000.0,141331000000
2014-05-22,0         ,2007-06-01,總計,1046151000000,2191611000000,673721000000,1388709000000,372430000000,802902000000
2014-05-22,004       ,2007-06-01,臺灣銀行,33928000000.0,153242000000,26196000000.0,135121000000,7732000000.0,18121000000.0
2014-05-22,005       ,2007-06-01,臺灣土地銀行,10434000000.0,47940000000.0,9112000000.0,32264000000.0,1322000000.0,15676000000.0
2014-05-22,006       ,2007-06-01,合作金庫商業銀行,30802000000.0,94373000000.0,24817000000.0,81730000000.0,5985000000.0,12643000000.0
2014-05-22,007       ,2007-06-01,第一商業銀行,58121000000.0,126298000000,42393000000.0,97345000000.0,15728000000.0,28953000000.0
2014-05-22,008       ,2007-06-01,華南商業銀行,73773000000.0,156917000000,51295000000.0,114235000000,22478000000.0,42682000000.0
2014-05-22,009       ,2007-06-01,彰化商業銀行,52465000000.0,86963000000.0,32459000000.0,58849000000.0,20006000000.0,28114000000.0
2014-05-22,-01       ,2007-06-01,華僑商業銀行,22237000000.0,29092000000.0,12163000000.0,14722000000.0,10074000000.0,14370000000.0
2014-05-22,011       ,2007-06-01,上海商業儲蓄銀行,47900000000.0,84978000000.0,19195000000.0,38277000000.0,28705000000.0,46701000000.0
2014-05-22,012       ,2007-06-01,台北富邦銀行,32270000000.0,76424000000.0,29041000000.0,65118000000.0,3229000000.0,11306000000.0
2014-05-22,013       ,2007-06-01,國泰世華商業銀行,22022000000.0,66583000000.0,16218000000.0,42890000000.0,5804000000.0,23693000000.0
2014-05-22,015       ,2007-06-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2007-06-01,高雄銀行,2204000000.0,4117000000.0,2029000000.0,3702000000.0,175000000.0,415000000.0
2014-05-22,017       ,2007-06-01,兆豐國際商業銀行,145866000000,323226000000,73388000000.0,156443000000,72478000000.0,166783000000
2014-05-22,040       ,2007-06-01,中華開發工業銀行,1529000000.0,10110000000.0,775000000.0,671000000.0,754000000.0,9439000000.0
2014-05-22,048       ,2007-06-01,臺灣工業銀行,419000000.0,9612000000.0,362000000.0,4625000000.0,57000000.0,4987000000.0
2014-05-22,050       ,2007-06-01,臺灣中小企業銀行,29216000000.0,51454000000.0,20568000000.0,34704000000.0,8648000000.0,16750000000.0
2014-05-22,052       ,2007-06-01,新竹國際商業銀行,15293000000.0,20737000000.0,13464000000.0,17951000000.0,1829000000.0,2786000000.0
2014-05-22,054       ,2007-06-01,京城商業銀行,1110000000.0,2854000000.0,868000000.0,2571000000.0,242000000.0,283000000.0
2014-05-22,102       ,2007-06-01,華泰商業銀行,587000000.0,910000000.0,572000000.0,898000000.0,15000000.0,12000000.0
2014-05-22,103       ,2007-06-01,臺灣新光商業銀行,2084000000.0,12811000000.0,1870000000.0,10980000000.0,214000000.0,1831000000.0
2014-05-22,108       ,2007-06-01,陽信商業銀行,1293000000.0,5215000000.0,1137000000.0,4928000000.0,156000000.0,287000000.0
2014-05-22,118       ,2007-06-01,板信商業銀行,1260000000.0,5202000000.0,959000000.0,4006000000.0,301000000.0,1196000000.0
2014-05-22,147       ,2007-06-01,三信商業銀行,131000000.0,831000000.0,111000000.0,807000000.0,20000000.0,24000000.0
2014-05-22,151       ,2007-06-01,第七商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,381       ,2007-06-01,交通銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,803       ,2007-06-01,聯邦商業銀行,4496000000.0,20502000000.0,3319000000.0,13394000000.0,1177000000.0,7108000000.0
2014-05-22,805       ,2007-06-01,遠東國際商業銀行,6708000000.0,36258000000.0,5408000000.0,17629000000.0,1300000000.0,18629000000.0
2014-05-22,807       ,2007-06-01,永豐商業銀行,58808000000.0,91558000000.0,31412000000.0,42737000000.0,27396000000.0,48821000000.0
2014-05-22,808       ,2007-06-01,玉山商業銀行,19250000000.0,47574000000.0,12449000000.0,30702000000.0,6801000000.0,16872000000.0
2014-05-22,809       ,2007-06-01,萬泰商業銀行,2137000000.0,2839000000.0,1542000000.0,2540000000.0,595000000.0,299000000.0
2014-05-22,812       ,2007-06-01,台新國際商業銀行,28317000000.0,98156000000.0,19765000000.0,62214000000.0,8552000000.0,35942000000.0
2014-05-22,814       ,2007-06-01,大眾商業銀行,9812000000.0,22281000000.0,6741000000.0,16418000000.0,3071000000.0,5863000000.0
2014-05-22,815       ,2007-06-01,日盛國際商業銀行,7845000000.0,6926000000.0,7149000000.0,5430000000.0,696000000.0,1496000000.0
2014-05-22,816       ,2007-06-01,安泰商業銀行,3020000000.0,8788000000.0,2593000000.0,7896000000.0,427000000.0,892000000.0
2014-05-22,822       ,2007-06-01,中國信託商業銀行,96471000000.0,145720000000,47881000000.0,71843000000.0,48590000000.0,73877000000.0
2014-05-22,N015      ,2007-06-01,臺中商業銀行,2350000000.0,4408000000.0,1698000000.0,3641000000.0,652000000.0,767000000.0
2014-05-22,N028      ,2007-06-01,外國銀行在台分行,200756000000,293400000000,136817000000,154497000000,63939000000.0,138903000000
2014-05-22,0         ,2007-07-01,總計,1044019000000,2140732000000,674331000000,1309320000000,369688000000,831412000000
2014-05-22,004       ,2007-07-01,臺灣銀行,40598000000.0,180491000000,31924000000.0,161261000000,8674000000.0,19230000000.0
2014-05-22,005       ,2007-07-01,臺灣土地銀行,10419000000.0,50056000000.0,9104000000.0,33832000000.0,1315000000.0,16224000000.0
2014-05-22,006       ,2007-07-01,合作金庫商業銀行,28394000000.0,80205000000.0,23038000000.0,66351000000.0,5356000000.0,13854000000.0
2014-05-22,007       ,2007-07-01,第一商業銀行,59796000000.0,117823000000,43196000000.0,88317000000.0,16600000000.0,29506000000.0
2014-05-22,008       ,2007-07-01,華南商業銀行,72892000000.0,136406000000,50555000000.0,93344000000.0,22337000000.0,43062000000.0
2014-05-22,009       ,2007-07-01,彰化商業銀行,54092000000.0,82658000000.0,33361000000.0,54305000000.0,20731000000.0,28353000000.0
2014-05-22,-01       ,2007-07-01,臺東區中小企業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,011       ,2007-07-01,上海商業儲蓄銀行,46839000000.0,95604000000.0,18315000000.0,48483000000.0,28524000000.0,47121000000.0
2014-05-22,012       ,2007-07-01,台北富邦銀行,29654000000.0,72463000000.0,26079000000.0,60356000000.0,3575000000.0,12107000000.0
2014-05-22,013       ,2007-07-01,國泰世華商業銀行,21513000000.0,64510000000.0,15765000000.0,39817000000.0,5748000000.0,24693000000.0
2014-05-22,015       ,2007-07-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2007-07-01,高雄銀行,1963000000.0,4346000000.0,1803000000.0,3707000000.0,160000000.0,639000000.0
2014-05-22,017       ,2007-07-01,兆豐國際商業銀行,150332000000,305684000000,74143000000.0,131625000000,76189000000.0,174059000000
2014-05-22,040       ,2007-07-01,中華開發工業銀行,1218000000.0,9832000000.0,521000000.0,455000000.0,697000000.0,9377000000.0
2014-05-22,048       ,2007-07-01,臺灣工業銀行,537000000.0,9314000000.0,482000000.0,4474000000.0,55000000.0,4840000000.0
2014-05-22,050       ,2007-07-01,臺灣中小企業銀行,29483000000.0,51726000000.0,20515000000.0,33786000000.0,8968000000.0,17940000000.0
2014-05-22,052       ,2007-07-01,渣打國際商業銀行,20354000000.0,21515000000.0,17462000000.0,18552000000.0,2892000000.0,2963000000.0
2014-05-22,054       ,2007-07-01,京城商業銀行,916000000.0,2756000000.0,772000000.0,2442000000.0,144000000.0,314000000.0
2014-05-22,102       ,2007-07-01,華泰商業銀行,733000000.0,979000000.0,720000000.0,967000000.0,13000000.0,12000000.0
2014-05-22,103       ,2007-07-01,臺灣新光商業銀行,2109000000.0,14015000000.0,1812000000.0,12914000000.0,297000000.0,1101000000.0
2014-05-22,108       ,2007-07-01,陽信商業銀行,1411000000.0,5297000000.0,1291000000.0,5013000000.0,120000000.0,284000000.0
2014-05-22,118       ,2007-07-01,板信商業銀行,1478000000.0,5292000000.0,1220000000.0,4196000000.0,258000000.0,1096000000.0
2014-05-22,147       ,2007-07-01,三信商業銀行,138000000.0,907000000.0,119000000.0,876000000.0,19000000.0,31000000.0
2014-05-22,151       ,2007-07-01,第七商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,381       ,2007-07-01,交通銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,803       ,2007-07-01,聯邦商業銀行,4423000000.0,21081000000.0,3264000000.0,13830000000.0,1159000000.0,7251000000.0
2014-05-22,805       ,2007-07-01,遠東國際商業銀行,6760000000.0,35112000000.0,5395000000.0,16882000000.0,1365000000.0,18230000000.0
2014-05-22,807       ,2007-07-01,永豐商業銀行,60295000000.0,95543000000.0,32973000000.0,44118000000.0,27322000000.0,51425000000.0
2014-05-22,808       ,2007-07-01,玉山商業銀行,17854000000.0,48549000000.0,10820000000.0,27212000000.0,7034000000.0,21337000000.0
2014-05-22,809       ,2007-07-01,萬泰商業銀行,2089000000.0,2843000000.0,1473000000.0,2580000000.0,616000000.0,263000000.0
2014-05-22,812       ,2007-07-01,台新國際商業銀行,30257000000.0,99640000000.0,20310000000.0,61542000000.0,9947000000.0,38098000000.0
2014-05-22,814       ,2007-07-01,大眾商業銀行,10674000000.0,21080000000.0,6947000000.0,13742000000.0,3727000000.0,7338000000.0
2014-05-22,815       ,2007-07-01,日盛國際商業銀行,5320000000.0,8170000000.0,4665000000.0,5971000000.0,655000000.0,2199000000.0
2014-05-22,816       ,2007-07-01,安泰商業銀行,3416000000.0,11290000000.0,2955000000.0,10436000000.0,461000000.0,854000000.0
2014-05-22,822       ,2007-07-01,中國信託商業銀行,85071000000.0,142122000000,45931000000.0,63712000000.0,39140000000.0,78410000000.0
2014-05-22,N015      ,2007-07-01,臺中商業銀行,2599000000.0,4517000000.0,1937000000.0,3733000000.0,662000000.0,784000000.0
2014-05-22,N020      ,2007-07-01,稻江商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,N028      ,2007-07-01,外國銀行在台分行,209531000000,279349000000,146868000000,141650000000,62663000000.0,137699000000
2014-05-22,0         ,2007-08-01,總計,1034231000000,2243513000000,660727000000,1364922000000,373504000000,878591000000
2014-05-22,004       ,2007-08-01,臺灣銀行,40103000000.0,196748000000,30107000000.0,175606000000,9996000000.0,21142000000.0
2014-05-22,005       ,2007-08-01,臺灣土地銀行,9850000000.0,47675000000.0,8436000000.0,32626000000.0,1414000000.0,15049000000.0
2014-05-22,006       ,2007-08-01,合作金庫商業銀行,27736000000.0,78270000000.0,22541000000.0,63941000000.0,5195000000.0,14329000000.0
2014-05-22,007       ,2007-08-01,第一商業銀行,60956000000.0,120541000000,43283000000.0,89055000000.0,17673000000.0,31486000000.0
2014-05-22,008       ,2007-08-01,華南商業銀行,70940000000.0,135269000000,48458000000.0,92000000000.0,22482000000.0,43269000000.0
2014-05-22,009       ,2007-08-01,彰化商業銀行,54124000000.0,84709000000.0,34008000000.0,55255000000.0,20116000000.0,29454000000.0
2014-05-22,-01       ,2007-08-01,華僑商業銀行,19582000000.0,29962000000.0,10755000000.0,14814000000.0,8827000000.0,15148000000.0
2014-05-22,011       ,2007-08-01,上海商業儲蓄銀行,46277000000.0,83318000000.0,17152000000.0,35674000000.0,29125000000.0,47644000000.0
2014-05-22,012       ,2007-08-01,台北富邦銀行,29805000000.0,85761000000.0,26082000000.0,73239000000.0,3723000000.0,12522000000.0
2014-05-22,013       ,2007-08-01,國泰世華商業銀行,22209000000.0,75399000000.0,16227000000.0,48220000000.0,5982000000.0,27179000000.0
2014-05-22,015       ,2007-08-01,中國輸出入銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,016       ,2007-08-01,高雄銀行,2014000000.0,4377000000.0,1852000000.0,3646000000.0,162000000.0,731000000.0
2014-05-22,017       ,2007-08-01,兆豐國際商業銀行,144982000000,316203000000,68119000000.0,140350000000,76863000000.0,175853000000
2014-05-22,040       ,2007-08-01,中華開發工業銀行,1387000000.0,10193000000.0,450000000.0,259000000.0,937000000.0,9934000000.0
2014-05-22,048       ,2007-08-01,臺灣工業銀行,532000000.0,9771000000.0,414000000.0,4510000000.0,118000000.0,5261000000.0
2014-05-22,050       ,2007-08-01,臺灣中小企業銀行,27999000000.0,53010000000.0,19237000000.0,34776000000.0,8762000000.0,18234000000.0
2014-05-22,052       ,2007-08-01,渣打國際商業銀行,17334000000.0,20221000000.0,15130000000.0,16617000000.0,2204000000.0,3604000000.0
2014-05-22,054       ,2007-08-01,京城商業銀行,933000000.0,2686000000.0,810000000.0,2369000000.0,123000000.0,317000000.0
2014-05-22,102       ,2007-08-01,華泰商業銀行,509000000.0,1011000000.0,490000000.0,999000000.0,19000000.0,12000000.0
2014-05-22,103       ,2007-08-01,臺灣新光商業銀行,2190000000.0,15276000000.0,1945000000.0,14046000000.0,245000000.0,1230000000.0
2014-05-22,108       ,2007-08-01,陽信商業銀行,1167000000.0,5431000000.0,1029000000.0,5141000000.0,138000000.0,290000000.0
2014-05-22,118       ,2007-08-01,板信商業銀行,1576000000.0,6003000000.0,1280000000.0,4880000000.0,296000000.0,1123000000.0
2014-05-22,147       ,2007-08-01,三信商業銀行,135000000.0,952000000.0,116000000.0,921000000.0,19000000.0,31000000.0
2014-05-22,151       ,2007-08-01,第七商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,803       ,2007-08-01,聯邦商業銀行,4252000000.0,21255000000.0,3182000000.0,14021000000.0,1070000000.0,7234000000.0
2014-05-22,805       ,2007-08-01,遠東國際商業銀行,6250000000.0,36021000000.0,5249000000.0,16678000000.0,1001000000.0,19343000000.0
2014-05-22,807       ,2007-08-01,永豐商業銀行,54718000000.0,105542000000,29196000000.0,45002000000.0,25522000000.0,60540000000.0
2014-05-22,808       ,2007-08-01,玉山商業銀行,17465000000.0,52170000000.0,10257000000.0,29932000000.0,7208000000.0,22238000000.0
2014-05-22,809       ,2007-08-01,萬泰商業銀行,1817000000.0,2676000000.0,1349000000.0,2459000000.0,468000000.0,217000000.0
2014-05-22,812       ,2007-08-01,台新國際商業銀行,33111000000.0,113908000000,21501000000.0,69787000000.0,11610000000.0,44121000000.0
2014-05-22,814       ,2007-08-01,大眾商業銀行,11373000000.0,26125000000.0,8082000000.0,18531000000.0,3291000000.0,7594000000.0
2014-05-22,815       ,2007-08-01,日盛國際商業銀行,5525000000.0,6213000000.0,4752000000.0,5217000000.0,773000000.0,996000000.0
2014-05-22,816       ,2007-08-01,安泰商業銀行,3504000000.0,11947000000.0,2985000000.0,11096000000.0,519000000.0,851000000.0
2014-05-22,822       ,2007-08-01,中國信託商業銀行,85160000000.0,154333000000,45870000000.0,66708000000.0,39290000000.0,87625000000.0
2014-05-22,N015      ,2007-08-01,臺中商業銀行,2187000000.0,4790000000.0,1564000000.0,4008000000.0,623000000.0,782000000.0
2014-05-22,N020      ,2007-08-01,稻江商業銀行,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,N028      ,2007-08-01,外國銀行在台分行,216811000000,298115000000,152551000000,152035000000,64260000000.0,146080000000
2014-05-22,0         ,2007-09-01,總計,1091421000000,2242999000000,713094000000,1343277000000,378327000000,899722000000
2014-05-22,004       ,2007-09-01,臺灣銀行,40244000000.0,188517000000,31787000000.0,166024000000,8457000000.0,22493000000.0
2014-05-22,005       ,2007-09-01,臺灣土地銀行,17007000000.0,43753000000.0,15437000000.0,30696000000.0,1570000000.0,13057000000.0
2014-05-22,006       ,2007-09-01,合作金庫商業銀行,31411000000.0,81034000000.0,25603000000.0,66744000000.0,5808000000.0,14290000000.0
2014-05-22,007       ,2007-09-01,第一商業銀行,62585000000.0,118919000000,44000000000.0,86516000000.0,18585000000.0,32403000000.0
2014-05-22,008       ,2007-09-01,華南商業銀行,80199000000.0,134234000000,58102000000.0,90151000000.0,22097000000.0,44083000000.0
2014-05-22,009       ,2007-09-01,彰化商業銀行,51924000000.0,83545000000.0,31692000000.0,54769000000.0,20232000000.0,28776000000.0
2014-05-22,-01       ,2007-09-01,華僑商業銀行,20894000000.0,29639000000.0,11753000000.0,14888000000.0,9141000000.0,14751000000.0
2014-05-22,011       ,2007-09-01,上海商業儲蓄銀行,47901000000.0,86472000000.0,19420000000.0,38249000000.0,28481000000.0,48223000000.0
