年月,銀行,銀行類別,項目,數值
9904,總計,全體本國銀行機構,活儲月平均餘額,25362690000000
9904,臺灣銀行,本國銀行,活儲月平均餘額,3287405000000
9904,臺灣土地銀行,本國銀行,活儲月平均餘額,1723163000000
9904,合作金庫商業銀行,本國銀行,活儲月平均餘額,2042495000000
9904,第一商業銀行,本國銀行,活儲月平均餘額,1520540000000
9904,華南商業銀行,本國銀行,活儲月平均餘額,1479859000000
9904,彰化商業銀行,本國銀行,活儲月平均餘額,1176888000000
9904,上海商業儲蓄銀行,本國銀行,活儲月平均餘額,475771000000
9904,台北富邦銀行,本國銀行,活儲月平均餘額,1126190000000
9904,國泰世華商業銀行,本國銀行,活儲月平均餘額,1254789000000
9904,中國輸出入銀行,本國銀行,活儲月平均餘額,0
9904,高雄銀行,本國銀行,活儲月平均餘額,168509000000
9904,兆豐國際商業銀行,本國銀行,活儲月平均餘額,1458879000000
9904,花旗,本國銀行,活儲月平均餘額,622490000000
9904,中華開發工業銀行,本國銀行,活儲月平均餘額,37777000000
9904,臺灣工業銀行,本國銀行,活儲月平均餘額,64333000000
9904,大台北商業銀行,本國銀行,活儲月平均餘額,33870000000
9904,華泰商業銀行,本國銀行,活儲月平均餘額,95583000000
9904,臺灣新光商業銀行,本國銀行,活儲月平均餘額,353162000000
9904,陽信商業銀行,本國銀行,活儲月平均餘額,200917000000
9904,板信商業銀行,本國銀行,活儲月平均餘額,143124000000
9904,三信商業銀行,本國銀行,活儲月平均餘額,101007000000
9904,聯邦商業銀行,本國銀行,活儲月平均餘額,272153000000
9904,遠東國際商業銀行,本國銀行,活儲月平均餘額,303260000000
9904,元大商業銀行,本國銀行,活儲月平均餘額,313537000000
9904,永豐商業銀行,本國銀行,活儲月平均餘額,840804000000
9904,玉山商業銀行,本國銀行,活儲月平均餘額,794686000000
9904,萬泰商業銀行,本國銀行,活儲月平均餘額,104479000000
9904,台新國際商業銀行,本國銀行,活儲月平均餘額,659957000000
9904,大眾商業銀行,本國銀行,活儲月平均餘額,287581000000
9904,日盛國際商業銀行,本國銀行,活儲月平均餘額,162803000000
9904,安泰商業銀行,本國銀行,活儲月平均餘額,246566000000
9904,中國信託商業銀行,本國銀行,活儲月平均餘額,1266826000000
9904,慶豐商業銀行,本國銀行,活儲月平均餘額,0
9904,臺灣中小企業銀行,本國銀行,活儲月平均餘額,935426000000
9904,渣打國際商業銀行,本國銀行,活儲月平均餘額,493136000000
9904,台中商業銀行,本國銀行,活儲月平均餘額,282169000000
9904,京城商業銀行,本國銀行,活儲月平均餘額,133479000000
9904,外國銀行在台分行,本國銀行,活儲月平均餘額,899073000000
