年月,銀行,銀行類別,項目,數值,英文項目
10201,總計,全體本國銀行機構,活儲月平均餘額,29107900000000,MD_AUM
10201,臺灣銀行,本國銀行,活儲月平均餘額,3304818000000,MD_AUM
10201,臺灣土地銀行,本國銀行,活儲月平均餘額,1953883000000,MD_AUM
10201,合作金庫商業銀行,本國銀行,活儲月平均餘額,2266404000000,MD_AUM
10201,第一商業銀行,本國銀行,活儲月平均餘額,1607710000000,MD_AUM
10201,華南商業銀行,本國銀行,活儲月平均餘額,1640528000000,MD_AUM
10201,彰化商業銀行,本國銀行,活儲月平均餘額,1320543000000,MD_AUM
10201,上海商業儲蓄銀行,本國銀行,活儲月平均餘額,664789000000,MD_AUM
10201,台北富邦銀行,本國銀行,活儲月平均餘額,1273870000000,MD_AUM
10201,國泰世華商業銀行,本國銀行,活儲月平均餘額,1513768000000,MD_AUM
10201,中國輸出入銀行,本國銀行,活儲月平均餘額,0,MD_AUM
10201,高雄銀行,本國銀行,活儲月平均餘額,186080000000,MD_AUM
10201,兆豐國際商業銀行,本國銀行,活儲月平均餘額,1690804000000,MD_AUM
10201,花旗,本國銀行,活儲月平均餘額,590617000000,MD_AUM
10201,中華開發工業銀行,本國銀行,活儲月平均餘額,109197000000,MD_AUM
10201,臺灣工業銀行,本國銀行,活儲月平均餘額,89439000000,MD_AUM
10201,匯豐,本國銀行,活儲月平均餘額,355417000000,MD_AUM
10201,大台北商業銀行,本國銀行,活儲月平均餘額,47151000000,MD_AUM
10201,華泰商業銀行,本國銀行,活儲月平均餘額,112830000000,MD_AUM
10201,臺灣新光商業銀行,本國銀行,活儲月平均餘額,551630000000,MD_AUM
10201,陽信商業銀行,本國銀行,活儲月平均餘額,228568000000,MD_AUM
10201,板信商業銀行,本國銀行,活儲月平均餘額,144732000000,MD_AUM
10201,三信商業銀行,本國銀行,活儲月平均餘額,116623000000,MD_AUM
10201,聯邦商業銀行,本國銀行,活儲月平均餘額,337957000000,MD_AUM
10201,遠東國際商業銀行,本國銀行,活儲月平均餘額,383306000000,MD_AUM
10201,元大商業銀行,本國銀行,活儲月平均餘額,453672000000,MD_AUM
10201,永豐商業銀行,本國銀行,活儲月平均餘額,1025738000000,MD_AUM
10201,玉山商業銀行,本國銀行,活儲月平均餘額,1024398000000,MD_AUM
10201,萬泰商業銀行,本國銀行,活儲月平均餘額,127696000000,MD_AUM
10201,星展,本國銀行,活儲月平均餘額,185583000000,MD_AUM
10201,台新國際商業銀行,本國銀行,活儲月平均餘額,831431000000,MD_AUM
10201,大眾商業銀行,本國銀行,活儲月平均餘額,344804000000,MD_AUM
10201,日盛國際商業銀行,本國銀行,活儲月平均餘額,166359000000,MD_AUM
10201,安泰商業銀行,本國銀行,活儲月平均餘額,295999000000,MD_AUM
10201,中國信託商業銀行,本國銀行,活儲月平均餘額,1473135000000,MD_AUM
10201,臺灣中小企業銀行,本國銀行,活儲月平均餘額,1047673000000,MD_AUM
10201,渣打國際商業銀行,本國銀行,活儲月平均餘額,559190000000,MD_AUM
10201,台中商業銀行,本國銀行,活儲月平均餘額,384100000000,MD_AUM
10201,京城商業銀行,本國銀行,活儲月平均餘額,139194000000,MD_AUM
10201,小計,外國銀行在台分行,活儲月平均餘額,553684000000,MD_AUM
10201,小計,大陸地區銀行在臺分行,活儲月平均餘額,4577000000,MD_AUM
