年月,銀行,銀行類別,項目,數值
9701,總計,全體本國銀行機構,活儲月平均餘額,21745579000000
9701,中央信託局,本國銀行,活儲月平均餘額,0
9701,臺灣銀行,本國銀行,活儲月平均餘額,2483561000000
9701,臺灣土地銀行,本國銀行,活儲月平均餘額,1518710000000
9701,合作金庫商業銀行,本國銀行,活儲月平均餘額,1885134000000
9701,第一商業銀行,本國銀行,活儲月平均餘額,1239504000000
9701,華南商業銀行,本國銀行,活儲月平均餘額,1284761000000
9701,彰化商業銀行,本國銀行,活儲月平均餘額,1005804000000
9701,花旗,本國銀行,活儲月平均餘額,199556000000
9701,上海商業儲蓄銀行,本國銀行,活儲月平均餘額,419380000000
9701,台北富邦銀行,本國銀行,活儲月平均餘額,816846000000
9701,國泰世華商業銀行,本國銀行,活儲月平均餘額,1025502000000
9701,中國輸出入銀行,本國銀行,活儲月平均餘額,0
9701,高雄銀行,本國銀行,活儲月平均餘額,128203000000
9701,兆豐國際商業銀行,本國銀行,活儲月平均餘額,1214978000000
9701,中華開發工業銀行,本國銀行,活儲月平均餘額,30037000000
9701,臺灣工業銀行,本國銀行,活儲月平均餘額,52019000000
9701,稻江商業銀行,本國銀行,活儲月平均餘額,35899000000
9701,華泰商業銀行,本國銀行,活儲月平均餘額,86904000000
9701,臺灣新光商業銀行,本國銀行,活儲月平均餘額,327493000000
9701,陽信商業銀行,本國銀行,活儲月平均餘額,205614000000
9701,板信商業銀行,本國銀行,活儲月平均餘額,144363000000
9701,三信商業銀行,本國銀行,活儲月平均餘額,92278000000
9701,聯邦商業銀行,本國銀行,活儲月平均餘額,263977000000
9701,中華商業銀行,本國銀行,活儲月平均餘額,55231000000
9701,遠東國際商業銀行,本國銀行,活儲月平均餘額,260626000000
9701,元大商業銀行,本國銀行,活儲月平均餘額,257521000000
9701,永豐商業銀行,本國銀行,活儲月平均餘額,796535000000
9701,玉山商業銀行,本國銀行,活儲月平均餘額,604215000000
9701,萬泰商業銀行,本國銀行,活儲月平均餘額,128058000000
9701,寶華商業銀行,本國銀行,活儲月平均餘額,78852000000
9701,台新國際商業銀行,本國銀行,活儲月平均餘額,659331000000
9701,大眾商業銀行,本國銀行,活儲月平均餘額,215995000000
9701,日盛國際商業銀行,本國銀行,活儲月平均餘額,198494000000
9701,安泰商業銀行,本國銀行,活儲月平均餘額,191847000000
9701,中國信託商業銀行,本國銀行,活儲月平均餘額,1089659000000
9701,慶豐商業銀行,本國銀行,活儲月平均餘額,68420000000
9701,臺灣中小企業銀行,本國銀行,活儲月平均餘額,843230000000
9701,渣打國際商業銀行,本國銀行,活儲月平均餘額,385918000000
9701,臺中商業銀行,本國銀行,活儲月平均餘額,235752000000
9701,京城商業銀行,本國銀行,活儲月平均餘額,0
9701,花蓮區中小企業銀行,本國銀行,活儲月平均餘額,0
9701,臺東區中小企業銀行,本國銀行,活儲月平均餘額,0
9701,外國銀行在台分行,本國銀行,活儲月平均餘額,1215371000000
