年月,銀行,銀行類別,項目,數值
9610,總計,全體本國銀行機構,活儲月平均餘額,21530273000000
9610,中央信託局,本國銀行,活儲月平均餘額,0
9610,臺灣銀行,本國銀行,活儲月平均餘額,2436713000000
9610,臺灣土地銀行,本國銀行,活儲月平均餘額,1466969000000
9610,合作金庫商業銀行,本國銀行,活儲月平均餘額,1842400000000
9610,第一商業銀行,本國銀行,活儲月平均餘額,1241900000000
9610,華南商業銀行,本國銀行,活儲月平均餘額,1289827000000
9610,彰化商業銀行,本國銀行,活儲月平均餘額,1017272000000
9610,華僑商業銀行,本國銀行,活儲月平均餘額,215904000000
9610,上海商業儲蓄銀行,本國銀行,活儲月平均餘額,403108000000
9610,台北富邦銀行,本國銀行,活儲月平均餘額,804525000000
9610,國泰世華商業銀行,本國銀行,活儲月平均餘額,1040185000000
9610,中國輸出入銀行,本國銀行,活儲月平均餘額,0
9610,高雄銀行,本國銀行,活儲月平均餘額,124967000000
9610,兆豐國際商業銀行,本國銀行,活儲月平均餘額,1163646000000
9610,中華開發工業銀行,本國銀行,活儲月平均餘額,21282000000
9610,臺灣工業銀行,本國銀行,活儲月平均餘額,46303000000
9610,稻江商業銀行,本國銀行,活儲月平均餘額,36234000000
9610,華泰商業銀行,本國銀行,活儲月平均餘額,85586000000
9610,臺灣新光商業銀行,本國銀行,活儲月平均餘額,315563000000
9610,陽信商業銀行,本國銀行,活儲月平均餘額,198941000000
9610,板信商業銀行,本國銀行,活儲月平均餘額,148101000000
9610,三信商業銀行,本國銀行,活儲月平均餘額,92063000000
9610,第七商業銀行,本國銀行,活儲月平均餘額,0
9610,聯邦商業銀行,本國銀行,活儲月平均餘額,264184000000
9610,中華商業銀行,本國銀行,活儲月平均餘額,59845000000
9610,遠東國際商業銀行,本國銀行,活儲月平均餘額,258472000000
9610,元大商業銀行,本國銀行,活儲月平均餘額,271712000000
9610,永豐商業銀行,本國銀行,活儲月平均餘額,789956000000
9610,玉山商業銀行,本國銀行,活儲月平均餘額,590306000000
9610,萬泰商業銀行,本國銀行,活儲月平均餘額,127634000000
9610,寶華商業銀行,本國銀行,活儲月平均餘額,89872000000
9610,台新國際商業銀行,本國銀行,活儲月平均餘額,615788000000
9610,大眾商業銀行,本國銀行,活儲月平均餘額,224568000000
9610,日盛國際商業銀行,本國銀行,活儲月平均餘額,199565000000
9610,安泰商業銀行,本國銀行,活儲月平均餘額,207566000000
9610,中國信託商業銀行,本國銀行,活儲月平均餘額,1128274000000
9610,慶豐商業銀行,本國銀行,活儲月平均餘額,75362000000
9610,臺灣中小企業銀行,本國銀行,活儲月平均餘額,820515000000
9610,臺北國際商業銀行,本國銀行,活儲月平均餘額,0
9610,渣打國際商業銀行,本國銀行,活儲月平均餘額,390601000000
9610,臺中商業銀行,本國銀行,活儲月平均餘額,238533000000
9610,京城商業銀行,本國銀行,活儲月平均餘額,0
9610,花蓮區中小企業銀行,本國銀行,活儲月平均餘額,0
9610,臺東區中小企業銀行,本國銀行,活儲月平均餘額,0
9610,外國銀行在台分行,本國銀行,活儲月平均餘額,1186029000000
