年月,銀行,銀行類別,項目,數值
9901,總計,全部信用卡機構,流通卡數,30387393
9901,總計,全部信用卡機構,有效卡數,18939452
9901,總計,全部信用卡機構,本月發卡數,233140
9901,總計,全部信用卡機構,本月停卡數,370391
9901,總計,全部信用卡機構,循環信用餘額,203843000000
9901,總計,全部信用卡機構,本月簽帳金額,123326000000
9901,總計,全部信用卡機構,本月預借現金金額,2804000000
9901,總計,全部信用卡機構,預期帳款比率,0.91
9901,總計,全部信用卡機構,底被呆帳提足率,561.22
9901,總計,全部信用卡機構,本月轉銷呆帳金額,1207000000
9901,總計,全部信用卡機構,循環信用利息收入,2257000000
9901,總計,全部信用卡機構,簽帳手續費收入,1670000000
9901,總計,全部信用卡機構,預借現金手續費,156000000
9901,總計,全部信用卡機構,收單特約商店家數,0
9901,小計,本國銀行,流通卡數,28712569
9901,小計,本國銀行,有效卡數,17923542
9901,小計,本國銀行,本月發卡數,224993
9901,小計,本國銀行,本月停卡數,347689
9901,小計,本國銀行,循環信用餘額,181780000000
9901,小計,本國銀行,本月簽帳金額,114370000000
9901,小計,本國銀行,本月預借現金金額,2715000000
9901,小計,本國銀行,預期帳款比率,0.92
9901,小計,本國銀行,底被呆帳提足率,536.12
9901,小計,本國銀行,本月轉銷呆帳金額,1032000000
9901,小計,本國銀行,循環信用利息收入,2006000000
9901,小計,本國銀行,簽帳手續費收入,1525000000
9901,小計,本國銀行,預借現金手續費,153000000
9901,小計,本國銀行,收單特約商店家數,0
9901,臺灣銀行,本國銀行,流通卡數,266922
9901,臺灣銀行,本國銀行,有效卡數,122522
9901,臺灣銀行,本國銀行,本月發卡數,325
9901,臺灣銀行,本國銀行,本月停卡數,1219
9901,臺灣銀行,本國銀行,循環信用餘額,401000000
9901,臺灣銀行,本國銀行,本月簽帳金額,727000000
9901,臺灣銀行,本國銀行,本月預借現金金額,2000000
9901,臺灣銀行,本國銀行,預期帳款比率,0.57
9901,臺灣銀行,本國銀行,底被呆帳提足率,260.11
9901,臺灣銀行,本國銀行,本月轉銷呆帳金額,2000000
9901,臺灣銀行,本國銀行,循環信用利息收入,4000000
9901,臺灣銀行,本國銀行,簽帳手續費收入,14000000
9901,臺灣銀行,本國銀行,預借現金手續費,0
9901,臺灣銀行,本國銀行,收單特約商店家數,603
9901,臺灣土地銀行,本國銀行,流通卡數,130888
9901,臺灣土地銀行,本國銀行,有效卡數,55822
9901,臺灣土地銀行,本國銀行,本月發卡數,203
9901,臺灣土地銀行,本國銀行,本月停卡數,3972
9901,臺灣土地銀行,本國銀行,循環信用餘額,394000000
9901,臺灣土地銀行,本國銀行,本月簽帳金額,411000000
9901,臺灣土地銀行,本國銀行,本月預借現金金額,2000000
9901,臺灣土地銀行,本國銀行,預期帳款比率,0.88
9901,臺灣土地銀行,本國銀行,底被呆帳提足率,777.14
9901,臺灣土地銀行,本國銀行,本月轉銷呆帳金額,1000000
9901,臺灣土地銀行,本國銀行,循環信用利息收入,4000000
9901,臺灣土地銀行,本國銀行,簽帳手續費收入,4000000
9901,臺灣土地銀行,本國銀行,預借現金手續費,0
9901,臺灣土地銀行,本國銀行,收單特約商店家數,2174
9901,合作金庫銀行,本國銀行,流通卡數,420541
9901,合作金庫銀行,本國銀行,有效卡數,181700
9901,合作金庫銀行,本國銀行,本月發卡數,2041
9901,合作金庫銀行,本國銀行,本月停卡數,10700
9901,合作金庫銀行,本國銀行,循環信用餘額,991000000
9901,合作金庫銀行,本國銀行,本月簽帳金額,1438000000
9901,合作金庫銀行,本國銀行,本月預借現金金額,17000000
9901,合作金庫銀行,本國銀行,預期帳款比率,1.04
9901,合作金庫銀行,本國銀行,底被呆帳提足率,301.39
9901,合作金庫銀行,本國銀行,本月轉銷呆帳金額,9000000
9901,合作金庫銀行,本國銀行,循環信用利息收入,11000000
9901,合作金庫銀行,本國銀行,簽帳手續費收入,17000000
9901,合作金庫銀行,本國銀行,預借現金手續費,1000000
9901,合作金庫銀行,本國銀行,收單特約商店家數,19973
9901,第一商業銀行,本國銀行,流通卡數,496082
9901,第一商業銀行,本國銀行,有效卡數,305773
9901,第一商業銀行,本國銀行,本月發卡數,10135
9901,第一商業銀行,本國銀行,本月停卡數,2864
9901,第一商業銀行,本國銀行,循環信用餘額,1322000000
9901,第一商業銀行,本國銀行,本月簽帳金額,2019000000
9901,第一商業銀行,本國銀行,本月預借現金金額,12000000
9901,第一商業銀行,本國銀行,預期帳款比率,0.07
9901,第一商業銀行,本國銀行,底被呆帳提足率,669.44
9901,第一商業銀行,本國銀行,本月轉銷呆帳金額,8000000
9901,第一商業銀行,本國銀行,循環信用利息收入,18000000
9901,第一商業銀行,本國銀行,簽帳手續費收入,29000000
9901,第一商業銀行,本國銀行,預借現金手續費,0
9901,第一商業銀行,本國銀行,收單特約商店家數,0
9901,華南商業銀行,本國銀行,流通卡數,450515
9901,華南商業銀行,本國銀行,有效卡數,200746
9901,華南商業銀行,本國銀行,本月發卡數,17254
9901,華南商業銀行,本國銀行,本月停卡數,2386
9901,華南商業銀行,本國銀行,循環信用餘額,648000000
9901,華南商業銀行,本國銀行,本月簽帳金額,931000000
9901,華南商業銀行,本國銀行,本月預借現金金額,0
9901,華南商業銀行,本國銀行,預期帳款比率,0.81
9901,華南商業銀行,本國銀行,底被呆帳提足率,167.26
9901,華南商業銀行,本國銀行,本月轉銷呆帳金額,0
9901,華南商業銀行,本國銀行,循環信用利息收入,10000000
9901,華南商業銀行,本國銀行,簽帳手續費收入,18000000
9901,華南商業銀行,本國銀行,預借現金手續費,0
9901,華南商業銀行,本國銀行,收單特約商店家數,3361
9901,彰化商業銀行,本國銀行,流通卡數,85203
9901,彰化商業銀行,本國銀行,有效卡數,53174
9901,彰化商業銀行,本國銀行,本月發卡數,1808
9901,彰化商業銀行,本國銀行,本月停卡數,448
9901,彰化商業銀行,本國銀行,循環信用餘額,146000000
9901,彰化商業銀行,本國銀行,本月簽帳金額,434000000
9901,彰化商業銀行,本國銀行,本月預借現金金額,2000000
9901,彰化商業銀行,本國銀行,預期帳款比率,0.34
9901,彰化商業銀行,本國銀行,底被呆帳提足率,705.97
9901,彰化商業銀行,本國銀行,本月轉銷呆帳金額,1000000
9901,彰化商業銀行,本國銀行,循環信用利息收入,2000000
9901,彰化商業銀行,本國銀行,簽帳手續費收入,6000000
9901,彰化商業銀行,本國銀行,預借現金手續費,0
9901,彰化商業銀行,本國銀行,收單特約商店家數,253
9901,上海商業儲蓄銀行,本國銀行,流通卡數,394466
9901,上海商業儲蓄銀行,本國銀行,有效卡數,221823
9901,上海商業儲蓄銀行,本國銀行,本月發卡數,2355
9901,上海商業儲蓄銀行,本國銀行,本月停卡數,9856
9901,上海商業儲蓄銀行,本國銀行,循環信用餘額,1078000000
9901,上海商業儲蓄銀行,本國銀行,本月簽帳金額,1346000000
9901,上海商業儲蓄銀行,本國銀行,本月預借現金金額,10000000
9901,上海商業儲蓄銀行,本國銀行,預期帳款比率,0.81
9901,上海商業儲蓄銀行,本國銀行,底被呆帳提足率,424.04
9901,上海商業儲蓄銀行,本國銀行,本月轉銷呆帳金額,0
9901,上海商業儲蓄銀行,本國銀行,循環信用利息收入,16000000
9901,上海商業儲蓄銀行,本國銀行,簽帳手續費收入,22000000
9901,上海商業儲蓄銀行,本國銀行,預借現金手續費,2000000
9901,上海商業儲蓄銀行,本國銀行,收單特約商店家數,0
9901,台北富邦銀行,本國銀行,流通卡數,1912606
9901,台北富邦銀行,本國銀行,有效卡數,1419007
9901,台北富邦銀行,本國銀行,本月發卡數,10963
9901,台北富邦銀行,本國銀行,本月停卡數,22684
9901,台北富邦銀行,本國銀行,循環信用餘額,10710000000
9901,台北富邦銀行,本國銀行,本月簽帳金額,9109000000
9901,台北富邦銀行,本國銀行,本月預借現金金額,119000000
9901,台北富邦銀行,本國銀行,預期帳款比率,0.42
9901,台北富邦銀行,本國銀行,底被呆帳提足率,1975.64
9901,台北富邦銀行,本國銀行,本月轉銷呆帳金額,105000000
