年月,銀行,銀行類別,項目,數值,英文欄位
9601,總,信用卡公司,流通卡數,37967285,Cc_F_Card_Cnt
9601,總,信用卡公司,有效卡數,20399743,Cc_Open_Card_Cnt
9601,總,信用卡公司,本月發卡數,396120,Cc_Issue_Card_Cnt
9601,總,信用卡公司,本月停卡數,742368,Cc_Stop_Card_Cnt
9601,總,信用卡公司,循環信用餘額,339790000000,Cyc_Bal
9601,總,信用卡公司,本月簽帳金額,124345000000,Cc_Txn_Bal
9601,總,信用卡公司,本月預借現金金額,6430000000,Cc_Ln_Bal
9601,總,信用卡公司,預期帳款比率,2.27,Cc_Payment_Rate
9601,總,信用卡公司,底被呆帳提足率,0.14,Cc_BadDebit_Rate
9601,總,信用卡公司,本月轉銷呆帳金額,360670000,Cc_BadDebit_Bal
9601,總,信用卡公司,循環信用利息收入,6692000000,Cyc_Income
9601,總,信用卡公司,簽帳手續費收入,3715000000,Txn_Fee
9601,總,信用卡公司,預借現金手續費,1524000000,Cc_Ln_Fee
9601,總,信用卡公司,收單特約商店家數,165,Auth_Store_Cnt
9601,小計,本國銀行,流通卡數,32335907,Cc_F_Card_Cnt
9601,小計,本國銀行,有效卡數,16993905,Cc_Open_Card_Cnt
9601,小計,本國銀行,本月發卡數,332445,Cc_Issue_Card_Cnt
9601,小計,本國銀行,本月停卡數,626858,Cc_Stop_Card_Cnt
9601,小計,本國銀行,循環信用餘額,218973000000,Cyc_Bal
9601,小計,本國銀行,本月簽帳金額,94135000000,Cc_Txn_Bal
9601,小計,本國銀行,本月預借現金金額,3246000000,Cc_Ln_Bal
9601,小計,本國銀行,預期帳款比率,2.3,Cc_Payment_Rate
9601,小計,本國銀行,底被呆帳提足率,0.21,Cc_BadDebit_Rate
9601,小計,本國銀行,本月轉銷呆帳金額,281780000,Cc_BadDebit_Bal
9601,小計,本國銀行,循環信用利息收入,4625000000,Cyc_Income
9601,小計,本國銀行,簽帳手續費收入,2528000000,Txn_Fee
9601,小計,本國銀行,預借現金手續費,1174000000,Cc_Ln_Fee
9601,小計,本國銀行,收單特約商店家數,122,Auth_Store_Cnt
9601,,本國銀行,流通卡數,19016,Cc_F_Card_Cnt
9601,,本國銀行,有效卡數,8566,Cc_Open_Card_Cnt
9601,,本國銀行,本月發卡數,6,Cc_Issue_Card_Cnt
9601,,本國銀行,本月停卡數,64,Cc_Stop_Card_Cnt
9601,,本國銀行,循環信用餘額,9000000,Cyc_Bal
9601,,本國銀行,本月簽帳金額,62000000,Cc_Txn_Bal
9601,,本國銀行,本月預借現金金額,0,Cc_Ln_Bal
9601,,本國銀行,預期帳款比率,0.96,Cc_Payment_Rate
9601,,本國銀行,底被呆帳提足率,0.57,Cc_BadDebit_Rate
9601,,本國銀行,本月轉銷呆帳金額,136230000,Cc_BadDebit_Bal
9601,,本國銀行,循環信用利息收入,0,Cyc_Income
9601,,本國銀行,簽帳手續費收入,0,Txn_Fee
9601,,本國銀行,預借現金手續費,1000000,Cc_Ln_Fee
9601,,本國銀行,收單特約商店家數,0,Auth_Store_Cnt
9601,,本國銀行,流通卡數,269315,Cc_F_Card_Cnt
9601,,本國銀行,有效卡數,124368,Cc_Open_Card_Cnt
9601,,本國銀行,本月發卡數,423,Cc_Issue_Card_Cnt
9601,,本國銀行,本月停卡數,4990,Cc_Stop_Card_Cnt
9601,,本國銀行,循環信用餘額,558000000,Cyc_Bal
9601,,本國銀行,本月簽帳金額,733000000,Cc_Txn_Bal
9601,,本國銀行,本月預借現金金額,2000000,Cc_Ln_Bal
9601,,本國銀行,預期帳款比率,1.83,Cc_Payment_Rate
9601,,本國銀行,底被呆帳提足率,0.81,Cc_BadDebit_Rate
9601,,本國銀行,本月轉銷呆帳金額,119470000,Cc_BadDebit_Bal
9601,,本國銀行,循環信用利息收入,29000000,Cyc_Income
9601,,本國銀行,簽帳手續費收入,6000000,Txn_Fee
9601,,本國銀行,預借現金手續費,12000000,Cc_Ln_Fee
9601,,本國銀行,收單特約商店家數,0,Auth_Store_Cnt
9601,,本國銀行,流通卡數,275252,Cc_F_Card_Cnt
9601,,本國銀行,有效卡數,75515,Cc_Open_Card_Cnt
9601,,本國銀行,本月發卡數,325,Cc_Issue_Card_Cnt
9601,,本國銀行,本月停卡數,5314,Cc_Stop_Card_Cnt
9601,,本國銀行,循環信用餘額,707000000,Cyc_Bal
9601,,本國銀行,本月簽帳金額,462000000,Cc_Txn_Bal
9601,,本國銀行,本月預借現金金額,4000000,Cc_Ln_Bal
9601,,本國銀行,預期帳款比率,2.37,Cc_Payment_Rate
