年月,銀行,銀行類別,項目,數值,英文欄位
9912,總計,全部信用卡機構,流通卡數,30705583,Cc_F_Card_Cnt
9912,總計,全部信用卡機構,有效卡數,19527730,Cc_Open_Card_Cnt
9912,總計,全部信用卡機構,本月發卡數,399985,Cc_Issue_Card_Cnt
9912,總計,全部信用卡機構,本月停卡數,291632,Cc_Stop_Card_Cnt
9912,總計,全部信用卡機構,循環信用餘額,180980000000,Cyc_Bal
9912,總計,全部信用卡機構,本月簽帳金額,146307000000,Cc_Txn_Bal
9912,總計,全部信用卡機構,本月預借現金金額,2731000000,Cc_Ln_Bal
9912,總計,全部信用卡機構,預期帳款比率,0.45,Cc_Payment_Rate
9912,總計,全部信用卡機構,底被呆帳提足率,598.49,Cc_BadDebit_Rate
9912,總計,全部信用卡機構,本月轉銷呆帳金額,852000000,Cc_BadDebit_Bal
9912,總計,全部信用卡機構,循環信用利息收入,2008000000,Cyc_Income
9912,總計,全部信用卡機構,簽帳手續費收入,1970000000,Txn_Fee
9912,總計,全部信用卡機構,預借現金手續費,126000000,Cc_Ln_Fee
9912,總計,全部信用卡機構,收單特約商店家數,0,Auth_Store_Cnt
9912,小計,本國銀行,流通卡數,29724881,Cc_F_Card_Cnt
9912,小計,本國銀行,有效卡數,18944288,Cc_Open_Card_Cnt
9912,小計,本國銀行,本月發卡數,390032,Cc_Issue_Card_Cnt
9912,小計,本國銀行,本月停卡數,269390,Cc_Stop_Card_Cnt
9912,小計,本國銀行,循環信用餘額,170221000000,Cyc_Bal
9912,小計,本國銀行,本月簽帳金額,139448000000,Cc_Txn_Bal
9912,小計,本國銀行,本月預借現金金額,2700000000,Cc_Ln_Bal
9912,小計,本國銀行,預期帳款比率,0.44,Cc_Payment_Rate
9912,小計,本國銀行,底被呆帳提足率,431.97,Cc_BadDebit_Rate
9912,小計,本國銀行,本月轉銷呆帳金額,843000000,Cc_BadDebit_Bal
9912,小計,本國銀行,循環信用利息收入,1889000000,Cyc_Income
9912,小計,本國銀行,簽帳手續費收入,1846000000,Txn_Fee
9912,小計,本國銀行,預借現金手續費,125000000,Cc_Ln_Fee
9912,小計,本國銀行,收單特約商店家數,0,Auth_Store_Cnt
9912,臺灣銀行,本國銀行,流通卡數,265441,Cc_F_Card_Cnt
9912,臺灣銀行,本國銀行,有效卡數,121385,Cc_Open_Card_Cnt
9912,臺灣銀行,本國銀行,本月發卡數,222,Cc_Issue_Card_Cnt
9912,臺灣銀行,本國銀行,本月停卡數,1520,Cc_Stop_Card_Cnt
9912,臺灣銀行,本國銀行,循環信用餘額,343000000,Cyc_Bal
9912,臺灣銀行,本國銀行,本月簽帳金額,781000000,Cc_Txn_Bal
9912,臺灣銀行,本國銀行,本月預借現金金額,2000000,Cc_Ln_Bal
9912,臺灣銀行,本國銀行,預期帳款比率,0.3,Cc_Payment_Rate
9912,臺灣銀行,本國銀行,底被呆帳提足率,278.97,Cc_BadDebit_Rate
9912,臺灣銀行,本國銀行,本月轉銷呆帳金額,1000000,Cc_BadDebit_Bal
9912,臺灣銀行,本國銀行,循環信用利息收入,4000000,Cyc_Income
9912,臺灣銀行,本國銀行,簽帳手續費收入,14000000,Txn_Fee
9912,臺灣銀行,本國銀行,預借現金手續費,0,Cc_Ln_Fee
9912,臺灣銀行,本國銀行,收單特約商店家數,642,Auth_Store_Cnt
9912,臺灣土地銀行,本國銀行,流通卡數,122757,Cc_F_Card_Cnt
9912,臺灣土地銀行,本國銀行,有效卡數,59241,Cc_Open_Card_Cnt
9912,臺灣土地銀行,本國銀行,本月發卡數,1734,Cc_Issue_Card_Cnt
9912,臺灣土地銀行,本國銀行,本月停卡數,1730,Cc_Stop_Card_Cnt
9912,臺灣土地銀行,本國銀行,循環信用餘額,353000000,Cyc_Bal
9912,臺灣土地銀行,本國銀行,本月簽帳金額,433000000,Cc_Txn_Bal
9912,臺灣土地銀行,本國銀行,本月預借現金金額,2000000,Cc_Ln_Bal
9912,臺灣土地銀行,本國銀行,預期帳款比率,0.79,Cc_Payment_Rate
9912,臺灣土地銀行,本國銀行,底被呆帳提足率,672.78,Cc_BadDebit_Rate
9912,臺灣土地銀行,本國銀行,本月轉銷呆帳金額,2000000,Cc_BadDebit_Bal
9912,臺灣土地銀行,本國銀行,循環信用利息收入,4000000,Cyc_Income
9912,臺灣土地銀行,本國銀行,簽帳手續費收入,5000000,Txn_Fee
9912,臺灣土地銀行,本國銀行,預借現金手續費,0,Cc_Ln_Fee
9912,臺灣土地銀行,本國銀行,收單特約商店家數,2036,Auth_Store_Cnt
9912,合作金庫銀行,本國銀行,流通卡數,392232,Cc_F_Card_Cnt
9912,合作金庫銀行,本國銀行,有效卡數,198571,Cc_Open_Card_Cnt
9912,合作金庫銀行,本國銀行,本月發卡數,4065,Cc_Issue_Card_Cnt
9912,合作金庫銀行,本國銀行,本月停卡數,3161,Cc_Stop_Card_Cnt
9912,合作金庫銀行,本國銀行,循環信用餘額,886000000,Cyc_Bal
9912,合作金庫銀行,本國銀行,本月簽帳金額,1848000000,Cc_Txn_Bal
9912,合作金庫銀行,本國銀行,本月預借現金金額,15000000,Cc_Ln_Bal
9912,合作金庫銀行,本國銀行,預期帳款比率,0.75,Cc_Payment_Rate
9912,合作金庫銀行,本國銀行,底被呆帳提足率,327.64,Cc_BadDebit_Rate
9912,合作金庫銀行,本國銀行,本月轉銷呆帳金額,4000000,Cc_BadDebit_Bal
9912,合作金庫銀行,本國銀行,循環信用利息收入,10000000,Cyc_Income
9912,合作金庫銀行,本國銀行,簽帳手續費收入,23000000,Txn_Fee
9912,合作金庫銀行,本國銀行,預借現金手續費,1000000,Cc_Ln_Fee
9912,合作金庫銀行,本國銀行,收單特約商店家數,22766,Auth_Store_Cnt
9912,第一商業銀行,本國銀行,流通卡數,501143,Cc_F_Card_Cnt
9912,第一商業銀行,本國銀行,有效卡數,359743,Cc_Open_Card_Cnt
9912,第一商業銀行,本國銀行,本月發卡數,7026,Cc_Issue_Card_Cnt
9912,第一商業銀行,本國銀行,本月停卡數,10306,Cc_Stop_Card_Cnt
9912,第一商業銀行,本國銀行,循環信用餘額,1317000000,Cyc_Bal
9912,第一商業銀行,本國銀行,本月簽帳金額,2641000000,Cc_Txn_Bal
9912,第一商業銀行,本國銀行,本月預借現金金額,12000000,Cc_Ln_Bal
9912,第一商業銀行,本國銀行,預期帳款比率,0.19,Cc_Payment_Rate
9912,第一商業銀行,本國銀行,底被呆帳提足率,1187.77,Cc_BadDebit_Rate
9912,第一商業銀行,本國銀行,本月轉銷呆帳金額,5000000,Cc_BadDebit_Bal
