年月,銀行,銀行類別,項目,數值,英文欄位
9911,總計,全部信用卡機構,流通卡數,30584857,Cc_F_Card_Cnt
9911,總計,全部信用卡機構,有效卡數,19384320,Cc_Open_Card_Cnt
9911,總計,全部信用卡機構,本月發卡數,386032,Cc_Issue_Card_Cnt
9911,總計,全部信用卡機構,本月停卡數,284369,Cc_Stop_Card_Cnt
9911,總計,全部信用卡機構,循環信用餘額,182201000000,Cyc_Bal
9911,總計,全部信用卡機構,本月簽帳金額,135906000000,Cc_Txn_Bal
9911,總計,全部信用卡機構,本月預借現金金額,2562000000,Cc_Ln_Bal
9911,總計,全部信用卡機構,預期帳款比率,0.52,Cc_Payment_Rate
9911,總計,全部信用卡機構,底被呆帳提足率,574.21,Cc_BadDebit_Rate
9911,總計,全部信用卡機構,本月轉銷呆帳金額,794000000,Cc_BadDebit_Bal
9911,總計,全部信用卡機構,循環信用利息收入,1998000000,Cyc_Income
9911,總計,全部信用卡機構,簽帳手續費收入,1882000000,Txn_Fee
9911,總計,全部信用卡機構,預借現金手續費,123000000,Cc_Ln_Fee
9911,總計,全部信用卡機構,收單特約商店家數,0,Auth_Store_Cnt
9911,小計,本國銀行,流通卡數,29595382,Cc_F_Card_Cnt
9911,小計,本國銀行,有效卡數,18808753,Cc_Open_Card_Cnt
9911,小計,本國銀行,本月發卡數,373246,Cc_Issue_Card_Cnt
9911,小計,本國銀行,本月停卡數,259272,Cc_Stop_Card_Cnt
9911,小計,本國銀行,循環信用餘額,171815000000,Cyc_Bal
9911,小計,本國銀行,本月簽帳金額,129577000000,Cc_Txn_Bal
9911,小計,本國銀行,本月預借現金金額,2535000000,Cc_Ln_Bal
9911,小計,本國銀行,預期帳款比率,0.52,Cc_Payment_Rate
9911,小計,本國銀行,底被呆帳提足率,415.4,Cc_BadDebit_Rate
9911,小計,本國銀行,本月轉銷呆帳金額,789000000,Cc_BadDebit_Bal
9911,小計,本國銀行,循環信用利息收入,1884000000,Cyc_Income
9911,小計,本國銀行,簽帳手續費收入,1752000000,Txn_Fee
9911,小計,本國銀行,預借現金手續費,122000000,Cc_Ln_Fee
9911,小計,本國銀行,收單特約商店家數,0,Auth_Store_Cnt
9911,臺灣銀行,本國銀行,流通卡數,266181,Cc_F_Card_Cnt
9911,臺灣銀行,本國銀行,有效卡數,121635,Cc_Open_Card_Cnt
9911,臺灣銀行,本國銀行,本月發卡數,230,Cc_Issue_Card_Cnt
9911,臺灣銀行,本國銀行,本月停卡數,930,Cc_Stop_Card_Cnt
9911,臺灣銀行,本國銀行,循環信用餘額,346000000,Cyc_Bal
9911,臺灣銀行,本國銀行,本月簽帳金額,764000000,Cc_Txn_Bal
9911,臺灣銀行,本國銀行,本月預借現金金額,2000000,Cc_Ln_Bal
9911,臺灣銀行,本國銀行,預期帳款比率,0.29,Cc_Payment_Rate
9911,臺灣銀行,本國銀行,底被呆帳提足率,260.72,Cc_BadDebit_Rate
9911,臺灣銀行,本國銀行,本月轉銷呆帳金額,2000000,Cc_BadDebit_Bal
9911,臺灣銀行,本國銀行,循環信用利息收入,4000000,Cyc_Income
9911,臺灣銀行,本國銀行,簽帳手續費收入,13000000,Txn_Fee
9911,臺灣銀行,本國銀行,預借現金手續費,0,Cc_Ln_Fee
9911,臺灣銀行,本國銀行,收單特約商店家數,642,Auth_Store_Cnt
9911,臺灣土地銀行,本國銀行,流通卡數,122234,Cc_F_Card_Cnt
9911,臺灣土地銀行,本國銀行,有效卡數,57845,Cc_Open_Card_Cnt
9911,臺灣土地銀行,本國銀行,本月發卡數,1439,Cc_Issue_Card_Cnt
9911,臺灣土地銀行,本國銀行,本月停卡數,818,Cc_Stop_Card_Cnt
9911,臺灣土地銀行,本國銀行,循環信用餘額,354000000,Cyc_Bal
9911,臺灣土地銀行,本國銀行,本月簽帳金額,394000000,Cc_Txn_Bal
9911,臺灣土地銀行,本國銀行,本月預借現金金額,2000000,Cc_Ln_Bal
9911,臺灣土地銀行,本國銀行,預期帳款比率,0.87,Cc_Payment_Rate
9911,臺灣土地銀行,本國銀行,底被呆帳提足率,631.85,Cc_BadDebit_Rate
9911,臺灣土地銀行,本國銀行,本月轉銷呆帳金額,2000000,Cc_BadDebit_Bal
9911,臺灣土地銀行,本國銀行,循環信用利息收入,4000000,Cyc_Income
9911,臺灣土地銀行,本國銀行,簽帳手續費收入,4000000,Txn_Fee
9911,臺灣土地銀行,本國銀行,預借現金手續費,0,Cc_Ln_Fee
9911,臺灣土地銀行,本國銀行,收單特約商店家數,2041,Auth_Store_Cnt
9911,合作金庫銀行,本國銀行,流通卡數,390810,Cc_F_Card_Cnt
9911,合作金庫銀行,本國銀行,有效卡數,190792,Cc_Open_Card_Cnt
9911,合作金庫銀行,本國銀行,本月發卡數,5444,Cc_Issue_Card_Cnt
9911,合作金庫銀行,本國銀行,本月停卡數,4064,Cc_Stop_Card_Cnt
9911,合作金庫銀行,本國銀行,循環信用餘額,906000000,Cyc_Bal
9911,合作金庫銀行,本國銀行,本月簽帳金額,1603000000,Cc_Txn_Bal
9911,合作金庫銀行,本國銀行,本月預借現金金額,16000000,Cc_Ln_Bal
9911,合作金庫銀行,本國銀行,預期帳款比率,0.87,Cc_Payment_Rate
9911,合作金庫銀行,本國銀行,底被呆帳提足率,153.08,Cc_BadDebit_Rate
9911,合作金庫銀行,本國銀行,本月轉銷呆帳金額,4000000,Cc_BadDebit_Bal
9911,合作金庫銀行,本國銀行,循環信用利息收入,10000000,Cyc_Income
9911,合作金庫銀行,本國銀行,簽帳手續費收入,20000000,Txn_Fee
9911,合作金庫銀行,本國銀行,預借現金手續費,1000000,Cc_Ln_Fee
9911,合作金庫銀行,本國銀行,收單特約商店家數,22548,Auth_Store_Cnt
9911,第一商業銀行,本國銀行,流通卡數,502347,Cc_F_Card_Cnt
9911,第一商業銀行,本國銀行,有效卡數,356055,Cc_Open_Card_Cnt
9911,第一商業銀行,本國銀行,本月發卡數,9561,Cc_Issue_Card_Cnt
9911,第一商業銀行,本國銀行,本月停卡數,16657,Cc_Stop_Card_Cnt
9911,第一商業銀行,本國銀行,循環信用餘額,1300000000,Cyc_Bal
9911,第一商業銀行,本國銀行,本月簽帳金額,2444000000,Cc_Txn_Bal
9911,第一商業銀行,本國銀行,本月預借現金金額,9000000,Cc_Ln_Bal
9911,第一商業銀行,本國銀行,預期帳款比率,0.21,Cc_Payment_Rate
9911,第一商業銀行,本國銀行,底被呆帳提足率,816.4,Cc_BadDebit_Rate
9911,第一商業銀行,本國銀行,本月轉銷呆帳金額,5000000,Cc_BadDebit_Bal
9911,第一商業銀行,本國銀行,循環信用利息收入,20000000,Cyc_Income
9911,第一商業銀行,本國銀行,簽帳手續費收入,35000000,Txn_Fee
9911,第一商業銀行,本國銀行,預借現金手續費,0,Cc_Ln_Fee
9911,第一商業銀行,本國銀行,收單特約商店家數,0,Auth_Store_Cnt
9911,華南商業銀行,本國銀行,流通卡數,539562,Cc_F_Card_Cnt
9911,華南商業銀行,本國銀行,有效卡數,289184,Cc_Open_Card_Cnt
9911,華南商業銀行,本國銀行,本月發卡數,6531,Cc_Issue_Card_Cnt
9911,華南商業銀行,本國銀行,本月停卡數,3545,Cc_Stop_Card_Cnt
9911,華南商業銀行,本國銀行,循環信用餘額,620000000,Cyc_Bal
9911,華南商業銀行,本國銀行,本月簽帳金額,1296000000,Cc_Txn_Bal
9911,華南商業銀行,本國銀行,本月預借現金金額,0,Cc_Ln_Bal
9911,華南商業銀行,本國銀行,預期帳款比率,0.6,Cc_Payment_Rate
9911,華南商業銀行,本國銀行,底被呆帳提足率,104.95,Cc_BadDebit_Rate
9911,華南商業銀行,本國銀行,本月轉銷呆帳金額,0,Cc_BadDebit_Bal
9911,華南商業銀行,本國銀行,循環信用利息收入,9000000,Cyc_Income
9911,華南商業銀行,本國銀行,簽帳手續費收入,25000000,Txn_Fee
9911,華南商業銀行,本國銀行,預借現金手續費,0,Cc_Ln_Fee
9911,華南商業銀行,本國銀行,收單特約商店家數,3034,Auth_Store_Cnt
9911,彰化商業銀行,本國銀行,流通卡數,122915,Cc_F_Card_Cnt
9911,彰化商業銀行,本國銀行,有效卡數,90241,Cc_Open_Card_Cnt
9911,彰化商業銀行,本國銀行,本月發卡數,373,Cc_Issue_Card_Cnt
9911,彰化商業銀行,本國銀行,本月停卡數,1029,Cc_Stop_Card_Cnt
9911,彰化商業銀行,本國銀行,循環信用餘額,139000000,Cyc_Bal
9911,彰化商業銀行,本國銀行,本月簽帳金額,554000000,Cc_Txn_Bal
9911,彰化商業銀行,本國銀行,本月預借現金金額,1000000,Cc_Ln_Bal
9911,彰化商業銀行,本國銀行,預期帳款比率,0.27,Cc_Payment_Rate
9911,彰化商業銀行,本國銀行,底被呆帳提足率,382.54,Cc_BadDebit_Rate
