年月,銀行,銀行類別,項目,數值
10206,總計,本國銀行,貼現透支,96838000000
10206,總計,本國銀行,短期放款,5433433000000
10206,總計,本國銀行,中長期放款,17216341000000
10206,總計,本國銀行,進出口押匯,100393000000
10206,臺灣銀行,本國銀行,貼現透支,42438000000
10206,臺灣銀行,本國銀行,短期放款,302507000000
10206,臺灣銀行,本國銀行,中長期放款,1834328000000
10206,臺灣銀行,本國銀行,進出口押匯,5081000000
10206,臺灣土地銀行,本國銀行,貼現透支,2791000000
10206,臺灣土地銀行,本國銀行,短期放款,199004000000
10206,臺灣土地銀行,本國銀行,中長期放款,1590553000000
10206,臺灣土地銀行,本國銀行,進出口押匯,463000000
10206,合作金庫商業銀行,本國銀行,貼現透支,3765000000
10206,合作金庫商業銀行,本國銀行,短期放款,356121000000
10206,合作金庫商業銀行,本國銀行,中長期放款,1452120000000
10206,合作金庫商業銀行,本國銀行,進出口押匯,452000000
10206,第一商業銀行,本國銀行,貼現透支,8172000000
10206,第一商業銀行,本國銀行,短期放款,436504000000
10206,第一商業銀行,本國銀行,中長期放款,996796000000
10206,第一商業銀行,本國銀行,進出口押匯,1447000000
10206,華南商業銀行,本國銀行,貼現透支,144000000
10206,華南商業銀行,本國銀行,短期放款,371620000000
10206,華南商業銀行,本國銀行,中長期放款,990201000000
10206,華南商業銀行,本國銀行,進出口押匯,8111000000
10206,彰化商業銀行,本國銀行,貼現透支,5258000000
10206,彰化商業銀行,本國銀行,短期放款,321441000000
10206,彰化商業銀行,本國銀行,中長期放款,835120000000
10206,彰化商業銀行,本國銀行,進出口押匯,1688000000
10206,上海商業儲蓄銀行,本國銀行,貼現透支,354000000
10206,上海商業儲蓄銀行,本國銀行,短期放款,141132000000
10206,上海商業儲蓄銀行,本國銀行,中長期放款,351972000000
10206,上海商業儲蓄銀行,本國銀行,進出口押匯,11808000000
10206,台北富邦銀行,本國銀行,貼現透支,1420000000
10206,台北富邦銀行,本國銀行,短期放款,298491000000
10206,台北富邦銀行,本國銀行,中長期放款,769977000000
10206,台北富邦銀行,本國銀行,進出口押匯,5496000000
10206,國泰世華商業銀行,本國銀行,貼現透支,682000000
10206,國泰世華商業銀行,本國銀行,短期放款,227096000000
10206,國泰世華商業銀行,本國銀行,中長期放款,761797000000
10206,國泰世華商業銀行,本國銀行,進出口押匯,1448000000
10206,中國輸出入銀行,本國銀行,貼現透支,0
10206,中國輸出入銀行,本國銀行,短期放款,9735000000
10206,中國輸出入銀行,本國銀行,中長期放款,79023000000
10206,中國輸出入銀行,本國銀行,進出口押匯,0
10206,高雄銀行,本國銀行,貼現透支,615000000
10206,高雄銀行,本國銀行,短期放款,64292000000
10206,高雄銀行,本國銀行,中長期放款,103309000000
10206,高雄銀行,本國銀行,進出口押匯,12000000
10206,兆豐國際商業銀行,本國銀行,貼現透支,1570000000
10206,兆豐國際商業銀行,本國銀行,短期放款,421831000000
10206,兆豐國際商業銀行,本國銀行,中長期放款,1119151000000
10206,兆豐國際商業銀行,本國銀行,進出口押匯,18558000000
10206,花旗,本國銀行,貼現透支,14203000000
10206,花旗,本國銀行,短期放款,66517000000
10206,花旗,本國銀行,中長期放款,127663000000
10206,花旗,本國銀行,進出口押匯,5428000000
10206,澳盛,本國銀行,貼現透支,0
10206,澳盛,本國銀行,短期放款,68790000000
10206,澳盛,本國銀行,中長期放款,67353000000
10206,澳盛,本國銀行,進出口押匯,8235000000
10206,中華開發工業銀行,本國銀行,貼現透支,0
10206,中華開發工業銀行,本國銀行,短期放款,9778000000
10206,中華開發工業銀行,本國銀行,中長期放款,77760000000
10206,中華開發工業銀行,本國銀行,進出口押匯,915000000
10206,臺灣工業銀行,本國銀行,貼現透支,0
10206,臺灣工業銀行,本國銀行,短期放款,12015000000
10206,臺灣工業銀行,本國銀行,中長期放款,72894000000
10206,臺灣工業銀行,本國銀行,進出口押匯,130000000
10206,匯豐,本國銀行,貼現透支,2587000000
10206,匯豐,本國銀行,短期放款,71552000000
10206,匯豐,本國銀行,中長期放款,144503000000
10206,匯豐,本國銀行,進出口押匯,11093000000
10206,大台北商業銀行,本國銀行,貼現透支,905000000
10206,大台北商業銀行,本國銀行,短期放款,4053000000
10206,大台北商業銀行,本國銀行,中長期放款,31633000000
10206,大台北商業銀行,本國銀行,進出口押匯,0
10206,華泰商業銀行,本國銀行,貼現透支,2000000
10206,華泰商業銀行,本國銀行,短期放款,35804000000
10206,華泰商業銀行,本國銀行,中長期放款,46468000000
