年月,銀行,銀行類別,項目,數值
10105,總計,本國銀行,貼現透支,103742000000
10105,總計,本國銀行,短期放款,5223979000000
10105,總計,本國銀行,中長期放款,16609053000000
10105,總計,本國銀行,進出口押匯,88929000000
10105,臺灣銀行,本國銀行,貼現透支,45542000000
10105,臺灣銀行,本國銀行,短期放款,316491000000
10105,臺灣銀行,本國銀行,中長期放款,1830742000000
10105,臺灣銀行,本國銀行,進出口押匯,5303000000
10105,臺灣土地銀行,本國銀行,貼現透支,3140000000
10105,臺灣土地銀行,本國銀行,短期放款,221129000000
10105,臺灣土地銀行,本國銀行,中長期放款,1604298000000
10105,臺灣土地銀行,本國銀行,進出口押匯,619000000
10105,合作金庫商業銀行,本國銀行,貼現透支,4756000000
10105,合作金庫商業銀行,本國銀行,短期放款,403487000000
10105,合作金庫商業銀行,本國銀行,中長期放款,1513059000000
10105,合作金庫商業銀行,本國銀行,進出口押匯,764000000
10105,第一商業銀行,本國銀行,貼現透支,7546000000
10105,第一商業銀行,本國銀行,短期放款,443139000000
10105,第一商業銀行,本國銀行,中長期放款,940479000000
10105,第一商業銀行,本國銀行,進出口押匯,2062000000
10105,華南商業銀行,本國銀行,貼現透支,194000000
10105,華南商業銀行,本國銀行,短期放款,405371000000
10105,華南商業銀行,本國銀行,中長期放款,939355000000
10105,華南商業銀行,本國銀行,進出口押匯,8302000000
10105,彰化商業銀行,本國銀行,貼現透支,6452000000
10105,彰化商業銀行,本國銀行,短期放款,295072000000
10105,彰化商業銀行,本國銀行,中長期放款,832801000000
10105,彰化商業銀行,本國銀行,進出口押匯,2212000000
10105,上海商業儲蓄銀行,本國銀行,貼現透支,334000000
10105,上海商業儲蓄銀行,本國銀行,短期放款,121718000000
10105,上海商業儲蓄銀行,本國銀行,中長期放款,305534000000
10105,上海商業儲蓄銀行,本國銀行,進出口押匯,11686000000
10105,台北富邦銀行,本國銀行,貼現透支,1710000000
10105,台北富邦銀行,本國銀行,短期放款,282352000000
10105,台北富邦銀行,本國銀行,中長期放款,747004000000
10105,台北富邦銀行,本國銀行,進出口押匯,2943000000
10105,國泰世華商業銀行,本國銀行,貼現透支,509000000
10105,國泰世華商業銀行,本國銀行,短期放款,279653000000
10105,國泰世華商業銀行,本國銀行,中長期放款,746545000000
10105,國泰世華商業銀行,本國銀行,進出口押匯,474000000
