年月,銀行,銀行類別,項目,數值,英文項目
10111,總計,本國銀行,貼現透支,126316000000,LN_DO
10111,總計,本國銀行,短期放款,5150165000000,LN_ST
10111,總計,本國銀行,中長期放款,16703785000000,LN_ML
10111,總計,本國銀行,進出口押匯,80560000000,LN_AO
10111,臺灣銀行,本國銀行,貼現透支,67529000000,LN_DO
10111,臺灣銀行,本國銀行,短期放款,304634000000,LN_ST
10111,臺灣銀行,本國銀行,中長期放款,1788893000000,LN_ML
10111,臺灣銀行,本國銀行,進出口押匯,4899000000,LN_AO
10111,臺灣土地銀行,本國銀行,貼現透支,4680000000,LN_DO
10111,臺灣土地銀行,本國銀行,短期放款,218514000000,LN_ST
10111,臺灣土地銀行,本國銀行,中長期放款,1553902000000,LN_ML
10111,臺灣土地銀行,本國銀行,進出口押匯,472000000,LN_AO
10111,合作金庫商業銀行,本國銀行,貼現透支,5502000000,LN_DO
10111,合作金庫商業銀行,本國銀行,短期放款,325584000000,LN_ST
10111,合作金庫商業銀行,本國銀行,中長期放款,1480768000000,LN_ML
10111,合作金庫商業銀行,本國銀行,進出口押匯,334000000,LN_AO
10111,第一商業銀行,本國銀行,貼現透支,7169000000,LN_DO
10111,第一商業銀行,本國銀行,短期放款,442080000000,LN_ST
10111,第一商業銀行,本國銀行,中長期放款,953500000000,LN_ML
10111,第一商業銀行,本國銀行,進出口押匯,1908000000,LN_AO
10111,華南商業銀行,本國銀行,貼現透支,159000000,LN_DO
10111,華南商業銀行,本國銀行,短期放款,410318000000,LN_ST
10111,華南商業銀行,本國銀行,中長期放款,950314000000,LN_ML
10111,華南商業銀行,本國銀行,進出口押匯,7775000000,LN_AO
10111,彰化商業銀行,本國銀行,貼現透支,5059000000,LN_DO
10111,彰化商業銀行,本國銀行,短期放款,296382000000,LN_ST
10111,彰化商業銀行,本國銀行,中長期放款,857630000000,LN_ML
10111,彰化商業銀行,本國銀行,進出口押匯,1412000000,LN_AO
10111,上海商業儲蓄銀行,本國銀行,貼現透支,335000000,LN_DO
10111,上海商業儲蓄銀行,本國銀行,短期放款,128591000000,LN_ST
10111,上海商業儲蓄銀行,本國銀行,中長期放款,312666000000,LN_ML
10111,上海商業儲蓄銀行,本國銀行,進出口押匯,9414000000,LN_AO
10111,台北富邦銀行,本國銀行,貼現透支,1614000000,LN_DO
10111,台北富邦銀行,本國銀行,短期放款,245627000000,LN_ST
10111,台北富邦銀行,本國銀行,中長期放款,756026000000,LN_ML
10111,台北富邦銀行,本國銀行,進出口押匯,3932000000,LN_AO
10111,國泰世華商業銀行,本國銀行,貼現透支,168000000,LN_DO
10111,國泰世華商業銀行,本國銀行,短期放款,217647000000,LN_ST
10111,國泰世華商業銀行,本國銀行,中長期放款,766807000000,LN_ML
10111,國泰世華商業銀行,本國銀行,進出口押匯,1005000000,LN_AO
10111,中國輸出入銀行,本國銀行,貼現透支,0,LN_DO
10111,中國輸出入銀行,本國銀行,短期放款,9782000000,LN_ST
10111,中國輸出入銀行,本國銀行,中長期放款,83034000000,LN_ML
10111,中國輸出入銀行,本國銀行,進出口押匯,0,LN_AO
10111,高雄銀行,本國銀行,貼現透支,671000000,LN_DO
10111,高雄銀行,本國銀行,短期放款,66447000000,LN_ST
10111,高雄銀行,本國銀行,中長期放款,94958000000,LN_ML
10111,高雄銀行,本國銀行,進出口押匯,39000000,LN_AO
10111,兆豐國際商業銀行,本國銀行,貼現透支,839000000,LN_DO
10111,兆豐國際商業銀行,本國銀行,短期放款,409348000000,LN_ST
10111,兆豐國際商業銀行,本國銀行,中長期放款,1069779000000,LN_ML
10111,兆豐國際商業銀行,本國銀行,進出口押匯,15634000000,LN_AO
10111,花旗,本國銀行,貼現透支,12284000000,LN_DO
10111,花旗,本國銀行,短期放款,45569000000,LN_ST
10111,花旗,本國銀行,中長期放款,131396000000,LN_ML
10111,花旗,本國銀行,進出口押匯,4241000000,LN_AO
10111,中華開發工業銀行,本國銀行,貼現透支,0,LN_DO
10111,中華開發工業銀行,本國銀行,短期放款,9525000000,LN_ST
10111,中華開發工業銀行,本國銀行,中長期放款,74501000000,LN_ML
10111,中華開發工業銀行,本國銀行,進出口押匯,602000000,LN_AO
10111,臺灣工業銀行,本國銀行,貼現透支,0,LN_DO
10111,臺灣工業銀行,本國銀行,短期放款,8709000000,LN_ST
10111,臺灣工業銀行,本國銀行,中長期放款,72488000000,LN_ML
10111,臺灣工業銀行,本國銀行,進出口押匯,366000000,LN_AO
10111,匯豐,本國銀行,貼現透支,2956000000,LN_DO
10111,匯豐,本國銀行,短期放款,87241000000,LN_ST
10111,匯豐,本國銀行,中長期放款,127918000000,LN_ML
10111,匯豐,本國銀行,進出口押匯,10654000000,LN_AO
10111,大台北商業銀行,本國銀行,貼現透支,889000000,LN_DO
10111,大台北商業銀行,本國銀行,短期放款,3834000000,LN_ST
10111,大台北商業銀行,本國銀行,中長期放款,30506000000,LN_ML
10111,大台北商業銀行,本國銀行,進出口押匯,0,LN_AO
10111,華泰商業銀行,本國銀行,貼現透支,1000000,LN_DO
10111,華泰商業銀行,本國銀行,短期放款,33759000000,LN_ST
10111,華泰商業銀行,本國銀行,中長期放款,54408000000,LN_ML
10111,華泰商業銀行,本國銀行,進出口押匯,29000000,LN_AO
10111,臺灣新光商業銀行,本國銀行,貼現透支,24000000,LN_DO
10111,臺灣新光商業銀行,本國銀行,短期放款,102574000000,LN_ST
10111,臺灣新光商業銀行,本國銀行,中長期放款,316648000000,LN_ML
10111,臺灣新光商業銀行,本國銀行,進出口押匯,1769000000,LN_AO
10111,陽信商業銀行,本國銀行,貼現透支,2494000000,LN_DO
10111,陽信商業銀行,本國銀行,短期放款,42306000000,LN_ST
10111,陽信商業銀行,本國銀行,中長期放款,144510000000,LN_ML
10111,陽信商業銀行,本國銀行,進出口押匯,68000000,LN_AO
10111,板信商業銀行,本國銀行,貼現透支,3000000,LN_DO
10111,板信商業銀行,本國銀行,短期放款,26913000000,LN_ST
10111,板信商業銀行,本國銀行,中長期放款,73227000000,LN_ML
10111,板信商業銀行,本國銀行,進出口押匯,147000000,LN_AO
10111,三信商業銀行,本國銀行,貼現透支,90000000,LN_DO
10111,三信商業銀行,本國銀行,短期放款,13062000000,LN_ST
10111,三信商業銀行,本國銀行,中長期放款,75995000000,LN_ML
10111,三信商業銀行,本國銀行,進出口押匯,9000000,LN_AO
10111,聯邦商業銀行,本國銀行,貼現透支,72000000,LN_DO
