年月,銀行,銀行類別,項目,數值,英文項目
9702,總計,本國銀行,貼現透支,109522000000,LN_DO
9702,總計,本國銀行,短期放款,4213919000000,LN_ST
9702,總計,本國銀行,中長期放款,13213271000000,LN_ML
9702,總計,本國銀行,進出口押匯,58630000000,LN_AO
9702,臺灣銀行,本國銀行,貼現透支,56648000000,LN_DO
9702,臺灣銀行,本國銀行,短期放款,512302000000,LN_ST
9702,臺灣銀行,本國銀行,中長期放款,1367168000000,LN_ML
9702,臺灣銀行,本國銀行,進出口押匯,5101000000,LN_AO
9702,臺灣土地銀行,本國銀行,貼現透支,3690000000,LN_DO
9702,臺灣土地銀行,本國銀行,短期放款,171142000000,LN_ST
9702,臺灣土地銀行,本國銀行,中長期放款,1306491000000,LN_ML
9702,臺灣土地銀行,本國銀行,進出口押匯,1098000000,LN_AO
9702,合作金庫商業銀行,本國銀行,貼現透支,5028000000,LN_DO
9702,合作金庫商業銀行,本國銀行,短期放款,323559000000,LN_ST
9702,合作金庫商業銀行,本國銀行,中長期放款,1380842000000,LN_ML
9702,合作金庫商業銀行,本國銀行,進出口押匯,951000000,LN_AO
9702,第一商業銀行,本國銀行,貼現透支,8104000000,LN_DO
9702,第一商業銀行,本國銀行,短期放款,318135000000,LN_ST
9702,第一商業銀行,本國銀行,中長期放款,723836000000,LN_ML
9702,第一商業銀行,本國銀行,進出口押匯,2652000000,LN_AO
9702,華南商業銀行,本國銀行,貼現透支,2105000000,LN_DO
9702,華南商業銀行,本國銀行,短期放款,392763000000,LN_ST
9702,華南商業銀行,本國銀行,中長期放款,614378000000,LN_ML
9702,華南商業銀行,本國銀行,進出口押匯,12729000000,LN_AO
9702,彰化商業銀行,本國銀行,貼現透支,5256000000,LN_DO
9702,彰化商業銀行,本國銀行,短期放款,273154000000,LN_ST
9702,彰化商業銀行,本國銀行,中長期放款,624345000000,LN_ML
9702,彰化商業銀行,本國銀行,進出口押匯,2204000000,LN_AO
9702,花旗,本國銀行,貼現透支,55000000,LN_DO
9702,花旗,本國銀行,短期放款,30753000000,LN_ST
9702,花旗,本國銀行,中長期放款,91682000000,LN_ML
9702,花旗,本國銀行,進出口押匯,1147000000,LN_AO
9702,上海商業儲蓄銀行,本國銀行,貼現透支,296000000,LN_DO
9702,上海商業儲蓄銀行,本國銀行,短期放款,72560000000,LN_ST
9702,上海商業儲蓄銀行,本國銀行,中長期放款,203188000000,LN_ML
9702,上海商業儲蓄銀行,本國銀行,進出口押匯,4463000000,LN_AO
9702,台北富邦銀行,本國銀行,貼現透支,4126000000,LN_DO
9702,台北富邦銀行,本國銀行,短期放款,131275000000,LN_ST
9702,台北富邦銀行,本國銀行,中長期放款,542885000000,LN_ML
9702,台北富邦銀行,本國銀行,進出口押匯,2317000000,LN_AO
9702,國泰世華商業銀行,本國銀行,貼現透支,535000000,LN_DO
9702,國泰世華商業銀行,本國銀行,短期放款,158034000000,LN_ST
9702,國泰世華商業銀行,本國銀行,中長期放款,598933000000,LN_ML
9702,國泰世華商業銀行,本國銀行,進出口押匯,244000000,LN_AO
9702,中國輸出入銀行,本國銀行,貼現透支,0,LN_DO
9702,中國輸出入銀行,本國銀行,短期放款,7125000000,LN_ST
9702,中國輸出入銀行,本國銀行,中長期放款,65142000000,LN_ML
9702,中國輸出入銀行,本國銀行,進出口押匯,0,LN_AO
9702,高雄銀行,本國銀行,貼現透支,59000000,LN_DO
9702,高雄銀行,本國銀行,短期放款,35154000000,LN_ST
9702,高雄銀行,本國銀行,中長期放款,78330000000,LN_ML
9702,高雄銀行,本國銀行,進出口押匯,105000000,LN_AO
9702,兆豐國際商業銀行,本國銀行,貼現透支,1237000000,LN_DO
9702,兆豐國際商業銀行,本國銀行,短期放款,341715000000,LN_ST
9702,兆豐國際商業銀行,本國銀行,中長期放款,877030000000,LN_ML
9702,兆豐國際商業銀行,本國銀行,進出口押匯,15813000000,LN_AO
9702,中華開發工業銀行,本國銀行,貼現透支,0,LN_DO
9702,中華開發工業銀行,本國銀行,短期放款,8667000000,LN_ST
9702,中華開發工業銀行,本國銀行,中長期放款,72063000000,LN_ML
9702,中華開發工業銀行,本國銀行,進出口押匯,0,LN_AO
9702,臺灣工業銀行,本國銀行,貼現透支,0,LN_DO
9702,臺灣工業銀行,本國銀行,短期放款,5274000000,LN_ST
9702,臺灣工業銀行,本國銀行,中長期放款,55862000000,LN_ML
9702,臺灣工業銀行,本國銀行,進出口押匯,1000000,LN_AO
9702,稻江商業銀行,本國銀行,貼現透支,551000000,LN_DO
9702,稻江商業銀行,本國銀行,短期放款,2308000000,LN_ST
9702,稻江商業銀行,本國銀行,中長期放款,22501000000,LN_ML
9702,稻江商業銀行,本國銀行,進出口押匯,0,LN_AO
9702,華泰商業銀行,本國銀行,貼現透支,24000000,LN_DO
9702,華泰商業銀行,本國銀行,短期放款,24232000000,LN_ST
9702,華泰商業銀行,本國銀行,中長期放款,61140000000,LN_ML
9702,華泰商業銀行,本國銀行,進出口押匯,2000000,LN_AO
9702,臺灣新光商業銀行,本國銀行,貼現透支,23000000,LN_DO
9702,臺灣新光商業銀行,本國銀行,短期放款,43937000000,LN_ST
9702,臺灣新光商業銀行,本國銀行,中長期放款,227373000000,LN_ML
9702,臺灣新光商業銀行,本國銀行,進出口押匯,244000000,LN_AO
9702,陽信商業銀行,本國銀行,貼現透支,3558000000,LN_DO
9702,陽信商業銀行,本國銀行,短期放款,30553000000,LN_ST
9702,陽信商業銀行,本國銀行,中長期放款,135480000000,LN_ML
9702,陽信商業銀行,本國銀行,進出口押匯,70000000,LN_AO
9702,板信商業銀行,本國銀行,貼現透支,14000000,LN_DO
9702,板信商業銀行,本國銀行,短期放款,27470000000,LN_ST
9702,板信商業銀行,本國銀行,中長期放款,95741000000,LN_ML
9702,板信商業銀行,本國銀行,進出口押匯,173000000,LN_AO
9702,三信商業銀行,本國銀行,貼現透支,153000000,LN_DO
9702,三信商業銀行,本國銀行,短期放款,16406000000,LN_ST
9702,三信商業銀行,本國銀行,中長期放款,61538000000,LN_ML
9702,三信商業銀行,本國銀行,進出口押匯,11000000,LN_AO
9702,聯邦商業銀行,本國銀行,貼現透支,1055000000,LN_DO
9702,聯邦商業銀行,本國銀行,短期放款,34766000000,LN_ST
9702,聯邦商業銀行,本國銀行,中長期放款,162573000000,LN_ML
9702,聯邦商業銀行,本國銀行,進出口押匯,93000000,LN_AO
9702,中華商業銀行,本國銀行,貼現透支,16000000,LN_DO
9702,中華商業銀行,本國銀行,短期放款,12311000000,LN_ST
9702,中華商業銀行,本國銀行,中長期放款,47297000000,LN_ML
9702,中華商業銀行,本國銀行,進出口押匯,0,LN_AO
9702,遠東國際商業銀行,本國銀行,貼現透支,198000000,LN_DO
9702,遠東國際商業銀行,本國銀行,短期放款,45395000000,LN_ST
9702,遠東國際商業銀行,本國銀行,中長期放款,169303000000,LN_ML
9702,遠東國際商業銀行,本國銀行,進出口押匯,407000000,LN_AO
9702,元大商業銀行,本國銀行,貼現透支,270000000,LN_DO
9702,元大商業銀行,本國銀行,短期放款,52977000000,LN_ST
9702,元大商業銀行,本國銀行,中長期放款,176451000000,LN_ML
9702,元大商業銀行,本國銀行,進出口押匯,177000000,LN_AO
9702,永豐商業銀行,本國銀行,貼現透支,994000000,LN_DO
9702,永豐商業銀行,本國銀行,短期放款,154728000000,LN_ST
9702,永豐商業銀行,本國銀行,中長期放款,439599000000,LN_ML
9702,永豐商業銀行,本國銀行,進出口押匯,1908000000,LN_AO
9702,玉山商業銀行,本國銀行,貼現透支,104000000,LN_DO
9702,玉山商業銀行,本國銀行,短期放款,107979000000,LN_ST
9702,玉山商業銀行,本國銀行,中長期放款,409380000000,LN_ML
9702,玉山商業銀行,本國銀行,進出口押匯,1015000000,LN_AO
9702,萬泰商業銀行,本國銀行,貼現透支,4000000,LN_DO
9702,萬泰商業銀行,本國銀行,短期放款,47311000000,LN_ST
9702,萬泰商業銀行,本國銀行,中長期放款,63006000000,LN_ML
9702,萬泰商業銀行,本國銀行,進出口押匯,31000000,LN_AO
9702,寶華商業銀行,本國銀行,貼現透支,30000000,LN_DO
9702,寶華商業銀行,本國銀行,短期放款,6402000000,LN_ST
9702,寶華商業銀行,本國銀行,中長期放款,48301000000,LN_ML
9702,寶華商業銀行,本國銀行,進出口押匯,63000000,LN_AO
9702,台新國際商業銀行,本國銀行,貼現透支,268000000,LN_DO
9702,台新國際商業銀行,本國銀行,短期放款,151573000000,LN_ST
9702,台新國際商業銀行,本國銀行,中長期放款,398394000000,LN_ML
9702,台新國際商業銀行,本國銀行,進出口押匯,1812000000,LN_AO
9702,大眾商業銀行,本國銀行,貼現透支,5972000000,LN_DO
9702,大眾商業銀行,本國銀行,短期放款,53256000000,LN_ST
9702,大眾商業銀行,本國銀行,中長期放款,154342000000,LN_ML
9702,大眾商業銀行,本國銀行,進出口押匯,182000000,LN_AO
9702,日盛國際商業銀行,本國銀行,貼現透支,3000000,LN_DO
9702,日盛國際商業銀行,本國銀行,短期放款,15787000000,LN_ST
9702,日盛國際商業銀行,本國銀行,中長期放款,133779000000,LN_ML
9702,日盛國際商業銀行,本國銀行,進出口押匯,389000000,LN_AO
9702,安泰商業銀行,本國銀行,貼現透支,41000000,LN_DO
9702,安泰商業銀行,本國銀行,短期放款,34932000000,LN_ST
9702,安泰商業銀行,本國銀行,中長期放款,141811000000,LN_ML
9702,安泰商業銀行,本國銀行,進出口押匯,338000000,LN_AO
9702,中國信託商業銀行,本國銀行,貼現透支,3304000000,LN_DO
9702,中國信託商業銀行,本國銀行,短期放款,187425000000,LN_ST
9702,中國信託商業銀行,本國銀行,中長期放款,594015000000,LN_ML
9702,中國信託商業銀行,本國銀行,進出口押匯,1138000000,LN_AO
9702,慶豐商業銀行,本國銀行,貼現透支,0,LN_DO
9702,慶豐商業銀行,本國銀行,短期放款,9055000000,LN_ST
9702,慶豐商業銀行,本國銀行,中長期放款,34404000000,LN_ML
9702,慶豐商業銀行,本國銀行,進出口押匯,28000000,LN_AO
9702,臺灣中小企業銀行,本國銀行,貼現透支,5011000000,LN_DO
9702,臺灣中小企業銀行,本國銀行,短期放款,233861000000,LN_ST
9702,臺灣中小企業銀行,本國銀行,中長期放款,577965000000,LN_ML
9702,臺灣中小企業銀行,本國銀行,進出口押匯,738000000,LN_AO
9702,渣打國際商業銀行,本國銀行,貼現透支,367000000,LN_DO
9702,渣打國際商業銀行,本國銀行,短期放款,35620000000,LN_ST
9702,渣打國際商業銀行,本國銀行,中長期放款,243248000000,LN_ML
9702,渣打國際商業銀行,本國銀行,進出口押匯,538000000,LN_AO
9702,臺中商業銀行,本國銀行,貼現透支,110000000,LN_DO
9702,臺中商業銀行,本國銀行,短期放款,68972000000,LN_ST
9702,臺中商業銀行,本國銀行,中長期放款,121379000000,LN_ML
9702,臺中商業銀行,本國銀行,進出口押匯,286000000,LN_AO
9702,京城商業銀行,本國銀行,貼現透支,314000000,LN_DO
9702,京城商業銀行,本國銀行,短期放款,35052000000,LN_ST
9702,京城商業銀行,本國銀行,中長期放款,92074000000,LN_ML
9702,京城商業銀行,本國銀行,進出口押匯,162000000,LN_AO
9702,總計,外國銀行在台分行,貼現透支,28500000000,LN_DO
9702,總計,外國銀行在台分行,短期放款,287143000000,LN_ST
9702,總計,外國銀行在台分行,中長期放款,331819000000,LN_ML
