年月,銀行,銀行類別,項目,數值,英文項目
9503,總計,本國銀行,貼現透支,122255000000,LN_DO
9503,總計,本國銀行,短期放款,4029191000000,LN_ST
9503,總計,本國銀行,中長期放款,12101125000000,LN_ML
9503,總計,本國銀行,進出口押匯,60178000000,LN_AO
9503,中央信託局,本國銀行,貼現透支,497000000,LN_DO
9503,中央信託局,本國銀行,短期放款,45477000000,LN_ST
9503,中央信託局,本國銀行,中長期放款,158806000000,LN_ML
9503,中央信託局,本國銀行,進出口押匯,257000000,LN_AO
9503,中國農民銀行,本國銀行,貼現透支,364000000,LN_DO
9503,中國農民銀行,本國銀行,短期放款,95767000000,LN_ST
9503,中國農民銀行,本國銀行,中長期放款,340863000000,LN_ML
9503,中國農民銀行,本國銀行,進出口押匯,1188000000,LN_AO
9503,交通銀行,本國銀行,貼現透支,272000000,LN_DO
9503,交通銀行,本國銀行,短期放款,38596000000,LN_ST
9503,交通銀行,本國銀行,中長期放款,348008000000,LN_ML
9503,交通銀行,本國銀行,進出口押匯,1615000000,LN_AO
9503,臺灣銀行,本國銀行,貼現透支,58333000000,LN_DO
9503,臺灣銀行,本國銀行,短期放款,349112000000,LN_ST
9503,臺灣銀行,本國銀行,中長期放款,996725000000,LN_ML
9503,臺灣銀行,本國銀行,進出口押匯,3765000000,LN_AO
9503,臺灣土地銀行,本國銀行,貼現透支,5269000000,LN_DO
9503,臺灣土地銀行,本國銀行,短期放款,146717000000,LN_ST
9503,臺灣土地銀行,本國銀行,中長期放款,1141604000000,LN_ML
9503,臺灣土地銀行,本國銀行,進出口押匯,1041000000,LN_AO
9503,合作金庫銀行,本國銀行,貼現透支,14565000000,LN_DO
9503,合作金庫銀行,本國銀行,短期放款,229928000000,LN_ST
9503,合作金庫銀行,本國銀行,中長期放款,1040444000000,LN_ML
9503,合作金庫銀行,本國銀行,進出口押匯,543000000,LN_AO
9503,第一商業銀行,本國銀行,貼現透支,6383000000,LN_DO
9503,第一商業銀行,本國銀行,短期放款,244477000000,LN_ST
9503,第一商業銀行,本國銀行,中長期放款,612910000000,LN_ML
9503,第一商業銀行,本國銀行,進出口押匯,2762000000,LN_AO
9503,華南商業銀行,本國銀行,貼現透支,2472000000,LN_DO
9503,華南商業銀行,本國銀行,短期放款,416371000000,LN_ST
9503,華南商業銀行,本國銀行,中長期放款,513805000000,LN_ML
9503,華南商業銀行,本國銀行,進出口押匯,12653000000,LN_AO
