年月,銀行,銀行類別,項目,數值,英文項目
10109,總計,本國銀行,購置住宅貸款戶數,2001775,Mortgage_Cnt
10109,總計,本國銀行,購置住宅貸款餘額,5358947000000,Mortgage_Bal
10109,總計,本國銀行,房屋修繕貸款戶數,293039,Decorator_Hse_Cnt
10109,總計,本國銀行,房屋修繕貸款餘額,403198000000,Decorator_Hse_Bal
10109,總計,本國銀行,購置汽車貸款戶數,234226,Ln_Car_Cnt
10109,總計,本國銀行,購置汽車貸款餘額,82085000000,Ln_Car_Bal
10109,總計,本國銀行,機關團體職工福利貸款戶數,187459,Ln_Worker_Cnt
10109,總計,本國銀行,機關團體職工福利貸款餘額,64361000000,Ln_Worker_Bal
10109,總計,本國銀行,其他個人消費貸款戶數,6146414,Other_CL_Cnt
10109,總計,本國銀行,其他個人消費貸款餘額,763872000000,Other_CL_Bal
10109,臺灣銀行,本國銀行,購置住宅貸款戶數,152385,Mortgage_Cnt
10109,臺灣銀行,本國銀行,購置住宅貸款餘額,381578000000,Mortgage_Bal
10109,臺灣銀行,本國銀行,房屋修繕貸款戶數,22039,Decorator_Hse_Cnt
10109,臺灣銀行,本國銀行,房屋修繕貸款餘額,25325000000,Decorator_Hse_Bal
10109,臺灣銀行,本國銀行,購置汽車貸款戶數,0,Ln_Car_Cnt
10109,臺灣銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
10109,臺灣銀行,本國銀行,機關團體職工福利貸款戶數,13951,Ln_Worker_Cnt
10109,臺灣銀行,本國銀行,機關團體職工福利貸款餘額,3439000000,Ln_Worker_Bal
10109,臺灣銀行,本國銀行,其他個人消費貸款戶數,4048576,Other_CL_Cnt
10109,臺灣銀行,本國銀行,其他個人消費貸款餘額,210071000000,Other_CL_Bal
10109,臺灣土地銀行,本國銀行,購置住宅貸款戶數,275147,Mortgage_Cnt
10109,臺灣土地銀行,本國銀行,購置住宅貸款餘額,599277000000,Mortgage_Bal
10109,臺灣土地銀行,本國銀行,房屋修繕貸款戶數,39521,Decorator_Hse_Cnt
10109,臺灣土地銀行,本國銀行,房屋修繕貸款餘額,43317000000,Decorator_Hse_Bal
10109,臺灣土地銀行,本國銀行,購置汽車貸款戶數,2,Ln_Car_Cnt
10109,臺灣土地銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
10109,臺灣土地銀行,本國銀行,機關團體職工福利貸款戶數,67842,Ln_Worker_Cnt
10109,臺灣土地銀行,本國銀行,機關團體職工福利貸款餘額,21980000000,Ln_Worker_Bal
10109,臺灣土地銀行,本國銀行,其他個人消費貸款戶數,31324,Other_CL_Cnt
10109,臺灣土地銀行,本國銀行,其他個人消費貸款餘額,6788000000,Other_CL_Bal
10109,合作金庫商業銀行,本國銀行,購置住宅貸款戶數,181354,Mortgage_Cnt
10109,合作金庫商業銀行,本國銀行,購置住宅貸款餘額,477942000000,Mortgage_Bal
10109,合作金庫商業銀行,本國銀行,房屋修繕貸款戶數,48726,Decorator_Hse_Cnt
10109,合作金庫商業銀行,本國銀行,房屋修繕貸款餘額,72640000000,Decorator_Hse_Bal
10109,合作金庫商業銀行,本國銀行,購置汽車貸款戶數,0,Ln_Car_Cnt
10109,合作金庫商業銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
10109,合作金庫商業銀行,本國銀行,機關團體職工福利貸款戶數,33895,Ln_Worker_Cnt
10109,合作金庫商業銀行,本國銀行,機關團體職工福利貸款餘額,8805000000,Ln_Worker_Bal
10109,合作金庫商業銀行,本國銀行,其他個人消費貸款戶數,19739,Other_CL_Cnt
10109,合作金庫商業銀行,本國銀行,其他個人消費貸款餘額,6695000000,Other_CL_Bal
10109,第一商業銀行,本國銀行,購置住宅貸款戶數,84248,Mortgage_Cnt
10109,第一商業銀行,本國銀行,購置住宅貸款餘額,277972000000,Mortgage_Bal
10109,第一商業銀行,本國銀行,房屋修繕貸款戶數,27724,Decorator_Hse_Cnt
10109,第一商業銀行,本國銀行,房屋修繕貸款餘額,42224000000,Decorator_Hse_Bal
10109,第一商業銀行,本國銀行,購置汽車貸款戶數,28,Ln_Car_Cnt
10109,第一商業銀行,本國銀行,購置汽車貸款餘額,1000000,Ln_Car_Bal
10109,第一商業銀行,本國銀行,機關團體職工福利貸款戶數,2479,Ln_Worker_Cnt
10109,第一商業銀行,本國銀行,機關團體職工福利貸款餘額,799000000,Ln_Worker_Bal
10109,第一商業銀行,本國銀行,其他個人消費貸款戶數,19978,Other_CL_Cnt
10109,第一商業銀行,本國銀行,其他個人消費貸款餘額,11126000000,Other_CL_Bal
10109,華南商業銀行,本國銀行,購置住宅貸款戶數,129316,Mortgage_Cnt
10109,華南商業銀行,本國銀行,購置住宅貸款餘額,391790000000,Mortgage_Bal
10109,華南商業銀行,本國銀行,房屋修繕貸款戶數,10375,Decorator_Hse_Cnt
10109,華南商業銀行,本國銀行,房屋修繕貸款餘額,12588000000,Decorator_Hse_Bal
10109,華南商業銀行,本國銀行,購置汽車貸款戶數,6617,Ln_Car_Cnt
10109,華南商業銀行,本國銀行,購置汽車貸款餘額,1429000000,Ln_Car_Bal
10109,華南商業銀行,本國銀行,機關團體職工福利貸款戶數,2561,Ln_Worker_Cnt
10109,華南商業銀行,本國銀行,機關團體職工福利貸款餘額,1096000000,Ln_Worker_Bal
10109,華南商業銀行,本國銀行,其他個人消費貸款戶數,52644,Other_CL_Cnt
10109,華南商業銀行,本國銀行,其他個人消費貸款餘額,13371000000,Other_CL_Bal
10109,彰化商業銀行,本國銀行,購置住宅貸款戶數,78579,Mortgage_Cnt
10109,彰化商業銀行,本國銀行,購置住宅貸款餘額,229541000000,Mortgage_Bal
10109,彰化商業銀行,本國銀行,房屋修繕貸款戶數,34116,Decorator_Hse_Cnt
10109,彰化商業銀行,本國銀行,房屋修繕貸款餘額,59878000000,Decorator_Hse_Bal
10109,彰化商業銀行,本國銀行,購置汽車貸款戶數,1,Ln_Car_Cnt
10109,彰化商業銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
10109,彰化商業銀行,本國銀行,機關團體職工福利貸款戶數,2032,Ln_Worker_Cnt
10109,彰化商業銀行,本國銀行,機關團體職工福利貸款餘額,645000000,Ln_Worker_Bal
10109,彰化商業銀行,本國銀行,其他個人消費貸款戶數,7189,Other_CL_Cnt
10109,彰化商業銀行,本國銀行,其他個人消費貸款餘額,6014000000,Other_CL_Bal
10109,上海商業儲蓄銀行,本國銀行,購置住宅貸款戶數,28788,Mortgage_Cnt
