年月,銀行,銀行類別,項目,數值,英文項目
9602,總計,本國銀行,購置住宅貸款戶數,2168348,Mortgage_Cnt
9602,總計,本國銀行,購置住宅貸款餘額,4281699000000,Mortgage_Bal
9602,總計,本國銀行,房屋修繕貸款戶數,504345,Decorator_Hse_Cnt
9602,總計,本國銀行,房屋修繕貸款餘額,809967000000,Decorator_Hse_Bal
9602,總計,本國銀行,購置汽車貸款戶數,398204,Ln_Car_Cnt
9602,總計,本國銀行,購置汽車貸款餘額,116145000000,Ln_Car_Bal
9602,總計,本國銀行,機關團體職工福利貸款戶數,395247,Ln_Worker_Cnt
9602,總計,本國銀行,機關團體職工福利貸款餘額,143157000000,Ln_Worker_Bal
9602,總計,本國銀行,其他個人消費貸款戶數,6711867,Other_CL_Cnt
9602,總計,本國銀行,其他個人消費貸款餘額,817382000000,Other_CL_Bal
9602,中央信託局,本國銀行,購置住宅貸款戶數,13013,Mortgage_Cnt
9602,中央信託局,本國銀行,購置住宅貸款餘額,29343000000,Mortgage_Bal
9602,中央信託局,本國銀行,房屋修繕貸款戶數,10229,Decorator_Hse_Cnt
9602,中央信託局,本國銀行,房屋修繕貸款餘額,18808000000,Decorator_Hse_Bal
9602,中央信託局,本國銀行,購置汽車貸款戶數,0,Ln_Car_Cnt
9602,中央信託局,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
9602,中央信託局,本國銀行,機關團體職工福利貸款戶數,27345,Ln_Worker_Cnt
9602,中央信託局,本國銀行,機關團體職工福利貸款餘額,12647000000,Ln_Worker_Bal
9602,中央信託局,本國銀行,其他個人消費貸款戶數,10330,Other_CL_Cnt
9602,中央信託局,本國銀行,其他個人消費貸款餘額,5460000000,Other_CL_Bal
9602,臺灣銀行,本國銀行,購置住宅貸款戶數,103027,Mortgage_Cnt
9602,臺灣銀行,本國銀行,購置住宅貸款餘額,213732000000,Mortgage_Bal
9602,臺灣銀行,本國銀行,房屋修繕貸款戶數,21772,Decorator_Hse_Cnt
9602,臺灣銀行,本國銀行,房屋修繕貸款餘額,28539000000,Decorator_Hse_Bal
9602,臺灣銀行,本國銀行,購置汽車貸款戶數,0,Ln_Car_Cnt
9602,臺灣銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
9602,臺灣銀行,本國銀行,機關團體職工福利貸款戶數,16788,Ln_Worker_Cnt
9602,臺灣銀行,本國銀行,機關團體職工福利貸款餘額,6381000000,Ln_Worker_Bal
9602,臺灣銀行,本國銀行,其他個人消費貸款戶數,2716027,Other_CL_Cnt
9602,臺灣銀行,本國銀行,其他個人消費貸款餘額,149632000000,Other_CL_Bal
9602,臺灣土地銀行,本國銀行,購置住宅貸款戶數,285712,Mortgage_Cnt
9602,臺灣土地銀行,本國銀行,購置住宅貸款餘額,456849000000,Mortgage_Bal
9602,臺灣土地銀行,本國銀行,房屋修繕貸款戶數,54846,Decorator_Hse_Cnt
9602,臺灣土地銀行,本國銀行,房屋修繕貸款餘額,60983000000,Decorator_Hse_Bal
9602,臺灣土地銀行,本國銀行,購置汽車貸款戶數,366,Ln_Car_Cnt
9602,臺灣土地銀行,本國銀行,購置汽車貸款餘額,262000000,Ln_Car_Bal
9602,臺灣土地銀行,本國銀行,機關團體職工福利貸款戶數,134973,Ln_Worker_Cnt
9602,臺灣土地銀行,本國銀行,機關團體職工福利貸款餘額,54613000000,Ln_Worker_Bal
9602,臺灣土地銀行,本國銀行,其他個人消費貸款戶數,46055,Other_CL_Cnt
9602,臺灣土地銀行,本國銀行,其他個人消費貸款餘額,4977000000,Other_CL_Bal
9602,合作金庫商業銀行,本國銀行,購置住宅貸款戶數,209832,Mortgage_Cnt
