年月,銀行,銀行類別,項目,數值
9702,總計,本國銀行,購置住宅貸款戶數,2054188
9702,總計,本國銀行,購置住宅貸款餘額,4535044000000
9702,總計,本國銀行,房屋修繕貸款戶數,496907
9702,總計,本國銀行,房屋修繕貸款餘額,841277000000
9702,總計,本國銀行,購置汽車貸款戶數,314227
9702,總計,本國銀行,購置汽車貸款餘額,85280000000
9702,總計,本國銀行,機關團體職工福利貸款戶數,373586
9702,總計,本國銀行,機關團體職工福利貸款餘額,115907000000
9702,總計,本國銀行,其他個人消費貸款戶數,6019672
9702,總計,本國銀行,其他個人消費貸款餘額,728263000000
9702,臺灣銀行,本國銀行,購置住宅貸款戶數,124502
9702,臺灣銀行,本國銀行,購置住宅貸款餘額,285250000000
9702,臺灣銀行,本國銀行,房屋修繕貸款戶數,30221
9702,臺灣銀行,本國銀行,房屋修繕貸款餘額,43634000000
9702,臺灣銀行,本國銀行,購置汽車貸款戶數,0
9702,臺灣銀行,本國銀行,購置汽車貸款餘額,0
9702,臺灣銀行,本國銀行,機關團體職工福利貸款戶數,41549
9702,臺灣銀行,本國銀行,機關團體職工福利貸款餘額,15235000000
9702,臺灣銀行,本國銀行,其他個人消費貸款戶數,3011211
9702,臺灣銀行,本國銀行,其他個人消費貸款餘額,162013000000
9702,臺灣土地銀行,本國銀行,購置住宅貸款戶數,283807
9702,臺灣土地銀行,本國銀行,購置住宅貸款餘額,515704000000
9702,臺灣土地銀行,本國銀行,房屋修繕貸款戶數,54848
9702,臺灣土地銀行,本國銀行,房屋修繕貸款餘額,64174000000
9702,臺灣土地銀行,本國銀行,購置汽車貸款戶數,287
9702,臺灣土地銀行,本國銀行,購置汽車貸款餘額,151000000
9702,臺灣土地銀行,本國銀行,機關團體職工福利貸款戶數,130488
9702,臺灣土地銀行,本國銀行,機關團體職工福利貸款餘額,45243000000
9702,臺灣土地銀行,本國銀行,其他個人消費貸款戶數,34505
9702,臺灣土地銀行,本國銀行,其他個人消費貸款餘額,3646000000
