年月,銀行,銀行類別,項目,數值,英文項目
9612,總計,本國銀行,購置住宅貸款戶數,2161906,Mortgage_Cnt
9612,總計,本國銀行,購置住宅貸款餘額,4530852000000,Mortgage_Bal
9612,總計,本國銀行,房屋修繕貸款戶數,513753,Decorator_Hse_Cnt
9612,總計,本國銀行,房屋修繕貸款餘額,846980000000,Decorator_Hse_Bal
9612,總計,本國銀行,購置汽車貸款戶數,326260,Ln_Car_Cnt
9612,總計,本國銀行,購置汽車貸款餘額,89786000000,Ln_Car_Bal
9612,總計,本國銀行,機關團體職工福利貸款戶數,378491,Ln_Worker_Cnt
9612,總計,本國銀行,機關團體職工福利貸款餘額,121372000000,Ln_Worker_Bal
9612,總計,本國銀行,其他個人消費貸款戶數,6163977,Other_CL_Cnt
9612,總計,本國銀行,其他個人消費貸款餘額,748349000000,Other_CL_Bal
9612,臺灣銀行,本國銀行,購置住宅貸款戶數,123884,Mortgage_Cnt
9612,臺灣銀行,本國銀行,購置住宅貸款餘額,281653000000,Mortgage_Bal
9612,臺灣銀行,本國銀行,房屋修繕貸款戶數,30478,Decorator_Hse_Cnt
9612,臺灣銀行,本國銀行,房屋修繕貸款餘額,44287000000,Decorator_Hse_Bal
9612,臺灣銀行,本國銀行,購置汽車貸款戶數,0,Ln_Car_Cnt
9612,臺灣銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
9612,臺灣銀行,本國銀行,機關團體職工福利貸款戶數,42237,Ln_Worker_Cnt
9612,臺灣銀行,本國銀行,機關團體職工福利貸款餘額,16004000000,Ln_Worker_Bal
9612,臺灣銀行,本國銀行,其他個人消費貸款戶數,3045285,Other_CL_Cnt
9612,臺灣銀行,本國銀行,其他個人消費貸款餘額,163616000000,Other_CL_Bal
9612,臺灣土地銀行,本國銀行,購置住宅貸款戶數,284965,Mortgage_Cnt
9612,臺灣土地銀行,本國銀行,購置住宅貸款餘額,514357000000,Mortgage_Bal
9612,臺灣土地銀行,本國銀行,房屋修繕貸款戶數,55185,Decorator_Hse_Cnt
9612,臺灣土地銀行,本國銀行,房屋修繕貸款餘額,64588000000,Decorator_Hse_Bal
9612,臺灣土地銀行,本國銀行,購置汽車貸款戶數,300,Ln_Car_Cnt
9612,臺灣土地銀行,本國銀行,購置汽車貸款餘額,161000000,Ln_Car_Bal
9612,臺灣土地銀行,本國銀行,機關團體職工福利貸款戶數,131648,Ln_Worker_Cnt
9612,臺灣土地銀行,本國銀行,機關團體職工福利貸款餘額,47079000000,Ln_Worker_Bal
9612,臺灣土地銀行,本國銀行,其他個人消費貸款戶數,35115,Other_CL_Cnt
9612,臺灣土地銀行,本國銀行,其他個人消費貸款餘額,3791000000,Other_CL_Bal
9612,合作金庫商業銀行,本國銀行,購置住宅貸款戶數,199769,Mortgage_Cnt
9612,合作金庫商業銀行,本國銀行,購置住宅貸款餘額,438602000000,Mortgage_Bal
9612,合作金庫商業銀行,本國銀行,房屋修繕貸款戶數,75837,Decorator_Hse_Cnt
9612,合作金庫商業銀行,本國銀行,房屋修繕貸款餘額,115868000000,Decorator_Hse_Bal
9612,合作金庫商業銀行,本國銀行,購置汽車貸款戶數,2,Ln_Car_Cnt
9612,合作金庫商業銀行,本國銀行,購置汽車貸款餘額,0,Ln_Car_Bal
9612,合作金庫商業銀行,本國銀行,機關團體職工福利貸款戶數,137294,Ln_Worker_Cnt
9612,合作金庫商業銀行,本國銀行,機關團體職工福利貸款餘額,35259000000,Ln_Worker_Bal
9612,合作金庫商業銀行,本國銀行,其他個人消費貸款戶數,42002,Other_CL_Cnt
9612,合作金庫商業銀行,本國銀行,其他個人消費貸款餘額,19781000000,Other_CL_Bal
9612,第一商業銀行,本國銀行,購置住宅貸款戶數,78784,Mortgage_Cnt
9612,第一商業銀行,本國銀行,購置住宅貸款餘額,231987000000,Mortgage_Bal
9612,第一商業銀行,本國銀行,房屋修繕貸款戶數,34842,Decorator_Hse_Cnt
9612,第一商業銀行,本國銀行,房屋修繕貸款餘額,66642000000,Decorator_Hse_Bal
