年月,銀行,銀行類別,項目,數值
9604,總計,本國銀行,購置住宅貸款戶數,2161394
9604,總計,本國銀行,購置住宅貸款餘額,4319843000000
9604,總計,本國銀行,房屋修繕貸款戶數,515461
9604,總計,本國銀行,房屋修繕貸款餘額,844471000000
9604,總計,本國銀行,購置汽車貸款戶數,380770
9604,總計,本國銀行,購置汽車貸款餘額,109562000000
9604,總計,本國銀行,機關團體職工福利貸款戶數,391724
9604,總計,本國銀行,機關團體職工福利貸款餘額,137353000000
9604,總計,本國銀行,其他個人消費貸款戶數,6560487
9604,總計,本國銀行,其他個人消費貸款餘額,804142000000
9604,中央信託局,本國銀行,購置住宅貸款戶數,12965
9604,中央信託局,本國銀行,購置住宅貸款餘額,29474000000
9604,中央信託局,本國銀行,房屋修繕貸款戶數,10118
9604,中央信託局,本國銀行,房屋修繕貸款餘額,18530000000
9604,中央信託局,本國銀行,購置汽車貸款戶數,0
9604,中央信託局,本國銀行,購置汽車貸款餘額,0
9604,中央信託局,本國銀行,機關團體職工福利貸款戶數,27364
9604,中央信託局,本國銀行,機關團體職工福利貸款餘額,12311000000
9604,中央信託局,本國銀行,其他個人消費貸款戶數,9200
9604,中央信託局,本國銀行,其他個人消費貸款餘額,5103000000
9604,臺灣銀行,本國銀行,購置住宅貸款戶數,104417
9604,臺灣銀行,本國銀行,購置住宅貸款餘額,220191000000
9604,臺灣銀行,本國銀行,房屋修繕貸款戶數,21513
9604,臺灣銀行,本國銀行,房屋修繕貸款餘額,28138000000
9604,臺灣銀行,本國銀行,購置汽車貸款戶數,0
9604,臺灣銀行,本國銀行,購置汽車貸款餘額,0
9604,臺灣銀行,本國銀行,機關團體職工福利貸款戶數,16559
9604,臺灣銀行,本國銀行,機關團體職工福利貸款餘額,6109000000
9604,臺灣銀行,本國銀行,其他個人消費貸款戶數,2777843
9604,臺灣銀行,本國銀行,其他個人消費貸款餘額,152770000000
9604,臺灣土地銀行,本國銀行,購置住宅貸款戶數,284245
9604,臺灣土地銀行,本國銀行,購置住宅貸款餘額,463514000000
9604,臺灣土地銀行,本國銀行,房屋修繕貸款戶數,55112
9604,臺灣土地銀行,本國銀行,房屋修繕貸款餘額,61723000000
9604,臺灣土地銀行,本國銀行,購置汽車貸款戶數,361
9604,臺灣土地銀行,本國銀行,購置汽車貸款餘額,261000000
9604,臺灣土地銀行,本國銀行,機關團體職工福利貸款戶數,133577
9604,臺灣土地銀行,本國銀行,機關團體職工福利貸款餘額,52577000000
9604,臺灣土地銀行,本國銀行,其他個人消費貸款戶數,42536
9604,臺灣土地銀行,本國銀行,其他個人消費貸款餘額,4639000000
9604,合作金庫商業銀行,本國銀行,購置住宅貸款戶數,206628
9604,合作金庫商業銀行,本國銀行,購置住宅貸款餘額,445402000000
9604,合作金庫商業銀行,本國銀行,房屋修繕貸款戶數,74018
9604,合作金庫商業銀行,本國銀行,房屋修繕貸款餘額,110046000000
9604,合作金庫商業銀行,本國銀行,購置汽車貸款戶數,28
9604,合作金庫商業銀行,本國銀行,購置汽車貸款餘額,2000000
9604,合作金庫商業銀行,本國銀行,機關團體職工福利貸款戶數,139246
9604,合作金庫商業銀行,本國銀行,機關團體職工福利貸款餘額,40189000000
9604,合作金庫商業銀行,本國銀行,其他個人消費貸款戶數,41831
9604,合作金庫商業銀行,本國銀行,其他個人消費貸款餘額,20082000000
9604,第一商業銀行,本國銀行,購置住宅貸款戶數,76797
9604,第一商業銀行,本國銀行,購置住宅貸款餘額,212807000000
9604,第一商業銀行,本國銀行,房屋修繕貸款戶數,33649
9604,第一商業銀行,本國銀行,房屋修繕貸款餘額,61950000000
9604,第一商業銀行,本國銀行,購置汽車貸款戶數,5232
9604,第一商業銀行,本國銀行,購置汽車貸款餘額,915000000
9604,第一商業銀行,本國銀行,機關團體職工福利貸款戶數,16256
9604,第一商業銀行,本國銀行,機關團體職工福利貸款餘額,4536000000
9604,第一商業銀行,本國銀行,其他個人消費貸款戶數,24589
9604,第一商業銀行,本國銀行,其他個人消費貸款餘額,5835000000
9604,華南商業銀行,本國銀行,購置住宅貸款戶數,81436
9604,華南商業銀行,本國銀行,購置住宅貸款餘額,231964000000
9604,華南商業銀行,本國銀行,房屋修繕貸款戶數,30159
9604,華南商業銀行,本國銀行,房屋修繕貸款餘額,24345000000
9604,華南商業銀行,本國銀行,購置汽車貸款戶數,12383
9604,華南商業銀行,本國銀行,購置汽車貸款餘額,4629000000
9604,華南商業銀行,本國銀行,機關團體職工福利貸款戶數,7387
9604,華南商業銀行,本國銀行,機關團體職工福利貸款餘額,2558000000
9604,華南商業銀行,本國銀行,其他個人消費貸款戶數,208445
9604,華南商業銀行,本國銀行,其他個人消費貸款餘額,16024000000
9604,彰化商業銀行,本國銀行,購置住宅貸款戶數,64172
9604,彰化商業銀行,本國銀行,購置住宅貸款餘額,131650000000
9604,彰化商業銀行,本國銀行,房屋修繕貸款戶數,41034
9604,彰化商業銀行,本國銀行,房屋修繕貸款餘額,79976000000
9604,彰化商業銀行,本國銀行,購置汽車貸款戶數,0
9604,彰化商業銀行,本國銀行,購置汽車貸款餘額,0
9604,彰化商業銀行,本國銀行,機關團體職工福利貸款戶數,1646
9604,彰化商業銀行,本國銀行,機關團體職工福利貸款餘額,576000000
9604,彰化商業銀行,本國銀行,其他個人消費貸款戶數,16491
9604,彰化商業銀行,本國銀行,其他個人消費貸款餘額,7968000000
9604,華僑商業銀行,本國銀行,購置住宅貸款戶數,18182
9604,華僑商業銀行,本國銀行,購置住宅貸款餘額,39866000000
9604,華僑商業銀行,本國銀行,房屋修繕貸款戶數,2065
9604,華僑商業銀行,本國銀行,房屋修繕貸款餘額,3353000000
9604,華僑商業銀行,本國銀行,購置汽車貸款戶數,4
