年月,銀行,銀行類別,項目,數值,英文欄位
10211,總計,全體總和,餘額,221701000000,NC_Bal
10211,總計,全體總和,本行,4695886000000,NC_M
10211,總計,全體總和,他行,61534000000,NC_O
10211,臺灣銀行,本國銀行,餘額,726000000,NC_Bal
10211,臺灣銀行,本國銀行,本行,620164000000,NC_M
10211,臺灣銀行,本國銀行,他行,14919000000,NC_O
10211,臺灣土地銀行,本國銀行,餘額,2462000000,NC_Bal
10211,臺灣土地銀行,本國銀行,本行,219214000000,NC_M
10211,臺灣土地銀行,本國銀行,他行,63000000,NC_O
10211,合作金庫商業銀行,本國銀行,餘額,2040000000,NC_Bal
10211,合作金庫商業銀行,本國銀行,本行,441315000000,NC_M
10211,合作金庫商業銀行,本國銀行,他行,0,NC_O
10211,第一商業銀行,本國銀行,餘額,11670000000,NC_Bal
10211,第一商業銀行,本國銀行,本行,0,NC_M
10211,第一商業銀行,本國銀行,他行,2544000000,NC_O
10211,華南商業銀行,本國銀行,餘額,3318000000,NC_Bal
10211,華南商業銀行,本國銀行,本行,287194000000,NC_M
10211,華南商業銀行,本國銀行,他行,0,NC_O
10211,彰化商業銀行,本國銀行,餘額,6636000000,NC_Bal
10211,彰化商業銀行,本國銀行,本行,177900000000,NC_M
10211,彰化商業銀行,本國銀行,他行,5591000000,NC_O
10211,上海商業儲蓄銀行,本國銀行,餘額,5934000000,NC_Bal
10211,上海商業儲蓄銀行,本國銀行,本行,106296000000,NC_M
10211,上海商業儲蓄銀行,本國銀行,他行,4324000000,NC_O
10211,台北富邦銀行,本國銀行,餘額,652000000,NC_Bal
10211,台北富邦銀行,本國銀行,本行,172956000000,NC_M
10211,台北富邦銀行,本國銀行,他行,4330000000,NC_O
10211,國泰世華商業銀行,本國銀行,餘額,6991000000,NC_Bal
10211,國泰世華商業銀行,本國銀行,本行,392342000000,NC_M
10211,國泰世華商業銀行,本國銀行,他行,0,NC_O
10211,中國輸出入銀行,本國銀行,餘額,0,NC_Bal
10211,中國輸出入銀行,本國銀行,本行,6600000000,NC_M
10211,中國輸出入銀行,本國銀行,他行,0,NC_O
10211,高雄銀行,本國銀行,餘額,402000000,NC_Bal
10211,高雄銀行,本國銀行,本行,10301000000,NC_M
10211,高雄銀行,本國銀行,他行,0,NC_O
10211,兆豐國際商業銀行,本國銀行,餘額,1889000000,NC_Bal
10211,兆豐國際商業銀行,本國銀行,本行,160250000000,NC_M
10211,兆豐國際商業銀行,本國銀行,他行,1357000000,NC_O
10211,花旗,本國銀行,餘額,153000000,NC_Bal
10211,花旗,本國銀行,本行,101535000000,NC_M
