年月,銀行,銀行類別,項目,數值
9706,總計,全體總和,餘額,54408000000
9706,總計,全體總和,本行,193733000000
9706,總計,全體總和,他行,1450374000000
9706,中央信託局,本國銀行,餘額,0
9706,中央信託局,本國銀行,本行,0
9706,中央信託局,本國銀行,他行,0
9706,臺灣銀行,本國銀行,餘額,325000000
9706,臺灣銀行,本國銀行,本行,2076000000
9706,臺灣銀行,本國銀行,他行,37547000000
9706,臺灣土地銀行,本國銀行,餘額,1025000000
9706,臺灣土地銀行,本國銀行,本行,6541000000
9706,臺灣土地銀行,本國銀行,他行,118199000000
9706,合作金庫商業銀行,本國銀行,餘額,1859000000
9706,合作金庫商業銀行,本國銀行,本行,4405000000
9706,合作金庫商業銀行,本國銀行,他行,211460000000
9706,第一商業銀行,本國銀行,餘額,727000000
9706,第一商業銀行,本國銀行,本行,8895000000
9706,第一商業銀行,本國銀行,他行,242000000
9706,華南商業銀行,本國銀行,餘額,639000000
9706,華南商業銀行,本國銀行,本行,6326000000
9706,華南商業銀行,本國銀行,他行,138286000000
9706,彰化商業銀行,本國銀行,餘額,1800000000
9706,彰化商業銀行,本國銀行,本行,5640000000
9706,彰化商業銀行,本國銀行,他行,542000000
9706,花旗,本國銀行,餘額,328000000
9706,花旗,本國銀行,本行,1488000000
9706,花旗,本國銀行,他行,45918000000
9706,上海商業儲蓄銀行,本國銀行,餘額,846000000
9706,上海商業儲蓄銀行,本國銀行,本行,2670000000
9706,上海商業儲蓄銀行,本國銀行,他行,74555000000
9706,台北富邦銀行,本國銀行,餘額,1045000000
9706,台北富邦銀行,本國銀行,本行,1045000000
9706,台北富邦銀行,本國銀行,他行,392000000
9706,國泰世華商業銀行,本國銀行,餘額,693000000
9706,國泰世華商業銀行,本國銀行,本行,2614000000
9706,國泰世華商業銀行,本國銀行,他行,491000000
9706,中國輸出入銀行,本國銀行,餘額,0
9706,中國輸出入銀行,本國銀行,本行,0
9706,中國輸出入銀行,本國銀行,他行,2100000000
9706,高雄銀行,本國銀行,餘額,14000000
9706,高雄銀行,本國銀行,本行,1384000000
9706,高雄銀行,本國銀行,他行,4800000000
9706,兆豐國際商業銀行,本國銀行,餘額,4559000000
9706,兆豐國際商業銀行,本國銀行,本行,4559000000
9706,兆豐國際商業銀行,本國銀行,他行,15834000000
9706,中華開發工業銀行,本國銀行,餘額,0
9706,中華開發工業銀行,本國銀行,本行,0
9706,中華開發工業銀行,本國銀行,他行,0
9706,臺灣工業銀行,本國銀行,餘額,0
9706,臺灣工業銀行,本國銀行,本行,0
9706,臺灣工業銀行,本國銀行,他行,5199000000
9706,稻江商業銀行,本國銀行,餘額,0
9706,稻江商業銀行,本國銀行,本行,0
9706,稻江商業銀行,本國銀行,他行,2218000000
9706,華泰商業銀行,本國銀行,餘額,60000000
9706,華泰商業銀行,本國銀行,本行,3658000000
9706,華泰商業銀行,本國銀行,他行,0
9706,臺灣新光商業銀行,本國銀行,餘額,83000000
9706,臺灣新光商業銀行,本國銀行,本行,3290000000
9706,臺灣新光商業銀行,本國銀行,他行,0
9706,陽信商業銀行,本國銀行,餘額,295000000
9706,陽信商業銀行,本國銀行,本行,2630000000
9706,陽信商業銀行,本國銀行,他行,1000000000
9706,板信商業銀行,本國銀行,餘額,578000000
9706,板信商業銀行,本國銀行,本行,3662000000
9706,板信商業銀行,本國銀行,他行,0
9706,三信商業銀行,本國銀行,餘額,45000000
9706,三信商業銀行,本國銀行,本行,935000000
9706,三信商業銀行,本國銀行,他行,5900000000
9706,聯邦商業銀行,本國銀行,餘額,268000000
