年月,銀行,銀行類別,項目,數值,英文欄位
9508,總計,全體總和,餘額,130277000000,NC_Bal
9508,總計,全體總和,本行,379546000000,NC_M
9508,總計,全體總和,他行,1271095000000,NC_O
9508,中央信託局,本國銀行,餘額,10000000,NC_Bal
9508,中央信託局,本國銀行,本行,101000000,NC_M
9508,中央信託局,本國銀行,他行,8895000000,NC_O
9508,中國農民銀行,本國銀行,餘額,0,NC_Bal
9508,中國農民銀行,本國銀行,本行,0,NC_M
9508,中國農民銀行,本國銀行,他行,0,NC_O
9508,交通銀行,本國銀行,餘額,0,NC_Bal
9508,交通銀行,本國銀行,本行,0,NC_M
9508,交通銀行,本國銀行,他行,0,NC_O
9508,臺灣銀行,本國銀行,餘額,308000000,NC_Bal
9508,臺灣銀行,本國銀行,本行,1633000000,NC_M
9508,臺灣銀行,本國銀行,他行,38000000000,NC_O
9508,臺灣土地銀行,本國銀行,餘額,1445000000,NC_Bal
9508,臺灣土地銀行,本國銀行,本行,6665000000,NC_M
9508,臺灣土地銀行,本國銀行,他行,181247000000,NC_O
9508,合作金庫商業銀行,本國銀行,餘額,9130000000,NC_Bal
9508,合作金庫商業銀行,本國銀行,本行,13755000000,NC_M
9508,合作金庫商業銀行,本國銀行,他行,0,NC_O
9508,第一商業銀行,本國銀行,餘額,965000000,NC_Bal
9508,第一商業銀行,本國銀行,本行,9607000000,NC_M
9508,第一商業銀行,本國銀行,他行,0,NC_O
9508,華南商業銀行,本國銀行,餘額,1015000000,NC_Bal
9508,華南商業銀行,本國銀行,本行,6038000000,NC_M
9508,華南商業銀行,本國銀行,他行,44370000000,NC_O
9508,彰化商業銀行,本國銀行,餘額,1405000000,NC_Bal
9508,彰化商業銀行,本國銀行,本行,6276000000,NC_M
9508,彰化商業銀行,本國銀行,他行,199000000,NC_O
9508,華僑商業銀行,本國銀行,餘額,286000000,NC_Bal
9508,華僑商業銀行,本國銀行,本行,3024000000,NC_M
9508,華僑商業銀行,本國銀行,他行,0,NC_O
9508,上海商業儲蓄銀行,本國銀行,餘額,1074000000,NC_Bal
9508,上海商業儲蓄銀行,本國銀行,本行,2983000000,NC_M
9508,上海商業儲蓄銀行,本國銀行,他行,23386000000,NC_O
9508,台北富邦銀行,本國銀行,餘額,40000000,NC_Bal
9508,台北富邦銀行,本國銀行,本行,875000000,NC_M
9508,台北富邦銀行,本國銀行,他行,34882000000,NC_O
9508,國泰世華商業銀行,本國銀行,餘額,1015000000,NC_Bal
9508,國泰世華商業銀行,本國銀行,本行,3512000000,NC_M
9508,國泰世華商業銀行,本國銀行,他行,60365000000,NC_O
9508,中國輸出入銀行,本國銀行,餘額,0,NC_Bal
9508,中國輸出入銀行,本國銀行,本行,0,NC_M
9508,中國輸出入銀行,本國銀行,他行,2562000000,NC_O
9508,高雄銀行,本國銀行,餘額,94000000,NC_Bal
9508,高雄銀行,本國銀行,本行,583000000,NC_M
9508,高雄銀行,本國銀行,他行,10790000000,NC_O
9508,兆豐國際商業銀行,本國銀行,餘額,725000000,NC_Bal
9508,兆豐國際商業銀行,本國銀行,本行,18817000000,NC_M
9508,兆豐國際商業銀行,本國銀行,他行,127697000000,NC_O
9508,中華開發工業銀行,本國銀行,餘額,0,NC_Bal
9508,中華開發工業銀行,本國銀行,本行,0,NC_M
9508,中華開發工業銀行,本國銀行,他行,0,NC_O
9508,臺灣工業銀行,本國銀行,餘額,0,NC_Bal
9508,臺灣工業銀行,本國銀行,本行,0,NC_M
9508,臺灣工業銀行,本國銀行,他行,0,NC_O
9508,華泰商業銀行,本國銀行,餘額,1029000000,NC_Bal
9508,華泰商業銀行,本國銀行,本行,5459000000,NC_M
9508,華泰商業銀行,本國銀行,他行,0,NC_O
9508,臺灣新光商業銀行,本國銀行,餘額,0,NC_Bal
9508,臺灣新光商業銀行,本國銀行,本行,2289000000,NC_M
9508,臺灣新光商業銀行,本國銀行,他行,24825000000,NC_O
9508,陽信商業銀行,本國銀行,餘額,1719000000,NC_Bal
9508,陽信商業銀行,本國銀行,本行,10279000000,NC_M
9508,陽信商業銀行,本國銀行,他行,12650000000,NC_O
9508,板信商業銀行,本國銀行,餘額,2475000000,NC_Bal
9508,板信商業銀行,本國銀行,本行,17988000000,NC_M
9508,板信商業銀行,本國銀行,他行,0,NC_O
9508,三信商業銀行,本國銀行,餘額,678000000,NC_Bal
9508,三信商業銀行,本國銀行,本行,4202000000,NC_M
9508,三信商業銀行,本國銀行,他行,0,NC_O
9508,臺灣新光商業銀行,本國銀行,餘額,0,NC_Bal
9508,臺灣新光商業銀行,本國銀行,本行,0,NC_M
9508,臺灣新光商業銀行,本國銀行,他行,0,NC_O
9508,第七商業銀行,本國銀行,餘額,1048000000,NC_Bal
9508,第七商業銀行,本國銀行,本行,1048000000,NC_M
9508,第七商業銀行,本國銀行,他行,1100000000,NC_O
9508,高新商業銀行,本國銀行,餘額,0,NC_Bal
9508,高新商業銀行,本國銀行,本行,0,NC_M
9508,高新商業銀行,本國銀行,他行,0,NC_O
9508,聯邦商業銀行,本國銀行,餘額,2204000000,NC_Bal
9508,聯邦商業銀行,本國銀行,本行,6498000000,NC_M
9508,聯邦商業銀行,本國銀行,他行,2500000000,NC_O
9508,中華商業銀行,本國銀行,餘額,665000000,NC_Bal
9508,中華商業銀行,本國銀行,本行,4941000000,NC_M
9508,中華商業銀行,本國銀行,他行,0,NC_O
9508,遠東國際商業銀行,本國銀行,餘額,13895000000,NC_Bal
9508,遠東國際商業銀行,本國銀行,本行,28705000000,NC_M
9508,遠東國際商業銀行,本國銀行,他行,300000000,NC_O
9508,復華商業銀行,本國銀行,餘額,1436000000,NC_Bal
9508,復華商業銀行,本國銀行,本行,17608000000,NC_M
9508,復華商業銀行,本國銀行,他行,0,NC_O
9508,建華商業銀行,本國銀行,餘額,11713000000,NC_Bal
9508,建華商業銀行,本國銀行,本行,27564000000,NC_M
9508,建華商業銀行,本國銀行,他行,100612000000,NC_O
9508,玉山商業銀行,本國銀行,餘額,3202000000,NC_Bal
9508,玉山商業銀行,本國銀行,本行,19447000000,NC_M
9508,玉山商業銀行,本國銀行,他行,0,NC_O
9508,萬泰商業銀行,本國銀行,餘額,131000000,NC_Bal
9508,萬泰商業銀行,本國銀行,本行,255000000,NC_M
9508,萬泰商業銀行,本國銀行,他行,8626000000,NC_O
9508,寶華商業銀行,本國銀行,餘額,109000000,NC_Bal
9508,寶華商業銀行,本國銀行,本行,2963000000,NC_M
9508,寶華商業銀行,本國銀行,他行,7900000000,NC_O
9508,台新國際商業銀行,本國銀行,餘額,29060000000,NC_Bal
9508,台新國際商業銀行,本國銀行,本行,29060000000,NC_M
9508,台新國際商業銀行,本國銀行,他行,86465000000,NC_O
9508,大眾商業銀行,本國銀行,餘額,2103000000,NC_Bal
9508,大眾商業銀行,本國銀行,本行,13086000000,NC_M
9508,大眾商業銀行,本國銀行,他行,0,NC_O
9508,日盛國際商業銀行,本國銀行,餘額,1999000000,NC_Bal
9508,日盛國際商業銀行,本國銀行,本行,8315000000,NC_M
9508,日盛國際商業銀行,本國銀行,他行,0,NC_O
9508,安泰商業銀行,本國銀行,餘額,1962000000,NC_Bal
9508,安泰商業銀行,本國銀行,本行,7757000000,NC_M
9508,安泰商業銀行,本國銀行,他行,0,NC_O
9508,中國信託商業銀行,本國銀行,餘額,1966000000,NC_Bal
9508,中國信託商業銀行,本國銀行,本行,12786000000,NC_M
9508,中國信託商業銀行,本國銀行,他行,114978000000,NC_O
9508,慶豐商業銀行,本國銀行,餘額,219000000,NC_Bal
9508,慶豐商業銀行,本國銀行,本行,2607000000,NC_M
9508,慶豐商業銀行,本國銀行,他行,0,NC_O
9508,臺灣中小企業銀行,本國銀行,餘額,807000000,NC_Bal
9508,臺灣中小企業銀行,本國銀行,本行,11424000000,NC_M
9508,臺灣中小企業銀行,本國銀行,他行,99614000000,NC_O
9508,臺北國際商業銀行,本國銀行,餘額,7503000000,NC_Bal
9508,臺北國際商業銀行,本國銀行,本行,17733000000,NC_M
9508,臺北國際商業銀行,本國銀行,他行,41258000000,NC_O
9508,新竹國際商業銀行,本國銀行,餘額,65000000,NC_Bal
9508,新竹國際商業銀行,本國銀行,本行,9783000000,NC_M
9508,新竹國際商業銀行,本國銀行,他行,18600000000,NC_O
9508,臺中商業銀行,本國銀行,餘額,28000000,NC_Bal
9508,臺中商業銀行,本國銀行,本行,264000000,NC_M
9508,臺中商業銀行,本國銀行,他行,0,NC_O
9508,京城商業銀行,本國銀行,餘額,156000000,NC_Bal
9508,京城商業銀行,本國銀行,本行,9647000000,NC_M
9508,京城商業銀行,本國銀行,他行,0,NC_O
9508,花蓮區中小企業銀行,本國銀行,餘額,0,NC_Bal
9508,花蓮區中小企業銀行,本國銀行,本行,36000000,NC_M
9508,花蓮區中小企業銀行,本國銀行,他行,0,NC_O
9508,臺東區中小企業銀行,本國銀行,餘額,0,NC_Bal
9508,臺東區中小企業銀行,本國銀行,本行,16000000,NC_M
9508,臺東區中小企業銀行,本國銀行,他行,0,NC_O
9508,外國銀行在台分行,本國銀行,餘額,26595000000,NC_Bal
9508,外國銀行在台分行,本國銀行,本行,33921000000,NC_M
9508,外國銀行在台分行,本國銀行,他行,219275000000,NC_O
