年月,銀行,銀行類別,項目,數值,英文欄位
9611,總計,全體總和,餘額,74157000000,NC_Bal
9611,總計,全體總和,本行,220752000000,NC_M
9611,總計,全體總和,他行,1283299000000,NC_O
9611,中央信託局,本國銀行,餘額,0,NC_Bal
9611,中央信託局,本國銀行,本行,0,NC_M
9611,中央信託局,本國銀行,他行,0,NC_O
9611,臺灣銀行,本國銀行,餘額,904000000,NC_Bal
9611,臺灣銀行,本國銀行,本行,2613000000,NC_M
9611,臺灣銀行,本國銀行,他行,40245000000,NC_O
9611,臺灣土地銀行,本國銀行,餘額,754000000,NC_Bal
9611,臺灣土地銀行,本國銀行,本行,6209000000,NC_M
9611,臺灣土地銀行,本國銀行,他行,107374000000,NC_O
9611,合作金庫商業銀行,本國銀行,餘額,1473000000,NC_Bal
9611,合作金庫商業銀行,本國銀行,本行,3669000000,NC_M
9611,合作金庫商業銀行,本國銀行,他行,221445000000,NC_O
9611,第一商業銀行,本國銀行,餘額,304000000,NC_Bal
9611,第一商業銀行,本國銀行,本行,8486000000,NC_M
9611,第一商業銀行,本國銀行,他行,0,NC_O
9611,華南商業銀行,本國銀行,餘額,1427000000,NC_Bal
9611,華南商業銀行,本國銀行,本行,6268000000,NC_M
9611,華南商業銀行,本國銀行,他行,22000000000,NC_O
9611,彰化商業銀行,本國銀行,餘額,1081000000,NC_Bal
9611,彰化商業銀行,本國銀行,本行,6255000000,NC_M
9611,彰化商業銀行,本國銀行,他行,0,NC_O
9611,華僑商業銀行,本國銀行,餘額,223000000,NC_Bal
9611,華僑商業銀行,本國銀行,本行,1967000000,NC_M
9611,華僑商業銀行,本國銀行,他行,0,NC_O
9611,上海商業儲蓄銀行,本國銀行,餘額,504000000,NC_Bal
9611,上海商業儲蓄銀行,本國銀行,本行,4005000000,NC_M
9611,上海商業儲蓄銀行,本國銀行,他行,70075000000,NC_O
9611,台北富邦銀行,本國銀行,餘額,87000000,NC_Bal
9611,台北富邦銀行,本國銀行,本行,920000000,NC_M
9611,台北富邦銀行,本國銀行,他行,1650000000,NC_O
9611,國泰世華商業銀行,本國銀行,餘額,676000000,NC_Bal
9611,國泰世華商業銀行,本國銀行,本行,3089000000,NC_M
9611,國泰世華商業銀行,本國銀行,他行,0,NC_O
9611,中國輸出入銀行,本國銀行,餘額,0,NC_Bal
9611,中國輸出入銀行,本國銀行,本行,0,NC_M
9611,中國輸出入銀行,本國銀行,他行,2210000000,NC_O
9611,高雄銀行,本國銀行,餘額,113000000,NC_Bal
9611,高雄銀行,本國銀行,本行,953000000,NC_M
9611,高雄銀行,本國銀行,他行,12005000000,NC_O
9611,兆豐國際商業銀行,本國銀行,餘額,1703000000,NC_Bal
9611,兆豐國際商業銀行,本國銀行,本行,3619000000,NC_M
9611,兆豐國際商業銀行,本國銀行,他行,85580000000,NC_O
9611,中華開發工業銀行,本國銀行,餘額,0,NC_Bal
9611,中華開發工業銀行,本國銀行,本行,0,NC_M
9611,中華開發工業銀行,本國銀行,他行,0,NC_O
9611,臺灣工業銀行,本國銀行,餘額,0,NC_Bal
9611,臺灣工業銀行,本國銀行,本行,0,NC_M
9611,臺灣工業銀行,本國銀行,他行,0,NC_O
9611,稻江商業銀行,本國銀行,餘額,0,NC_Bal
9611,稻江商業銀行,本國銀行,本行,0,NC_M
9611,稻江商業銀行,本國銀行,他行,350000000,NC_O
9611,華泰商業銀行,本國銀行,餘額,64000000,NC_Bal
9611,華泰商業銀行,本國銀行,本行,3595000000,NC_M
9611,華泰商業銀行,本國銀行,他行,0,NC_O
9611,臺灣新光商業銀行,本國銀行,餘額,1345000000,NC_Bal
9611,臺灣新光商業銀行,本國銀行,本行,2608000000,NC_M
9611,臺灣新光商業銀行,本國銀行,他行,0,NC_O
9611,陽信商業銀行,本國銀行,餘額,868000000,NC_Bal
9611,陽信商業銀行,本國銀行,本行,4713000000,NC_M
9611,陽信商業銀行,本國銀行,他行,5299000000,NC_O
9611,板信商業銀行,本國銀行,餘額,907000000,NC_Bal
9611,板信商業銀行,本國銀行,本行,3887000000,NC_M
9611,板信商業銀行,本國銀行,他行,0,NC_O
9611,三信商業銀行,本國銀行,餘額,419000000,NC_Bal
9611,三信商業銀行,本國銀行,本行,1819000000,NC_M
9611,三信商業銀行,本國銀行,他行,6050000000,NC_O
9611,第七商業銀行,本國銀行,餘額,0,NC_Bal
9611,第七商業銀行,本國銀行,本行,0,NC_M
9611,第七商業銀行,本國銀行,他行,0,NC_O
9611,聯邦商業銀行,本國銀行,餘額,228000000,NC_Bal
9611,聯邦商業銀行,本國銀行,本行,1782000000,NC_M
9611,聯邦商業銀行,本國銀行,他行,0,NC_O
9611,中華商業銀行,本國銀行,餘額,2500000000,NC_Bal
9611,中華商業銀行,本國銀行,本行,2769000000,NC_M
9611,中華商業銀行,本國銀行,他行,0,NC_O
9611,遠東國際商業銀行,本國銀行,餘額,6913000000,NC_Bal
9611,遠東國際商業銀行,本國銀行,本行,29172000000,NC_M
9611,遠東國際商業銀行,本國銀行,他行,0,NC_O
9611,元大商業銀行,本國銀行,餘額,556000000,NC_Bal
9611,元大商業銀行,本國銀行,本行,3581000000,NC_M
9611,元大商業銀行,本國銀行,他行,0,NC_O
9611,永豐商業銀行,本國銀行,餘額,11498000000,NC_Bal
9611,永豐商業銀行,本國銀行,本行,32587000000,NC_M
9611,永豐商業銀行,本國銀行,他行,105496000000,NC_O
9611,玉山商業銀行,本國銀行,餘額,12380000000,NC_Bal
9611,玉山商業銀行,本國銀行,本行,12380000000,NC_M
9611,玉山商業銀行,本國銀行,他行,29595000000,NC_O
9611,萬泰商業銀行,本國銀行,餘額,204000000,NC_Bal
9611,萬泰商業銀行,本國銀行,本行,310000000,NC_M
9611,萬泰商業銀行,本國銀行,他行,0,NC_O
9611,寶華商業銀行,本國銀行,餘額,903000000,NC_Bal
9611,寶華商業銀行,本國銀行,本行,1008000000,NC_M
9611,寶華商業銀行,本國銀行,他行,0,NC_O
9611,台新國際商業銀行,本國銀行,餘額,1898000000,NC_Bal
9611,台新國際商業銀行,本國銀行,本行,8043000000,NC_M
9611,台新國際商業銀行,本國銀行,他行,1602000000,NC_O
9611,大眾商業銀行,本國銀行,餘額,74000000,NC_Bal
9611,大眾商業銀行,本國銀行,本行,1942000000,NC_M
9611,大眾商業銀行,本國銀行,他行,0,NC_O
9611,日盛國際商業銀行,本國銀行,餘額,353000000,NC_Bal
9611,日盛國際商業銀行,本國銀行,本行,3832000000,NC_M
9611,日盛國際商業銀行,本國銀行,他行,0,NC_O
9611,安泰商業銀行,本國銀行,餘額,834000000,NC_Bal
9611,安泰商業銀行,本國銀行,本行,9094000000,NC_M
9611,安泰商業銀行,本國銀行,他行,0,NC_O
9611,中國信託商業銀行,本國銀行,餘額,433000000,NC_Bal
9611,中國信託商業銀行,本國銀行,本行,3894000000,NC_M
9611,中國信託商業銀行,本國銀行,他行,137240000000,NC_O
9611,慶豐商業銀行,本國銀行,餘額,1000000,NC_Bal
9611,慶豐商業銀行,本國銀行,本行,123000000,NC_M
9611,慶豐商業銀行,本國銀行,他行,0,NC_O
9611,臺灣中小企業銀行,本國銀行,餘額,7022000000,NC_Bal
9611,臺灣中小企業銀行,本國銀行,本行,13609000000,NC_M
9611,臺灣中小企業銀行,本國銀行,他行,79901000000,NC_O
9611,渣打國際商業銀行,本國銀行,餘額,207000000,NC_Bal
9611,渣打國際商業銀行,本國銀行,本行,2367000000,NC_M
9611,渣打國際商業銀行,本國銀行,他行,47481000000,NC_O
9611,臺中商業銀行,本國銀行,餘額,10000000,NC_Bal
9611,臺中商業銀行,本國銀行,本行,375000000,NC_M
9611,臺中商業銀行,本國銀行,他行,0,NC_O
9611,京城商業銀行,本國銀行,餘額,587000000,NC_Bal
9611,京城商業銀行,本國銀行,本行,1090000000,NC_M
9611,京城商業銀行,本國銀行,他行,0,NC_O
9611,花蓮區中小企業銀行,本國銀行,餘額,0,NC_Bal
9611,花蓮區中小企業銀行,本國銀行,本行,0,NC_M
9611,花蓮區中小企業銀行,本國銀行,他行,0,NC_O
9611,臺東區中小企業銀行,本國銀行,餘額,0,NC_Bal
