年月,銀行,銀行類別,項目,數值,英文欄位
9912,總計,全體總和,餘額,237039000000,NC_Bal
9912,總計,全體總和,本行,4475544000000,NC_M
9912,總計,全體總和,他行,5040000000,NC_O
9912,臺灣銀行,本國銀行,餘額,1009000000,NC_Bal
9912,臺灣銀行,本國銀行,本行,694691000000,NC_M
9912,臺灣銀行,本國銀行,他行,310000000,NC_O
9912,臺灣土地銀行,本國銀行,餘額,4104000000,NC_Bal
9912,臺灣土地銀行,本國銀行,本行,179145000000,NC_M
9912,臺灣土地銀行,本國銀行,他行,8000000,NC_O
9912,合作金庫商業銀行,本國銀行,餘額,3379000000,NC_Bal
9912,合作金庫商業銀行,本國銀行,本行,418700000000,NC_M
9912,合作金庫商業銀行,本國銀行,他行,0,NC_O
9912,第一商業銀行,本國銀行,餘額,9693000000,NC_Bal
9912,第一商業銀行,本國銀行,本行,290000000,NC_M
9912,第一商業銀行,本國銀行,他行,456000000,NC_O
9912,華南商業銀行,本國銀行,餘額,5037000000,NC_Bal
9912,華南商業銀行,本國銀行,本行,303782000000,NC_M
9912,華南商業銀行,本國銀行,他行,2000000,NC_O
9912,彰化商業銀行,本國銀行,餘額,7468000000,NC_Bal
9912,彰化商業銀行,本國銀行,本行,182599000000,NC_M
9912,彰化商業銀行,本國銀行,他行,80000000,NC_O
9912,上海商業儲蓄銀行,本國銀行,餘額,1132000000,NC_Bal
9912,上海商業儲蓄銀行,本國銀行,本行,133031000000,NC_M
9912,上海商業儲蓄銀行,本國銀行,他行,12000000,NC_O
9912,台北富邦銀行,本國銀行,餘額,7639000000,NC_Bal
9912,台北富邦銀行,本國銀行,本行,285771000000,NC_M
9912,台北富邦銀行,本國銀行,他行,67000000,NC_O
9912,國泰世華商業銀行,本國銀行,餘額,1258000000,NC_Bal
9912,國泰世華商業銀行,本國銀行,本行,334646000000,NC_M
9912,國泰世華商業銀行,本國銀行,他行,3000000,NC_O
9912,中國輸出入銀行,本國銀行,餘額,0,NC_Bal
9912,中國輸出入銀行,本國銀行,本行,2800000000,NC_M
9912,中國輸出入銀行,本國銀行,他行,0,NC_O
9912,高雄銀行,本國銀行,餘額,6856000000,NC_Bal
9912,高雄銀行,本國銀行,本行,500000000,NC_M
9912,高雄銀行,本國銀行,他行,0,NC_O
9912,兆豐國際商業銀行,本國銀行,餘額,1834000000,NC_Bal
9912,兆豐國際商業銀行,本國銀行,本行,203229000000,NC_M
9912,兆豐國際商業銀行,本國銀行,他行,606000000,NC_O
9912,花旗,本國銀行,餘額,499000000,NC_Bal
9912,花旗,本國銀行,本行,103297000000,NC_M
9912,花旗,本國銀行,他行,0,NC_O
9912,中華開發工業銀行,本國銀行,餘額,0,NC_Bal
9912,中華開發工業銀行,本國銀行,本行,0,NC_M
9912,中華開發工業銀行,本國銀行,他行,0,NC_O
9912,臺灣工業銀行,本國銀行,餘額,0,NC_Bal
9912,臺灣工業銀行,本國銀行,本行,7547000000,NC_M
9912,臺灣工業銀行,本國銀行,他行,0,NC_O
9912,匯豐,本國銀行,餘額,185000000,NC_Bal
9912,匯豐,本國銀行,本行,105842000000,NC_M
9912,匯豐,本國銀行,他行,0,NC_O
9912,大台北商業銀行,本國銀行,餘額,0,NC_Bal
