年月,銀行,銀行類別,項目,數值
9603,總計,全體總和,餘額,80525000000
9603,總計,全體總和,本行,320344000000
9603,總計,全體總和,他行,1100396000000
9603,中央信託局,本國銀行,餘額,20000000
9603,中央信託局,本國銀行,本行,125000000
9603,中央信託局,本國銀行,他行,5895000000
9603,中國農民銀行,本國銀行,餘額,0
9603,中國農民銀行,本國銀行,本行,0
9603,中國農民銀行,本國銀行,他行,0
9603,交通銀行,本國銀行,餘額,0
9603,交通銀行,本國銀行,本行,0
9603,交通銀行,本國銀行,他行,0
9603,臺灣銀行,本國銀行,餘額,203000000
9603,臺灣銀行,本國銀行,本行,1668000000
9603,臺灣銀行,本國銀行,他行,34702000000
9603,臺灣土地銀行,本國銀行,餘額,1363000000
9603,臺灣土地銀行,本國銀行,本行,7290000000
9603,臺灣土地銀行,本國銀行,他行,102799000000
9603,合作金庫商業銀行,本國銀行,餘額,3001000000
9603,合作金庫商業銀行,本國銀行,本行,34083000000
9603,合作金庫商業銀行,本國銀行,他行,39635000000
9603,第一商業銀行,本國銀行,餘額,692000000
9603,第一商業銀行,本國銀行,本行,8879000000
9603,第一商業銀行,本國銀行,他行,0
9603,華南商業銀行,本國銀行,餘額,1211000000
9603,華南商業銀行,本國銀行,本行,6193000000
9603,華南商業銀行,本國銀行,他行,21484000000
9603,彰化商業銀行,本國銀行,餘額,1641000000
9603,彰化商業銀行,本國銀行,本行,6288000000
9603,彰化商業銀行,本國銀行,他行,644000000
9603,華僑商業銀行,本國銀行,餘額,1067000000
9603,華僑商業銀行,本國銀行,本行,3371000000
9603,華僑商業銀行,本國銀行,他行,0
9603,上海商業儲蓄銀行,本國銀行,餘額,482000000
9603,上海商業儲蓄銀行,本國銀行,本行,2890000000
9603,上海商業儲蓄銀行,本國銀行,他行,45936000000
9603,台北富邦銀行,本國銀行,餘額,79000000
9603,台北富邦銀行,本國銀行,本行,810000000
9603,台北富邦銀行,本國銀行,他行,5930000000
9603,國泰世華商業銀行,本國銀行,餘額,1458000000
9603,國泰世華商業銀行,本國銀行,本行,4085000000
9603,國泰世華商業銀行,本國銀行,他行,9000000000
