年月,銀行,銀行類別,項目,數值
9902,總計,本國銀行,戶數,8699396
9902,總計,本國銀行,餘額,6482067000000
9902,臺灣銀行,本國銀行,戶數,3832151
9902,臺灣銀行,本國銀行,餘額,581916000000
9902,臺灣土地銀行,本國銀行,戶數,476777
9902,臺灣土地銀行,本國銀行,餘額,662885000000
9902,合作金庫商業銀行,本國銀行,戶數,373470
9902,合作金庫商業銀行,本國銀行,餘額,625142000000
9902,第一商業銀行,本國銀行,戶數,135752
9902,第一商業銀行,本國銀行,餘額,328313000000
9902,華南商業銀行,本國銀行,戶數,200411
9902,華南商業銀行,本國銀行,餘額,328764000000
9902,彰化商業銀行,本國銀行,戶數,130269
9902,彰化商業銀行,本國銀行,餘額,291507000000
9902,上海商業儲蓄銀行,本國銀行,戶數,51139
9902,上海商業儲蓄銀行,本國銀行,餘額,112918000000
9902,台北富邦銀行,本國銀行,戶數,306974
9902,台北富邦銀行,本國銀行,餘額,274351000000
9902,國泰世華商業銀行,本國銀行,戶數,98451
9902,國泰世華商業銀行,本國銀行,餘額,271491000000
9902,中國輸出入銀行,本國銀行,戶數,0
9902,中國輸出入銀行,本國銀行,餘額,0
9902,高雄銀行,本國銀行,戶數,83386
9902,高雄銀行,本國銀行,餘額,48813000000
9902,兆豐國際商業銀行,本國銀行,戶數,77835
9902,兆豐國際商業銀行,本國銀行,餘額,223997000000
9902,花旗,本國銀行,戶數,201367
9902,花旗,本國銀行,餘額,99960000000
9902,中華開發工業銀行,本國銀行,戶數,53
9902,中華開發工業銀行,本國銀行,餘額,25000000
9902,臺灣工業銀行,本國銀行,戶數,2
9902,臺灣工業銀行,本國銀行,餘額,2000000
9902,大台北商業銀行,本國銀行,戶數,3361
9902,大台北商業銀行,本國銀行,餘額,7680000000
9902,華泰商業銀行,本國銀行,戶數,8622
9902,華泰商業銀行,本國銀行,餘額,19431000000
9902,臺灣新光商業銀行,本國銀行,戶數,104713
9902,臺灣新光商業銀行,本國銀行,餘額,94280000000
9902,陽信商業銀行,本國銀行,戶數,46817
9902,陽信商業銀行,本國銀行,餘額,59188000000
9902,板信商業銀行,本國銀行,戶數,44429
9902,板信商業銀行,本國銀行,餘額,42030000000
9902,三信商業銀行,本國銀行,戶數,62069
9902,三信商業銀行,本國銀行,餘額,38551000000
9902,聯邦商業銀行,本國銀行,戶數,94076
9902,聯邦商業銀行,本國銀行,餘額,110477000000
9902,遠東國際商業銀行,本國銀行,戶數,194326
9902,遠東國際商業銀行,本國銀行,餘額,118792000000
9902,元大商業銀行,本國銀行,戶數,63523
9902,元大商業銀行,本國銀行,餘額,97322000000
9902,永豐商業銀行,本國銀行,戶數,164594
9902,永豐商業銀行,本國銀行,餘額,335429000000
9902,玉山商業銀行,本國銀行,戶數,160997
9902,玉山商業銀行,本國銀行,餘額,270998000000
9902,萬泰商業銀行,本國銀行,戶數,248781
9902,萬泰商業銀行,本國銀行,餘額,35875000000
9902,台新國際商業銀行,本國銀行,戶數,304523
9902,台新國際商業銀行,本國銀行,餘額,281215000000
9902,大眾商業銀行,本國銀行,戶數,134082
9902,大眾商業銀行,本國銀行,餘額,83343000000
9902,日盛國際商業銀行,本國銀行,戶數,72855
9902,日盛國際商業銀行,本國銀行,餘額,69112000000
9902,安泰商業銀行,本國銀行,戶數,65425
9902,安泰商業銀行,本國銀行,餘額,82255000000
9902,中國信託商業銀行,本國銀行,戶數,488581
9902,中國信託商業銀行,本國銀行,餘額,374577000000
9902,慶豐商業銀行,本國銀行,戶數,14887
9902,慶豐商業銀行,本國銀行,餘額,6002000000
9902,臺灣中小企業銀行,本國銀行,戶數,130696
9902,臺灣中小企業銀行,本國銀行,餘額,226050000000
9902,渣打國際商業銀行,本國銀行,戶數,264818
9902,渣打國際商業銀行,本國銀行,餘額,195596000000
9902,台中商業銀行,本國銀行,戶數,35393
9902,台中商業銀行,本國銀行,餘額,43511000000
9902,京城商業銀行,本國銀行,戶數,23791
9902,京城商業銀行,本國銀行,餘額,40268000000
9902,總計,外國銀行在台分行,戶數,178187
9902,總計,外國銀行在台分行,餘額,120117000000
9902,日商瑞穗實業銀行,外國銀行在台分行,戶數,0
9902,日商瑞穗實業銀行,外國銀行在台分行,餘額,0
9902,美商美國銀行,外國銀行在台分行,戶數,8
9902,美商美國銀行,外國銀行在台分行,餘額,1000000
9902,泰國盤谷銀行,外國銀行在台分行,戶數,0
9902,泰國盤谷銀行,外國銀行在台分行,餘額,0
9902,菲律賓首都銀行,外國銀行在台分行,戶數,25
9902,菲律賓首都銀行,外國銀行在台分行,餘額,124000000
9902,美商美國紐約梅隆銀行,外國銀行在台分行,戶數,0
9902,美商美國紐約梅隆銀行,外國銀行在台分行,餘額,0
9902,新加坡大華銀行,外國銀行在台分行,戶數,0
9902,新加坡大華銀行,外國銀行在台分行,餘額,0
9902,美商道富銀行,外國銀行在台分行,戶數,0
9902,美商道富銀行,外國銀行在台分行,餘額,0
9902,法國興業銀行,外國銀行在台分行,戶數,0
9902,法國興業銀行,外國銀行在台分行,餘額,0
9902,荷商荷蘭銀行,外國銀行在台分行,戶數,55515
9902,荷商荷蘭銀行,外國銀行在台分行,餘額,14650000000
9902,德商德意志銀行,外國銀行在台分行,戶數,0
9902,德商德意志銀行,外國銀行在台分行,餘額,0
9902,香港東亞銀行,外國銀行在台分行,戶數,39
9902,香港東亞銀行,外國銀行在台分行,餘額,6000000
9902,美商摩根大通銀行,外國銀行在台分行,戶數,0
9902,美商摩根大通銀行,外國銀行在台分行,餘額,0
9902,新加坡商星展銀行,外國銀行在台分行,戶數,42871
9902,新加坡商星展銀行,外國銀行在台分行,餘額,29219000000
9902,比利時商富通銀行,外國銀行在台分行,戶數,0
9902,比利時商富通銀行,外國銀行在台分行,餘額,0
9902,香港上海匯豐銀行,外國銀行在台分行,戶數,79693
9902,香港上海匯豐銀行,外國銀行在台分行,餘額,75943000000
9902,法商法國巴黎銀行,外國銀行在台分行,戶數,29
9902,法商法國巴黎銀行,外國銀行在台分行,餘額,152000000
9902,英商渣打銀行,外國銀行在台分行,戶數,0
9902,英商渣打銀行,外國銀行在台分行,餘額,0
9902,新加坡商新加坡華僑銀行,外國銀行在台分行,戶數,0
9902,新加坡商新加坡華僑銀行,外國銀行在台分行,餘額,0
9902,法國東方匯理銀行,外國銀行在台分行,戶數,0
9902,法國東方匯理銀行,外國銀行在台分行,餘額,0
9902,斐商標準銀行,外國銀行在台分行,戶數,0
9902,斐商標準銀行,外國銀行在台分行,餘額,0
9902,加拿大商豐業銀行,外國銀行在台分行,戶數,0
9902,加拿大商豐業銀行,外國銀行在台分行,餘額,0
9902,瑞士商瑞士銀行,外國銀行在台分行,戶數,0
9902,瑞士商瑞士銀行,外國銀行在台分行,餘額,0
9902,荷蘭商安智銀行,外國銀行在台分行,戶數,0
9902,荷蘭商安智銀行,外國銀行在台分行,餘額,0
9902,美商美聯銀行,外國銀行在台分行,戶數,0
9902,美商美聯銀行,外國銀行在台分行,餘額,0
9902,澳商澳洲紐西蘭銀行,外國銀行在台分行,戶數,1
9902,澳商澳洲紐西蘭銀行,外國銀行在台分行,餘額,2000000
9902,美商富國銀行,外國銀行在台分行,戶數,0
9902,美商富國銀行,外國銀行在台分行,餘額,0
9902,日商三菱東京日聯銀行,外國銀行在台分行,戶數,0
9902,日商三菱東京日聯銀行,外國銀行在台分行,餘額,0
9902,比利時商比利時聯合銀行,外國銀行在台分行,戶數,6
9902,比利時商比利時聯合銀行,外國銀行在台分行,餘額,20000000
9902,日商三井住友銀行,外國銀行在台分行,戶數,0
9902,日商三井住友銀行,外國銀行在台分行,餘額,0
9902,英商巴克萊銀行,外國銀行在台分行,戶數,0
