年月,銀行,銀行類別,項目,數值,英文項目
9912,總計,本國銀行,戶數,8841357,CL_Cnt
9912,總計,本國銀行,餘額,6610340000000,CL_Bal
9912,臺灣銀行,本國銀行,戶數,4135007,CL_Cnt
9912,臺灣銀行,本國銀行,餘額,594143000000,CL_Bal
9912,臺灣土地銀行,本國銀行,戶數,441715,CL_Cnt
9912,臺灣土地銀行,本國銀行,餘額,643756000000,CL_Bal
9912,合作金庫商業銀行,本國銀行,戶數,314791,CL_Cnt
9912,合作金庫商業銀行,本國銀行,餘額,583311000000,CL_Bal
9912,第一商業銀行,本國銀行,戶數,138454,CL_Cnt
9912,第一商業銀行,本國銀行,餘額,344239000000,CL_Bal
9912,華南商業銀行,本國銀行,戶數,195550,CL_Cnt
9912,華南商業銀行,本國銀行,餘額,365620000000,CL_Bal
9912,彰化商業銀行,本國銀行,戶數,129186,CL_Cnt
9912,彰化商業銀行,本國銀行,餘額,299622000000,CL_Bal
9912,上海商業儲蓄銀行,本國銀行,戶數,37501,CL_Cnt
9912,上海商業儲蓄銀行,本國銀行,餘額,109526000000,CL_Bal
9912,台北富邦銀行,本國銀行,戶數,321582,CL_Cnt
9912,台北富邦銀行,本國銀行,餘額,303775000000,CL_Bal
9912,國泰世華商業銀行,本國銀行,戶數,96022,CL_Cnt
9912,國泰世華商業銀行,本國銀行,餘額,321943000000,CL_Bal
9912,中國輸出入銀行,本國銀行,戶數,0,CL_Cnt
9912,中國輸出入銀行,本國銀行,餘額,0,CL_Bal
9912,高雄銀行,本國銀行,戶數,85069,CL_Cnt
9912,高雄銀行,本國銀行,餘額,50253000000,CL_Bal
9912,兆豐國際商業銀行,本國銀行,戶數,66345,CL_Cnt
9912,兆豐國際商業銀行,本國銀行,餘額,168894000000,CL_Bal
9912,花旗,本國銀行,戶數,187111,CL_Cnt
9912,花旗,本國銀行,餘額,108555000000,CL_Bal
9912,中華開發工業銀行,本國銀行,戶數,49,CL_Cnt
9912,中華開發工業銀行,本國銀行,餘額,25000000,CL_Bal
9912,臺灣工業銀行,本國銀行,戶數,2,CL_Cnt
9912,臺灣工業銀行,本國銀行,餘額,2000000,CL_Bal
9912,匯豐,本國銀行,戶數,68965,CL_Cnt
9912,匯豐,本國銀行,餘額,89159000000,CL_Bal
9912,大台北商業銀行,本國銀行,戶數,3609,CL_Cnt
9912,大台北商業銀行,本國銀行,餘額,12100000000,CL_Bal
9912,華泰商業銀行,本國銀行,戶數,8229,CL_Cnt
9912,華泰商業銀行,本國銀行,餘額,21311000000,CL_Bal
9912,臺灣新光商業銀行,本國銀行,戶數,107404,CL_Cnt
9912,臺灣新光商業銀行,本國銀行,餘額,111527000000,CL_Bal
9912,陽信商業銀行,本國銀行,戶數,41089,CL_Cnt
9912,陽信商業銀行,本國銀行,餘額,60317000000,CL_Bal
9912,板信商業銀行,本國銀行,戶數,40512,CL_Cnt
9912,板信商業銀行,本國銀行,餘額,39805000000,CL_Bal
9912,三信商業銀行,本國銀行,戶數,60892,CL_Cnt
9912,三信商業銀行,本國銀行,餘額,39560000000,CL_Bal
9912,聯邦商業銀行,本國銀行,戶數,90612,CL_Cnt
9912,聯邦商業銀行,本國銀行,餘額,100321000000,CL_Bal
9912,遠東國際商業銀行,本國銀行,戶數,203997,CL_Cnt
9912,遠東國際商業銀行,本國銀行,餘額,119178000000,CL_Bal
9912,元大商業銀行,本國銀行,戶數,67324,CL_Cnt
9912,元大商業銀行,本國銀行,餘額,124109000000,CL_Bal
9912,永豐商業銀行,本國銀行,戶數,142601,CL_Cnt
9912,永豐商業銀行,本國銀行,餘額,271363000000,CL_Bal
9912,玉山商業銀行,本國銀行,戶數,157865,CL_Cnt
9912,玉山商業銀行,本國銀行,餘額,265365000000,CL_Bal
9912,萬泰商業銀行,本國銀行,戶數,235836,CL_Cnt
9912,萬泰商業銀行,本國銀行,餘額,36399000000,CL_Bal
9912,台新國際商業銀行,本國銀行,戶數,288459,CL_Cnt
9912,台新國際商業銀行,本國銀行,餘額,295840000000,CL_Bal
