年月,銀行,銀行類別,項目,數值
9901,總計,本國銀行,戶數,8750195
9901,總計,本國銀行,餘額,6488888000000
9901,臺灣銀行,本國銀行,戶數,3861968
9901,臺灣銀行,本國銀行,餘額,583914000000
9901,臺灣土地銀行,本國銀行,戶數,479089
9901,臺灣土地銀行,本國銀行,餘額,664850000000
9901,合作金庫商業銀行,本國銀行,戶數,377314
9901,合作金庫商業銀行,本國銀行,餘額,628317000000
9901,第一商業銀行,本國銀行,戶數,136297
9901,第一商業銀行,本國銀行,餘額,328501000000
9901,華南商業銀行,本國銀行,戶數,200753
9901,華南商業銀行,本國銀行,餘額,324029000000
9901,彰化商業銀行,本國銀行,戶數,130433
9901,彰化商業銀行,本國銀行,餘額,291142000000
9901,上海商業儲蓄銀行,本國銀行,戶數,51150
9901,上海商業儲蓄銀行,本國銀行,餘額,111702000000
9901,台北富邦銀行,本國銀行,戶數,308185
9901,台北富邦銀行,本國銀行,餘額,274588000000
9901,國泰世華商業銀行,本國銀行,戶數,99348
9901,國泰世華商業銀行,本國銀行,餘額,271999000000
9901,中國輸出入銀行,本國銀行,戶數,0
9901,中國輸出入銀行,本國銀行,餘額,0
9901,高雄銀行,本國銀行,戶數,84021
9901,高雄銀行,本國銀行,餘額,48867000000
9901,兆豐國際商業銀行,本國銀行,戶數,78326
9901,兆豐國際商業銀行,本國銀行,餘額,225280000000
9901,花旗,本國銀行,戶數,197082
9901,花旗,本國銀行,餘額,99450000000
9901,中華開發工業銀行,本國銀行,戶數,54
9901,中華開發工業銀行,本國銀行,餘額,26000000
9901,臺灣工業銀行,本國銀行,戶數,2
9901,臺灣工業銀行,本國銀行,餘額,2000000
9901,大台北商業銀行,本國銀行,戶數,3396
9901,大台北商業銀行,本國銀行,餘額,7757000000
9901,華泰商業銀行,本國銀行,戶數,8614
9901,華泰商業銀行,本國銀行,餘額,19091000000
9901,臺灣新光商業銀行,本國銀行,戶數,105232
9901,臺灣新光商業銀行,本國銀行,餘額,94591000000
9901,陽信商業銀行,本國銀行,戶數,47400
9901,陽信商業銀行,本國銀行,餘額,59111000000
9901,板信商業銀行,本國銀行,戶數,44797
9901,板信商業銀行,本國銀行,餘額,42393000000
9901,三信商業銀行,本國銀行,戶數,62207
9901,三信商業銀行,本國銀行,餘額,38686000000
9901,聯邦商業銀行,本國銀行,戶數,94884
9901,聯邦商業銀行,本國銀行,餘額,110590000000
9901,遠東國際商業銀行,本國銀行,戶數,194700
9901,遠東國際商業銀行,本國銀行,餘額,119853000000
9901,元大商業銀行,本國銀行,戶數,64217
9901,元大商業銀行,本國銀行,餘額,97240000000
9901,永豐商業銀行,本國銀行,戶數,165321
9901,永豐商業銀行,本國銀行,餘額,335836000000
9901,玉山商業銀行,本國銀行,戶數,158958
9901,玉山商業銀行,本國銀行,餘額,270580000000
9901,萬泰商業銀行,本國銀行,戶數,254339
9901,萬泰商業銀行,本國銀行,餘額,36787000000
9901,台新國際商業銀行,本國銀行,戶數,306816
9901,台新國際商業銀行,本國銀行,餘額,281928000000
9901,大眾商業銀行,本國銀行,戶數,135362
9901,大眾商業銀行,本國銀行,餘額,83565000000
9901,日盛國際商業銀行,本國銀行,戶數,74133
9901,日盛國際商業銀行,本國銀行,餘額,69579000000
9901,安泰商業銀行,本國銀行,戶數,65387
9901,安泰商業銀行,本國銀行,餘額,81480000000
9901,中國信託商業銀行,本國銀行,戶數,489800
9901,中國信託商業銀行,本國銀行,餘額,375700000000
9901,慶豐商業銀行,本國銀行,戶數,15332
9901,慶豐商業銀行,本國銀行,餘額,6146000000
9901,臺灣中小企業銀行,本國銀行,戶數,130891
9901,臺灣中小企業銀行,本國銀行,餘額,225900000000
9901,渣打國際商業銀行,本國銀行,戶數,264509
9901,渣打國際商業銀行,本國銀行,餘額,195003000000
9901,台中商業銀行,本國銀行,戶數,35896
9901,台中商業銀行,本國銀行,餘額,43645000000
9901,京城商業銀行,本國銀行,戶數,23982
9901,京城商業銀行,本國銀行,餘額,40762000000
9901,總計,外國銀行在台分行,戶數,179781
9901,總計,外國銀行在台分行,餘額,119818000000
9901,日商瑞穗實業銀行,外國銀行在台分行,戶數,0
9901,日商瑞穗實業銀行,外國銀行在台分行,餘額,0
9901,美商美國銀行,外國銀行在台分行,戶數,8
9901,美商美國銀行,外國銀行在台分行,餘額,1000000
9901,泰國盤谷銀行,外國銀行在台分行,戶數,0
9901,泰國盤谷銀行,外國銀行在台分行,餘額,0
9901,菲律賓首都銀行,外國銀行在台分行,戶數,25
9901,菲律賓首都銀行,外國銀行在台分行,餘額,125000000
9901,美商美國紐約梅隆銀行,外國銀行在台分行,戶數,0
9901,美商美國紐約梅隆銀行,外國銀行在台分行,餘額,0
9901,新加坡大華銀行,外國銀行在台分行,戶數,0
9901,新加坡大華銀行,外國銀行在台分行,餘額,0
9901,美商道富銀行,外國銀行在台分行,戶數,0
9901,美商道富銀行,外國銀行在台分行,餘額,0
9901,法國興業銀行,外國銀行在台分行,戶數,0
9901,法國興業銀行,外國銀行在台分行,餘額,0
9901,荷商荷蘭銀行,外國銀行在台分行,戶數,55380
9901,荷商荷蘭銀行,外國銀行在台分行,餘額,14839000000
9901,德商德意志銀行,外國銀行在台分行,戶數,0
9901,德商德意志銀行,外國銀行在台分行,餘額,0
9901,香港東亞銀行,外國銀行在台分行,戶數,42
9901,香港東亞銀行,外國銀行在台分行,餘額,7000000
9901,美商摩根大通銀行,外國銀行在台分行,戶數,0
9901,美商摩根大通銀行,外國銀行在台分行,餘額,0
9901,新加坡商星展銀行,外國銀行在台分行,戶數,43006
9901,新加坡商星展銀行,外國銀行在台分行,餘額,28597000000
9901,比利時商富通銀行,外國銀行在台分行,戶數,0
9901,比利時商富通銀行,外國銀行在台分行,餘額,0
9901,香港上海匯豐銀行,外國銀行在台分行,戶數,81284
9901,香港上海匯豐銀行,外國銀行在台分行,餘額,76075000000
9901,法商法國巴黎銀行,外國銀行在台分行,戶數,29
9901,法商法國巴黎銀行,外國銀行在台分行,餘額,153000000
9901,英商渣打銀行,外國銀行在台分行,戶數,0
9901,英商渣打銀行,外國銀行在台分行,餘額,0
9901,新加坡商新加坡華僑銀行,外國銀行在台分行,戶數,0
9901,新加坡商新加坡華僑銀行,外國銀行在台分行,餘額,0
9901,法國東方匯理銀行,外國銀行在台分行,戶數,0
9901,法國東方匯理銀行,外國銀行在台分行,餘額,0
9901,斐商標準銀行,外國銀行在台分行,戶數,0
9901,斐商標準銀行,外國銀行在台分行,餘額,0
9901,加拿大商豐業銀行,外國銀行在台分行,戶數,0
9901,加拿大商豐業銀行,外國銀行在台分行,餘額,0
9901,瑞士商瑞士銀行,外國銀行在台分行,戶數,0
9901,瑞士商瑞士銀行,外國銀行在台分行,餘額,0
9901,荷蘭商安智銀行,外國銀行在台分行,戶數,0
9901,荷蘭商安智銀行,外國銀行在台分行,餘額,0
9901,美商美聯銀行,外國銀行在台分行,戶數,0
9901,美商美聯銀行,外國銀行在台分行,餘額,0
9901,澳商澳洲紐西蘭銀行,外國銀行在台分行,戶數,1
9901,澳商澳洲紐西蘭銀行,外國銀行在台分行,餘額,2000000
9901,美商富國銀行,外國銀行在台分行,戶數,0
9901,美商富國銀行,外國銀行在台分行,餘額,0
9901,日商三菱東京日聯銀行,外國銀行在台分行,戶數,0
9901,日商三菱東京日聯銀行,外國銀行在台分行,餘額,0
9901,比利時商比利時聯合銀行,外國銀行在台分行,戶數,6
9901,比利時商比利時聯合銀行,外國銀行在台分行,餘額,20000000
9901,日商三井住友銀行,外國銀行在台分行,戶數,0
9901,日商三井住友銀行,外國銀行在台分行,餘額,0
9901,英商巴克萊銀行,外國銀行在台分行,戶數,0
9901,英商巴克萊銀行,外國銀行在台分行,餘額,0
9901,瑞士商瑞士信貸銀行,外國銀行在台分行,戶數,0
9901,瑞士商瑞士信貸銀行,外國銀行在台分行,餘額,0
9901,美商花旗銀行,外國銀行在台分行,戶數,0
9901,美商花旗銀行,外國銀行在台分行,餘額,0
9901,總計,外國銀行在台分行,戶數,102464
9901,總計,外國銀行在台分行,餘額,153601000000
9901,台北市第五信用合作社,外國銀行在台分行,戶數,1128
9901,台北市第五信用合作社,外國銀行在台分行,餘額,2278000000
9901,台北市第九信用合作社,外國銀行在台分行,戶數,471
9901,台北市第九信用合作社,外國銀行在台分行,餘額,689000000
