年月,銀行,銀行類別,項目,數值
9802,總計,全體銀行機構,一般定期性存款,12260856000000
9802,總計,全體銀行機構,可轉讓定期存款,155702000000
9802,臺灣銀行,本國銀行,一般定期性存款,1762237000000
9802,臺灣銀行,本國銀行,可轉讓定期存款,1275000000
9802,臺灣土地銀行,本國銀行,一般定期性存款,1067202000000
9802,臺灣土地銀行,本國銀行,可轉讓定期存款,5541000000
9802,合作金庫商業銀行,本國銀行,一般定期性存款,1127146000000
9802,合作金庫商業銀行,本國銀行,可轉讓定期存款,4334000000
9802,第一商業銀行,本國銀行,一般定期性存款,536029000000
9802,第一商業銀行,本國銀行,可轉讓定期存款,12523000000
9802,華南商業銀行,本國銀行,一般定期性存款,536563000000
9802,華南商業銀行,本國銀行,可轉讓定期存款,6717000000
9802,彰化商業銀行,本國銀行,一般定期性存款,483075000000
9802,彰化商業銀行,本國銀行,可轉讓定期存款,5871000000
9802,花旗,本國銀行,一般定期性存款,60333000000
9802,花旗,本國銀行,可轉讓定期存款,822000000
9802,上海商業儲蓄銀行,本國銀行,一般定期性存款,188330000000
9802,上海商業儲蓄銀行,本國銀行,可轉讓定期存款,3145000000
9802,台北富邦銀行,本國銀行,一般定期性存款,466148000000
9802,台北富邦銀行,本國銀行,可轉讓定期存款,8168000000
9802,國泰世華商業銀行,本國銀行,一般定期性存款,524798000000
9802,國泰世華商業銀行,本國銀行,可轉讓定期存款,2366000000
9802,中國輸出入銀行,本國銀行,一般定期性存款,0
9802,中國輸出入銀行,本國銀行,可轉讓定期存款,0
9802,高雄銀行,本國銀行,一般定期性存款,96242000000
9802,高雄銀行,本國銀行,可轉讓定期存款,608000000
9802,兆豐國際商業銀行,本國銀行,一般定期性存款,455596000000
9802,兆豐國際商業銀行,本國銀行,可轉讓定期存款,2078000000
9802,中華開發工業銀行,本國銀行,一般定期性存款,18732000000
9802,中華開發工業銀行,本國銀行,可轉讓定期存款,0
9802,臺灣工業銀行,本國銀行,一般定期性存款,56213000000
9802,臺灣工業銀行,本國銀行,可轉讓定期存款,0
9802,大台北商業銀行,本國銀行,一般定期性存款,25397000000
9802,大台北商業銀行,本國銀行,可轉讓定期存款,0
9802,華泰商業銀行,本國銀行,一般定期性存款,67717000000
9802,華泰商業銀行,本國銀行,可轉讓定期存款,2078000000
9802,臺灣新光商業銀行,本國銀行,一般定期性存款,227060000000
9802,臺灣新光商業銀行,本國銀行,可轉讓定期存款,709000000
9802,陽信商業銀行,本國銀行,一般定期性存款,136936000000
9802,陽信商業銀行,本國銀行,可轉讓定期存款,923000000
9802,板信商業銀行,本國銀行,一般定期性存款,98294000000
9802,板信商業銀行,本國銀行,可轉讓定期存款,3156000000
9802,三信商業銀行,本國銀行,一般定期性存款,66155000000
9802,三信商業銀行,本國銀行,可轉讓定期存款,248000000
9802,聯邦商業銀行,本國銀行,一般定期性存款,167857000000
9802,聯邦商業銀行,本國銀行,可轉讓定期存款,1367000000
9802,中華商業銀行,本國銀行,一般定期性存款,0
9802,中華商業銀行,本國銀行,可轉讓定期存款,0
9802,遠東國際商業銀行,本國銀行,一般定期性存款,159248000000
9802,遠東國際商業銀行,本國銀行,可轉讓定期存款,9595000000
9802,元大商業銀行,本國銀行,一般定期性存款,143204000000
9802,元大商業銀行,本國銀行,可轉讓定期存款,1499000000
9802,永豐商業銀行,本國銀行,一般定期性存款,381815000000
9802,永豐商業銀行,本國銀行,可轉讓定期存款,7824000000
9802,玉山商業銀行,本國銀行,一般定期性存款,352093000000
9802,玉山商業銀行,本國銀行,可轉讓定期存款,12486000000
9802,萬泰商業銀行,本國銀行,一般定期性存款,87080000000
9802,萬泰商業銀行,本國銀行,可轉讓定期存款,217000000
9802,寶華商業銀行,本國銀行,一般定期性存款,0
9802,寶華商業銀行,本國銀行,可轉讓定期存款,0
9802,台新國際商業銀行,本國銀行,一般定期性存款,354594000000
9802,台新國際商業銀行,本國銀行,可轉讓定期存款,17870000000
9802,大眾商業銀行,本國銀行,一般定期性存款,144667000000
9802,大眾商業銀行,本國銀行,可轉讓定期存款,1694000000
9802,日盛國際商業銀行,本國銀行,一般定期性存款,117676000000
9802,日盛國際商業銀行,本國銀行,可轉讓定期存款,363000000
9802,安泰商業銀行,本國銀行,一般定期性存款,141577000000
9802,安泰商業銀行,本國銀行,可轉讓定期存款,10768000000
9802,中國信託商業銀行,本國銀行,一般定期性存款,478757000000
9802,中國信託商業銀行,本國銀行,可轉讓定期存款,4143000000
9802,慶豐商業銀行,本國銀行,一般定期性存款,38097000000
9802,慶豐商業銀行,本國銀行,可轉讓定期存款,20000000
9802,臺灣中小企業銀行,本國銀行,一般定期性存款,489234000000
9802,臺灣中小企業銀行,本國銀行,可轉讓定期存款,10618000000
9802,渣打國際商業銀行,本國銀行,一般定期性存款,218649000000
9802,渣打國際商業銀行,本國銀行,可轉讓定期存款,2329000000
9802,台中商業銀行,本國銀行,一般定期性存款,150233000000
9802,台中商業銀行,本國銀行,可轉讓定期存款,317000000
9802,京城商業銀行,本國銀行,一般定期性存款,84812000000
9802,京城商業銀行,本國銀行,可轉讓定期存款,369000000
9802,外國銀行在台分行,本國銀行,一般定期性存款,388605000000
9802,外國銀行在台分行,本國銀行,可轉讓定期存款,13665000000
9802,小計,信用合作社,一般定期性存款,362453000000
9802,小計,信用合作社,可轉讓定期存款,0
