年月,銀行,銀行類別,項目,數值,英文項目
9601,總計,全體銀行機構,一般定期性存款,10851924000000,FD_BAL
9601,總計,全體銀行機構,可轉讓定期存款,326337000000,TRANS_FD_BAL
9601,中央信託局,本國銀行,一般定期性存款,94046000000,FD_BAL
9601,中央信託局,本國銀行,可轉讓定期存款,101000000,TRANS_FD_BAL
9601,中國農民銀行,本國銀行,一般定期性存款,0,FD_BAL
9601,中國農民銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
9601,交通銀行,本國銀行,一般定期性存款,0,FD_BAL
9601,交通銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
9601,臺灣銀行,本國銀行,一般定期性存款,1324891000000,FD_BAL
9601,臺灣銀行,本國銀行,可轉讓定期存款,1599000000,TRANS_FD_BAL
9601,臺灣土地銀行,本國銀行,一般定期性存款,944524000000,FD_BAL
9601,臺灣土地銀行,本國銀行,可轉讓定期存款,6693000000,TRANS_FD_BAL
9601,合作金庫商業銀行,本國銀行,一般定期性存款,1043451000000,FD_BAL
9601,合作金庫商業銀行,本國銀行,可轉讓定期存款,25500000000,TRANS_FD_BAL
9601,第一商業銀行,本國銀行,一般定期性存款,477005000000,FD_BAL
9601,第一商業銀行,本國銀行,可轉讓定期存款,8934000000,TRANS_FD_BAL
9601,華南商業銀行,本國銀行,一般定期性存款,470249000000,FD_BAL
9601,華南商業銀行,本國銀行,可轉讓定期存款,6331000000,TRANS_FD_BAL
9601,彰化商業銀行,本國銀行,一般定期性存款,413038000000,FD_BAL
9601,彰化商業銀行,本國銀行,可轉讓定期存款,6155000000,TRANS_FD_BAL
9601,華僑商業銀行,本國銀行,一般定期性存款,101966000000,FD_BAL
9601,華僑商業銀行,本國銀行,可轉讓定期存款,2689000000,TRANS_FD_BAL
9601,上海商業儲蓄銀行,本國銀行,一般定期性存款,122436000000,FD_BAL
9601,上海商業儲蓄銀行,本國銀行,可轉讓定期存款,2806000000,TRANS_FD_BAL
9601,台北富邦銀行,本國銀行,一般定期性存款,345318000000,FD_BAL
9601,台北富邦銀行,本國銀行,可轉讓定期存款,966000000,TRANS_FD_BAL
9601,國泰世華商業銀行,本國銀行,一般定期性存款,436660000000,FD_BAL
9601,國泰世華商業銀行,本國銀行,可轉讓定期存款,4064000000,TRANS_FD_BAL
9601,中國輸出入銀行,本國銀行,一般定期性存款,0,FD_BAL
9601,中國輸出入銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
9601,高雄銀行,本國銀行,一般定期性存款,58744000000,FD_BAL
9601,高雄銀行,本國銀行,可轉讓定期存款,528000000,TRANS_FD_BAL
9601,兆豐國際商業銀行,本國銀行,一般定期性存款,319199000000,FD_BAL
9601,兆豐國際商業銀行,本國銀行,可轉讓定期存款,2828000000,TRANS_FD_BAL
9601,中華開發工業銀行,本國銀行,一般定期性存款,1646000000,FD_BAL
9601,中華開發工業銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
9601,臺灣工業銀行,本國銀行,一般定期性存款,30435000000,FD_BAL
9601,臺灣工業銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
9601,華泰商業銀行,本國銀行,一般定期性存款,53832000000,FD_BAL
9601,華泰商業銀行,本國銀行,可轉讓定期存款,4004000000,TRANS_FD_BAL
9601,臺灣新光商業銀行,本國銀行,一般定期性存款,178464000000,FD_BAL
9601,臺灣新光商業銀行,本國銀行,可轉讓定期存款,2407000000,TRANS_FD_BAL
9601,陽信商業銀行,本國銀行,一般定期性存款,130862000000,FD_BAL
9601,陽信商業銀行,本國銀行,可轉讓定期存款,10350000000,TRANS_FD_BAL
9601,板信商業銀行,本國銀行,一般定期性存款,98594000000,FD_BAL
9601,板信商業銀行,本國銀行,可轉讓定期存款,12015000000,TRANS_FD_BAL
9601,三信商業銀行,本國銀行,一般定期性存款,57585000000,FD_BAL
9601,三信商業銀行,本國銀行,可轉讓定期存款,4240000000,TRANS_FD_BAL
9601,第七商業銀行,本國銀行,一般定期性存款,0,FD_BAL
9601,第七商業銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
9601,聯邦商業銀行,本國銀行,一般定期性存款,170192000000,FD_BAL
9601,聯邦商業銀行,本國銀行,可轉讓定期存款,2575000000,TRANS_FD_BAL
9601,中華商業銀行,本國銀行,一般定期性存款,80134000000,FD_BAL
9601,中華商業銀行,本國銀行,可轉讓定期存款,3599000000,TRANS_FD_BAL
9601,遠東國際商業銀行,本國銀行,一般定期性存款,133824000000,FD_BAL
9601,遠東國際商業銀行,本國銀行,可轉讓定期存款,33673000000,TRANS_FD_BAL
9601,復華商業銀行,本國銀行,一般定期性存款,151487000000,FD_BAL
9601,復華商業銀行,本國銀行,可轉讓定期存款,8861000000,TRANS_FD_BAL
9601,永豐商業銀行,本國銀行,一般定期性存款,349338000000,FD_BAL
9601,永豐商業銀行,本國銀行,可轉讓定期存款,40173000000,TRANS_FD_BAL
9601,玉山商業銀行,本國銀行,一般定期性存款,262258000000,FD_BAL
9601,玉山商業銀行,本國銀行,可轉讓定期存款,16909000000,TRANS_FD_BAL
9601,萬泰商業銀行,本國銀行,一般定期性存款,140201000000,FD_BAL
9601,萬泰商業銀行,本國銀行,可轉讓定期存款,151000000,TRANS_FD_BAL
9601,寶華商業銀行,本國銀行,一般定期性存款,101642000000,FD_BAL
9601,寶華商業銀行,本國銀行,可轉讓定期存款,2453000000,TRANS_FD_BAL
9601,台新國際商業銀行,本國銀行,一般定期性存款,300384000000,FD_BAL
9601,台新國際商業銀行,本國銀行,可轉讓定期存款,15834000000,TRANS_FD_BAL
9601,大眾商業銀行,本國銀行,一般定期性存款,151854000000,FD_BAL
9601,大眾商業銀行,本國銀行,可轉讓定期存款,2829000000,TRANS_FD_BAL
9601,日盛國際商業銀行,本國銀行,一般定期性存款,112656000000,FD_BAL
9601,日盛國際商業銀行,本國銀行,可轉讓定期存款,3202000000,TRANS_FD_BAL
