年月,銀行,銀行類別,項目,數值
10101,總計,全體銀行機構,一般定期性存款,12698628000000
10101,總計,全體銀行機構,可轉讓定期存款,259466000000
10101,臺灣銀行,本國銀行,一般定期性存款,1804724000000
10101,臺灣銀行,本國銀行,可轉讓定期存款,830000000
10101,臺灣土地銀行,本國銀行,一般定期性存款,1124699000000
10101,臺灣土地銀行,本國銀行,可轉讓定期存款,2992000000
10101,合作金庫商業銀行,本國銀行,一般定期性存款,1046151000000
10101,合作金庫商業銀行,本國銀行,可轉讓定期存款,2178000000
10101,第一商業銀行,本國銀行,一般定期性存款,498803000000
10101,第一商業銀行,本國銀行,可轉讓定期存款,11646000000
10101,華南商業銀行,本國銀行,一般定期性存款,505860000000
10101,華南商業銀行,本國銀行,可轉讓定期存款,4007000000
10101,彰化商業銀行,本國銀行,一般定期性存款,479662000000
10101,彰化商業銀行,本國銀行,可轉讓定期存款,9446000000
10101,上海商業儲蓄銀行,本國銀行,一般定期性存款,282494000000
10101,上海商業儲蓄銀行,本國銀行,可轉讓定期存款,2451000000
10101,台北富邦銀行,本國銀行,一般定期性存款,506194000000
10101,台北富邦銀行,本國銀行,可轉讓定期存款,4227000000
10101,國泰世華商業銀行,本國銀行,一般定期性存款,574228000000
10101,國泰世華商業銀行,本國銀行,可轉讓定期存款,1896000000
10101,中國輸出入銀行,本國銀行,一般定期性存款,0
10101,中國輸出入銀行,本國銀行,可轉讓定期存款,0
10101,高雄銀行,本國銀行,一般定期性存款,102585000000
10101,高雄銀行,本國銀行,可轉讓定期存款,5607000000
10101,兆豐國際商業銀行,本國銀行,一般定期性存款,461915000000
10101,兆豐國際商業銀行,本國銀行,可轉讓定期存款,1223000000
10101,花旗,本國銀行,一般定期性存款,77087000000
10101,花旗,本國銀行,可轉讓定期存款,243000000
10101,中華開發工業銀行,本國銀行,一般定期性存款,43441000000
10101,中華開發工業銀行,本國銀行,可轉讓定期存款,0
10101,臺灣工業銀行,本國銀行,一般定期性存款,69890000000
10101,臺灣工業銀行,本國銀行,可轉讓定期存款,0
10101,匯豐,本國銀行,一般定期性存款,74995000000
10101,匯豐,本國銀行,可轉讓定期存款,4250000000
10101,大台北商業銀行,本國銀行,一般定期性存款,27292000000
10101,大台北商業銀行,本國銀行,可轉讓定期存款,1453000000
10101,華泰商業銀行,本國銀行,一般定期性存款,70760000000
10101,華泰商業銀行,本國銀行,可轉讓定期存款,1928000000
10101,臺灣新光商業銀行,本國銀行,一般定期性存款,270360000000
10101,臺灣新光商業銀行,本國銀行,可轉讓定期存款,3490000000
10101,陽信商業銀行,本國銀行,一般定期性存款,128195000000
10101,陽信商業銀行,本國銀行,可轉讓定期存款,5191000000
10101,板信商業銀行,本國銀行,一般定期性存款,81070000000
10101,板信商業銀行,本國銀行,可轉讓定期存款,1609000000
10101,三信商業銀行,本國銀行,一般定期性存款,68986000000
10101,三信商業銀行,本國銀行,可轉讓定期存款,315000000
10101,聯邦商業銀行,本國銀行,一般定期性存款,171983000000
10101,聯邦商業銀行,本國銀行,可轉讓定期存款,993000000
10101,遠東國際商業銀行,本國銀行,一般定期性存款,215154000000
10101,遠東國際商業銀行,本國銀行,可轉讓定期存款,22449000000
10101,元大商業銀行,本國銀行,一般定期性存款,156048000000
10101,元大商業銀行,本國銀行,可轉讓定期存款,40229000000
10101,永豐商業銀行,本國銀行,一般定期性存款,460852000000
10101,永豐商業銀行,本國銀行,可轉讓定期存款,23419000000
10101,玉山商業銀行,本國銀行,一般定期性存款,429195000000
10101,玉山商業銀行,本國銀行,可轉讓定期存款,2434000000
10101,萬泰商業銀行,本國銀行,一般定期性存款,73155000000
10101,萬泰商業銀行,本國銀行,可轉讓定期存款,533000000
10101,星展,本國銀行,一般定期性存款,109501000000
10101,星展,本國銀行,可轉讓定期存款,30000000
10101,台新國際商業銀行,本國銀行,一般定期性存款,377657000000
10101,台新國際商業銀行,本國銀行,可轉讓定期存款,7799000000
10101,大眾商業銀行,本國銀行,一般定期性存款,195455000000
10101,大眾商業銀行,本國銀行,可轉讓定期存款,18082000000
10101,日盛國際商業銀行,本國銀行,一般定期性存款,80961000000
10101,日盛國際商業銀行,本國銀行,可轉讓定期存款,1422000000
10101,安泰商業銀行,本國銀行,一般定期性存款,184621000000
10101,安泰商業銀行,本國銀行,可轉讓定期存款,26727000000
10101,中國信託商業銀行,本國銀行,一般定期性存款,523204000000
10101,中國信託商業銀行,本國銀行,可轉讓定期存款,1226000000
10101,臺灣中小企業銀行,本國銀行,一般定期性存款,456081000000
10101,臺灣中小企業銀行,本國銀行,可轉讓定期存款,17770000000
10101,渣打國際商業銀行,本國銀行,一般定期性存款,244435000000
10101,渣打國際商業銀行,本國銀行,可轉讓定期存款,15350000000
10101,台中商業銀行,本國銀行,一般定期性存款,163605000000
10101,台中商業銀行,本國銀行,可轉讓定期存款,9243000000
10101,京城商業銀行,本國銀行,一般定期性存款,66868000000
10101,京城商業銀行,本國銀行,可轉讓定期存款,200000000
10101,小計,外國銀行在台分行,一般定期性存款,156828000000
10101,小計,外國銀行在台分行,可轉讓定期存款,6579000000
10101,小計,信用合作社,一般定期性存款,333631000000
10101,小計,信用合作社,可轉讓定期存款,0
