年月,銀行,銀行類別,項目,數值,英文項目
10012,總計,全體銀行機構,一般定期性存款,12608564000000,FD_BAL
10012,總計,全體銀行機構,可轉讓定期存款,273085000000,TRANS_FD_BAL
10012,臺灣銀行,本國銀行,一般定期性存款,1799504000000,FD_BAL
10012,臺灣銀行,本國銀行,可轉讓定期存款,857000000,TRANS_FD_BAL
10012,臺灣土地銀行,本國銀行,一般定期性存款,1114469000000,FD_BAL
10012,臺灣土地銀行,本國銀行,可轉讓定期存款,3379000000,TRANS_FD_BAL
10012,合作金庫商業銀行,本國銀行,一般定期性存款,1047330000000,FD_BAL
10012,合作金庫商業銀行,本國銀行,可轉讓定期存款,2137000000,TRANS_FD_BAL
10012,第一商業銀行,本國銀行,一般定期性存款,498590000000,FD_BAL
10012,第一商業銀行,本國銀行,可轉讓定期存款,12337000000,TRANS_FD_BAL
10012,華南商業銀行,本國銀行,一般定期性存款,498280000000,FD_BAL
10012,華南商業銀行,本國銀行,可轉讓定期存款,4318000000,TRANS_FD_BAL
10012,彰化商業銀行,本國銀行,一般定期性存款,468186000000,FD_BAL
10012,彰化商業銀行,本國銀行,可轉讓定期存款,10147000000,TRANS_FD_BAL
10012,上海商業儲蓄銀行,本國銀行,一般定期性存款,280008000000,FD_BAL
10012,上海商業儲蓄銀行,本國銀行,可轉讓定期存款,2632000000,TRANS_FD_BAL
10012,台北富邦銀行,本國銀行,一般定期性存款,490502000000,FD_BAL
10012,台北富邦銀行,本國銀行,可轉讓定期存款,3583000000,TRANS_FD_BAL
10012,國泰世華商業銀行,本國銀行,一般定期性存款,562859000000,FD_BAL
10012,國泰世華商業銀行,本國銀行,可轉讓定期存款,1581000000,TRANS_FD_BAL
10012,中國輸出入銀行,本國銀行,一般定期性存款,0,FD_BAL
10012,中國輸出入銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
10012,高雄銀行,本國銀行,一般定期性存款,107503000000,FD_BAL
10012,高雄銀行,本國銀行,可轉讓定期存款,5686000000,TRANS_FD_BAL
10012,兆豐國際商業銀行,本國銀行,一般定期性存款,457819000000,FD_BAL
10012,兆豐國際商業銀行,本國銀行,可轉讓定期存款,1410000000,TRANS_FD_BAL
10012,花旗,本國銀行,一般定期性存款,76334000000,FD_BAL
10012,花旗,本國銀行,可轉讓定期存款,245000000,TRANS_FD_BAL
10012,中華開發工業銀行,本國銀行,一般定期性存款,42660000000,FD_BAL
10012,中華開發工業銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
10012,臺灣工業銀行,本國銀行,一般定期性存款,66284000000,FD_BAL
10012,臺灣工業銀行,本國銀行,可轉讓定期存款,0,TRANS_FD_BAL
10012,匯豐,本國銀行,一般定期性存款,76566000000,FD_BAL
10012,匯豐,本國銀行,可轉讓定期存款,3250000000,TRANS_FD_BAL
10012,大台北商業銀行,本國銀行,一般定期性存款,26796000000,FD_BAL
10012,大台北商業銀行,本國銀行,可轉讓定期存款,1450000000,TRANS_FD_BAL
10012,華泰商業銀行,本國銀行,一般定期性存款,71161000000,FD_BAL
10012,華泰商業銀行,本國銀行,可轉讓定期存款,1966000000,TRANS_FD_BAL
10012,臺灣新光商業銀行,本國銀行,一般定期性存款,271047000000,FD_BAL
10012,臺灣新光商業銀行,本國銀行,可轉讓定期存款,2005000000,TRANS_FD_BAL
10012,陽信商業銀行,本國銀行,一般定期性存款,127109000000,FD_BAL
10012,陽信商業銀行,本國銀行,可轉讓定期存款,5087000000,TRANS_FD_BAL
10012,板信商業銀行,本國銀行,一般定期性存款,80757000000,FD_BAL
10012,板信商業銀行,本國銀行,可轉讓定期存款,1561000000,TRANS_FD_BAL
10012,三信商業銀行,本國銀行,一般定期性存款,69308000000,FD_BAL
10012,三信商業銀行,本國銀行,可轉讓定期存款,314000000,TRANS_FD_BAL
10012,聯邦商業銀行,本國銀行,一般定期性存款,171298000000,FD_BAL
10012,聯邦商業銀行,本國銀行,可轉讓定期存款,1034000000,TRANS_FD_BAL
10012,遠東國際商業銀行,本國銀行,一般定期性存款,217084000000,FD_BAL
10012,遠東國際商業銀行,本國銀行,可轉讓定期存款,24479000000,TRANS_FD_BAL
10012,元大商業銀行,本國銀行,一般定期性存款,156784000000,FD_BAL
10012,元大商業銀行,本國銀行,可轉讓定期存款,38483000000,TRANS_FD_BAL
10012,永豐商業銀行,本國銀行,一般定期性存款,459852000000,FD_BAL
10012,永豐商業銀行,本國銀行,可轉讓定期存款,26592000000,TRANS_FD_BAL
10012,玉山商業銀行,本國銀行,一般定期性存款,423812000000,FD_BAL
10012,玉山商業銀行,本國銀行,可轉讓定期存款,9470000000,TRANS_FD_BAL
10012,萬泰商業銀行,本國銀行,一般定期性存款,72429000000,FD_BAL
10012,萬泰商業銀行,本國銀行,可轉讓定期存款,533000000,TRANS_FD_BAL
