年月,銀行,銀行類別,項目,數值
10111,總計,全體總和,公營企業,624699000000
10111,總計,全體總和,民營企業,8496229000000
10111,臺灣銀行,本國銀行,公營企業,163682000000
10111,臺灣銀行,本國銀行,民營企業,673333000000
10111,臺灣土地銀行,本國銀行,公營企業,47501000000
10111,臺灣土地銀行,本國銀行,民營企業,554005000000
10111,合作金庫商業銀行,本國銀行,公營企業,59825000000
10111,合作金庫商業銀行,本國銀行,民營企業,755640000000
10111,第一商業銀行,本國銀行,公營企業,18500000000
10111,第一商業銀行,本國銀行,民營企業,703519000000
10111,華南商業銀行,本國銀行,公營企業,24453000000
10111,華南商業銀行,本國銀行,民營企業,598547000000
10111,彰化商業銀行,本國銀行,公營企業,48878000000
10111,彰化商業銀行,本國銀行,民營企業,544443000000
10111,上海商業儲蓄銀行,本國銀行,公營企業,95000000
10111,上海商業儲蓄銀行,本國銀行,民營企業,168973000000
10111,台北富邦銀行,本國銀行,公營企業,36125000000
10111,台北富邦銀行,本國銀行,民營企業,265166000000
10111,國泰世華商業銀行,本國銀行,公營企業,10363000000
10111,國泰世華商業銀行,本國銀行,民營企業,236502000000
10111,中國輸出入銀行,本國銀行,公營企業,23869000000
10111,中國輸出入銀行,本國銀行,民營企業,27273000000
10111,高雄銀行,本國銀行,公營企業,2237000000
10111,高雄銀行,本國銀行,民營企業,57805000000
10111,兆豐國際商業銀行,本國銀行,公營企業,12901000000
10111,兆豐國際商業銀行,本國銀行,民營企業,666754000000
10111,花旗,本國銀行,公營企業,0
10111,花旗,本國銀行,民營企業,38451000000
10111,中華開發工業銀行,本國銀行,公營企業,364000000
10111,中華開發工業銀行,本國銀行,民營企業,60781000000
10111,臺灣工業銀行,本國銀行,公營企業,0
10111,臺灣工業銀行,本國銀行,民營企業,63240000000
10111,匯豐,本國銀行,公營企業,0
10111,匯豐,本國銀行,民營企業,53411000000
10111,大台北商業銀行,本國銀行,公營企業,600000000
10111,大台北商業銀行,本國銀行,民營企業,6923000000
10111,華泰商業銀行,本國銀行,公營企業,600000000
10111,華泰商業銀行,本國銀行,民營企業,37787000000
10111,臺灣新光商業銀行,本國銀行,公營企業,5026000000
10111,臺灣新光商業銀行,本國銀行,民營企業,156042000000
10111,陽信商業銀行,本國銀行,公營企業,0
10111,陽信商業銀行,本國銀行,民營企業,72460000000
10111,板信商業銀行,本國銀行,公營企業,0
10111,板信商業銀行,本國銀行,民營企業,45617000000
10111,三信商業銀行,本國銀行,公營企業,2340000000
10111,三信商業銀行,本國銀行,民營企業,16993000000
10111,聯邦商業銀行,本國銀行,公營企業,2390000000
10111,聯邦商業銀行,本國銀行,民營企業,45976000000
10111,遠東國際商業銀行,本國銀行,公營企業,14100000000
10111,遠東國際商業銀行,本國銀行,民營企業,70185000000
10111,元大商業銀行,本國銀行,公營企業,24241000000
10111,元大商業銀行,本國銀行,民營企業,161242000000
10111,永豐商業銀行,本國銀行,公營企業,28215000000
10111,永豐商業銀行,本國銀行,民營企業,202823000000
10111,玉山商業銀行,本國銀行,公營企業,3800000000
10111,玉山商業銀行,本國銀行,民營企業,285532000000
10111,萬泰商業銀行,本國銀行,公營企業,0
10111,萬泰商業銀行,本國銀行,民營企業,20836000000
10111,星展,本國銀行,公營企業,0
10111,星展,本國銀行,民營企業,90866000000
10111,台新國際商業銀行,本國銀行,公營企業,8511000000
10111,台新國際商業銀行,本國銀行,民營企業,190903000000
10111,大眾商業銀行,本國銀行,公營企業,0
10111,大眾商業銀行,本國銀行,民營企業,83849000000
10111,日盛國際商業銀行,本國銀行,公營企業,354000000
10111,日盛國際商業銀行,本國銀行,民營企業,48101000000
10111,安泰商業銀行,本國銀行,公營企業,100000000
10111,安泰商業銀行,本國銀行,民營企業,93585000000
10111,中國信託商業銀行,本國銀行,公營企業,49928000000
10111,中國信託商業銀行,本國銀行,民營企業,244634000000
10111,臺灣中小企業銀行,本國銀行,公營企業,31701000000
10111,臺灣中小企業銀行,本國銀行,民營企業,448063000000
10111,渣打國際商業銀行,本國銀行,公營企業,0
10111,渣打國際商業銀行,本國銀行,民營企業,37682000000
10111,台中商業銀行,本國銀行,公營企業,0
10111,台中商業銀行,本國銀行,民營企業,161112000000
10111,京城商業銀行,本國銀行,公營企業,0
10111,京城商業銀行,本國銀行,民營企業,52757000000
10111,小計,外國銀行在台分行,公營企業,4001000000
10111,小計,外國銀行在台分行,民營企業,454416000000
