年月,銀行,銀行類別,項目,數值
9909,總計,全體總和,公營企業,722243000000
9909,總計,全體總和,民營企業,7326179000000
9909,臺灣銀行,本國銀行,公營企業,202027000000
9909,臺灣銀行,本國銀行,民營企業,600279000000
9909,臺灣土地銀行,本國銀行,公營企業,43977000000
9909,臺灣土地銀行,本國銀行,民營企業,471127000000
9909,合作金庫商業銀行,本國銀行,公營企業,119445000000
9909,合作金庫商業銀行,本國銀行,民營企業,701146000000
9909,第一商業銀行,本國銀行,公營企業,30623000000
9909,第一商業銀行,本國銀行,民營企業,571888000000
9909,華南商業銀行,本國銀行,公營企業,27061000000
9909,華南商業銀行,本國銀行,民營企業,558857000000
9909,彰化商業銀行,本國銀行,公營企業,48381000000
9909,彰化商業銀行,本國銀行,民營企業,483196000000
9909,上海商業儲蓄銀行,本國銀行,公營企業,0
9909,上海商業儲蓄銀行,本國銀行,民營企業,142065000000
9909,台北富邦銀行,本國銀行,公營企業,35108000000
9909,台北富邦銀行,本國銀行,民營企業,239454000000
9909,國泰世華商業銀行,本國銀行,公營企業,26852000000
9909,國泰世華商業銀行,本國銀行,民營企業,239141000000
9909,中國輸出入銀行,本國銀行,公營企業,25483000000
9909,中國輸出入銀行,本國銀行,民營企業,20237000000
9909,高雄銀行,本國銀行,公營企業,3182000000
9909,高雄銀行,本國銀行,民營企業,54498000000
9909,兆豐國際商業銀行,本國銀行,公營企業,7768000000
9909,兆豐國際商業銀行,本國銀行,民營企業,629778000000
9909,花旗,本國銀行,公營企業,1400000000
9909,花旗,本國銀行,民營企業,32484000000
9909,中華開發工業銀行,本國銀行,公營企業,517000000
9909,中華開發工業銀行,本國銀行,民營企業,55401000000
9909,臺灣工業銀行,本國銀行,公營企業,0
9909,臺灣工業銀行,本國銀行,民營企業,49459000000
9909,匯豐,本國銀行,公營企業,0
9909,匯豐,本國銀行,民營企業,26971000000
9909,大台北商業銀行,本國銀行,公營企業,1001000000
9909,大台北商業銀行,本國銀行,民營企業,2607000000
9909,華泰商業銀行,本國銀行,公營企業,1100000000
9909,華泰商業銀行,本國銀行,民營企業,38127000000
9909,臺灣新光商業銀行,本國銀行,公營企業,6489000000
9909,臺灣新光商業銀行,本國銀行,民營企業,103458000000
9909,陽信商業銀行,本國銀行,公營企業,0
9909,陽信商業銀行,本國銀行,民營企業,45174000000
9909,板信商業銀行,本國銀行,公營企業,0
9909,板信商業銀行,本國銀行,民營企業,38216000000
9909,三信商業銀行,本國銀行,公營企業,1020000000
9909,三信商業銀行,本國銀行,民營企業,14313000000
9909,聯邦商業銀行,本國銀行,公營企業,1210000000
9909,聯邦商業銀行,本國銀行,民營企業,37456000000
9909,遠東國際商業銀行,本國銀行,公營企業,9460000000
9909,遠東國際商業銀行,本國銀行,民營企業,68418000000
9909,元大商業銀行,本國銀行,公營企業,12708000000
9909,元大商業銀行,本國銀行,民營企業,114061000000
9909,永豐商業銀行,本國銀行,公營企業,21650000000
9909,永豐商業銀行,本國銀行,民營企業,171192000000
9909,玉山商業銀行,本國銀行,公營企業,3000000000
9909,玉山商業銀行,本國銀行,民營企業,212118000000
9909,萬泰商業銀行,本國銀行,公營企業,0
9909,萬泰商業銀行,本國銀行,民營企業,27223000000
9909,台新國際商業銀行,本國銀行,公營企業,4526000000
9909,台新國際商業銀行,本國銀行,民營企業,152392000000
9909,大眾商業銀行,本國銀行,公營企業,307000000
9909,大眾商業銀行,本國銀行,民營企業,74847000000
9909,日盛國際商業銀行,本國銀行,公營企業,4400000000
9909,日盛國際商業銀行,本國銀行,民營企業,38805000000
9909,安泰商業銀行,本國銀行,公營企業,0
9909,安泰商業銀行,本國銀行,民營企業,89906000000
9909,中國信託商業銀行,本國銀行,公營企業,29557000000
9909,中國信託商業銀行,本國銀行,民營企業,208169000000
9909,臺灣中小企業銀行,本國銀行,公營企業,50094000000
9909,臺灣中小企業銀行,本國銀行,民營企業,434098000000
9909,渣打國際商業銀行,本國銀行,公營企業,0
9909,渣打國際商業銀行,本國銀行,民營企業,51470000000
9909,台中商業銀行,本國銀行,公營企業,2400000000
9909,台中商業銀行,本國銀行,民營企業,110793000000
9909,京城商業銀行,本國銀行,公營企業,0
9909,京城商業銀行,本國銀行,民營企業,42461000000
9909,小計,外國銀行在台分行,公營企業,1500000000
9909,小計,外國銀行在台分行,民營企業,374894000000
