年月,銀行,銀行類別,項目,數值,英文項目
10302,總計,全體總和,公營企業,630967000000,LN_G
10302,總計,全體總和,民營企業,8735232000000,LN_P
10302,臺灣銀行,本國銀行,公營企業,195779000000,LN_G
10302,臺灣銀行,本國銀行,民營企業,700793000000,LN_P
10302,臺灣土地銀行,本國銀行,公營企業,41852000000,LN_G
10302,臺灣土地銀行,本國銀行,民營企業,547179000000,LN_P
10302,合作金庫商業銀行,本國銀行,公營企業,73397000000,LN_G
10302,合作金庫商業銀行,本國銀行,民營企業,778627000000,LN_P
10302,第一商業銀行,本國銀行,公營企業,5012000000,LN_G
10302,第一商業銀行,本國銀行,民營企業,672488000000,LN_P
10302,華南商業銀行,本國銀行,公營企業,14507000000,LN_G
10302,華南商業銀行,本國銀行,民營企業,604402000000,LN_P
10302,彰化商業銀行,本國銀行,公營企業,58763000000,LN_G
10302,彰化商業銀行,本國銀行,民營企業,515049000000,LN_P
10302,上海商業儲蓄銀行,本國銀行,公營企業,0,LN_G
10302,上海商業儲蓄銀行,本國銀行,民營企業,184334000000,LN_P
10302,台北富邦銀行,本國銀行,公營企業,37000000000,LN_G
10302,台北富邦銀行,本國銀行,民營企業,271662000000,LN_P
10302,國泰世華商業銀行,本國銀行,公營企業,8182000000,LN_G
10302,國泰世華商業銀行,本國銀行,民營企業,217499000000,LN_P
10302,中國輸出入銀行,本國銀行,公營企業,23971000000,LN_G
10302,中國輸出入銀行,本國銀行,民營企業,28959000000,LN_P
10302,高雄銀行,本國銀行,公營企業,2026000000,LN_G
10302,高雄銀行,本國銀行,民營企業,58893000000,LN_P
10302,兆豐國際商業銀行,本國銀行,公營企業,17144000000,LN_G
10302,兆豐國際商業銀行,本國銀行,民營企業,678075000000,LN_P
10302,花旗,本國銀行,公營企業,3017000000,LN_G
10302,花旗,本國銀行,民營企業,58067000000,LN_P
10302,澳盛,本國銀行,公營企業,0,LN_G
10302,澳盛,本國銀行,民營企業,55124000000,LN_P
10302,中華開發工業銀行,本國銀行,公營企業,268000000,LN_G
10302,中華開發工業銀行,本國銀行,民營企業,67508000000,LN_P
10302,臺灣工業銀行,本國銀行,公營企業,0,LN_G
10302,臺灣工業銀行,本國銀行,民營企業,74622000000,LN_P
10302,臺灣中小企業銀行,本國銀行,公營企業,11240000000,LN_G
10302,臺灣中小企業銀行,本國銀行,民營企業,453775000000,LN_P
10302,渣打國際商業銀行,本國銀行,公營企業,0,LN_G
10302,渣打國際商業銀行,本國銀行,民營企業,45956000000,LN_P
10302,台中商業銀行,本國銀行,公營企業,0,LN_G
10302,台中商業銀行,本國銀行,民營企業,180646000000,LN_P
10302,京城商業銀行,本國銀行,公營企業,0,LN_G
10302,京城商業銀行,本國銀行,民營企業,61890000000,LN_P
10302,匯豐,本國銀行,公營企業,0,LN_G
10302,匯豐,本國銀行,民營企業,57108000000,LN_P
10302,瑞興商業銀行,本國銀行,公營企業,401000000,LN_G
10302,瑞興商業銀行,本國銀行,民營企業,8510000000,LN_P
10302,華泰商業銀行,本國銀行,公營企業,1810000000,LN_G
10302,華泰商業銀行,本國銀行,民營企業,32097000000,LN_P
10302,臺灣新光商業銀行,本國銀行,公營企業,4655000000,LN_G
10302,臺灣新光商業銀行,本國銀行,民營企業,159109000000,LN_P
10302,陽信商業銀行,本國銀行,公營企業,0,LN_G
10302,陽信商業銀行,本國銀行,民營企業,83342000000,LN_P
10302,板信商業銀行,本國銀行,公營企業,0,LN_G
10302,板信商業銀行,本國銀行,民營企業,49842000000,LN_P
10302,三信商業銀行,本國銀行,公營企業,480000000,LN_G
10302,三信商業銀行,本國銀行,民營企業,18643000000,LN_P
10302,聯邦商業銀行,本國銀行,公營企業,3979000000,LN_G
10302,聯邦商業銀行,本國銀行,民營企業,46937000000,LN_P
10302,遠東國際商業銀行,本國銀行,公營企業,14100000000,LN_G
10302,遠東國際商業銀行,本國銀行,民營企業,68299000000,LN_P
10302,元大商業銀行,本國銀行,公營企業,16700000000,LN_G
10302,元大商業銀行,本國銀行,民營企業,165340000000,LN_P
10302,永豐商業銀行,本國銀行,公營企業,26722000000,LN_G
10302,永豐商業銀行,本國銀行,民營企業,199721000000,LN_P
10302,玉山商業銀行,本國銀行,公營企業,4000000000,LN_G
10302,玉山商業銀行,本國銀行,民營企業,308690000000,LN_P
10302,萬泰商業銀行,本國銀行,公營企業,0,LN_G
10302,萬泰商業銀行,本國銀行,民營企業,20736000000,LN_P
10302,星展,本國銀行,公營企業,0,LN_G
10302,星展,本國銀行,民營企業,83207000000,LN_P
10302,台新國際商業銀行,本國銀行,公營企業,4548000000,LN_G
10302,台新國際商業銀行,本國銀行,民營企業,194530000000,LN_P
10302,大眾商業銀行,本國銀行,公營企業,0,LN_G
10302,大眾商業銀行,本國銀行,民營企業,76351000000,LN_P
10302,日盛國際商業銀行,本國銀行,公營企業,318000000,LN_G
10302,日盛國際商業銀行,本國銀行,民營企業,49736000000,LN_P
10302,安泰商業銀行,本國銀行,公營企業,2500000000,LN_G
10302,安泰商業銀行,本國銀行,民營企業,85242000000,LN_P
10302,中國信託商業銀行,本國銀行,公營企業,46697000000,LN_G
10302,中國信託商業銀行,本國銀行,民營企業,263450000000,LN_P
10302,小計,外國銀行在台分行,公營企業,11900000000,LN_G
10302,小計,外國銀行在台分行,民營企業,494510000000,LN_P
10302,大陸地區銀行在臺分行,本國銀行,公營企業,0,LN_G
10302,大陸地區銀行在臺分行,本國銀行,民營企業,14284000000,LN_P
