年月,銀行,銀行類別,項目,數值,英文欄位
9903,總計,本國銀行,公司支存戶數,1064302,C_Cd_Cnt
9903,總計,本國銀行,公司支存餘額,204428000000,C_Cd_Bal
9903,總計,本國銀行,個人支存戶數,2540224,P_Cd_Cnt
9903,總計,本國銀行,個人支存餘額,58003000000,P_Cd_Bal
9903,總計,本國銀行,其他支存戶數,46265,O_Cd_Cnt
9903,總計,本國銀行,其他支存餘額,33570000000,O_Cd_Bal
9903,臺灣銀行,本國銀行,公司支存戶數,32009,C_Cd_Cnt
9903,臺灣銀行,本國銀行,公司支存餘額,15468000000,C_Cd_Bal
9903,臺灣銀行,本國銀行,個人支存戶數,39301,P_Cd_Cnt
9903,臺灣銀行,本國銀行,個人支存餘額,1937000000,P_Cd_Bal
9903,臺灣銀行,本國銀行,其他支存戶數,1194,O_Cd_Cnt
9903,臺灣銀行,本國銀行,其他支存餘額,5608000000,O_Cd_Bal
9903,臺灣土地銀行,本國銀行,公司支存戶數,32954,C_Cd_Cnt
9903,臺灣土地銀行,本國銀行,公司支存餘額,8956000000,C_Cd_Bal
9903,臺灣土地銀行,本國銀行,個人支存戶數,90438,P_Cd_Cnt
9903,臺灣土地銀行,本國銀行,個人支存餘額,2696000000,P_Cd_Bal
9903,臺灣土地銀行,本國銀行,其他支存戶數,2778,O_Cd_Cnt
9903,臺灣土地銀行,本國銀行,其他支存餘額,7668000000,O_Cd_Bal
9903,合作金庫商業銀行,本國銀行,公司支存戶數,92873,C_Cd_Cnt
9903,合作金庫商業銀行,本國銀行,公司支存餘額,17629000000,C_Cd_Bal
9903,合作金庫商業銀行,本國銀行,個人支存戶數,257139,P_Cd_Cnt
9903,合作金庫商業銀行,本國銀行,個人支存餘額,6314000000,P_Cd_Bal
9903,合作金庫商業銀行,本國銀行,其他支存戶數,10943,O_Cd_Cnt
9903,合作金庫商業銀行,本國銀行,其他支存餘額,5042000000,O_Cd_Bal
9903,第一商業銀行,本國銀行,公司支存戶數,113201,C_Cd_Cnt
9903,第一商業銀行,本國銀行,公司支存餘額,24274000000,C_Cd_Bal
9903,第一商業銀行,本國銀行,個人支存戶數,191962,P_Cd_Cnt
9903,第一商業銀行,本國銀行,個人支存餘額,6920000000,P_Cd_Bal
9903,第一商業銀行,本國銀行,其他支存戶數,4105,O_Cd_Cnt
9903,第一商業銀行,本國銀行,其他支存餘額,1778000000,O_Cd_Bal
9903,華南商業銀行,本國銀行,公司支存戶數,100926,C_Cd_Cnt
9903,華南商業銀行,本國銀行,公司支存餘額,35357000000,C_Cd_Bal
9903,華南商業銀行,本國銀行,個人支存戶數,177614,P_Cd_Cnt
9903,華南商業銀行,本國銀行,個人支存餘額,5711000000,P_Cd_Bal
9903,華南商業銀行,本國銀行,其他支存戶數,1324,O_Cd_Cnt
9903,華南商業銀行,本國銀行,其他支存餘額,1392000000,O_Cd_Bal
9903,彰化商業銀行,本國銀行,公司支存戶數,76980,C_Cd_Cnt
9903,彰化商業銀行,本國銀行,公司支存餘額,19894000000,C_Cd_Bal
9903,彰化商業銀行,本國銀行,個人支存戶數,179053,P_Cd_Cnt
9903,彰化商業銀行,本國銀行,個人支存餘額,5607000000,P_Cd_Bal
9903,彰化商業銀行,本國銀行,其他支存戶數,9943,O_Cd_Cnt
9903,彰化商業銀行,本國銀行,其他支存餘額,1491000000,O_Cd_Bal
9903,上海商業儲蓄銀行,本國銀行,公司支存戶數,25870,C_Cd_Cnt
9903,上海商業儲蓄銀行,本國銀行,公司支存餘額,4555000000,C_Cd_Bal
9903,上海商業儲蓄銀行,本國銀行,個人支存戶數,43402,P_Cd_Cnt
9903,上海商業儲蓄銀行,本國銀行,個人支存餘額,1310000000,P_Cd_Bal
9903,上海商業儲蓄銀行,本國銀行,其他支存戶數,1877,O_Cd_Cnt
9903,上海商業儲蓄銀行,本國銀行,其他支存餘額,241000000,O_Cd_Bal
9903,台北富邦銀行,本國銀行,公司支存戶數,46107,C_Cd_Cnt
9903,台北富邦銀行,本國銀行,公司支存餘額,6153000000,C_Cd_Bal
9903,台北富邦銀行,本國銀行,個人支存戶數,103417,P_Cd_Cnt
9903,台北富邦銀行,本國銀行,個人支存餘額,1868000000,P_Cd_Bal
9903,台北富邦銀行,本國銀行,其他支存戶數,1504,O_Cd_Cnt
9903,台北富邦銀行,本國銀行,其他支存餘額,932000000,O_Cd_Bal
9903,國泰世華商業銀行,本國銀行,公司支存戶數,53266,C_Cd_Cnt
9903,國泰世華商業銀行,本國銀行,公司支存餘額,6063000000,C_Cd_Bal
9903,國泰世華商業銀行,本國銀行,個人支存戶數,151260,P_Cd_Cnt
9903,國泰世華商業銀行,本國銀行,個人支存餘額,2745000000,P_Cd_Bal
9903,國泰世華商業銀行,本國銀行,其他支存戶數,1452,O_Cd_Cnt
9903,國泰世華商業銀行,本國銀行,其他支存餘額,2083000000,O_Cd_Bal
9903,中國輸出入銀行,本國銀行,公司支存戶數,0,C_Cd_Cnt
9903,中國輸出入銀行,本國銀行,公司支存餘額,0,C_Cd_Bal
9903,中國輸出入銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
9903,中國輸出入銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
9903,中國輸出入銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
9903,中國輸出入銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
9903,高雄銀行,本國銀行,公司支存戶數,10887,C_Cd_Cnt
9903,高雄銀行,本國銀行,公司支存餘額,753000000,C_Cd_Bal
9903,高雄銀行,本國銀行,個人支存戶數,20536,P_Cd_Cnt
9903,高雄銀行,本國銀行,個人支存餘額,236000000,P_Cd_Bal
9903,高雄銀行,本國銀行,其他支存戶數,215,O_Cd_Cnt
9903,高雄銀行,本國銀行,其他支存餘額,120000000,O_Cd_Bal
9903,兆豐國際商業銀行,本國銀行,公司支存戶數,42358,C_Cd_Cnt
9903,兆豐國際商業銀行,本國銀行,公司支存餘額,15081000000,C_Cd_Bal
9903,兆豐國際商業銀行,本國銀行,個人支存戶數,49354,P_Cd_Cnt
9903,兆豐國際商業銀行,本國銀行,個人支存餘額,1547000000,P_Cd_Bal
