年月,銀行,銀行類別,項目,數值,英文欄位
10006,總計,本國銀行,公司支存戶數,1090202,C_Cd_Cnt
10006,總計,本國銀行,公司支存餘額,229369000000,C_Cd_Bal
10006,總計,本國銀行,個人支存戶數,2542796,P_Cd_Cnt
10006,總計,本國銀行,個人支存餘額,62339000000,P_Cd_Bal
10006,總計,本國銀行,其他支存戶數,44255,O_Cd_Cnt
10006,總計,本國銀行,其他支存餘額,34411000000,O_Cd_Bal
10006,臺灣銀行,本國銀行,公司支存戶數,32863,C_Cd_Cnt
10006,臺灣銀行,本國銀行,公司支存餘額,17839000000,C_Cd_Bal
10006,臺灣銀行,本國銀行,個人支存戶數,38462,P_Cd_Cnt
10006,臺灣銀行,本國銀行,個人支存餘額,2174000000,P_Cd_Bal
10006,臺灣銀行,本國銀行,其他支存戶數,1119,O_Cd_Cnt
10006,臺灣銀行,本國銀行,其他支存餘額,5913000000,O_Cd_Bal
10006,臺灣土地銀行,本國銀行,公司支存戶數,32949,C_Cd_Cnt
10006,臺灣土地銀行,本國銀行,公司支存餘額,9038000000,C_Cd_Bal
10006,臺灣土地銀行,本國銀行,個人支存戶數,87844,P_Cd_Cnt
10006,臺灣土地銀行,本國銀行,個人支存餘額,3234000000,P_Cd_Bal
10006,臺灣土地銀行,本國銀行,其他支存戶數,2792,O_Cd_Cnt
10006,臺灣土地銀行,本國銀行,其他支存餘額,6473000000,O_Cd_Bal
10006,合作金庫商業銀行,本國銀行,公司支存戶數,96929,C_Cd_Cnt
10006,合作金庫商業銀行,本國銀行,公司支存餘額,21246000000,C_Cd_Bal
10006,合作金庫商業銀行,本國銀行,個人支存戶數,258558,P_Cd_Cnt
10006,合作金庫商業銀行,本國銀行,個人支存餘額,6617000000,P_Cd_Bal
10006,合作金庫商業銀行,本國銀行,其他支存戶數,10692,O_Cd_Cnt
10006,合作金庫商業銀行,本國銀行,其他支存餘額,4401000000,O_Cd_Bal
10006,第一商業銀行,本國銀行,公司支存戶數,116191,C_Cd_Cnt
10006,第一商業銀行,本國銀行,公司支存餘額,22723000000,C_Cd_Bal
10006,第一商業銀行,本國銀行,個人支存戶數,191820,P_Cd_Cnt
10006,第一商業銀行,本國銀行,個人支存餘額,7046000000,P_Cd_Bal
10006,第一商業銀行,本國銀行,其他支存戶數,4044,O_Cd_Cnt
10006,第一商業銀行,本國銀行,其他支存餘額,2009000000,O_Cd_Bal
10006,華南商業銀行,本國銀行,公司支存戶數,102789,C_Cd_Cnt
10006,華南商業銀行,本國銀行,公司支存餘額,35713000000,C_Cd_Bal
10006,華南商業銀行,本國銀行,個人支存戶數,178220,P_Cd_Cnt
10006,華南商業銀行,本國銀行,個人支存餘額,6163000000,P_Cd_Bal
10006,華南商業銀行,本國銀行,其他支存戶數,1286,O_Cd_Cnt
10006,華南商業銀行,本國銀行,其他支存餘額,1207000000,O_Cd_Bal
10006,彰化商業銀行,本國銀行,公司支存戶數,78456,C_Cd_Cnt
10006,彰化商業銀行,本國銀行,公司支存餘額,21159000000,C_Cd_Bal
10006,彰化商業銀行,本國銀行,個人支存戶數,178965,P_Cd_Cnt
10006,彰化商業銀行,本國銀行,個人支存餘額,5602000000,P_Cd_Bal
10006,彰化商業銀行,本國銀行,其他支存戶數,10309,O_Cd_Cnt
10006,彰化商業銀行,本國銀行,其他支存餘額,1749000000,O_Cd_Bal
10006,上海商業儲蓄銀行,本國銀行,公司支存戶數,26454,C_Cd_Cnt
10006,上海商業儲蓄銀行,本國銀行,公司支存餘額,5128000000,C_Cd_Bal
10006,上海商業儲蓄銀行,本國銀行,個人支存戶數,42815,P_Cd_Cnt
10006,上海商業儲蓄銀行,本國銀行,個人支存餘額,1379000000,P_Cd_Bal
10006,上海商業儲蓄銀行,本國銀行,其他支存戶數,268,O_Cd_Cnt
10006,上海商業儲蓄銀行,本國銀行,其他支存餘額,116000000,O_Cd_Bal
10006,台北富邦銀行,本國銀行,公司支存戶數,46029,C_Cd_Cnt
10006,台北富邦銀行,本國銀行,公司支存餘額,8116000000,C_Cd_Bal
10006,台北富邦銀行,本國銀行,個人支存戶數,103236,P_Cd_Cnt
10006,台北富邦銀行,本國銀行,個人支存餘額,1972000000,P_Cd_Bal
10006,台北富邦銀行,本國銀行,其他支存戶數,1442,O_Cd_Cnt
10006,台北富邦銀行,本國銀行,其他支存餘額,910000000,O_Cd_Bal
10006,國泰世華商業銀行,本國銀行,公司支存戶數,55885,C_Cd_Cnt
10006,國泰世華商業銀行,本國銀行,公司支存餘額,7405000000,C_Cd_Bal
10006,國泰世華商業銀行,本國銀行,個人支存戶數,153217,P_Cd_Cnt
10006,國泰世華商業銀行,本國銀行,個人支存餘額,2814000000,P_Cd_Bal
10006,國泰世華商業銀行,本國銀行,其他支存戶數,1476,O_Cd_Cnt
10006,國泰世華商業銀行,本國銀行,其他支存餘額,2151000000,O_Cd_Bal
10006,中國輸出入銀行,本國銀行,公司支存戶數,0,C_Cd_Cnt
10006,中國輸出入銀行,本國銀行,公司支存餘額,0,C_Cd_Bal
10006,中國輸出入銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10006,中國輸出入銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10006,中國輸出入銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10006,中國輸出入銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10006,高雄銀行,本國銀行,公司支存戶數,11170,C_Cd_Cnt
10006,高雄銀行,本國銀行,公司支存餘額,757000000,C_Cd_Bal
10006,高雄銀行,本國銀行,個人支存戶數,20629,P_Cd_Cnt
10006,高雄銀行,本國銀行,個人支存餘額,301000000,P_Cd_Bal
10006,高雄銀行,本國銀行,其他支存戶數,198,O_Cd_Cnt
10006,高雄銀行,本國銀行,其他支存餘額,648000000,O_Cd_Bal
10006,兆豐國際商業銀行,本國銀行,公司支存戶數,43493,C_Cd_Cnt
10006,兆豐國際商業銀行,本國銀行,公司支存餘額,14394000000,C_Cd_Bal
10006,兆豐國際商業銀行,本國銀行,個人支存戶數,49956,P_Cd_Cnt
10006,兆豐國際商業銀行,本國銀行,個人支存餘額,2017000000,P_Cd_Bal
10006,兆豐國際商業銀行,本國銀行,其他支存戶數,1162,O_Cd_Cnt
10006,兆豐國際商業銀行,本國銀行,其他支存餘額,1529000000,O_Cd_Bal
10006,花旗,本國銀行,公司支存戶數,20158,C_Cd_Cnt
10006,花旗,本國銀行,公司支存餘額,7222000000,C_Cd_Bal
10006,花旗,本國銀行,個人支存戶數,72474,P_Cd_Cnt
10006,花旗,本國銀行,個人支存餘額,1232000000,P_Cd_Bal
10006,花旗,本國銀行,其他支存戶數,651,O_Cd_Cnt
10006,花旗,本國銀行,其他支存餘額,204000000,O_Cd_Bal
10006,中華開發工業銀行,本國銀行,公司支存戶數,213,C_Cd_Cnt
10006,中華開發工業銀行,本國銀行,公司支存餘額,597000000,C_Cd_Bal
10006,中華開發工業銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10006,中華開發工業銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10006,中華開發工業銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10006,中華開發工業銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10006,臺灣工業銀行,本國銀行,公司支存戶數,190,C_Cd_Cnt
10006,臺灣工業銀行,本國銀行,公司支存餘額,206000000,C_Cd_Bal
10006,臺灣工業銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10006,臺灣工業銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10006,臺灣工業銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10006,臺灣工業銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10006,匯豐,本國銀行,公司支存戶數,7471,C_Cd_Cnt
10006,匯豐,本國銀行,公司支存餘額,6203000000,C_Cd_Bal
10006,匯豐,本國銀行,個人支存戶數,7422,P_Cd_Cnt
10006,匯豐,本國銀行,個人支存餘額,171000000,P_Cd_Bal
10006,匯豐,本國銀行,其他支存戶數,30,O_Cd_Cnt
10006,匯豐,本國銀行,其他支存餘額,7000000,O_Cd_Bal
10006,大台北商業銀行,本國銀行,公司支存戶數,1620,C_Cd_Cnt
10006,大台北商業銀行,本國銀行,公司支存餘額,208000000,C_Cd_Bal
10006,大台北商業銀行,本國銀行,個人支存戶數,8947,P_Cd_Cnt
10006,大台北商業銀行,本國銀行,個人支存餘額,308000000,P_Cd_Bal
10006,大台北商業銀行,本國銀行,其他支存戶數,295,O_Cd_Cnt
10006,大台北商業銀行,本國銀行,其他支存餘額,37000000,O_Cd_Bal
10006,華泰商業銀行,本國銀行,公司支存戶數,6827,C_Cd_Cnt
10006,華泰商業銀行,本國銀行,公司支存餘額,526000000,C_Cd_Bal
10006,華泰商業銀行,本國銀行,個人支存戶數,25289,P_Cd_Cnt
10006,華泰商業銀行,本國銀行,個人支存餘額,579000000,P_Cd_Bal
10006,華泰商業銀行,本國銀行,其他支存戶數,53,O_Cd_Cnt
10006,華泰商業銀行,本國銀行,其他支存餘額,26000000,O_Cd_Bal
10006,臺灣新光商業銀行,本國銀行,公司支存戶數,17977,C_Cd_Cnt
10006,臺灣新光商業銀行,本國銀行,公司支存餘額,2429000000,C_Cd_Bal
10006,臺灣新光商業銀行,本國銀行,個人支存戶數,73528,P_Cd_Cnt
10006,臺灣新光商業銀行,本國銀行,個人支存餘額,1100000000,P_Cd_Bal
10006,臺灣新光商業銀行,本國銀行,其他支存戶數,1301,O_Cd_Cnt
10006,臺灣新光商業銀行,本國銀行,其他支存餘額,1283000000,O_Cd_Bal
10006,陽信商業銀行,本國銀行,公司支存戶數,14638,C_Cd_Cnt
10006,陽信商業銀行,本國銀行,公司支存餘額,1019000000,C_Cd_Bal
10006,陽信商業銀行,本國銀行,個人支存戶數,60666,P_Cd_Cnt
10006,陽信商業銀行,本國銀行,個人支存餘額,1237000000,P_Cd_Bal
10006,陽信商業銀行,本國銀行,其他支存戶數,250,O_Cd_Cnt
10006,陽信商業銀行,本國銀行,其他支存餘額,134000000,O_Cd_Bal
10006,板信商業銀行,本國銀行,公司支存戶數,7822,C_Cd_Cnt
10006,板信商業銀行,本國銀行,公司支存餘額,837000000,C_Cd_Bal
10006,板信商業銀行,本國銀行,個人支存戶數,28966,P_Cd_Cnt
10006,板信商業銀行,本國銀行,個人支存餘額,612000000,P_Cd_Bal
10006,板信商業銀行,本國銀行,其他支存戶數,192,O_Cd_Cnt
10006,板信商業銀行,本國銀行,其他支存餘額,56000000,O_Cd_Bal
10006,三信商業銀行,本國銀行,公司支存戶數,5496,C_Cd_Cnt
10006,三信商業銀行,本國銀行,公司支存餘額,600000000,C_Cd_Bal
10006,三信商業銀行,本國銀行,個人支存戶數,20836,P_Cd_Cnt
10006,三信商業銀行,本國銀行,個人支存餘額,1033000000,P_Cd_Bal
10006,三信商業銀行,本國銀行,其他支存戶數,71,O_Cd_Cnt
10006,三信商業銀行,本國銀行,其他支存餘額,14000000,O_Cd_Bal
10006,聯邦商業銀行,本國銀行,公司支存戶數,21682,C_Cd_Cnt
10006,聯邦商業銀行,本國銀行,公司支存餘額,1809000000,C_Cd_Bal
10006,聯邦商業銀行,本國銀行,個人支存戶數,67259,P_Cd_Cnt
10006,聯邦商業銀行,本國銀行,個人支存餘額,888000000,P_Cd_Bal
10006,聯邦商業銀行,本國銀行,其他支存戶數,312,O_Cd_Cnt
10006,聯邦商業銀行,本國銀行,其他支存餘額,63000000,O_Cd_Bal
10006,遠東國際商業銀行,本國銀行,公司支存戶數,7249,C_Cd_Cnt
10006,遠東國際商業銀行,本國銀行,公司支存餘額,1822000000,C_Cd_Bal
10006,遠東國際商業銀行,本國銀行,個人支存戶數,21636,P_Cd_Cnt
10006,遠東國際商業銀行,本國銀行,個人支存餘額,321000000,P_Cd_Bal
10006,遠東國際商業銀行,本國銀行,其他支存戶數,173,O_Cd_Cnt
10006,遠東國際商業銀行,本國銀行,其他支存餘額,75000000,O_Cd_Bal
10006,元大商業銀行,本國銀行,公司支存戶數,18922,C_Cd_Cnt
10006,元大商業銀行,本國銀行,公司支存餘額,3872000000,C_Cd_Bal
10006,元大商業銀行,本國銀行,個人支存戶數,52650,P_Cd_Cnt
10006,元大商業銀行,本國銀行,個人支存餘額,585000000,P_Cd_Bal
10006,元大商業銀行,本國銀行,其他支存戶數,524,O_Cd_Cnt
10006,元大商業銀行,本國銀行,其他支存餘額,271000000,O_Cd_Bal
10006,永豐商業銀行,本國銀行,公司支存戶數,49207,C_Cd_Cnt
10006,永豐商業銀行,本國銀行,公司支存餘額,5166000000,C_Cd_Bal
10006,永豐商業銀行,本國銀行,個人支存戶數,124450,P_Cd_Cnt
10006,永豐商業銀行,本國銀行,個人支存餘額,2080000000,P_Cd_Bal
10006,永豐商業銀行,本國銀行,其他支存戶數,929,O_Cd_Cnt
10006,永豐商業銀行,本國銀行,其他支存餘額,633000000,O_Cd_Bal
10006,玉山商業銀行,本國銀行,公司支存戶數,44754,C_Cd_Cnt
10006,玉山商業銀行,本國銀行,公司支存餘額,5052000000,C_Cd_Bal
10006,玉山商業銀行,本國銀行,個人支存戶數,92365,P_Cd_Cnt
10006,玉山商業銀行,本國銀行,個人支存餘額,1521000000,P_Cd_Bal
10006,玉山商業銀行,本國銀行,其他支存戶數,898,O_Cd_Cnt
10006,玉山商業銀行,本國銀行,其他支存餘額,620000000,O_Cd_Bal
10006,萬泰商業銀行,本國銀行,公司支存戶數,15800,C_Cd_Cnt
10006,萬泰商業銀行,本國銀行,公司支存餘額,465000000,C_Cd_Bal
10006,萬泰商業銀行,本國銀行,個人支存戶數,32653,P_Cd_Cnt
10006,萬泰商業銀行,本國銀行,個人支存餘額,300000000,P_Cd_Bal
10006,萬泰商業銀行,本國銀行,其他支存戶數,292,O_Cd_Cnt
10006,萬泰商業銀行,本國銀行,其他支存餘額,99000000,O_Cd_Bal
10006,台新國際商業銀行,本國銀行,公司支存戶數,18634,C_Cd_Cnt
10006,台新國際商業銀行,本國銀行,公司支存餘額,1999000000,C_Cd_Bal
10006,台新國際商業銀行,本國銀行,個人支存戶數,76549,P_Cd_Cnt
10006,台新國際商業銀行,本國銀行,個人支存餘額,659000000,P_Cd_Bal
10006,台新國際商業銀行,本國銀行,其他支存戶數,218,O_Cd_Cnt
10006,台新國際商業銀行,本國銀行,其他支存餘額,213000000,O_Cd_Bal
10006,大眾商業銀行,本國銀行,公司支存戶數,18024,C_Cd_Cnt
10006,大眾商業銀行,本國銀行,公司支存餘額,979000000,C_Cd_Bal
10006,大眾商業銀行,本國銀行,個人支存戶數,70712,P_Cd_Cnt
10006,大眾商業銀行,本國銀行,個人支存餘額,440000000,P_Cd_Bal
10006,大眾商業銀行,本國銀行,其他支存戶數,116,O_Cd_Cnt
10006,大眾商業銀行,本國銀行,其他支存餘額,36000000,O_Cd_Bal
10006,日盛國際商業銀行,本國銀行,公司支存戶數,11665,C_Cd_Cnt
10006,日盛國際商業銀行,本國銀行,公司支存餘額,583000000,C_Cd_Bal
10006,日盛國際商業銀行,本國銀行,個人支存戶數,26253,P_Cd_Cnt
10006,日盛國際商業銀行,本國銀行,個人支存餘額,220000000,P_Cd_Bal
10006,日盛國際商業銀行,本國銀行,其他支存戶數,121,O_Cd_Cnt
10006,日盛國際商業銀行,本國銀行,其他支存餘額,16000000,O_Cd_Bal
10006,安泰商業銀行,本國銀行,公司支存戶數,5830,C_Cd_Cnt
10006,安泰商業銀行,本國銀行,公司支存餘額,1216000000,C_Cd_Bal
10006,安泰商業銀行,本國銀行,個人支存戶數,14794,P_Cd_Cnt
10006,安泰商業銀行,本國銀行,個人支存餘額,689000000,P_Cd_Bal
10006,安泰商業銀行,本國銀行,其他支存戶數,163,O_Cd_Cnt
