年月,銀行,銀行類別,項目,數值
9605,總計,本國銀行,公司支存戶數,1062238
9605,總計,本國銀行,公司支存餘額,188803000000
9605,總計,本國銀行,個人支存戶數,2492450
9605,總計,本國銀行,個人支存餘額,59691000000
9605,總計,本國銀行,其他支存戶數,47050
9605,總計,本國銀行,其他支存餘額,34662000000
9605,中央信託局,本國銀行,公司支存戶數,3932
9605,中央信託局,本國銀行,公司支存餘額,600000000
9605,中央信託局,本國銀行,個人支存戶數,5320
9605,中央信託局,本國銀行,個人支存餘額,90000000
9605,中央信託局,本國銀行,其他支存戶數,541
9605,中央信託局,本國銀行,其他支存餘額,1774000000
9605,臺灣銀行,本國銀行,公司支存戶數,29533
9605,臺灣銀行,本國銀行,公司支存餘額,18523000000
9605,臺灣銀行,本國銀行,個人支存戶數,40369
9605,臺灣銀行,本國銀行,個人支存餘額,1833000000
9605,臺灣銀行,本國銀行,其他支存戶數,1060
9605,臺灣銀行,本國銀行,其他支存餘額,4223000000
9605,臺灣土地銀行,本國銀行,公司支存戶數,30762
9605,臺灣土地銀行,本國銀行,公司支存餘額,5794000000
9605,臺灣土地銀行,本國銀行,個人支存戶數,88845
9605,臺灣土地銀行,本國銀行,個人支存餘額,2562000000
9605,臺灣土地銀行,本國銀行,其他支存戶數,2871
9605,臺灣土地銀行,本國銀行,其他支存餘額,9504000000
9605,合作金庫商業銀行,本國銀行,公司支存戶數,83945
9605,合作金庫商業銀行,本國銀行,公司支存餘額,16244000000
9605,合作金庫商業銀行,本國銀行,個人支存戶數,257032
9605,合作金庫商業銀行,本國銀行,個人支存餘額,6429000000
9605,合作金庫商業銀行,本國銀行,其他支存戶數,11682
9605,合作金庫商業銀行,本國銀行,其他支存餘額,5315000000
9605,第一商業銀行,本國銀行,公司支存戶數,108838
9605,第一商業銀行,本國銀行,公司支存餘額,21752000000
9605,第一商業銀行,本國銀行,個人支存戶數,194644
9605,第一商業銀行,本國銀行,個人支存餘額,6523000000
9605,第一商業銀行,本國銀行,其他支存戶數,4225
9605,第一商業銀行,本國銀行,其他支存餘額,1638000000
9605,華南商業銀行,本國銀行,公司支存戶數,96930
9605,華南商業銀行,本國銀行,公司支存餘額,30398000000
9605,華南商業銀行,本國銀行,個人支存戶數,176674
9605,華南商業銀行,本國銀行,個人支存餘額,6180000000
9605,華南商業銀行,本國銀行,其他支存戶數,1299
9605,華南商業銀行,本國銀行,其他支存餘額,1111000000
9605,彰化商業銀行,本國銀行,公司支存戶數,74743
9605,彰化商業銀行,本國銀行,公司支存餘額,18785000000
9605,彰化商業銀行,本國銀行,個人支存戶數,180832
9605,彰化商業銀行,本國銀行,個人支存餘額,5639000000
9605,彰化商業銀行,本國銀行,其他支存戶數,9173
9605,彰化商業銀行,本國銀行,其他支存餘額,1600000000
9605,華僑商業銀行,本國銀行,公司支存戶數,22862
9605,華僑商業銀行,本國銀行,公司支存餘額,2602000000
9605,華僑商業銀行,本國銀行,個人支存戶數,33491
9605,華僑商業銀行,本國銀行,個人支存餘額,803000000
9605,華僑商業銀行,本國銀行,其他支存戶數,289
9605,華僑商業銀行,本國銀行,其他支存餘額,84000000
9605,上海商業儲蓄銀行,本國銀行,公司支存戶數,25305
9605,上海商業儲蓄銀行,本國銀行,公司支存餘額,4489000000
9605,上海商業儲蓄銀行,本國銀行,個人支存戶數,43563
9605,上海商業儲蓄銀行,本國銀行,個人支存餘額,1341000000
9605,上海商業儲蓄銀行,本國銀行,其他支存戶數,1384
9605,上海商業儲蓄銀行,本國銀行,其他支存餘額,300000000
9605,台北富邦銀行,本國銀行,公司支存戶數,47027
9605,台北富邦銀行,本國銀行,公司支存餘額,6004000000
9605,台北富邦銀行,本國銀行,個人支存戶數,103949
9605,台北富邦銀行,本國銀行,個人支存餘額,1934000000
9605,台北富邦銀行,本國銀行,其他支存戶數,1559
9605,台北富邦銀行,本國銀行,其他支存餘額,1164000000
9605,國泰世華商業銀行,本國銀行,公司支存戶數,48783
9605,國泰世華商業銀行,本國銀行,公司支存餘額,7538000000
9605,國泰世華商業銀行,本國銀行,個人支存戶數,144582
9605,國泰世華商業銀行,本國銀行,個人支存餘額,2771000000
9605,國泰世華商業銀行,本國銀行,其他支存戶數,1182
9605,國泰世華商業銀行,本國銀行,其他支存餘額,1932000000
9605,中國輸出入銀行,本國銀行,公司支存戶數,0
9605,中國輸出入銀行,本國銀行,公司支存餘額,0
9605,中國輸出入銀行,本國銀行,個人支存戶數,0
9605,中國輸出入銀行,本國銀行,個人支存餘額,0
9605,中國輸出入銀行,本國銀行,其他支存戶數,0
9605,中國輸出入銀行,本國銀行,其他支存餘額,0
9605,高雄銀行,本國銀行,公司支存戶數,10262
9605,高雄銀行,本國銀行,公司支存餘額,544000000
9605,高雄銀行,本國銀行,個人支存戶數,19909
9605,高雄銀行,本國銀行,個人支存餘額,218000000
9605,高雄銀行,本國銀行,其他支存戶數,242
9605,高雄銀行,本國銀行,其他支存餘額,113000000
9605,兆豐國際商業銀行,本國銀行,公司支存戶數,39966
9605,兆豐國際商業銀行,本國銀行,公司支存餘額,11867000000
9605,兆豐國際商業銀行,本國銀行,個人支存戶數,48111
9605,兆豐國際商業銀行,本國銀行,個人支存餘額,1440000000
9605,兆豐國際商業銀行,本國銀行,其他支存戶數,1673
9605,兆豐國際商業銀行,本國銀行,其他支存餘額,1136000000
9605,中華開發工業銀行,本國銀行,公司支存戶數,297
9605,中華開發工業銀行,本國銀行,公司支存餘額,63000000
9605,中華開發工業銀行,本國銀行,個人支存戶數,0
9605,中華開發工業銀行,本國銀行,個人支存餘額,0
9605,中華開發工業銀行,本國銀行,其他支存戶數,0
9605,中華開發工業銀行,本國銀行,其他支存餘額,0
9605,臺灣工業銀行,本國銀行,公司支存戶數,228
9605,臺灣工業銀行,本國銀行,公司支存餘額,113000000
9605,臺灣工業銀行,本國銀行,個人支存戶數,0
9605,臺灣工業銀行,本國銀行,個人支存餘額,0
9605,臺灣工業銀行,本國銀行,其他支存戶數,0
9605,臺灣工業銀行,本國銀行,其他支存餘額,0
9605,華泰商業銀行,本國銀行,公司支存戶數,5969
9605,華泰商業銀行,本國銀行,公司支存餘額,628000000
9605,華泰商業銀行,本國銀行,個人支存戶數,24285
9605,華泰商業銀行,本國銀行,個人支存餘額,752000000
