年月,銀行,銀行類別,項目,數值,英文欄位
10206,總計,本國銀行,公司支存戶數,1146175,C_Cd_Cnt
10206,總計,本國銀行,公司支存餘額,259079000000,C_Cd_Bal
10206,總計,本國銀行,個人支存戶數,2554621,P_Cd_Cnt
10206,總計,本國銀行,個人支存餘額,75573000000,P_Cd_Bal
10206,總計,本國銀行,其他支存戶數,39454,O_Cd_Cnt
10206,總計,本國銀行,其他支存餘額,35748000000,O_Cd_Bal
10206,臺灣銀行,本國銀行,公司支存戶數,32543,C_Cd_Cnt
10206,臺灣銀行,本國銀行,公司支存餘額,24148000000,C_Cd_Bal
10206,臺灣銀行,本國銀行,個人支存戶數,34967,P_Cd_Cnt
10206,臺灣銀行,本國銀行,個人支存餘額,2700000000,P_Cd_Bal
10206,臺灣銀行,本國銀行,其他支存戶數,1004,O_Cd_Cnt
10206,臺灣銀行,本國銀行,其他支存餘額,7336000000,O_Cd_Bal
10206,臺灣土地銀行,本國銀行,公司支存戶數,33435,C_Cd_Cnt
10206,臺灣土地銀行,本國銀行,公司支存餘額,10052000000,C_Cd_Bal
10206,臺灣土地銀行,本國銀行,個人支存戶數,85225,P_Cd_Cnt
10206,臺灣土地銀行,本國銀行,個人支存餘額,3912000000,P_Cd_Bal
10206,臺灣土地銀行,本國銀行,其他支存戶數,2759,O_Cd_Cnt
10206,臺灣土地銀行,本國銀行,其他支存餘額,7887000000,O_Cd_Bal
10206,合作金庫商業銀行,本國銀行,公司支存戶數,106420,C_Cd_Cnt
10206,合作金庫商業銀行,本國銀行,公司支存餘額,24490000000,C_Cd_Bal
10206,合作金庫商業銀行,本國銀行,個人支存戶數,259916,P_Cd_Cnt
10206,合作金庫商業銀行,本國銀行,個人支存餘額,7834000000,P_Cd_Bal
10206,合作金庫商業銀行,本國銀行,其他支存戶數,6428,O_Cd_Cnt
10206,合作金庫商業銀行,本國銀行,其他支存餘額,4155000000,O_Cd_Bal
10206,第一商業銀行,本國銀行,公司支存戶數,118813,C_Cd_Cnt
10206,第一商業銀行,本國銀行,公司支存餘額,27322000000,C_Cd_Bal
10206,第一商業銀行,本國銀行,個人支存戶數,189364,P_Cd_Cnt
10206,第一商業銀行,本國銀行,個人支存餘額,8579000000,P_Cd_Bal
10206,第一商業銀行,本國銀行,其他支存戶數,3943,O_Cd_Cnt
10206,第一商業銀行,本國銀行,其他支存餘額,1988000000,O_Cd_Bal
10206,華南商業銀行,本國銀行,公司支存戶數,105445,C_Cd_Cnt
10206,華南商業銀行,本國銀行,公司支存餘額,37472000000,C_Cd_Bal
10206,華南商業銀行,本國銀行,個人支存戶數,178826,P_Cd_Cnt
10206,華南商業銀行,本國銀行,個人支存餘額,8699000000,P_Cd_Bal
10206,華南商業銀行,本國銀行,其他支存戶數,1347,O_Cd_Cnt
10206,華南商業銀行,本國銀行,其他支存餘額,1262000000,O_Cd_Bal
10206,彰化商業銀行,本國銀行,公司支存戶數,79687,C_Cd_Cnt
10206,彰化商業銀行,本國銀行,公司支存餘額,23303000000,C_Cd_Bal
10206,彰化商業銀行,本國銀行,個人支存戶數,178263,P_Cd_Cnt
10206,彰化商業銀行,本國銀行,個人支存餘額,6458000000,P_Cd_Bal
10206,彰化商業銀行,本國銀行,其他支存戶數,10771,O_Cd_Cnt
