年月,銀行,銀行類別,項目,數值,英文欄位
10103,總計,本國銀行,公司支存戶數,1126885,C_Cd_Cnt
10103,總計,本國銀行,公司支存餘額,241902000000,C_Cd_Bal
10103,總計,本國銀行,個人支存戶數,2568447,P_Cd_Cnt
10103,總計,本國銀行,個人支存餘額,68932000000,P_Cd_Bal
10103,總計,本國銀行,其他支存戶數,42143,O_Cd_Cnt
10103,總計,本國銀行,其他支存餘額,37184000000,O_Cd_Bal
10103,臺灣銀行,本國銀行,公司支存戶數,32601,C_Cd_Cnt
10103,臺灣銀行,本國銀行,公司支存餘額,20787000000,C_Cd_Bal
10103,臺灣銀行,本國銀行,個人支存戶數,36690,P_Cd_Cnt
10103,臺灣銀行,本國銀行,個人支存餘額,2465000000,P_Cd_Bal
10103,臺灣銀行,本國銀行,其他支存戶數,1068,O_Cd_Cnt
10103,臺灣銀行,本國銀行,其他支存餘額,6752000000,O_Cd_Bal
10103,臺灣土地銀行,本國銀行,公司支存戶數,33734,C_Cd_Cnt
10103,臺灣土地銀行,本國銀行,公司支存餘額,9372000000,C_Cd_Bal
10103,臺灣土地銀行,本國銀行,個人支存戶數,88475,P_Cd_Cnt
10103,臺灣土地銀行,本國銀行,個人支存餘額,3571000000,P_Cd_Bal
10103,臺灣土地銀行,本國銀行,其他支存戶數,2805,O_Cd_Cnt
10103,臺灣土地銀行,本國銀行,其他支存餘額,7772000000,O_Cd_Bal
10103,合作金庫商業銀行,本國銀行,公司支存戶數,101167,C_Cd_Cnt
10103,合作金庫商業銀行,本國銀行,公司支存餘額,23237000000,C_Cd_Bal
10103,合作金庫商業銀行,本國銀行,個人支存戶數,259174,P_Cd_Cnt
10103,合作金庫商業銀行,本國銀行,個人支存餘額,7212000000,P_Cd_Bal
10103,合作金庫商業銀行,本國銀行,其他支存戶數,8690,O_Cd_Cnt
10103,合作金庫商業銀行,本國銀行,其他支存餘額,3439000000,O_Cd_Bal
10103,第一商業銀行,本國銀行,公司支存戶數,117656,C_Cd_Cnt
10103,第一商業銀行,本國銀行,公司支存餘額,26523000000,C_Cd_Bal
10103,第一商業銀行,本國銀行,個人支存戶數,191771,P_Cd_Cnt
10103,第一商業銀行,本國銀行,個人支存餘額,8138000000,P_Cd_Bal
10103,第一商業銀行,本國銀行,其他支存戶數,4016,O_Cd_Cnt
10103,第一商業銀行,本國銀行,其他支存餘額,2002000000,O_Cd_Bal
10103,華南商業銀行,本國銀行,公司支存戶數,103372,C_Cd_Cnt
10103,華南商業銀行,本國銀行,公司支存餘額,37367000000,C_Cd_Bal
10103,華南商業銀行,本國銀行,個人支存戶數,178637,P_Cd_Cnt
10103,華南商業銀行,本國銀行,個人支存餘額,6886000000,P_Cd_Bal
10103,華南商業銀行,本國銀行,其他支存戶數,1374,O_Cd_Cnt
10103,華南商業銀行,本國銀行,其他支存餘額,1520000000,O_Cd_Bal
10103,彰化商業銀行,本國銀行,公司支存戶數,79028,C_Cd_Cnt
10103,彰化商業銀行,本國銀行,公司支存餘額,21746000000,C_Cd_Bal
10103,彰化商業銀行,本國銀行,個人支存戶數,178644,P_Cd_Cnt
10103,彰化商業銀行,本國銀行,個人支存餘額,6312000000,P_Cd_Bal
10103,彰化商業銀行,本國銀行,其他支存戶數,10472,O_Cd_Cnt
10103,彰化商業銀行,本國銀行,其他支存餘額,2030000000,O_Cd_Bal
10103,上海商業儲蓄銀行,本國銀行,公司支存戶數,26826,C_Cd_Cnt
10103,上海商業儲蓄銀行,本國銀行,公司支存餘額,5410000000,C_Cd_Bal
10103,上海商業儲蓄銀行,本國銀行,個人支存戶數,42889,P_Cd_Cnt
10103,上海商業儲蓄銀行,本國銀行,個人支存餘額,1398000000,P_Cd_Bal
10103,上海商業儲蓄銀行,本國銀行,其他支存戶數,261,O_Cd_Cnt
10103,上海商業儲蓄銀行,本國銀行,其他支存餘額,101000000,O_Cd_Bal
10103,台北富邦銀行,本國銀行,公司支存戶數,45878,C_Cd_Cnt
10103,台北富邦銀行,本國銀行,公司支存餘額,6944000000,C_Cd_Bal
10103,台北富邦銀行,本國銀行,個人支存戶數,103105,P_Cd_Cnt
10103,台北富邦銀行,本國銀行,個人支存餘額,1892000000,P_Cd_Bal
10103,台北富邦銀行,本國銀行,其他支存戶數,1412,O_Cd_Cnt
10103,台北富邦銀行,本國銀行,其他支存餘額,1590000000,O_Cd_Bal
10103,國泰世華商業銀行,本國銀行,公司支存戶數,57193,C_Cd_Cnt
10103,國泰世華商業銀行,本國銀行,公司支存餘額,6741000000,C_Cd_Bal
10103,國泰世華商業銀行,本國銀行,個人支存戶數,154035,P_Cd_Cnt
10103,國泰世華商業銀行,本國銀行,個人支存餘額,2920000000,P_Cd_Bal
10103,國泰世華商業銀行,本國銀行,其他支存戶數,1476,O_Cd_Cnt
10103,國泰世華商業銀行,本國銀行,其他支存餘額,1976000000,O_Cd_Bal
10103,中國輸出入銀行,本國銀行,公司支存戶數,0,C_Cd_Cnt
10103,中國輸出入銀行,本國銀行,公司支存餘額,0,C_Cd_Bal
10103,中國輸出入銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10103,中國輸出入銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10103,中國輸出入銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10103,中國輸出入銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10103,高雄銀行,本國銀行,公司支存戶數,11311,C_Cd_Cnt
10103,高雄銀行,本國銀行,公司支存餘額,885000000,C_Cd_Bal
10103,高雄銀行,本國銀行,個人支存戶數,20663,P_Cd_Cnt
10103,高雄銀行,本國銀行,個人支存餘額,326000000,P_Cd_Bal
10103,高雄銀行,本國銀行,其他支存戶數,190,O_Cd_Cnt
10103,高雄銀行,本國銀行,其他支存餘額,126000000,O_Cd_Bal
10103,兆豐國際商業銀行,本國銀行,公司支存戶數,44105,C_Cd_Cnt
10103,兆豐國際商業銀行,本國銀行,公司支存餘額,15492000000,C_Cd_Bal
10103,兆豐國際商業銀行,本國銀行,個人支存戶數,50169,P_Cd_Cnt
10103,兆豐國際商業銀行,本國銀行,個人支存餘額,1917000000,P_Cd_Bal
10103,兆豐國際商業銀行,本國銀行,其他支存戶數,1157,O_Cd_Cnt
10103,兆豐國際商業銀行,本國銀行,其他支存餘額,1208000000,O_Cd_Bal
10103,花旗,本國銀行,公司支存戶數,19567,C_Cd_Cnt
10103,花旗,本國銀行,公司支存餘額,5537000000,C_Cd_Bal
10103,花旗,本國銀行,個人支存戶數,72168,P_Cd_Cnt
10103,花旗,本國銀行,個人支存餘額,1088000000,P_Cd_Bal
10103,花旗,本國銀行,其他支存戶數,169,O_Cd_Cnt
10103,花旗,本國銀行,其他支存餘額,1859000000,O_Cd_Bal
10103,中華開發工業銀行,本國銀行,公司支存戶數,207,C_Cd_Cnt
10103,中華開發工業銀行,本國銀行,公司支存餘額,39000000,C_Cd_Bal
10103,中華開發工業銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10103,中華開發工業銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10103,中華開發工業銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10103,中華開發工業銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10103,臺灣工業銀行,本國銀行,公司支存戶數,189,C_Cd_Cnt
10103,臺灣工業銀行,本國銀行,公司支存餘額,135000000,C_Cd_Bal
10103,臺灣工業銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10103,臺灣工業銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10103,臺灣工業銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10103,臺灣工業銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10103,匯豐,本國銀行,公司支存戶數,7046,C_Cd_Cnt
10103,匯豐,本國銀行,公司支存餘額,3257000000,C_Cd_Bal
10103,匯豐,本國銀行,個人支存戶數,7201,P_Cd_Cnt
10103,匯豐,本國銀行,個人支存餘額,192000000,P_Cd_Bal
10103,匯豐,本國銀行,其他支存戶數,29,O_Cd_Cnt
10103,匯豐,本國銀行,其他支存餘額,8000000,O_Cd_Bal
10103,大台北商業銀行,本國銀行,公司支存戶數,1650,C_Cd_Cnt
10103,大台北商業銀行,本國銀行,公司支存餘額,227000000,C_Cd_Bal
10103,大台北商業銀行,本國銀行,個人支存戶數,8959,P_Cd_Cnt
10103,大台北商業銀行,本國銀行,個人支存餘額,314000000,P_Cd_Bal
10103,大台北商業銀行,本國銀行,其他支存戶數,295,O_Cd_Cnt
10103,大台北商業銀行,本國銀行,其他支存餘額,18000000,O_Cd_Bal
10103,華泰商業銀行,本國銀行,公司支存戶數,6900,C_Cd_Cnt
10103,華泰商業銀行,本國銀行,公司支存餘額,658000000,C_Cd_Bal
10103,華泰商業銀行,本國銀行,個人支存戶數,25411,P_Cd_Cnt
10103,華泰商業銀行,本國銀行,個人支存餘額,635000000,P_Cd_Bal
10103,華泰商業銀行,本國銀行,其他支存戶數,56,O_Cd_Cnt
10103,華泰商業銀行,本國銀行,其他支存餘額,21000000,O_Cd_Bal
10103,臺灣新光商業銀行,本國銀行,公司支存戶數,20304,C_Cd_Cnt
10103,臺灣新光商業銀行,本國銀行,公司支存餘額,2700000000,C_Cd_Bal
10103,臺灣新光商業銀行,本國銀行,個人支存戶數,75189,P_Cd_Cnt
10103,臺灣新光商業銀行,本國銀行,個人支存餘額,1496000000,P_Cd_Bal
10103,臺灣新光商業銀行,本國銀行,其他支存戶數,1341,O_Cd_Cnt
10103,臺灣新光商業銀行,本國銀行,其他支存餘額,1186000000,O_Cd_Bal
10103,陽信商業銀行,本國銀行,公司支存戶數,15128,C_Cd_Cnt
10103,陽信商業銀行,本國銀行,公司支存餘額,1145000000,C_Cd_Bal
10103,陽信商業銀行,本國銀行,個人支存戶數,60748,P_Cd_Cnt
10103,陽信商業銀行,本國銀行,個人支存餘額,1246000000,P_Cd_Bal
10103,陽信商業銀行,本國銀行,其他支存戶數,250,O_Cd_Cnt
10103,陽信商業銀行,本國銀行,其他支存餘額,156000000,O_Cd_Bal
10103,板信商業銀行,本國銀行,公司支存戶數,8018,C_Cd_Cnt
10103,板信商業銀行,本國銀行,公司支存餘額,662000000,C_Cd_Bal
10103,板信商業銀行,本國銀行,個人支存戶數,28961,P_Cd_Cnt
10103,板信商業銀行,本國銀行,個人支存餘額,696000000,P_Cd_Bal
10103,板信商業銀行,本國銀行,其他支存戶數,190,O_Cd_Cnt
10103,板信商業銀行,本國銀行,其他支存餘額,47000000,O_Cd_Bal
10103,三信商業銀行,本國銀行,公司支存戶數,5735,C_Cd_Cnt
10103,三信商業銀行,本國銀行,公司支存餘額,749000000,C_Cd_Bal
10103,三信商業銀行,本國銀行,個人支存戶數,20904,P_Cd_Cnt
10103,三信商業銀行,本國銀行,個人支存餘額,1048000000,P_Cd_Bal
10103,三信商業銀行,本國銀行,其他支存戶數,70,O_Cd_Cnt
10103,三信商業銀行,本國銀行,其他支存餘額,14000000,O_Cd_Bal
10103,聯邦商業銀行,本國銀行,公司支存戶數,22312,C_Cd_Cnt
10103,聯邦商業銀行,本國銀行,公司支存餘額,2066000000,C_Cd_Bal
10103,聯邦商業銀行,本國銀行,個人支存戶數,67735,P_Cd_Cnt
