年月,銀行,銀行類別,項目,數值,英文欄位
10110,總計,本國銀行,公司支存戶數,1139501,C_Cd_Cnt
10110,總計,本國銀行,公司支存餘額,214082000000,C_Cd_Bal
10110,總計,本國銀行,個人支存戶數,2552989,P_Cd_Cnt
10110,總計,本國銀行,個人支存餘額,63497000000,P_Cd_Bal
10110,總計,本國銀行,其他支存戶數,39435,O_Cd_Cnt
10110,總計,本國銀行,其他支存餘額,42441000000,O_Cd_Bal
10110,臺灣銀行,本國銀行,公司支存戶數,33652,C_Cd_Cnt
10110,臺灣銀行,本國銀行,公司支存餘額,20267000000,C_Cd_Bal
10110,臺灣銀行,本國銀行,個人支存戶數,37581,P_Cd_Cnt
10110,臺灣銀行,本國銀行,個人支存餘額,2473000000,P_Cd_Bal
10110,臺灣銀行,本國銀行,其他支存戶數,1050,O_Cd_Cnt
10110,臺灣銀行,本國銀行,其他支存餘額,6239000000,O_Cd_Bal
10110,臺灣土地銀行,本國銀行,公司支存戶數,33554,C_Cd_Cnt
10110,臺灣土地銀行,本國銀行,公司支存餘額,8496000000,C_Cd_Bal
10110,臺灣土地銀行,本國銀行,個人支存戶數,86890,P_Cd_Cnt
10110,臺灣土地銀行,本國銀行,個人支存餘額,3189000000,P_Cd_Bal
10110,臺灣土地銀行,本國銀行,其他支存戶數,2762,O_Cd_Cnt
10110,臺灣土地銀行,本國銀行,其他支存餘額,13134000000,O_Cd_Bal
10110,合作金庫商業銀行,本國銀行,公司支存戶數,104677,C_Cd_Cnt
10110,合作金庫商業銀行,本國銀行,公司支存餘額,20035000000,C_Cd_Bal
10110,合作金庫商業銀行,本國銀行,個人支存戶數,259717,P_Cd_Cnt
10110,合作金庫商業銀行,本國銀行,個人支存餘額,6810000000,P_Cd_Bal
10110,合作金庫商業銀行,本國銀行,其他支存戶數,6406,O_Cd_Cnt
10110,合作金庫商業銀行,本國銀行,其他支存餘額,6088000000,O_Cd_Bal
10110,第一商業銀行,本國銀行,公司支存戶數,117696,C_Cd_Cnt
10110,第一商業銀行,本國銀行,公司支存餘額,22931000000,C_Cd_Bal
10110,第一商業銀行,本國銀行,個人支存戶數,189233,P_Cd_Cnt
10110,第一商業銀行,本國銀行,個人支存餘額,7945000000,P_Cd_Bal
10110,第一商業銀行,本國銀行,其他支存戶數,3973,O_Cd_Cnt
10110,第一商業銀行,本國銀行,其他支存餘額,2023000000,O_Cd_Bal
10110,華南商業銀行,本國銀行,公司支存戶數,104392,C_Cd_Cnt
10110,華南商業銀行,本國銀行,公司支存餘額,32913000000,C_Cd_Bal
10110,華南商業銀行,本國銀行,個人支存戶數,178711,P_Cd_Cnt
10110,華南商業銀行,本國銀行,個人支存餘額,6243000000,P_Cd_Bal
10110,華南商業銀行,本國銀行,其他支存戶數,1371,O_Cd_Cnt
10110,華南商業銀行,本國銀行,其他支存餘額,1097000000,O_Cd_Bal
10110,彰化商業銀行,本國銀行,公司支存戶數,79392,C_Cd_Cnt
10110,彰化商業銀行,本國銀行,公司支存餘額,20019000000,C_Cd_Bal
10110,彰化商業銀行,本國銀行,個人支存戶數,178542,P_Cd_Cnt
10110,彰化商業銀行,本國銀行,個人支存餘額,5621000000,P_Cd_Bal
10110,彰化商業銀行,本國銀行,其他支存戶數,10650,O_Cd_Cnt
10110,彰化商業銀行,本國銀行,其他支存餘額,1813000000,O_Cd_Bal
10110,上海商業儲蓄銀行,本國銀行,公司支存戶數,27053,C_Cd_Cnt
10110,上海商業儲蓄銀行,本國銀行,公司支存餘額,4649000000,C_Cd_Bal
10110,上海商業儲蓄銀行,本國銀行,個人支存戶數,42957,P_Cd_Cnt
10110,上海商業儲蓄銀行,本國銀行,個人支存餘額,1349000000,P_Cd_Bal
10110,上海商業儲蓄銀行,本國銀行,其他支存戶數,260,O_Cd_Cnt
10110,上海商業儲蓄銀行,本國銀行,其他支存餘額,197000000,O_Cd_Bal
10110,台北富邦銀行,本國銀行,公司支存戶數,45948,C_Cd_Cnt
10110,台北富邦銀行,本國銀行,公司支存餘額,5662000000,C_Cd_Bal
10110,台北富邦銀行,本國銀行,個人支存戶數,102893,P_Cd_Cnt
10110,台北富邦銀行,本國銀行,個人支存餘額,1781000000,P_Cd_Bal
10110,台北富邦銀行,本國銀行,其他支存戶數,1226,O_Cd_Cnt
10110,台北富邦銀行,本國銀行,其他支存餘額,1245000000,O_Cd_Bal
10110,國泰世華商業銀行,本國銀行,公司支存戶數,58422,C_Cd_Cnt
10110,國泰世華商業銀行,本國銀行,公司支存餘額,6270000000,C_Cd_Bal
10110,國泰世華商業銀行,本國銀行,個人支存戶數,154583,P_Cd_Cnt
10110,國泰世華商業銀行,本國銀行,個人支存餘額,2614000000,P_Cd_Bal
10110,國泰世華商業銀行,本國銀行,其他支存戶數,1473,O_Cd_Cnt
10110,國泰世華商業銀行,本國銀行,其他支存餘額,2565000000,O_Cd_Bal
10110,中國輸出入銀行,本國銀行,公司支存戶數,0,C_Cd_Cnt
10110,中國輸出入銀行,本國銀行,公司支存餘額,0,C_Cd_Bal
10110,中國輸出入銀行,本國銀行,個人支存戶數,0,P_Cd_Cnt
10110,中國輸出入銀行,本國銀行,個人支存餘額,0,P_Cd_Bal
10110,中國輸出入銀行,本國銀行,其他支存戶數,0,O_Cd_Cnt
10110,中國輸出入銀行,本國銀行,其他支存餘額,0,O_Cd_Bal
10110,高雄銀行,本國銀行,公司支存戶數,11401,C_Cd_Cnt
10110,高雄銀行,本國銀行,公司支存餘額,794000000,C_Cd_Bal
10110,高雄銀行,本國銀行,個人支存戶數,20649,P_Cd_Cnt
10110,高雄銀行,本國銀行,個人支存餘額,795000000,P_Cd_Bal
10110,高雄銀行,本國銀行,其他支存戶數,185,O_Cd_Cnt
10110,高雄銀行,本國銀行,其他支存餘額,133000000,O_Cd_Bal
10110,兆豐國際商業銀行,本國銀行,公司支存戶數,44572,C_Cd_Cnt
10110,兆豐國際商業銀行,本國銀行,公司支存餘額,13203000000,C_Cd_Bal
10110,兆豐國際商業銀行,本國銀行,個人支存戶數,50211,P_Cd_Cnt
10110,兆豐國際商業銀行,本國銀行,個人支存餘額,1647000000,P_Cd_Bal
10110,兆豐國際商業銀行,本國銀行,其他支存戶數,1104,O_Cd_Cnt
10110,兆豐國際商業銀行,本國銀行,其他支存餘額,1211000000,O_Cd_Bal
10110,花旗,本國銀行,公司支存戶數,19078,C_Cd_Cnt
10110,花旗,本國銀行,公司支存餘額,5490000000,C_Cd_Bal
10110,花旗,本國銀行,個人支存戶數,71695,P_Cd_Cnt
10110,花旗,本國銀行,個人支存餘額,930000000,P_Cd_Bal
10110,花旗,本國銀行,其他支存戶數,173,O_Cd_Cnt
10110,花旗,本國銀行,其他支存餘額,325000000,O_Cd_Bal
10110,中華開發工業銀行,本國銀行,公司支存戶數,202,C_Cd_Cnt
