年月,銀行,項目,數值
10111,京城商業銀行,國內銀行,定期存款,65700000000
10111,京城商業銀行,國內銀行,外匯總存款,5444000000
10111,京城商業銀行,國內銀行,公股存款與其他,0
10111,總計,外國銀行在臺分行（含OBU）,活期存款,123892000000
10111,總計,外國銀行在臺分行（含OBU）,定期存款,136620000000
10111,總計,外國銀行在臺分行（含OBU）,外匯存款,257239000000
10111,總計,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,活期存款,17327000000
10111,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,定期存款,18772000000
10111,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,外匯總存款,29359000000
10111,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,美商美國銀行,外國銀行在臺分行（含OBU）,活期存款,8422000000
10111,美商美國銀行,外國銀行在臺分行（含OBU）,定期存款,1822000000
10111,美商美國銀行,外國銀行在臺分行（含OBU）,外匯總存款,6911000000
10111,美商美國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,泰國盤谷銀行,外國銀行在臺分行（含OBU）,活期存款,1514000000
10111,泰國盤谷銀行,外國銀行在臺分行（含OBU）,定期存款,8542000000
10111,泰國盤谷銀行,外國銀行在臺分行（含OBU）,外匯總存款,2926000000
10111,泰國盤谷銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,菲律賓首都銀行,外國銀行在臺分行（含OBU）,活期存款,346000000
10111,菲律賓首都銀行,外國銀行在臺分行（含OBU）,定期存款,145000000
10111,菲律賓首都銀行,外國銀行在臺分行（含OBU）,外匯總存款,79000000
10111,菲律賓首都銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,活期存款,3000000
10111,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,外匯總存款,1000000
10111,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,新加坡大華銀行,外國銀行在臺分行（含OBU）,活期存款,96000000
10111,新加坡大華銀行,外國銀行在臺分行（含OBU）,定期存款,1294000000
10111,新加坡大華銀行,外國銀行在臺分行（含OBU）,外匯總存款,249000000
10111,新加坡大華銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,美商道富銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,美商道富銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,美商道富銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,美商道富銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,法國興業銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,法國興業銀行,外國銀行在臺分行（含OBU）,定期存款,1326000000
10111,法國興業銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,法國興業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,澳商澳盛銀行,外國銀行在臺分行（含OBU）,活期存款,13482000000
10111,澳商澳盛銀行,外國銀行在臺分行（含OBU）,定期存款,18877000000
10111,澳商澳盛銀行,外國銀行在臺分行（含OBU）,外匯總存款,99306000000
10111,澳商澳盛銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,德商德意志銀行,外國銀行在臺分行（含OBU）,活期存款,40608000000
10111,德商德意志銀行,外國銀行在臺分行（含OBU）,定期存款,2980000000
10111,德商德意志銀行,外國銀行在臺分行（含OBU）,外匯總存款,6041000000
10111,德商德意志銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,香港東亞銀行,外國銀行在臺分行（含OBU）,活期存款,591000000
10111,香港東亞銀行,外國銀行在臺分行（含OBU）,定期存款,15975000000
10111,香港東亞銀行,外國銀行在臺分行（含OBU）,外匯總存款,1070000000
10111,香港東亞銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,美商摩根大通銀行,外國銀行在臺分行（含OBU）,活期存款,22685000000
10111,美商摩根大通銀行,外國銀行在臺分行（含OBU）,定期存款,4429000000
10111,美商摩根大通銀行,外國銀行在臺分行（含OBU）,外匯總存款,2722000000
10111,美商摩根大通銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,新加坡商星展銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,新加坡商星展銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,新加坡商星展銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,新加坡商星展銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,活期存款,1086000000
10111,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,定期存款,4584000000
10111,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,外匯總存款,16087000000
10111,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,英商渣打銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,英商渣打銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,英商渣打銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,英商渣打銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,活期存款,105000000
10111,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,定期存款,125000000
10111,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,外匯總存款,77000000
10111,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,法國東方匯理銀行,外國銀行在臺分行（含OBU）,活期存款,609000000
10111,法國東方匯理銀行,外國銀行在臺分行（含OBU）,定期存款,14770000000
10111,法國東方匯理銀行,外國銀行在臺分行（含OBU）,外匯總存款,3939000000
10111,法國東方匯理銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,斐商標準銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,斐商標準銀行,外國銀行在臺分行（含OBU）,定期存款,10274000000
10111,斐商標準銀行,外國銀行在臺分行（含OBU）,外匯總存款,780000000
10111,斐商標準銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,活期存款,3000000
10111,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,定期存款,105000000
10111,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,外匯總存款,116000000
10111,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,活期存款,4501000000
10111,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,定期存款,9698000000
10111,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,外匯總存款,55542000000
10111,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,活期存款,41000000
10111,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,定期存款,700000000
10111,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,外匯總存款,1412000000
10111,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,美商富國銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,美商富國銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,美商富國銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,美商富國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,活期存款,8044000000
10111,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,定期存款,6672000000
10111,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,外匯總存款,19322000000
10111,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,日商三井住友銀行,外國銀行在臺分行（含OBU）,活期存款,4431000000
10111,日商三井住友銀行,外國銀行在臺分行（含OBU）,定期存款,9229000000
10111,日商三井住友銀行,外國銀行在臺分行（含OBU）,外匯總存款,11302000000
10111,日商三井住友銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,英商巴克萊銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,英商巴克萊銀行,外國銀行在臺分行（含OBU）,定期存款,4800000000
10111,英商巴克萊銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,英商巴克萊銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,美商花旗銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,美商花旗銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,美商花旗銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,美商花旗銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,定期存款,0
10111,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,活期存款,0
10111,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,定期存款,1500000000
10111,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10111,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10111,總計,大陸地區銀行在臺分行,活期存款,219297000000
10111,總計,大陸地區銀行在臺分行,定期存款,338070000000
10111,總計,大陸地區銀行在臺分行,外匯存款,0
10111,總計,大陸地區銀行在臺分行,公股存款與其他,0
10111,台北市第五信用合作社,大陸地區銀行在臺分行,活期存款,8228000000
10111,台北市第五信用合作社,大陸地區銀行在臺分行,定期存款,12026000000
10111,台北市第五信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,台北市第五信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,台北市第九信用合作社,大陸地區銀行在臺分行,活期存款,8373000000
10111,台北市第九信用合作社,大陸地區銀行在臺分行,定期存款,15467000000
10111,台北市第九信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,台北市第九信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,基隆第一信用合作社,大陸地區銀行在臺分行,活期存款,11082000000
10111,基隆第一信用合作社,大陸地區銀行在臺分行,定期存款,17139000000
10111,基隆第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,基隆第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,基隆市第二信用合作社,大陸地區銀行在臺分行,活期存款,13309000000
10111,基隆市第二信用合作社,大陸地區銀行在臺分行,定期存款,12744000000
10111,基隆市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,基隆市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,淡水第一信用合作社,大陸地區銀行在臺分行,活期存款,22810000000
10111,淡水第一信用合作社,大陸地區銀行在臺分行,定期存款,40914000000
10111,淡水第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,淡水第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,台北縣淡水信用合作社,大陸地區銀行在臺分行,活期存款,7092000000
10111,台北縣淡水信用合作社,大陸地區銀行在臺分行,定期存款,10719000000
10111,台北縣淡水信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,台北縣淡水信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,宜蘭信用合社,大陸地區銀行在臺分行,活期存款,2273000000
10111,宜蘭信用合社,大陸地區銀行在臺分行,定期存款,3897000000
10111,宜蘭信用合社,大陸地區銀行在臺分行,外匯總存款,0
10111,宜蘭信用合社,大陸地區銀行在臺分行,公股存款與其他,0
10111,桃園信用合作社,大陸地區銀行在臺分行,活期存款,8663000000
10111,桃園信用合作社,大陸地區銀行在臺分行,定期存款,9794000000
10111,桃園信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,桃園信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,新竹第一信用合作社,大陸地區銀行在臺分行,活期存款,18125000000
10111,新竹第一信用合作社,大陸地區銀行在臺分行,定期存款,30350000000
10111,新竹第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,新竹第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,新竹第三信用合作社,大陸地區銀行在臺分行,活期存款,8699000000
10111,新竹第三信用合作社,大陸地區銀行在臺分行,定期存款,18845000000
10111,新竹第三信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,新竹第三信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,台中市第二信用合作社,大陸地區銀行在臺分行,活期存款,19634000000
10111,台中市第二信用合作社,大陸地區銀行在臺分行,定期存款,29950000000
10111,台中市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,台中市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,彰化第一信用合作社,大陸地區銀行在臺分行,活期存款,6529000000
10111,彰化第一信用合作社,大陸地區銀行在臺分行,定期存款,9845000000
10111,彰化第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,彰化第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,彰化第五信用合作社,大陸地區銀行在臺分行,活期存款,3960000000
10111,彰化第五信用合作社,大陸地區銀行在臺分行,定期存款,5541000000
10111,彰化第五信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10111,彰化第五信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10111,彰化第六信用合作社,信用合作社,活期存款,8686000000
10111,彰化第六信用合作社,信用合作社,定期存款,11435000000
10111,彰化第六信用合作社,信用合作社,外匯總存款,0
10111,彰化第六信用合作社,信用合作社,公股存款與其他,0
10111,彰化第十信用合作社,信用合作社,活期存款,6208000000
10111,彰化第十信用合作社,信用合作社,定期存款,8152000000
10111,彰化第十信用合作社,信用合作社,外匯總存款,0
10111,彰化第十信用合作社,信用合作社,公股存款與其他,0
10111,彰化縣鹿港信用合作社,信用合作社,活期存款,8954000000
10111,彰化縣鹿港信用合作社,信用合作社,定期存款,13728000000
10111,彰化縣鹿港信用合作社,信用合作社,外匯總存款,0
10111,彰化縣鹿港信用合作社,信用合作社,公股存款與其他,0
10111,嘉義市第三信用合作社,信用合作社,活期存款,2693000000
10111,嘉義市第三信用合作社,信用合作社,定期存款,6420000000
10111,嘉義市第三信用合作社,信用合作社,外匯總存款,0
10111,嘉義市第三信用合作社,信用合作社,公股存款與其他,0
10111,嘉義巿第四信用合作社,信用合作社,活期存款,0
10111,嘉義巿第四信用合作社,信用合作社,定期存款,0
10111,嘉義巿第四信用合作社,信用合作社,外匯總存款,0
10111,嘉義巿第四信用合作社,信用合作社,公股存款與其他,0
10111,台南第三信用合作社,信用合作社,活期存款,7604000000
10111,台南第三信用合作社,信用合作社,定期存款,8858000000
10111,台南第三信用合作社,信用合作社,外匯總存款,0
10111,台南第三信用合作社,信用合作社,公股存款與其他,0
10111,高雄市第三信用合作社,信用合作社,活期存款,14524000000
10111,高雄市第三信用合作社,信用合作社,定期存款,27543000000
10111,高雄市第三信用合作社,信用合作社,外匯總存款,0
10111,高雄市第三信用合作社,信用合作社,公股存款與其他,0
10111,花蓮第一信用合作社,信用合作社,活期存款,8326000000
10111,花蓮第一信用合作社,信用合作社,定期存款,11488000000
10111,花蓮第一信用合作社,信用合作社,外匯總存款,0
10111,花蓮第一信用合作社,信用合作社,公股存款與其他,0
10111,花蓮第二信用合作社,信用合作社,活期存款,17667000000
10111,花蓮第二信用合作社,信用合作社,定期存款,25476000000
10111,花蓮第二信用合作社,信用合作社,外匯總存款,0
10111,花蓮第二信用合作社,信用合作社,公股存款與其他,0
10111,澎湖縣第一信用合作社,信用合作社,活期存款,1411000000
10111,澎湖縣第一信用合作社,信用合作社,定期存款,1978000000
10111,澎湖縣第一信用合作社,信用合作社,外匯總存款,0
10111,澎湖縣第一信用合作社,信用合作社,公股存款與其他,0
10111,澎湖第二信用合作社,信用合作社,活期存款,2733000000
10111,澎湖第二信用合作社,信用合作社,定期存款,3940000000
10111,澎湖第二信用合作社,信用合作社,外匯總存款,0
10111,澎湖第二信用合作社,信用合作社,公股存款與其他,0
10111,金門縣信用合作社,信用合作社,活期存款,1714000000
10111,金門縣信用合作社,信用合作社,定期存款,1819000000
10111,金門縣信用合作社,信用合作社,外匯總存款,0
10111,金門縣信用合作社,信用合作社,公股存款與其他,0
