年月,銀行,銀行類別,項目,數值
9808,總計,國內銀行,活期存款,8319987000000
9808,總計,國內銀行,定期存款,11142415000000
9808,總計,國內銀行,外匯存款,3691385000000
9808,總計,國內銀行,公股存款與其他,527740000000
9808,臺灣銀行,國內銀行,活期存款,838822000000
9808,臺灣銀行,國內銀行,定期存款,1803818000000
9808,臺灣銀行,國內銀行,外匯總存款,369409000000
9808,臺灣銀行,國內銀行,公股存款與其他,228829000000
9808,臺灣土地銀行,國內銀行,活期存款,403844000000
9808,臺灣土地銀行,國內銀行,定期存款,1028679000000
9808,臺灣土地銀行,國內銀行,外匯總存款,69446000000
9808,臺灣土地銀行,國內銀行,公股存款與其他,150499000000
9808,合作金庫商業銀行,國內銀行,活期存款,728891000000
9808,合作金庫商業銀行,國內銀行,定期存款,1093359000000
9808,合作金庫商業銀行,國內銀行,外匯總存款,160348000000
9808,合作金庫商業銀行,國內銀行,公股存款與其他,51855000000
9808,第一商業銀行,國內銀行,活期存款,637685000000
9808,第一商業銀行,國內銀行,定期存款,539422000000
9808,第一商業銀行,國內銀行,外匯總存款,276260000000
9808,第一商業銀行,國內銀行,公股存款與其他,16745000000
9808,華南商業銀行,國內銀行,活期存款,684358000000
9808,華南商業銀行,國內銀行,定期存款,521150000000
9808,華南商業銀行,國內銀行,外匯總存款,229051000000
9808,華南商業銀行,國內銀行,公股存款與其他,5720000000
9808,彰化商業銀行,國內銀行,活期存款,513602000000
9808,彰化商業銀行,國內銀行,定期存款,475519000000
9808,彰化商業銀行,國內銀行,外匯總存款,184412000000
9808,彰化商業銀行,國內銀行,公股存款與其他,2412000000
9808,上海商業儲蓄銀行,國內銀行,活期存款,130977000000
9808,上海商業儲蓄銀行,國內銀行,定期存款,174344000000
9808,上海商業儲蓄銀行,國內銀行,外匯總存款,145689000000
9808,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
9808,台北富邦銀行,國內銀行,活期存款,391592000000
9808,台北富邦銀行,國內銀行,定期存款,470550000000
9808,台北富邦銀行,國內銀行,外匯總存款,142823000000
9808,台北富邦銀行,國內銀行,公股存款與其他,24509000000
9808,國泰世華商業銀行,國內銀行,活期存款,573649000000
9808,國泰世華商業銀行,國內銀行,定期存款,502768000000
9808,國泰世華商業銀行,國內銀行,外匯總存款,133731000000
9808,國泰世華商業銀行,國內銀行,公股存款與其他,187000000
9808,中國輸出入銀行,國內銀行,活期存款,0
9808,中國輸出入銀行,國內銀行,定期存款,0
9808,中國輸出入銀行,國內銀行,外匯總存款,0
9808,中國輸出入銀行,國內銀行,公股存款與其他,0
9808,高雄銀行,國內銀行,活期存款,49370000000
9808,高雄銀行,國內銀行,定期存款,81680000000
9808,高雄銀行,國內銀行,外匯總存款,8095000000
9808,高雄銀行,國內銀行,公股存款與其他,8251000000
9808,兆豐國際商業銀行,國內銀行,活期存款,398721000000
9808,兆豐國際商業銀行,國內銀行,定期存款,453080000000
9808,兆豐國際商業銀行,國內銀行,外匯總存款,564755000000
9808,兆豐國際商業銀行,國內銀行,公股存款與其他,4863000000
9808,花旗,國內銀行,活期存款,222508000000
9808,花旗,國內銀行,定期存款,99299000000
9808,花旗,國內銀行,外匯總存款,315953000000
9808,花旗,國內銀行,公股存款與其他,0
9808,中華開發工業銀行,國內銀行,活期存款,4208000000
9808,中華開發工業銀行,國內銀行,定期存款,14336000000
9808,中華開發工業銀行,國內銀行,外匯總存款,14677000000
9808,中華開發工業銀行,國內銀行,公股存款與其他,0
9808,臺灣工業銀行,國內銀行,活期存款,2106000000
