年月,銀行,項目,數值
10102,總計,國內銀行,活期存款,10130393000000
10102,總計,國內銀行,定期存款,12600363000000
10102,總計,國內銀行,外匯存款,4333333000000
10102,總計,國內銀行,公股存款與其他,521129000000
10102,臺灣銀行,國內銀行,活期存款,812725000000
10102,臺灣銀行,國內銀行,定期存款,1816289000000
10102,臺灣銀行,國內銀行,外匯總存款,337980000000
10102,臺灣銀行,國內銀行,公股存款與其他,189092000000
10102,臺灣土地銀行,國內銀行,活期存款,494586000000
10102,臺灣土地銀行,國內銀行,定期存款,1209193000000
10102,臺灣土地銀行,國內銀行,外匯總存款,73648000000
10102,臺灣土地銀行,國內銀行,公股存款與其他,162298000000
10102,合作金庫商業銀行,國內銀行,活期存款,888355000000
10102,合作金庫商業銀行,國內銀行,定期存款,1046542000000
10102,合作金庫商業銀行,國內銀行,外匯總存款,191128000000
10102,合作金庫商業銀行,國內銀行,公股存款與其他,66861000000
10102,第一商業銀行,國內銀行,活期存款,763359000000
10102,第一商業銀行,國內銀行,定期存款,514286000000
10102,第一商業銀行,國內銀行,外匯總存款,294398000000
10102,第一商業銀行,國內銀行,公股存款與其他,14258000000
10102,華南商業銀行,國內銀行,活期存款,815216000000
10102,華南商業銀行,國內銀行,定期存款,512100000000
10102,華南商業銀行,國內銀行,外匯總存款,263618000000
10102,華南商業銀行,國內銀行,公股存款與其他,5976000000
10102,彰化商業銀行,國內銀行,活期存款,604210000000
10102,彰化商業銀行,國內銀行,定期存款,494917000000
10102,彰化商業銀行,國內銀行,外匯總存款,182185000000
10102,彰化商業銀行,國內銀行,公股存款與其他,2395000000
10102,上海商業儲蓄銀行,國內銀行,活期存款,163154000000
10102,上海商業儲蓄銀行,國內銀行,定期存款,285629000000
10102,上海商業儲蓄銀行,國內銀行,外匯總存款,174728000000
10102,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
10102,台北富邦銀行,國內銀行,活期存款,484452000000
10102,台北富邦銀行,國內銀行,定期存款,557409000000
10102,台北富邦銀行,國內銀行,外匯總存款,215640000000
10102,台北富邦銀行,國內銀行,公股存款與其他,21539000000
10102,國泰世華商業銀行,國內銀行,活期存款,747023000000
10102,國泰世華商業銀行,國內銀行,定期存款,579565000000
10102,國泰世華商業銀行,國內銀行,外匯總存款,179745000000
10102,國泰世華商業銀行,國內銀行,公股存款與其他,0
10102,中國輸出入銀行,國內銀行,活期存款,0
10102,中國輸出入銀行,國內銀行,定期存款,0
10102,中國輸出入銀行,國內銀行,外匯總存款,0
10102,中國輸出入銀行,國內銀行,公股存款與其他,0
10102,高雄銀行,國內銀行,活期存款,59075000000
10102,高雄銀行,國內銀行,定期存款,108268000000
10102,高雄銀行,國內銀行,外匯總存款,9139000000
10102,高雄銀行,國內銀行,公股存款與其他,10856000000
10102,兆豐國際商業銀行,國內銀行,活期存款,483830000000
10102,兆豐國際商業銀行,國內銀行,定期存款,473173000000
10102,兆豐國際商業銀行,國內銀行,外匯總存款,604106000000
10102,兆豐國際商業銀行,國內銀行,公股存款與其他,3122000000
10102,花旗,國內銀行,活期存款,157892000000
10102,花旗,國內銀行,定期存款,77194000000
10102,花旗,國內銀行,外匯總存款,294263000000
10102,花旗,國內銀行,公股存款與其他,0
10102,中華開發工業銀行,國內銀行,活期存款,4121000000
10102,中華開發工業銀行,國內銀行,定期存款,41758000000
10102,中華開發工業銀行,國內銀行,外匯總存款,27385000000
10102,中華開發工業銀行,國內銀行,公股存款與其他,0
10102,臺灣工業銀行,國內銀行,活期存款,2313000000
10102,臺灣工業銀行,國內銀行,定期存款,73003000000
10102,臺灣工業銀行,國內銀行,外匯總存款,14151000000
10102,臺灣工業銀行,國內銀行,公股存款與其他,0
10102,匯豐,國內銀行,活期存款,148959000000
10102,匯豐,國內銀行,定期存款,80796000000
10102,匯豐,國內銀行,外匯總存款,119791000000
10102,匯豐,國內銀行,公股存款與其他,0
10102,大台北商業銀行,國內銀行,活期存款,15409000000
10102,大台北商業銀行,國內銀行,定期存款,29206000000
10102,大台北商業銀行,國內銀行,外匯總存款,250000000
10102,大台北商業銀行,國內銀行,公股存款與其他,0
10102,華泰商業銀行,國內銀行,活期存款,34144000000
10102,華泰商業銀行,國內銀行,定期存款,72736000000
10102,華泰商業銀行,國內銀行,外匯總存款,2551000000
10102,華泰商業銀行,國內銀行,公股存款與其他,0
10102,臺灣新光商業銀行,國內銀行,活期存款,169138000000
10102,臺灣新光商業銀行,國內銀行,定期存款,274180000000
10102,臺灣新光商業銀行,國內銀行,外匯總存款,51528000000
10102,臺灣新光商業銀行,國內銀行,公股存款與其他,105000000
10102,陽信商業銀行,國內銀行,活期存款,77398000000
10102,陽信商業銀行,國內銀行,定期存款,134708000000
10102,陽信商業銀行,國內銀行,外匯總存款,6742000000
10102,陽信商業銀行,國內銀行,公股存款與其他,147000000
10102,板信商業銀行,國內銀行,活期存款,51196000000
10102,板信商業銀行,國內銀行,定期存款,82234000000
10102,板信商業銀行,國內銀行,外匯總存款,7176000000
10102,板信商業銀行,國內銀行,公股存款與其他,0
10102,三信商業銀行,國內銀行,活期存款,40478000000
10102,三信商業銀行,國內銀行,定期存款,69579000000
10102,三信商業銀行,國內銀行,外匯總存款,1278000000
10102,三信商業銀行,國內銀行,公股存款與其他,0
10102,聯邦商業銀行,國內銀行,活期存款,129761000000
10102,聯邦商業銀行,國內銀行,定期存款,171551000000
10102,聯邦商業銀行,國內銀行,外匯總存款,28126000000
10102,聯邦商業銀行,國內銀行,公股存款與其他,0
10102,遠東國際商業銀行,國內銀行,活期存款,73575000000
10102,遠東國際商業銀行,國內銀行,定期存款,237883000000
10102,遠東國際商業銀行,國內銀行,外匯總存款,48304000000
10102,遠東國際商業銀行,國內銀行,公股存款與其他,0
10102,元大商業銀行,國內銀行,活期存款,226968000000
10102,元大商業銀行,國內銀行,定期存款,191855000000
10102,元大商業銀行,國內銀行,外匯總存款,47241000000
10102,元大商業銀行,國內銀行,公股存款與其他,0
10102,永豐商業銀行,國內銀行,活期存款,325491000000
10102,永豐商業銀行,國內銀行,定期存款,491629000000
10102,永豐商業銀行,國內銀行,外匯總存款,159856000000
