年月,銀行,項目,數值
10105,總計,國內銀行,活期存款,10027534000000
10105,總計,國內銀行,定期存款,12718897000000
10105,總計,國內銀行,外匯存款,4382725000000
10105,總計,國內銀行,公股存款與其他,549394000000
10105,臺灣銀行,國內銀行,活期存款,792318000000
10105,臺灣銀行,國內銀行,定期存款,1814577000000
10105,臺灣銀行,國內銀行,外匯總存款,340358000000
10105,臺灣銀行,國內銀行,公股存款與其他,220167000000
10105,臺灣土地銀行,國內銀行,活期存款,503979000000
10105,臺灣土地銀行,國內銀行,定期存款,1229290000000
10105,臺灣土地銀行,國內銀行,外匯總存款,81445000000
10105,臺灣土地銀行,國內銀行,公股存款與其他,162929000000
10105,合作金庫商業銀行,國內銀行,活期存款,884768000000
10105,合作金庫商業銀行,國內銀行,定期存款,1105624000000
10105,合作金庫商業銀行,國內銀行,外匯總存款,176940000000
10105,合作金庫商業銀行,國內銀行,公股存款與其他,64648000000
10105,第一商業銀行,國內銀行,活期存款,779497000000
10105,第一商業銀行,國內銀行,定期存款,505100000000
10105,第一商業銀行,國內銀行,外匯總存款,300239000000
10105,第一商業銀行,國內銀行,公股存款與其他,12699000000
10105,華南商業銀行,國內銀行,活期存款,815617000000
10105,華南商業銀行,國內銀行,定期存款,530985000000
10105,華南商業銀行,國內銀行,外匯總存款,253850000000
10105,華南商業銀行,國內銀行,公股存款與其他,6307000000
10105,彰化商業銀行,國內銀行,活期存款,600253000000
10105,彰化商業銀行,國內銀行,定期存款,494279000000
10105,彰化商業銀行,國內銀行,外匯總存款,183687000000
10105,彰化商業銀行,國內銀行,公股存款與其他,2455000000
10105,上海商業儲蓄銀行,國內銀行,活期存款,166634000000
10105,上海商業儲蓄銀行,國內銀行,定期存款,283902000000
10105,上海商業儲蓄銀行,國內銀行,外匯總存款,174031000000
10105,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
10105,台北富邦銀行,國內銀行,活期存款,469399000000
10105,台北富邦銀行,國內銀行,定期存款,569350000000
10105,台北富邦銀行,國內銀行,外匯總存款,207862000000
10105,台北富邦銀行,國內銀行,公股存款與其他,21162000000
10105,國泰世華商業銀行,國內銀行,活期存款,716890000000
10105,國泰世華商業銀行,國內銀行,定期存款,563453000000
10105,國泰世華商業銀行,國內銀行,外匯總存款,193546000000
10105,國泰世華商業銀行,國內銀行,公股存款與其他,0
10105,中國輸出入銀行,國內銀行,活期存款,0
10105,中國輸出入銀行,國內銀行,定期存款,0
10105,中國輸出入銀行,國內銀行,外匯總存款,0
10105,中國輸出入銀行,國內銀行,公股存款與其他,0
10105,高雄銀行,國內銀行,活期存款,58856000000
10105,高雄銀行,國內銀行,定期存款,108004000000
10105,高雄銀行,國內銀行,外匯總存款,8200000000
10105,高雄銀行,國內銀行,公股存款與其他,10938000000
10105,兆豐國際商業銀行,國內銀行,活期存款,485291000000
10105,兆豐國際商業銀行,國內銀行,定期存款,521724000000
10105,兆豐國際商業銀行,國內銀行,外匯總存款,602091000000
10105,兆豐國際商業銀行,國內銀行,公股存款與其他,4190000000
10105,花旗,國內銀行,活期存款,175031000000
10105,花旗,國內銀行,定期存款,77966000000
10105,花旗,國內銀行,外匯總存款,315298000000
10105,花旗,國內銀行,公股存款與其他,0
10105,中華開發工業銀行,國內銀行,活期存款,20583000000
10105,中華開發工業銀行,國內銀行,定期存款,55056000000
10105,中華開發工業銀行,國內銀行,外匯總存款,34985000000
10105,中華開發工業銀行,國內銀行,公股存款與其他,0
10105,臺灣工業銀行,國內銀行,活期存款,3442000000
10105,臺灣工業銀行,國內銀行,定期存款,70253000000
10105,臺灣工業銀行,國內銀行,外匯總存款,16218000000
10105,臺灣工業銀行,國內銀行,公股存款與其他,0
10105,匯豐,國內銀行,活期存款,145516000000
10105,匯豐,國內銀行,定期存款,77246000000
10105,匯豐,國內銀行,外匯總存款,108654000000
10105,匯豐,國內銀行,公股存款與其他,0
10105,大台北商業銀行,國內銀行,活期存款,15274000000
10105,大台北商業銀行,國內銀行,定期存款,28936000000
10105,大台北商業銀行,國內銀行,外匯總存款,333000000
10105,大台北商業銀行,國內銀行,公股存款與其他,0
10105,華泰商業銀行,國內銀行,活期存款,33744000000
10105,華泰商業銀行,國內銀行,定期存款,72881000000
10105,華泰商業銀行,國內銀行,外匯總存款,2962000000
10105,華泰商業銀行,國內銀行,公股存款與其他,0
10105,臺灣新光商業銀行,國內銀行,活期存款,171849000000
10105,臺灣新光商業銀行,國內銀行,定期存款,277539000000
