年月,銀行,銀行類別,項目,數值,英文項目
9602,總計,國內銀行,活期存款,6737473000000,MD
9602,總計,國內銀行,定期存款,10471814000000,FD
9602,總計,國內銀行,外匯存款,2446090000000,DP_Y
9602,總計,國內銀行,公股存款與其他,489563000000,DP_OTHER
9602,中央信託局,國內銀行,活期存款,67456000000,MD
9602,中央信託局,國內銀行,定期存款,87732000000,FD
9602,中央信託局,國內銀行,外匯總存款,16640000000,DP_Y
9602,中央信託局,國內銀行,公股存款與其他,0,DP_OTHER
9602,臺灣銀行,國內銀行,活期存款,446957000000,MD
9602,臺灣銀行,國內銀行,定期存款,1333843000000,FD
9602,臺灣銀行,國內銀行,外匯總存款,168880000000,DP_Y
9602,臺灣銀行,國內銀行,公股存款與其他,195575000000,DP_OTHER
9602,臺灣土地銀行,國內銀行,活期存款,323265000000,MD
9602,臺灣土地銀行,國內銀行,定期存款,949836000000,FD
9602,臺灣土地銀行,國內銀行,外匯總存款,48538000000,DP_Y
9602,臺灣土地銀行,國內銀行,公股存款與其他,138970000000,DP_OTHER
9602,合作金庫商業銀行,國內銀行,活期存款,597830000000,MD
9602,合作金庫商業銀行,國內銀行,定期存款,1062083000000,FD
9602,合作金庫商業銀行,國內銀行,外匯總存款,117782000000,DP_Y
9602,合作金庫商業銀行,國內銀行,公股存款與其他,53788000000,DP_OTHER
9602,第一商業銀行,國內銀行,活期存款,550929000000,MD
9602,第一商業銀行,國內銀行,定期存款,483773000000,FD
9602,第一商業銀行,國內銀行,外匯總存款,164050000000,DP_Y
9602,第一商業銀行,國內銀行,公股存款與其他,17680000000,DP_OTHER
9602,華南商業銀行,國內銀行,活期存款,602070000000,MD
9602,華南商業銀行,國內銀行,定期存款,475160000000,FD
9602,華南商業銀行,國內銀行,外匯總存款,205907000000,DP_Y
9602,華南商業銀行,國內銀行,公股存款與其他,5684000000,DP_OTHER
9602,彰化商業銀行,國內銀行,活期存款,477970000000,MD
9602,彰化商業銀行,國內銀行,定期存款,422288000000,FD
9602,彰化商業銀行,國內銀行,外匯總存款,127488000000,DP_Y
9602,彰化商業銀行,國內銀行,公股存款與其他,2473000000,DP_OTHER
9602,華僑商業銀行,國內銀行,活期存款,74475000000,MD
9602,華僑商業銀行,國內銀行,定期存款,104929000000,FD
9602,華僑商業銀行,國內銀行,外匯總存款,52105000000,DP_Y
9602,華僑商業銀行,國內銀行,公股存款與其他,0,DP_OTHER
9602,上海商業儲蓄銀行,國內銀行,活期存款,118555000000,MD
9602,上海商業儲蓄銀行,國內銀行,定期存款,129710000000,FD
9602,上海商業儲蓄銀行,國內銀行,外匯總存款,112311000000,DP_Y
