年月,銀行,項目,數值
10206,總計,國內銀行,活期存款,10843277000000
10206,總計,國內銀行,定期存款,12829542000000
10206,總計,國內銀行,外匯存款,5162992000000
10206,總計,國內銀行,公股存款與其他,552913000000
10206,臺灣銀行,國內銀行,活期存款,925029000000
10206,臺灣銀行,國內銀行,定期存款,1832757000000
10206,臺灣銀行,國內銀行,外匯總存款,446780000000
10206,臺灣銀行,國內銀行,公股存款與其他,205817000000
10206,臺灣土地銀行,國內銀行,活期存款,542420000000
10206,臺灣土地銀行,國內銀行,定期存款,1135088000000
10206,臺灣土地銀行,國內銀行,外匯總存款,91591000000
10206,臺灣土地銀行,國內銀行,公股存款與其他,169515000000
10206,合作金庫商業銀行,國內銀行,活期存款,937099000000
10206,合作金庫商業銀行,國內銀行,定期存款,1055721000000
10206,合作金庫商業銀行,國內銀行,外匯總存款,201635000000
10206,合作金庫商業銀行,國內銀行,公股存款與其他,69300000000
10206,第一商業銀行,國內銀行,活期存款,801776000000
10206,第一商業銀行,國內銀行,定期存款,491729000000
10206,第一商業銀行,國內銀行,外匯總存款,331126000000
10206,第一商業銀行,國內銀行,公股存款與其他,13566000000
10206,華南商業銀行,國內銀行,活期存款,862499000000
10206,華南商業銀行,國內銀行,定期存款,522741000000
10206,華南商業銀行,國內銀行,外匯總存款,290113000000
10206,華南商業銀行,國內銀行,公股存款與其他,6159000000
10206,彰化商業銀行,國內銀行,活期存款,645405000000
10206,彰化商業銀行,國內銀行,定期存款,481475000000
10206,彰化商業銀行,國內銀行,外匯總存款,205029000000
10206,彰化商業銀行,國內銀行,公股存款與其他,2565000000
10206,上海商業儲蓄銀行,國內銀行,活期存款,173679000000
10206,上海商業儲蓄銀行,國內銀行,定期存款,339630000000
10206,上海商業儲蓄銀行,國內銀行,外匯總存款,195925000000
10206,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
10206,台北富邦銀行,國內銀行,活期存款,488686000000
10206,台北富邦銀行,國內銀行,定期存款,556632000000
10206,台北富邦銀行,國內銀行,外匯總存款,240092000000
10206,台北富邦銀行,國內銀行,公股存款與其他,18979000000
10206,國泰世華商業銀行,國內銀行,活期存款,756168000000
10206,國泰世華商業銀行,國內銀行,定期存款,568506000000
10206,國泰世華商業銀行,國內銀行,外匯總存款,224343000000
10206,國泰世華商業銀行,國內銀行,公股存款與其他,0
10206,中國輸出入銀行,國內銀行,活期存款,0
10206,中國輸出入銀行,國內銀行,定期存款,0
10206,中國輸出入銀行,國內銀行,外匯總存款,0
10206,中國輸出入銀行,國內銀行,公股存款與其他,0
10206,高雄銀行,國內銀行,活期存款,63251000000
10206,高雄銀行,國內銀行,定期存款,108444000000
10206,高雄銀行,國內銀行,外匯總存款,8449000000
10206,高雄銀行,國內銀行,公股存款與其他,11513000000
10206,兆豐國際商業銀行,國內銀行,活期存款,545454000000
10206,兆豐國際商業銀行,國內銀行,定期存款,544823000000
10206,兆豐國際商業銀行,國內銀行,外匯總存款,680559000000
10206,兆豐國際商業銀行,國內銀行,公股存款與其他,7365000000
10206,花旗,國內銀行,活期存款,150320000000
10206,花旗,國內銀行,定期存款,76888000000
10206,花旗,國內銀行,外匯總存款,337120000000
10206,花旗,國內銀行,公股存款與其他,0
10206,澳盛,國內銀行,活期存款,26938000000
10206,澳盛,國內銀行,定期存款,10174000000
10206,澳盛,國內銀行,外匯總存款,127425000000
10206,澳盛,國內銀行,公股存款與其他,0
10206,中華開發工業銀行,國內銀行,活期存款,5077000000
10206,中華開發工業銀行,國內銀行,定期存款,87326000000
10206,中華開發工業銀行,國內銀行,外匯總存款,40909000000
10206,中華開發工業銀行,國內銀行,公股存款與其他,0
10206,臺灣工業銀行,國內銀行,活期存款,4795000000
10206,臺灣工業銀行,國內銀行,定期存款,63125000000
10206,臺灣工業銀行,國內銀行,外匯總存款,23387000000
10206,臺灣工業銀行,國內銀行,公股存款與其他,0
10206,匯豐,國內銀行,活期存款,158668000000
10206,匯豐,國內銀行,定期存款,91012000000
10206,匯豐,國內銀行,外匯總存款,114881000000
10206,匯豐,國內銀行,公股存款與其他,0
10206,大台北商業銀行,國內銀行,活期存款,16694000000
10206,大台北商業銀行,國內銀行,定期存款,32967000000
10206,大台北商業銀行,國內銀行,外匯總存款,580000000
10206,大台北商業銀行,國內銀行,公股存款與其他,0
10206,華泰商業銀行,國內銀行,活期存款,37679000000
10206,華泰商業銀行,國內銀行,定期存款,67257000000
10206,華泰商業銀行,國內銀行,外匯總存款,4509000000
10206,華泰商業銀行,國內銀行,公股存款與其他,0
10206,臺灣新光商業銀行,國內銀行,活期存款,197360000000
