年月,銀行,項目,數值
10202,總計,國內銀行,活期存款,10554950000000
10202,總計,國內銀行,定期存款,12703699000000
10202,總計,國內銀行,外匯存款,4848051000000
10202,總計,國內銀行,公股存款與其他,527875000000
10202,臺灣銀行,國內銀行,活期存款,908295000000
10202,臺灣銀行,國內銀行,定期存款,1848947000000
10202,臺灣銀行,國內銀行,外匯總存款,388263000000
10202,臺灣銀行,國內銀行,公股存款與其他,183739000000
10202,臺灣土地銀行,國內銀行,活期存款,530015000000
10202,臺灣土地銀行,國內銀行,定期存款,1147532000000
10202,臺灣土地銀行,國內銀行,外匯總存款,88125000000
10202,臺灣土地銀行,國內銀行,公股存款與其他,168511000000
10202,合作金庫商業銀行,國內銀行,活期存款,922703000000
10202,合作金庫商業銀行,國內銀行,定期存款,1078391000000
10202,合作金庫商業銀行,國內銀行,外匯總存款,218137000000
10202,合作金庫商業銀行,國內銀行,公股存款與其他,68154000000
10202,第一商業銀行,國內銀行,活期存款,790058000000
10202,第一商業銀行,國內銀行,定期存款,490452000000
10202,第一商業銀行,國內銀行,外匯總存款,320426000000
10202,第一商業銀行,國內銀行,公股存款與其他,13734000000
10202,華南商業銀行,國內銀行,活期存款,836231000000
10202,華南商業銀行,國內銀行,定期存款,517251000000
10202,華南商業銀行,國內銀行,外匯總存款,284153000000
10202,華南商業銀行,國內銀行,公股存款與其他,6209000000
10202,彰化商業銀行,國內銀行,活期存款,635552000000
10202,彰化商業銀行,國內銀行,定期存款,483221000000
10202,彰化商業銀行,國內銀行,外匯總存款,192679000000
10202,彰化商業銀行,國內銀行,公股存款與其他,2296000000
10202,上海商業儲蓄銀行,國內銀行,活期存款,166893000000
10202,上海商業儲蓄銀行,國內銀行,定期存款,303445000000
10202,上海商業儲蓄銀行,國內銀行,外匯總存款,187576000000
10202,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
10202,台北富邦銀行,國內銀行,活期存款,482515000000
10202,台北富邦銀行,國內銀行,定期存款,540668000000
10202,台北富邦銀行,國內銀行,外匯總存款,217765000000
10202,台北富邦銀行,國內銀行,公股存款與其他,16577000000
10202,國泰世華商業銀行,國內銀行,活期存款,739615000000
10202,國泰世華商業銀行,國內銀行,定期存款,572997000000
10202,國泰世華商業銀行,國內銀行,外匯總存款,210762000000
10202,國泰世華商業銀行,國內銀行,公股存款與其他,0
10202,中國輸出入銀行,國內銀行,活期存款,0
10202,中國輸出入銀行,國內銀行,定期存款,0
10202,中國輸出入銀行,國內銀行,外匯總存款,0
10202,中國輸出入銀行,國內銀行,公股存款與其他,0
10202,高雄銀行,國內銀行,活期存款,62230000000
10202,高雄銀行,國內銀行,定期存款,102136000000
10202,高雄銀行,國內銀行,外匯總存款,9198000000
10202,高雄銀行,國內銀行,公股存款與其他,11076000000
10202,兆豐國際商業銀行,國內銀行,活期存款,512771000000
10202,兆豐國際商業銀行,國內銀行,定期存款,520802000000
10202,兆豐國際商業銀行,國內銀行,外匯總存款,654779000000
10202,兆豐國際商業銀行,國內銀行,公股存款與其他,7113000000
10202,花旗,國內銀行,活期存款,153623000000
10202,花旗,國內銀行,定期存款,76196000000
10202,花旗,國內銀行,外匯總存款,346911000000
10202,花旗,國內銀行,公股存款與其他,0
10202,中華開發工業銀行,國內銀行,活期存款,2929000000
10202,中華開發工業銀行,國內銀行,定期存款,71072000000
10202,中華開發工業銀行,國內銀行,外匯總存款,41010000000
10202,中華開發工業銀行,國內銀行,公股存款與其他,0
10202,臺灣工業銀行,國內銀行,活期存款,3812000000
10202,臺灣工業銀行,國內銀行,定期存款,66489000000
10202,臺灣工業銀行,國內銀行,外匯總存款,20282000000
10202,臺灣工業銀行,國內銀行,公股存款與其他,0
10202,匯豐,國內銀行,活期存款,134875000000
10202,匯豐,國內銀行,定期存款,90160000000
10202,匯豐,國內銀行,外匯總存款,116693000000
10202,匯豐,國內銀行,公股存款與其他,0
10202,大台北商業銀行,國內銀行,活期存款,16670000000
10202,大台北商業銀行,國內銀行,定期存款,29660000000
10202,大台北商業銀行,國內銀行,外匯總存款,440000000
10202,大台北商業銀行,國內銀行,公股存款與其他,0
10202,華泰商業銀行,國內銀行,活期存款,37203000000
10202,華泰商業銀行,國內銀行,定期存款,70950000000
10202,華泰商業銀行,國內銀行,外匯總存款,4059000000
10202,華泰商業銀行,國內銀行,公股存款與其他,0
10202,臺灣新光商業銀行,國內銀行,活期存款,182607000000
10202,臺灣新光商業銀行,國內銀行,定期存款,289443000000
10202,臺灣新光商業銀行,國內銀行,外匯總存款,68998000000
10202,臺灣新光商業銀行,國內銀行,公股存款與其他,146000000
10202,陽信商業銀行,國內銀行,活期存款,86623000000
10202,陽信商業銀行,國內銀行,定期存款,136252000000
10202,陽信商業銀行,國內銀行,外匯總存款,8639000000
10202,陽信商業銀行,國內銀行,公股存款與其他,0
10202,板信商業銀行,國內銀行,活期存款,56240000000
10202,板信商業銀行,國內銀行,定期存款,80687000000
10202,板信商業銀行,國內銀行,外匯總存款,8568000000
10202,板信商業銀行,國內銀行,公股存款與其他,0
10202,三信商業銀行,國內銀行,活期存款,43397000000
10202,三信商業銀行,國內銀行,定期存款,72287000000
10202,三信商業銀行,國內銀行,外匯總存款,1403000000
10202,三信商業銀行,國內銀行,公股存款與其他,0
10202,聯邦商業銀行,國內銀行,活期存款,136597000000
10202,聯邦商業銀行,國內銀行,定期存款,172227000000
10202,聯邦商業銀行,國內銀行,外匯總存款,33998000000
10202,聯邦商業銀行,國內銀行,公股存款與其他,0
10202,遠東國際商業銀行,國內銀行,活期存款,76049000000
10202,遠東國際商業銀行,國內銀行,定期存款,253453000000
10202,遠東國際商業銀行,國內銀行,外匯總存款,51530000000
10202,遠東國際商業銀行,國內銀行,公股存款與其他,0
10202,元大商業銀行,國內銀行,活期存款,209708000000
10202,元大商業銀行,國內銀行,定期存款,192427000000
10202,元大商業銀行,國內銀行,外匯總存款,67538000000
10202,元大商業銀行,國內銀行,公股存款與其他,0
10202,永豐商業銀行,國內銀行,活期存款,329549000000
10202,永豐商業銀行,國內銀行,定期存款,501358000000
10202,永豐商業銀行,國內銀行,外匯總存款,203452000000
10202,永豐商業銀行,國內銀行,公股存款與其他,0
10202,玉山商業銀行,國內銀行,活期存款,459280000000
10202,玉山商業銀行,國內銀行,定期存款,411829000000
10202,玉山商業銀行,國內銀行,外匯總存款,164372000000
10202,玉山商業銀行,國內銀行,公股存款與其他,3699000000
10202,萬泰商業銀行,國內銀行,活期存款,36241000000
10202,萬泰商業銀行,國內銀行,定期存款,85491000000
10202,萬泰商業銀行,國內銀行,外匯總存款,9773000000
10202,萬泰商業銀行,國內銀行,公股存款與其他,0
10202,星展,國內銀行,活期存款,25301000000
10202,星展,國內銀行,定期存款,122439000000
10202,星展,國內銀行,外匯總存款,34755000000
10202,星展,國內銀行,公股存款與其他,0
10202,台新國際商業銀行,國內銀行,活期存款,254407000000
10202,台新國際商業銀行,國內銀行,定期存款,409688000000
10202,台新國際商業銀行,國內銀行,外匯總存款,168763000000
10202,台新國際商業銀行,國內銀行,公股存款與其他,0
10202,大眾商業銀行,國內銀行,活期存款,84134000000
10202,大眾商業銀行,國內銀行,定期存款,192161000000
10202,大眾商業銀行,國內銀行,外匯總存款,61985000000
10202,大眾商業銀行,國內銀行,公股存款與其他,0
10202,日盛國際商業銀行,國內銀行,活期存款,76372000000
10202,日盛國際商業銀行,國內銀行,定期存款,70973000000
10202,日盛國際商業銀行,國內銀行,外匯總存款,21049000000
10202,日盛國際商業銀行,國內銀行,公股存款與其他,0
10202,安泰商業銀行,國內銀行,活期存款,58006000000
10202,安泰商業銀行,國內銀行,定期存款,210398000000
10202,安泰商業銀行,國內銀行,外匯總存款,29205000000
10202,安泰商業銀行,國內銀行,公股存款與其他,0
10202,中國信託商業銀行,國內銀行,活期存款,603489000000
10202,中國信託商業銀行,國內銀行,定期存款,534182000000
10202,中國信託商業銀行,國內銀行,外匯總存款,359704000000
10202,中國信託商業銀行,國內銀行,公股存款與其他,32791000000
10202,臺灣中小企業銀行,國內銀行,活期存款,445723000000
10202,臺灣中小企業銀行,國內銀行,定期存款,474463000000
10202,臺灣中小企業銀行,國內銀行,外匯總存款,115283000000
10202,臺灣中小企業銀行,國內銀行,公股存款與其他,13615000000
10202,渣打國際商業銀行,國內銀行,活期存款,223519000000
10202,渣打國際商業銀行,國內銀行,定期存款,212106000000
10202,渣打國際商業銀行,國內銀行,外匯總存款,111207000000
10202,渣打國際商業銀行,國內銀行,公股存款與其他,22000000
10202,台中商業銀行,國內銀行,活期存款,164169000000
