年月,銀行,項目,數值
10106,星展,國內銀行,定期存款,109122000000
10106,星展,國內銀行,外匯總存款,30368000000
10106,星展,國內銀行,公股存款與其他,0
10106,台新國際商業銀行,國內銀行,活期存款,232889000000
10106,台新國際商業銀行,國內銀行,定期存款,414531000000
10106,台新國際商業銀行,國內銀行,外匯總存款,149790000000
10106,台新國際商業銀行,國內銀行,公股存款與其他,0
10106,大眾商業銀行,國內銀行,活期存款,88033000000
10106,大眾商業銀行,國內銀行,定期存款,204243000000
10106,大眾商業銀行,國內銀行,外匯總存款,56486000000
10106,大眾商業銀行,國內銀行,公股存款與其他,0
10106,日盛國際商業銀行,國內銀行,活期存款,70168000000
10106,日盛國際商業銀行,國內銀行,定期存款,81181000000
10106,日盛國際商業銀行,國內銀行,外匯總存款,14841000000
10106,日盛國際商業銀行,國內銀行,公股存款與其他,0
10106,安泰商業銀行,國內銀行,活期存款,60157000000
10106,安泰商業銀行,國內銀行,定期存款,216795000000
10106,安泰商業銀行,國內銀行,外匯總存款,25465000000
10106,安泰商業銀行,國內銀行,公股存款與其他,0
10106,中國信託商業銀行,國內銀行,活期存款,571443000000
10106,中國信託商業銀行,國內銀行,定期存款,491098000000
10106,中國信託商業銀行,國內銀行,外匯總存款,333343000000
10106,中國信託商業銀行,國內銀行,公股存款與其他,25674000000
10106,臺灣中小企業銀行,國內銀行,活期存款,430538000000
10106,臺灣中小企業銀行,國內銀行,定期存款,466106000000
10106,臺灣中小企業銀行,國內銀行,外匯總存款,106600000000
10106,臺灣中小企業銀行,國內銀行,公股存款與其他,16195000000
10106,渣打國際商業銀行,國內銀行,活期存款,203806000000
10106,渣打國際商業銀行,國內銀行,定期存款,212165000000
10106,渣打國際商業銀行,國內銀行,外匯總存款,116051000000
10106,渣打國際商業銀行,國內銀行,公股存款與其他,57000000
10106,台中商業銀行,國內銀行,活期存款,151159000000
10106,台中商業銀行,國內銀行,定期存款,191807000000
10106,台中商業銀行,國內銀行,外匯總存款,17047000000
10106,台中商業銀行,國內銀行,公股存款與其他,198000000
10106,京城商業銀行,國內銀行,活期存款,66442000000
10106,京城商業銀行,國內銀行,定期存款,65824000000
10106,京城商業銀行,國內銀行,外匯總存款,5856000000
10106,京城商業銀行,國內銀行,公股存款與其他,0
10106,總計,外國銀行在臺分行（含OBU）,活期存款,123952000000
10106,總計,外國銀行在臺分行（含OBU）,定期存款,148399000000
10106,總計,外國銀行在臺分行（含OBU）,外匯存款,215384000000
10106,總計,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,活期存款,18382000000
10106,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,定期存款,20966000000
10106,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,外匯總存款,23399000000
10106,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,美商美國銀行,外國銀行在臺分行（含OBU）,活期存款,9714000000
10106,美商美國銀行,外國銀行在臺分行（含OBU）,定期存款,1395000000
10106,美商美國銀行,外國銀行在臺分行（含OBU）,外匯總存款,6538000000
10106,美商美國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,泰國盤谷銀行,外國銀行在臺分行（含OBU）,活期存款,1476000000
10106,泰國盤谷銀行,外國銀行在臺分行（含OBU）,定期存款,7354000000
10106,泰國盤谷銀行,外國銀行在臺分行（含OBU）,外匯總存款,2486000000
10106,泰國盤谷銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,菲律賓首都銀行,外國銀行在臺分行（含OBU）,活期存款,293000000
10106,菲律賓首都銀行,外國銀行在臺分行（含OBU）,定期存款,152000000
10106,菲律賓首都銀行,外國銀行在臺分行（含OBU）,外匯總存款,79000000
10106,菲律賓首都銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,活期存款,3000000
10106,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,新加坡大華銀行,外國銀行在臺分行（含OBU）,活期存款,270000000
10106,新加坡大華銀行,外國銀行在臺分行（含OBU）,定期存款,2149000000
10106,新加坡大華銀行,外國銀行在臺分行（含OBU）,外匯總存款,346000000
10106,新加坡大華銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,美商道富銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,美商道富銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,美商道富銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,美商道富銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,法國興業銀行,外國銀行在臺分行（含OBU）,活期存款,1000000
10106,法國興業銀行,外國銀行在臺分行（含OBU）,定期存款,1326000000
10106,法國興業銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,法國興業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,澳商澳盛銀行,外國銀行在臺分行（含OBU）,活期存款,13686000000
10106,澳商澳盛銀行,外國銀行在臺分行（含OBU）,定期存款,10370000000
10106,澳商澳盛銀行,外國銀行在臺分行（含OBU）,外匯總存款,81152000000
10106,澳商澳盛銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,德商德意志銀行,外國銀行在臺分行（含OBU）,活期存款,33112000000
10106,德商德意志銀行,外國銀行在臺分行（含OBU）,定期存款,2744000000
10106,德商德意志銀行,外國銀行在臺分行（含OBU）,外匯總存款,3550000000
10106,德商德意志銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,香港東亞銀行,外國銀行在臺分行（含OBU）,活期存款,1762000000
10106,香港東亞銀行,外國銀行在臺分行（含OBU）,定期存款,13300000000
10106,香港東亞銀行,外國銀行在臺分行（含OBU）,外匯總存款,2285000000
10106,香港東亞銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,美商摩根大通銀行,外國銀行在臺分行（含OBU）,活期存款,25470000000
10106,美商摩根大通銀行,外國銀行在臺分行（含OBU）,定期存款,4411000000
10106,美商摩根大通銀行,外國銀行在臺分行（含OBU）,外匯總存款,2301000000
10106,美商摩根大通銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,新加坡商星展銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,新加坡商星展銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,新加坡商星展銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,新加坡商星展銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,活期存款,1043000000
10106,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,定期存款,9254000000
10106,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,外匯總存款,13512000000
10106,法商法國巴黎銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,英商渣打銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,英商渣打銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,英商渣打銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,英商渣打銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,活期存款,55000000
10106,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,定期存款,185000000
10106,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,外匯總存款,1000000
10106,新加坡商新加坡華僑銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,法國東方匯理銀行,外國銀行在臺分行（含OBU）,活期存款,768000000
10106,法國東方匯理銀行,外國銀行在臺分行（含OBU）,定期存款,27976000000
10106,法國東方匯理銀行,外國銀行在臺分行（含OBU）,外匯總存款,3055000000
10106,法國東方匯理銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,斐商標準銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,斐商標準銀行,外國銀行在臺分行（含OBU）,定期存款,11124000000
10106,斐商標準銀行,外國銀行在臺分行（含OBU）,外匯總存款,785000000
10106,斐商標準銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,活期存款,3000000
10106,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,定期存款,105000000
10106,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,外匯總存款,132000000
10106,加拿大商豐業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,活期存款,4721000000
10106,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,定期存款,7569000000
10106,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,外匯總存款,47071000000
10106,瑞士商瑞士銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,活期存款,38000000
10106,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,定期存款,700000000
10106,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,外匯總存款,605000000
10106,荷蘭商安智銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,美商富國銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,美商富國銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,美商富國銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,美商富國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,活期存款,9384000000
10106,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,定期存款,11541000000
10106,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,外匯總存款,15382000000
10106,日商三菱東京日聯銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,日商三井住友銀行,外國銀行在臺分行（含OBU）,活期存款,3773000000
10106,日商三井住友銀行,外國銀行在臺分行（含OBU）,定期存款,9455000000
10106,日商三井住友銀行,外國銀行在臺分行（含OBU）,外匯總存款,12702000000
10106,日商三井住友銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,英商巴克萊銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,英商巴克萊銀行,外國銀行在臺分行（含OBU）,定期存款,4800000000
10106,英商巴克萊銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,英商巴克萊銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,瑞士商瑞士信貸銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,美商花旗銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,美商花旗銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,美商花旗銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,美商花旗銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,定期存款,0
10106,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,香港上海匯豐銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,活期存款,0
10106,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,定期存款,1523000000
10106,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,外匯總存款,0
10106,西班牙商西班牙對外銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10106,總計,大陸地區銀行在臺分行,活期存款,214293000000
10106,總計,大陸地區銀行在臺分行,定期存款,334428000000
10106,總計,大陸地區銀行在臺分行,外匯存款,0
10106,總計,大陸地區銀行在臺分行,公股存款與其他,0
10106,台北市第五信用合作社,大陸地區銀行在臺分行,活期存款,8224000000
10106,台北市第五信用合作社,大陸地區銀行在臺分行,定期存款,11878000000
10106,台北市第五信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,台北市第五信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,台北市第九信用合作社,大陸地區銀行在臺分行,活期存款,8383000000
10106,台北市第九信用合作社,大陸地區銀行在臺分行,定期存款,15469000000
10106,台北市第九信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,台北市第九信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,基隆第一信用合作社,大陸地區銀行在臺分行,活期存款,10724000000
10106,基隆第一信用合作社,大陸地區銀行在臺分行,定期存款,17006000000
10106,基隆第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,基隆第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,基隆市第二信用合作社,大陸地區銀行在臺分行,活期存款,12980000000
10106,基隆市第二信用合作社,大陸地區銀行在臺分行,定期存款,12807000000
10106,基隆市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,基隆市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,淡水第一信用合作社,大陸地區銀行在臺分行,活期存款,21880000000
10106,淡水第一信用合作社,大陸地區銀行在臺分行,定期存款,40685000000
10106,淡水第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,淡水第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,台北縣淡水信用合作社,大陸地區銀行在臺分行,活期存款,6942000000
10106,台北縣淡水信用合作社,大陸地區銀行在臺分行,定期存款,10505000000
10106,台北縣淡水信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,台北縣淡水信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,宜蘭信用合社,大陸地區銀行在臺分行,活期存款,2111000000
10106,宜蘭信用合社,大陸地區銀行在臺分行,定期存款,3868000000
10106,宜蘭信用合社,大陸地區銀行在臺分行,外匯總存款,0
10106,宜蘭信用合社,大陸地區銀行在臺分行,公股存款與其他,0
10106,桃園信用合作社,大陸地區銀行在臺分行,活期存款,8242000000
10106,桃園信用合作社,大陸地區銀行在臺分行,定期存款,9914000000
10106,桃園信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,桃園信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,新竹第一信用合作社,大陸地區銀行在臺分行,活期存款,18164000000
10106,新竹第一信用合作社,大陸地區銀行在臺分行,定期存款,29518000000
10106,新竹第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,新竹第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,新竹第三信用合作社,大陸地區銀行在臺分行,活期存款,8666000000
10106,新竹第三信用合作社,大陸地區銀行在臺分行,定期存款,18589000000
10106,新竹第三信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,新竹第三信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,竹南信用合作社,大陸地區銀行在臺分行,活期存款,0
10106,竹南信用合作社,大陸地區銀行在臺分行,定期存款,0
10106,竹南信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,竹南信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,台中市第二信用合作社,大陸地區銀行在臺分行,活期存款,18153000000
10106,台中市第二信用合作社,大陸地區銀行在臺分行,定期存款,28453000000
10106,台中市第二信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,台中市第二信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,彰化第一信用合作社,大陸地區銀行在臺分行,活期存款,6284000000
10106,彰化第一信用合作社,大陸地區銀行在臺分行,定期存款,10145000000
10106,彰化第一信用合作社,大陸地區銀行在臺分行,外匯總存款,0
10106,彰化第一信用合作社,大陸地區銀行在臺分行,公股存款與其他,0
10106,彰化第五信用合作社,信用合作社,活期存款,3686000000
10106,彰化第五信用合作社,信用合作社,定期存款,5613000000
10106,彰化第五信用合作社,信用合作社,外匯總存款,0
10106,彰化第五信用合作社,信用合作社,公股存款與其他,0
10106,彰化第六信用合作社,信用合作社,活期存款,8446000000
10106,彰化第六信用合作社,信用合作社,定期存款,11038000000
10106,彰化第六信用合作社,信用合作社,外匯總存款,0
10106,彰化第六信用合作社,信用合作社,公股存款與其他,0
10106,彰化第十信用合作社,信用合作社,活期存款,6031000000
10106,彰化第十信用合作社,信用合作社,定期存款,8229000000
10106,彰化第十信用合作社,信用合作社,外匯總存款,0
10106,彰化第十信用合作社,信用合作社,公股存款與其他,0
10106,彰化縣鹿港信用合作社,信用合作社,活期存款,8805000000
10106,彰化縣鹿港信用合作社,信用合作社,定期存款,13675000000
10106,彰化縣鹿港信用合作社,信用合作社,外匯總存款,0
10106,彰化縣鹿港信用合作社,信用合作社,公股存款與其他,0
10106,嘉義市第三信用合作社,信用合作社,活期存款,2655000000
10106,嘉義市第三信用合作社,信用合作社,定期存款,6325000000
10106,嘉義市第三信用合作社,信用合作社,外匯總存款,0
10106,嘉義市第三信用合作社,信用合作社,公股存款與其他,0
10106,嘉義巿第四信用合作社,信用合作社,活期存款,608000000
10106,嘉義巿第四信用合作社,信用合作社,定期存款,1806000000
10106,嘉義巿第四信用合作社,信用合作社,外匯總存款,0
10106,嘉義巿第四信用合作社,信用合作社,公股存款與其他,0
10106,台南第三信用合作社,信用合作社,活期存款,7278000000
10106,台南第三信用合作社,信用合作社,定期存款,8633000000
10106,台南第三信用合作社,信用合作社,外匯總存款,0
10106,台南第三信用合作社,信用合作社,公股存款與其他,0
10106,高雄市第三信用合作社,信用合作社,活期存款,14756000000
10106,高雄市第三信用合作社,信用合作社,定期存款,25840000000
10106,高雄市第三信用合作社,信用合作社,外匯總存款,0
10106,高雄市第三信用合作社,信用合作社,公股存款與其他,0
10106,花蓮第一信用合作社,信用合作社,活期存款,8107000000
10106,花蓮第一信用合作社,信用合作社,定期存款,11346000000
10106,花蓮第一信用合作社,信用合作社,外匯總存款,0
10106,花蓮第一信用合作社,信用合作社,公股存款與其他,0
10106,花蓮第二信用合作社,信用合作社,活期存款,17369000000
10106,花蓮第二信用合作社,信用合作社,定期存款,25275000000
10106,花蓮第二信用合作社,信用合作社,外匯總存款,0
10106,花蓮第二信用合作社,信用合作社,公股存款與其他,0
10106,澎湖縣第一信用合作社,信用合作社,活期存款,1429000000
10106,澎湖縣第一信用合作社,信用合作社,定期存款,2067000000
10106,澎湖縣第一信用合作社,信用合作社,外匯總存款,0
10106,澎湖縣第一信用合作社,信用合作社,公股存款與其他,0
10106,澎湖第二信用合作社,信用合作社,活期存款,2760000000
10106,澎湖第二信用合作社,信用合作社,定期存款,3951000000
10106,澎湖第二信用合作社,信用合作社,外匯總存款,0
10106,澎湖第二信用合作社,信用合作社,公股存款與其他,0
10106,金門縣信用合作社,信用合作社,活期存款,1606000000
10106,金門縣信用合作社,信用合作社,定期存款,1794000000
10106,金門縣信用合作社,信用合作社,外匯總存款,0
10106,金門縣信用合作社,信用合作社,公股存款與其他,0
