年月,銀行,銀行類別,項目,數值
9906,總計,國內銀行,活期存款,9199521000000
9906,總計,國內銀行,定期存款,11617552000000
9906,總計,國內銀行,外匯存款,3686304000000
9906,總計,國內銀行,公股存款與其他,554405000000
9906,臺灣銀行,國內銀行,活期存款,802360000000
9906,臺灣銀行,國內銀行,定期存款,1917010000000
9906,臺灣銀行,國內銀行,外匯總存款,322285000000
9906,臺灣銀行,國內銀行,公股存款與其他,223144000000
9906,臺灣土地銀行,國內銀行,活期存款,450132000000
9906,臺灣土地銀行,國內銀行,定期存款,1081837000000
9906,臺灣土地銀行,國內銀行,外匯總存款,63812000000
9906,臺灣土地銀行,國內銀行,公股存款與其他,143175000000
9906,合作金庫商業銀行,國內銀行,活期存款,810472000000
9906,合作金庫商業銀行,國內銀行,定期存款,1059421000000
9906,合作金庫商業銀行,國內銀行,外匯總存款,145540000000
9906,合作金庫商業銀行,國內銀行,公股存款與其他,61184000000
9906,第一商業銀行,國內銀行,活期存款,700225000000
9906,第一商業銀行,國內銀行,定期存款,553251000000
9906,第一商業銀行,國內銀行,外匯總存款,252086000000
9906,第一商業銀行,國內銀行,公股存款與其他,15093000000
9906,華南商業銀行,國內銀行,活期存款,745872000000
9906,華南商業銀行,國內銀行,定期存款,505507000000
9906,華南商業銀行,國內銀行,外匯總存款,230998000000
9906,華南商業銀行,國內銀行,公股存款與其他,5836000000
9906,彰化商業銀行,國內銀行,活期存款,556809000000
9906,彰化商業銀行,國內銀行,定期存款,468289000000
9906,彰化商業銀行,國內銀行,外匯總存款,171113000000
9906,彰化商業銀行,國內銀行,公股存款與其他,2259000000
9906,上海商業儲蓄銀行,國內銀行,活期存款,154830000000
9906,上海商業儲蓄銀行,國內銀行,定期存款,204904000000
9906,上海商業儲蓄銀行,國內銀行,外匯總存款,146674000000
9906,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
9906,台北富邦銀行,國內銀行,活期存款,426431000000
9906,台北富邦銀行,國內銀行,定期存款,525332000000
9906,台北富邦銀行,國內銀行,外匯總存款,158614000000
9906,台北富邦銀行,國內銀行,公股存款與其他,18121000000
9906,國泰世華商業銀行,國內銀行,活期存款,665333000000
9906,國泰世華商業銀行,國內銀行,定期存款,473630000000
9906,國泰世華商業銀行,國內銀行,外匯總存款,152390000000
9906,國泰世華商業銀行,國內銀行,公股存款與其他,64000000
9906,中國輸出入銀行,國內銀行,活期存款,0
9906,中國輸出入銀行,國內銀行,定期存款,0
9906,中國輸出入銀行,國內銀行,外匯總存款,0
9906,中國輸出入銀行,國內銀行,公股存款與其他,0
9906,高雄銀行,國內銀行,活期存款,53162000000
9906,高雄銀行,國內銀行,定期存款,98525000000
9906,高雄銀行,國內銀行,外匯總存款,8540000000
9906,高雄銀行,國內銀行,公股存款與其他,8403000000
9906,兆豐國際商業銀行,國內銀行,活期存款,441249000000
9906,兆豐國際商業銀行,國內銀行,定期存款,463557000000
9906,兆豐國際商業銀行,國內銀行,外匯總存款,517426000000
9906,兆豐國際商業銀行,國內銀行,公股存款與其他,48714000000
9906,花旗,國內銀行,活期存款,177306000000
9906,花旗,國內銀行,定期存款,82261000000
9906,花旗,國內銀行,外匯總存款,337151000000
9906,花旗,國內銀行,公股存款與其他,0
9906,中華開發工業銀行,國內銀行,活期存款,4875000000
9906,中華開發工業銀行,國內銀行,定期存款,35877000000
9906,中華開發工業銀行,國內銀行,外匯總存款,11034000000
9906,中華開發工業銀行,國內銀行,公股存款與其他,0
9906,臺灣工業銀行,國內銀行,活期存款,2919000000
9906,臺灣工業銀行,國內銀行,定期存款,54637000000
9906,臺灣工業銀行,國內銀行,外匯總存款,13985000000
9906,臺灣工業銀行,國內銀行,公股存款與其他,0
9906,匯豐,國內銀行,活期存款,159337000000
9906,匯豐,國內銀行,定期存款,89378000000
9906,匯豐,國內銀行,外匯總存款,96610000000
9906,匯豐,國內銀行,公股存款與其他,0
9906,大台北商業銀行,國內銀行,活期存款,13755000000
9906,大台北商業銀行,國內銀行,定期存款,20377000000
9906,大台北商業銀行,國內銀行,外匯總存款,0
9906,大台北商業銀行,國內銀行,公股存款與其他,0
9906,華泰商業銀行,國內銀行,活期存款,31351000000
9906,華泰商業銀行,國內銀行,定期存款,63905000000
9906,華泰商業銀行,國內銀行,外匯總存款,2125000000
9906,華泰商業銀行,國內銀行,公股存款與其他,0
9906,臺灣新光商業銀行,國內銀行,活期存款,143158000000
9906,臺灣新光商業銀行,國內銀行,定期存款,196795000000
9906,臺灣新光商業銀行,國內銀行,外匯總存款,23934000000
9906,臺灣新光商業銀行,國內銀行,公股存款與其他,100000000
9906,陽信商業銀行,國內銀行,活期存款,73802000000
9906,陽信商業銀行,國內銀行,定期存款,125474000000
9906,陽信商業銀行,國內銀行,外匯總存款,5863000000
9906,陽信商業銀行,國內銀行,公股存款與其他,673000000
9906,板信商業銀行,國內銀行,活期存款,48016000000
9906,板信商業銀行,國內銀行,定期存款,90211000000
9906,板信商業銀行,國內銀行,外匯總存款,6287000000
9906,板信商業銀行,國內銀行,公股存款與其他,0
9906,三信商業銀行,國內銀行,活期存款,37862000000
9906,三信商業銀行,國內銀行,定期存款,63014000000
9906,三信商業銀行,國內銀行,外匯總存款,919000000
9906,三信商業銀行,國內銀行,公股存款與其他,0
9906,聯邦商業銀行,國內銀行,活期存款,110980000000
9906,聯邦商業銀行,國內銀行,定期存款,140524000000
9906,聯邦商業銀行,國內銀行,外匯總存款,24582000000
9906,聯邦商業銀行,國內銀行,公股存款與其他,0
9906,遠東國際商業銀行,國內銀行,活期存款,63158000000
9906,遠東國際商業銀行,國內銀行,定期存款,177757000000
9906,遠東國際商業銀行,國內銀行,外匯總存款,41169000000
9906,遠東國際商業銀行,國內銀行,公股存款與其他,0
9906,元大商業銀行,國內銀行,活期存款,161435000000
9906,元大商業銀行,國內銀行,定期存款,115742000000
9906,元大商業銀行,國內銀行,外匯總存款,29282000000
9906,元大商業銀行,國內銀行,公股存款與其他,0
9906,永豐商業銀行,國內銀行,活期存款,298509000000
9906,永豐商業銀行,國內銀行,定期存款,427256000000
9906,永豐商業銀行,國內銀行,外匯總存款,142493000000
9906,永豐商業銀行,國內銀行,公股存款與其他,0
9906,玉山商業銀行,國內銀行,活期存款,329258000000
9906,玉山商業銀行,國內銀行,定期存款,385372000000
9906,玉山商業銀行,國內銀行,外匯總存款,95432000000
9906,玉山商業銀行,國內銀行,公股存款與其他,3007000000
9906,萬泰商業銀行,國內銀行,活期存款,32173000000
9906,萬泰商業銀行,國內銀行,定期存款,69090000000
9906,萬泰商業銀行,國內銀行,外匯總存款,4183000000
9906,萬泰商業銀行,國內銀行,公股存款與其他,0
