年月,銀行,項目,數值
10004,總計,國內銀行,活期存款,9784584000000
10004,總計,國內銀行,定期存款,11917055000000
10004,總計,國內銀行,外匯存款,3959144000000
10004,總計,國內銀行,公股存款與其他,515634000000
10004,臺灣銀行,國內銀行,活期存款,783806000000
10004,臺灣銀行,國內銀行,定期存款,1796227000000
10004,臺灣銀行,國內銀行,外匯總存款,321604000000
10004,臺灣銀行,國內銀行,公股存款與其他,198100000000
10004,臺灣土地銀行,國內銀行,活期存款,488117000000
10004,臺灣土地銀行,國內銀行,定期存款,1140619000000
10004,臺灣土地銀行,國內銀行,外匯總存款,74888000000
10004,臺灣土地銀行,國內銀行,公股存款與其他,156802000000
10004,合作金庫商業銀行,國內銀行,活期存款,869504000000
10004,合作金庫商業銀行,國內銀行,定期存款,1021663000000
10004,合作金庫商業銀行,國內銀行,外匯總存款,176802000000
10004,合作金庫商業銀行,國內銀行,公股存款與其他,66023000000
10004,第一商業銀行,國內銀行,活期存款,747231000000
10004,第一商業銀行,國內銀行,定期存款,520258000000
10004,第一商業銀行,國內銀行,外匯總存款,287595000000
10004,第一商業銀行,國內銀行,公股存款與其他,13892000000
10004,華南商業銀行,國內銀行,活期存款,793547000000
10004,華南商業銀行,國內銀行,定期存款,495279000000
10004,華南商業銀行,國內銀行,外匯總存款,246045000000
10004,華南商業銀行,國內銀行,公股存款與其他,6556000000
10004,彰化商業銀行,國內銀行,活期存款,592020000000
10004,彰化商業銀行,國內銀行,定期存款,459715000000
10004,彰化商業銀行,國內銀行,外匯總存款,192199000000
10004,彰化商業銀行,國內銀行,公股存款與其他,2396000000
10004,上海商業儲蓄銀行,國內銀行,活期存款,162204000000
10004,上海商業儲蓄銀行,國內銀行,定期存款,228013000000
10004,上海商業儲蓄銀行,國內銀行,外匯總存款,161693000000
10004,上海商業儲蓄銀行,國內銀行,公股存款與其他,0
10004,台北富邦銀行,國內銀行,活期存款,482702000000
10004,台北富邦銀行,國內銀行,定期存款,502421000000
10004,台北富邦銀行,國內銀行,外匯總存款,172561000000
10004,台北富邦銀行,國內銀行,公股存款與其他,23810000000
10004,國泰世華商業銀行,國內銀行,活期存款,712291000000
10004,國泰世華商業銀行,國內銀行,定期存款,513664000000
10004,國泰世華商業銀行,國內銀行,外匯總存款,159084000000
10004,國泰世華商業銀行,國內銀行,公股存款與其他,0
10004,中國輸出入銀行,國內銀行,活期存款,0
10004,中國輸出入銀行,國內銀行,定期存款,0
10004,中國輸出入銀行,國內銀行,外匯總存款,0
10004,中國輸出入銀行,國內銀行,公股存款與其他,0
10004,高雄銀行,國內銀行,活期存款,58295000000
10004,高雄銀行,國內銀行,定期存款,107296000000
10004,高雄銀行,國內銀行,外匯總存款,8142000000
10004,高雄銀行,國內銀行,公股存款與其他,11573000000
10004,兆豐國際商業銀行,國內銀行,活期存款,468090000000
10004,兆豐國際商業銀行,國內銀行,定期存款,481749000000
10004,兆豐國際商業銀行,國內銀行,外匯總存款,552808000000
10004,兆豐國際商業銀行,國內銀行,公股存款與其他,3895000000
10004,花旗,國內銀行,活期存款,163070000000
10004,花旗,國內銀行,定期存款,77278000000
10004,花旗,國內銀行,外匯總存款,320146000000
10004,花旗,國內銀行,公股存款與其他,0
10004,中華開發工業銀行,國內銀行,活期存款,3152000000
10004,中華開發工業銀行,國內銀行,定期存款,23993000000
10004,中華開發工業銀行,國內銀行,外匯總存款,17690000000
10004,中華開發工業銀行,國內銀行,公股存款與其他,0
10004,臺灣工業銀行,國內銀行,活期存款,2640000000
10004,臺灣工業銀行,國內銀行,定期存款,59436000000
10004,臺灣工業銀行,國內銀行,外匯總存款,13172000000
10004,臺灣工業銀行,國內銀行,公股存款與其他,0
10004,匯豐,國內銀行,活期存款,166029000000
10004,匯豐,國內銀行,定期存款,81223000000
10004,匯豐,國內銀行,外匯總存款,104636000000
10004,匯豐,國內銀行,公股存款與其他,0
10004,大台北商業銀行,國內銀行,活期存款,14519000000
10004,大台北商業銀行,國內銀行,定期存款,25484000000
10004,大台北商業銀行,國內銀行,外匯總存款,279000000
10004,大台北商業銀行,國內銀行,公股存款與其他,0
10004,華泰商業銀行,國內銀行,活期存款,33016000000
10004,華泰商業銀行,國內銀行,定期存款,71606000000
10004,華泰商業銀行,國內銀行,外匯總存款,2686000000
10004,華泰商業銀行,國內銀行,公股存款與其他,0
10004,臺灣新光商業銀行,國內銀行,活期存款,160305000000
10004,臺灣新光商業銀行,國內銀行,定期存款,229360000000
10004,臺灣新光商業銀行,國內銀行,外匯總存款,34910000000
10004,臺灣新光商業銀行,國內銀行,公股存款與其他,61000000
10004,陽信商業銀行,國內銀行,活期存款,77443000000
10004,陽信商業銀行,國內銀行,定期存款,125769000000
10004,陽信商業銀行,國內銀行,外匯總存款,6982000000
10004,陽信商業銀行,國內銀行,公股存款與其他,206000000
10004,板信商業銀行,國內銀行,活期存款,48565000000
10004,板信商業銀行,國內銀行,定期存款,84593000000
10004,板信商業銀行,國內銀行,外匯總存款,6554000000
10004,板信商業銀行,國內銀行,公股存款與其他,0
10004,三信商業銀行,國內銀行,活期存款,40716000000
10004,三信商業銀行,國內銀行,定期存款,66342000000
10004,三信商業銀行,國內銀行,外匯總存款,1543000000
10004,三信商業銀行,國內銀行,公股存款與其他,0
10004,聯邦商業銀行,國內銀行,活期存款,118833000000
10004,聯邦商業銀行,國內銀行,定期存款,149824000000
10004,聯邦商業銀行,國內銀行,外匯總存款,27972000000
10004,聯邦商業銀行,國內銀行,公股存款與其他,0
10004,遠東國際商業銀行,國內銀行,活期存款,68430000000
10004,遠東國際商業銀行,國內銀行,定期存款,221100000000
10004,遠東國際商業銀行,國內銀行,外匯總存款,40098000000
10004,遠東國際商業銀行,國內銀行,公股存款與其他,0
10004,元大商業銀行,國內銀行,活期存款,191274000000
10004,元大商業銀行,國內銀行,定期存款,161776000000
10004,元大商業銀行,國內銀行,外匯總存款,38660000000
10004,元大商業銀行,國內銀行,公股存款與其他,0
10004,永豐商業銀行,國內銀行,活期存款,318099000000
10004,永豐商業銀行,國內銀行,定期存款,470406000000
10004,永豐商業銀行,國內銀行,外匯總存款,140848000000
10004,永豐商業銀行,國內銀行,公股存款與其他,0
10004,玉山商業銀行,國內銀行,活期存款,357860000000
10004,玉山商業銀行,國內銀行,定期存款,436698000000
10004,玉山商業銀行,國內銀行,外匯總存款,122086000000
10004,玉山商業銀行,國內銀行,公股存款與其他,3652000000
10004,萬泰商業銀行,國內銀行,活期存款,34464000000
10004,萬泰商業銀行,國內銀行,定期存款,74935000000
10004,萬泰商業銀行,國內銀行,外匯總存款,5057000000
10004,萬泰商業銀行,國內銀行,公股存款與其他,0
10004,台新國際商業銀行,國內銀行,活期存款,222315000000
10004,台新國際商業銀行,國內銀行,定期存款,371517000000
10004,台新國際商業銀行,國內銀行,外匯總存款,124408000000
10004,台新國際商業銀行,國內銀行,公股存款與其他,0
10004,大眾商業銀行,國內銀行,活期存款,83711000000
10004,大眾商業銀行,國內銀行,定期存款,208315000000
10004,大眾商業銀行,國內銀行,外匯總存款,45773000000
10004,大眾商業銀行,國內銀行,公股存款與其他,0
10004,日盛國際商業銀行,國內銀行,活期存款,75679000000
10004,日盛國際商業銀行,國內銀行,定期存款,86775000000
10004,日盛國際商業銀行,國內銀行,外匯總存款,13590000000
10004,日盛國際商業銀行,國內銀行,公股存款與其他,0
10004,安泰商業銀行,國內銀行,活期存款,61827000000
10004,安泰商業銀行,國內銀行,定期存款,176529000000
10004,安泰商業銀行,國內銀行,外匯總存款,23185000000
10004,安泰商業銀行,國內銀行,公股存款與其他,0
10004,中國信託商業銀行,國內銀行,活期存款,543012000000
10004,中國信託商業銀行,國內銀行,定期存款,481915000000
10004,中國信託商業銀行,國內銀行,外匯總存款,288693000000
10004,中國信託商業銀行,國內銀行,公股存款與其他,15339000000
10004,臺灣中小企業銀行,國內銀行,活期存款,420059000000
10004,臺灣中小企業銀行,國內銀行,定期存款,467748000000
10004,臺灣中小企業銀行,國內銀行,外匯總存款,104733000000
10004,臺灣中小企業銀行,國內銀行,公股存款與其他,12989000000
10004,渣打國際商業銀行,國內銀行,活期存款,224469000000
10004,渣打國際商業銀行,國內銀行,定期存款,273883000000
10004,渣打國際商業銀行,國內銀行,外匯總存款,98377000000
10004,渣打國際商業銀行,國內銀行,公股存款與其他,178000000
10004,台中商業銀行,國內銀行,活期存款,135714000000
10004,台中商業銀行,國內銀行,定期存款,158164000000
10004,台中商業銀行,國內銀行,外匯總存款,15588000000
10004,台中商業銀行,國內銀行,公股存款與其他,161000000
10004,京城商業銀行,國內銀行,活期存款,61573000000
10004,京城商業銀行,國內銀行,定期存款,65482000000
10004,京城商業銀行,國內銀行,外匯總存款,8060000000
10004,京城商業銀行,國內銀行,公股存款與其他,0
10004,總計,外國銀行在臺分行（含OBU）,活期存款,153636000000
10004,總計,外國銀行在臺分行（含OBU）,定期存款,206824000000
10004,總計,外國銀行在臺分行（含OBU）,外匯存款,218130000000
10004,總計,外國銀行在臺分行（含OBU）,公股存款與其他,0
10004,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,活期存款,17975000000
10004,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,定期存款,21668000000
10004,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,外匯總存款,25810000000
10004,日商瑞穗實業銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10004,美商美國銀行,外國銀行在臺分行（含OBU）,活期存款,6885000000
10004,美商美國銀行,外國銀行在臺分行（含OBU）,定期存款,2544000000
10004,美商美國銀行,外國銀行在臺分行（含OBU）,外匯總存款,8040000000
10004,美商美國銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10004,泰國盤谷銀行,外國銀行在臺分行（含OBU）,活期存款,1503000000
10004,泰國盤谷銀行,外國銀行在臺分行（含OBU）,定期存款,5116000000
10004,泰國盤谷銀行,外國銀行在臺分行（含OBU）,外匯總存款,2211000000
10004,泰國盤谷銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10004,菲律賓首都銀行,外國銀行在臺分行（含OBU）,活期存款,222000000
10004,菲律賓首都銀行,外國銀行在臺分行（含OBU）,定期存款,131000000
10004,菲律賓首都銀行,外國銀行在臺分行（含OBU）,外匯總存款,82000000
10004,菲律賓首都銀行,外國銀行在臺分行（含OBU）,公股存款與其他,0
10004,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,活期存款,10000000
10004,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,定期存款,0
10004,美商美國紐約梅隆銀行,外國銀行在臺分行（含OBU）,外匯總存款,1000000
